CERT,NAME,report_date,deposit_m,runoff_m,Priority score,Review
14,STATE STREET BANK&TRUST CO,2024-03-31,190845.0,11326.0,1109.5879929801076,True
14,STATE STREET BANK&TRUST CO,2024-06-30,179519.0,0.0,1171.5289022175796,True
14,STATE STREET BANK&TRUST CO,2024-09-30,182432.0,0.0,931.3161332086643,True
35,AUBURNBANK,2024-03-31,900.85,0.0,5.082241272704551,False
35,AUBURNBANK,2024-06-30,947.493,44.732,7.769285915374697,False
35,AUBURNBANK,2024-09-30,902.761,5.936,5.092595583875246,False
39,ROBERTSON BANKING CO,2024-03-31,414.927,0.0,2.39629833699571,False
39,ROBERTSON BANKING CO,2024-06-30,417.79,3.402,3.2483768094012375,False
39,ROBERTSON BANKING CO,2024-09-30,414.388,2.182,2.160141640089822,False
41,PHENIX-GIRARD BANK,2024-03-31,276.535,2.569,2.6394536965618425,False
41,PHENIX-GIRARD BANK,2024-06-30,273.966,0.0,3.1702786548576563,False
41,PHENIX-GIRARD BANK,2024-09-30,280.279,0.0,2.747079754563987,False
49,BANK OF EVERGREEN,2024-03-31,67.944,0.094,0.43874818465820875,False
49,BANK OF EVERGREEN,2024-06-30,67.85,0.0,0.5795883319844009,False
49,BANK OF EVERGREEN,2024-09-30,68.811,0.428,0.4930871296965075,False
50,COMMUNITY SPIRIT BANK,2024-03-31,181.741,0.0,1.2639480474729476,False
50,COMMUNITY SPIRIT BANK,2024-06-30,188.135,0.0,1.7048234609267472,False
50,COMMUNITY SPIRIT BANK,2024-09-30,188.93,0.0,1.2549984616817453,False
51,BANK OF VERNON,2024-03-31,277.398,0.0,1.865169040811586,False
51,BANK OF VERNON,2024-06-30,279.396,0.0,2.438343731932693,False
51,BANK OF VERNON,2024-09-30,298.472,0.0,1.9398103905168194,False
52,CITIZENS BANK OF WINFIELD,2024-03-31,269.241,41.287,2.173282608605249,False
52,CITIZENS BANK OF WINFIELD,2024-06-30,227.954,0.0,2.3700437158341043,False
52,CITIZENS BANK OF WINFIELD,2024-09-30,229.797,0.246,1.763378541944302,False
54,EXCHANGE BANK OF ALABAMA,2024-03-31,324.626,0.0,1.9391362988690561,False
54,EXCHANGE BANK OF ALABAMA,2024-06-30,328.413,3.79,2.667830534652064,False
54,EXCHANGE BANK OF ALABAMA,2024-09-30,324.623,0.0,1.8125520699921374,False
58,UNITED BANK,2024-03-31,1008.343,2.477,5.569886851700009,False
58,UNITED BANK,2024-06-30,1005.866,0.0,6.849485739062773,False
58,UNITED BANK,2024-09-30,1154.084,0.0,5.695572441098907,False
70,PEOPLES EXCHANGE BANK,2024-03-31,86.306,0.0,0.41523836763910194,False
70,PEOPLES EXCHANGE BANK,2024-06-30,87.671,0.0,0.6004283180046147,False
70,PEOPLES EXCHANGE BANK,2024-09-30,88.137,4.483,0.45312876763724946,False
72,CENTRAL STATE BANK,2024-03-31,549.647,0.0,3.5363034763296013,False
72,CENTRAL STATE BANK,2024-06-30,568.26,0.0,4.875425794717302,False
72,CENTRAL STATE BANK,2024-09-30,619.857,18.267,4.069054759791865,False
77,BANKSOUTH,2024-03-31,166.093,5.51,0.6524452604573766,False
77,BANKSOUTH,2024-06-30,160.583,0.0,0.8445787513297333,False
77,BANKSOUTH,2024-09-30,162.233,0.0,0.6250372380013838,False
81,WARREN BANK&TRUST CO,2024-03-31,115.967,0.756,0.6629371160345153,False
81,WARREN BANK&TRUST CO,2024-06-30,115.211,0.0,0.8560689422323279,False
81,WARREN BANK&TRUST CO,2024-09-30,118.874,2.108,0.6534495253588175,False
88,GENERATIONS BANK,2024-03-31,762.841,4.183,3.6650581913862834,False
88,GENERATIONS BANK,2024-06-30,758.658,0.0,4.67123265091777,False
88,GENERATIONS BANK,2024-09-30,799.4,0.0,3.5119295874045995,False
89,SIGNATURE BANK OF ARKANSAS,2024-03-31,1013.636,0.0,4.125529807128584,False
89,SIGNATURE BANK OF ARKANSAS,2024-06-30,1018.556,0.0,5.762086369291739,False
89,SIGNATURE BANK OF ARKANSAS,2024-09-30,1039.252,0.0,4.015171454474601,False
90,COMMERCIAL BANK&TRUST CO,2024-03-31,232.271,0.0,1.3728211053709367,False
90,COMMERCIAL BANK&TRUST CO,2024-06-30,337.665,2.217,2.7075557078607564,False
90,COMMERCIAL BANK&TRUST CO,2024-09-30,335.448,0.0,1.8699360321770564,False
93,RIVERSIDE BANK,2024-03-31,51.784,1.231,0.08598893020659076,False
93,RIVERSIDE BANK,2024-06-30,50.553,0.0,0.14310845392964636,False
93,RIVERSIDE BANK,2024-09-30,51.018,0.0,0.1137837678273757,False
99,BANK OF DELIGHT,2024-03-31,137.568,0.0,0.5431365260178921,False
99,BANK OF DELIGHT,2024-06-30,137.906,0.0,0.7292044559101257,False
99,BANK OF DELIGHT,2024-09-30,145.605,0.0,0.549628534527537,False
105,BANK OF CAVE CITY,2024-03-31,153.456,0.0,0.8210939532260721,False
105,BANK OF CAVE CITY,2024-06-30,156.973,1.905,1.1304419478032284,False
105,BANK OF CAVE CITY,2024-09-30,155.068,0.0,0.7767136663532697,False
107,MERCHANTS&PLANTERS BANK,2024-03-31,44.785,0.016,0.16024528864578028,False
107,MERCHANTS&PLANTERS BANK,2024-06-30,44.769,0.0,0.24313722762341583,False
107,MERCHANTS&PLANTERS BANK,2024-09-30,45.663,0.0,0.2099262731652422,False
109,HORATIO STATE BANK,2024-03-31,268.97,2.61,1.3464746229352202,False
109,HORATIO STATE BANK,2024-06-30,266.36,0.0,1.6836356588149581,False
109,HORATIO STATE BANK,2024-09-30,268.048,0.0,1.171425771692199,False
110,BANK OZK,2024-03-31,29406.07,0.0,68.96092589507889,True
110,BANK OZK,2024-06-30,29943.663,0.0,96.35769202104262,True
110,BANK OZK,2024-09-30,30571.613,0.0,66.46471522444995,True
131,SEACOAST NATIONAL BANK,2024-03-31,12020.707,0.0,35.79479904000706,True
131,SEACOAST NATIONAL BANK,2024-06-30,12120.841,0.0,48.98843410595504,True
131,SEACOAST NATIONAL BANK,2024-09-30,12249.58,1.559,33.20066028777913,True
147,CENTURY BANK&TRUST,2024-03-31,323.272,11.512,2.2933918648114875,False
147,CENTURY BANK&TRUST,2024-06-30,311.76,0.0,2.5735396827384016,False
147,CENTURY BANK&TRUST,2024-09-30,313.569,0.568,1.8722769572164046,False
148,BANK OF MADISON,2024-03-31,372.669,1.044,1.8704477247385576,False
148,BANK OF MADISON,2024-06-30,371.625,0.0,2.456373161505115,False
148,BANK OF MADISON,2024-09-30,371.974,13.028,1.7433847675608403,False
149,BANK OF HAZLEHURST,2024-03-31,109.602,1.011,1.0339910964572994,False
149,BANK OF HAZLEHURST,2024-06-30,108.591,2.266,1.1760760978750453,False
149,BANK OF HAZLEHURST,2024-09-30,106.325,0.0,0.8451493353500894,False
155,BANK OF ALAPAHA,2024-03-31,211.434,8.277,1.6523076655479478,False
155,BANK OF ALAPAHA,2024-06-30,203.157,0.912,1.8908404786054092,False
155,BANK OF ALAPAHA,2024-09-30,202.245,0.0,1.2747024351338343,False
160,EXCHANGE BANK,2024-03-31,330.529,11.817,1.949140359957824,False
160,EXCHANGE BANK,2024-06-30,318.712,0.02,2.4018995276687805,False
160,EXCHANGE BANK,2024-09-30,318.692,0.0,1.7280138678160382,False
169,FIRST NB OF GRIFFIN,2024-03-31,329.097,5.527,3.8645915397542563,False
169,FIRST NB OF GRIFFIN,2024-06-30,323.57,10.669,4.497247543918124,False
169,FIRST NB OF GRIFFIN,2024-09-30,312.901,0.0,3.1256370748207827,False
170,PEOPLES BANK OF GEORGIA,2024-03-31,161.986,0.0,0.8897885780977256,False
170,PEOPLES BANK OF GEORGIA,2024-06-30,162.368,0.0,1.1938922159750602,False
170,PEOPLES BANK OF GEORGIA,2024-09-30,167.261,0.0,0.8297518882758957,False
172,UNITED BANK,2024-03-31,1898.426,19.311,16.703869346685774,True
172,UNITED BANK,2024-06-30,1879.115,49.704,20.451232831826367,True
172,UNITED BANK,2024-09-30,1829.411,0.0,13.980551335440817,True
175,COMMERCIAL BANK,2024-03-31,377.124,0.0,2.2844460661437385,False
175,COMMERCIAL BANK,2024-06-30,382.397,0.0,2.9459761395795,False
175,COMMERCIAL BANK,2024-09-30,383.538,0.0,1.9862812195555843,False
178,TALBOT STATE BANK,2024-03-31,50.413,0.0,0.2519077034965581,False
178,TALBOT STATE BANK,2024-06-30,50.426,3.967,0.37854944881034697,False
178,TALBOT STATE BANK,2024-09-30,46.459,2.364,0.2382475585043907,False
183,MERCHANTS&CITIZENS BANK,2024-03-31,115.941,0.0,0.9218130553411638,False
183,MERCHANTS&CITIZENS BANK,2024-06-30,122.458,4.727,1.2198398981268839,False
183,MERCHANTS&CITIZENS BANK,2024-09-30,117.731,0.0,0.850193971064912,False
197,ALLIANCE BANK,2024-03-31,358.251,0.0,1.943750984396922,False
197,ALLIANCE BANK,2024-06-30,359.725,0.0,2.546210788117,False
197,ALLIANCE BANK,2024-09-30,363.496,0.0,1.803296511862258,False
210,TRI-COUNTY BANK&TRUST CO,2024-03-31,237.142,0.0,1.1711351339429785,False
210,TRI-COUNTY BANK&TRUST CO,2024-06-30,240.793,0.0,1.6853296591292617,False
210,TRI-COUNTY BANK&TRUST CO,2024-09-30,246.895,12.781,1.2662276016135625,False
214,WASHINGTON STATE BANK,2024-03-31,489.516,0.136,2.9002742803762542,False
214,WASHINGTON STATE BANK,2024-06-30,489.38,0.0,3.801924176525528,False
214,WASHINGTON STATE BANK,2024-09-30,492.521,0.0,2.7208676507174903,False
226,GUTHRIE COUNTY STATE BANK,2024-03-31,209.059,0.0,1.348380665256105,False
226,GUTHRIE COUNTY STATE BANK,2024-06-30,209.064,0.0,1.675733256981543,False
226,GUTHRIE COUNTY STATE BANK,2024-09-30,210.623,12.15,1.3736800471885355,False
228,AMERICAN STATE BANK,2024-03-31,1130.523,4.69,4.401262414886588,False
228,AMERICAN STATE BANK,2024-06-30,1125.833,0.0,5.834690715921617,False
228,AMERICAN STATE BANK,2024-09-30,1192.743,0.0,4.300276774704346,False
230,COMMUNITY STATE BANK,2024-03-31,285.714,8.888,1.8178570658148023,False
230,COMMUNITY STATE BANK,2024-06-30,276.826,0.0,2.3177374252923135,False
230,COMMUNITY STATE BANK,2024-09-30,278.673,0.0,1.6377349627270326,False
231,COMMERCIAL SAVINGS BANK,2024-03-31,249.961,0.0,1.3927948177796137,False
231,COMMERCIAL SAVINGS BANK,2024-06-30,252.17,0.0,1.8788082136729112,False
231,COMMERCIAL SAVINGS BANK,2024-09-30,258.19,0.0,1.3954547957567252,False
232,SOLON STATE BANK,2024-03-31,93.919,0.0,0.4134228423243461,False
232,SOLON STATE BANK,2024-06-30,95.664,5.305,0.6077599066139863,False
232,SOLON STATE BANK,2024-09-30,90.359,0.0,0.3714084041746563,False
234,POCAHONTAS STATE BANK,2024-03-31,85.429,5.803,0.4325853122945895,False
234,POCAHONTAS STATE BANK,2024-06-30,79.626,0.0,0.5365207156146685,False
234,POCAHONTAS STATE BANK,2024-09-30,90.73,3.292,0.5135395064335846,False
235,SECURITY STATE BANK,2024-03-31,305.152,14.715,1.2403051979753559,False
235,SECURITY STATE BANK,2024-06-30,290.437,8.123,1.6062888242626245,False
235,SECURITY STATE BANK,2024-09-30,282.314,0.0,1.0994460355477873,False
245,RACCOON VALLEY BANK,2024-03-31,415.66,17.069,2.369163150384285,False
245,RACCOON VALLEY BANK,2024-06-30,398.591,0.0,2.6296598910654163,False
245,RACCOON VALLEY BANK,2024-09-30,401.73,0.0,1.86372874546829,False
248,STATE SAVINGS BANK,2024-03-31,169.193,3.746,0.7895080521838563,False
248,STATE SAVINGS BANK,2024-06-30,165.447,0.0,1.0275423516873916,False
248,STATE SAVINGS BANK,2024-09-30,170.386,0.0,0.7504493365369375,False
251,FIRST SECURITY BANK,2024-03-31,67.644,3.196,0.3916926935135663,False
251,FIRST SECURITY BANK,2024-06-30,64.448,9.246,0.47308010445426973,False
251,FIRST SECURITY BANK,2024-09-30,55.202,0.555,0.19805267544678523,False
252,PINNACLE BANK,2024-03-31,260.011,6.225,1.2363197817000038,False
252,PINNACLE BANK,2024-06-30,253.786,0.0,1.7172679558939827,False
252,PINNACLE BANK,2024-09-30,254.469,8.097,1.2625056198965174,False
253,LUANA SAVINGS BANK,2024-03-31,1818.028,65.095,6.974873721822911,False
253,LUANA SAVINGS BANK,2024-06-30,1752.933,6.219,8.739122752935746,False
253,LUANA SAVINGS BANK,2024-09-30,1746.714,0.0,6.168775535646755,False
254,FIRST WHITNEY BANK&TRUST,2024-03-31,251.189,11.766,1.6279437414268152,False
254,FIRST WHITNEY BANK&TRUST,2024-06-30,239.423,0.0,1.8480914834690212,False
254,FIRST WHITNEY BANK&TRUST,2024-09-30,247.334,0.0,1.5764470333554446,False
258,STOCK YARDS BANK&TRUST CO,2024-03-31,6613.54,43.171,21.0490507418382,True
258,STOCK YARDS BANK&TRUST CO,2024-06-30,6570.369,0.0,28.17104432583871,True
258,STOCK YARDS BANK&TRUST CO,2024-09-30,6726.823,0.0,19.67914266871217,True
262,CITIZENS BANK,2024-03-31,174.857,0.0,0.7700827881451282,False
262,CITIZENS BANK,2024-06-30,182.769,0.0,1.1953401660964855,False
262,CITIZENS BANK,2024-09-30,206.661,0.0,1.0491364083574508,False
267,KENTUCKY FARMERS BANK CORP,2024-03-31,226.791,0.0,1.136092319259969,False
267,KENTUCKY FARMERS BANK CORP,2024-06-30,229.825,0.0,1.651940339741747,False
267,KENTUCKY FARMERS BANK CORP,2024-09-30,233.587,0.0,1.2681645229499146,False
275,MORGANTOWN BANK&TRUST CO INC,2024-03-31,295.574,0.0,1.5914575828956201,False
275,MORGANTOWN BANK&TRUST CO INC,2024-06-30,297.566,0.0,2.1183916618913003,False
275,MORGANTOWN BANK&TRUST CO INC,2024-09-30,309.366,0.0,1.474512431440862,False
281,HYDEN CITIZENS BANK,2024-03-31,129.944,0.104,0.7797055760559739,False
281,HYDEN CITIZENS BANK,2024-06-30,129.84,0.0,1.0491259984227495,False
281,HYDEN CITIZENS BANK,2024-09-30,134.605,0.213,0.8225659243516767,False
284,AUBURN BANKING CO,2024-03-31,118.528,0.0,0.5430465537877541,False
284,AUBURN BANKING CO,2024-06-30,119.657,0.0,0.8034654132963727,False
284,AUBURN BANKING CO,2024-09-30,120.872,0.183,0.5428825510137597,False
287,COMMUNITY FINL SERVICES BK,2024-03-31,1252.65,11.562,5.742750606124958,False
287,COMMUNITY FINL SERVICES BK,2024-06-30,1241.088,0.0,7.622933447868427,False
287,COMMUNITY FINL SERVICES BK,2024-09-30,1265.816,0.0,5.5548393153973725,False
288,FARMERS&TRADERS BK CAMPTON,2024-03-31,58.845,0.0,0.23915727878005846,False
288,FARMERS&TRADERS BK CAMPTON,2024-06-30,60.249,2.047,0.35456843616500366,False
288,FARMERS&TRADERS BK CAMPTON,2024-09-30,58.202,1.324,0.2714471262352691,False
289,BANK OF HINDMAN,2024-03-31,212.355,0.0,1.4754488123313059,False
289,BANK OF HINDMAN,2024-06-30,214.697,4.982,2.007924454117271,False
289,BANK OF HINDMAN,2024-09-30,209.715,0.0,1.3863405080900195,False
291,JACKSON COUNTY BANK,2024-03-31,109.968,0.509,0.7211492157667276,False
291,JACKSON COUNTY BANK,2024-06-30,109.459,0.0,0.9863971905228505,False
291,JACKSON COUNTY BANK,2024-09-30,109.723,0.0,0.7149364688584022,False
292,MONTICELLO BANKING CO,2024-03-31,925.503,7.649,4.278197701216872,False
292,MONTICELLO BANKING CO,2024-06-30,917.854,1.604,5.707607728794004,False
292,MONTICELLO BANKING CO,2024-09-30,916.25,0.0,3.9976000552087916,False
296,BANK OF EDMONSON COUNTY,2024-03-31,240.0,0.121,1.2770213699182613,False
296,BANK OF EDMONSON COUNTY,2024-06-30,239.879,0.0,1.728583960864008,False
296,BANK OF EDMONSON COUNTY,2024-09-30,242.394,0.0,1.2400259305306285,False
297,LEWISBURG BANKING CO,2024-03-31,152.475,0.0,0.8494636042332657,False
297,LEWISBURG BANKING CO,2024-06-30,157.04,0.0,1.2202578053013216,False
297,LEWISBURG BANKING CO,2024-09-30,161.365,0.0,0.9037597887408366,False
303,UNITED CUMBERLAND BANK,2024-03-31,359.52,7.478,2.167372363706821,False
303,UNITED CUMBERLAND BANK,2024-06-30,352.042,0.0,2.5799532043053994,False
303,UNITED CUMBERLAND BANK,2024-09-30,362.579,0.0,1.8674323540569693,False
304,CLINTON BANK,2024-03-31,55.43,1.231,0.15058401485307524,False
304,CLINTON BANK,2024-06-30,54.199,0.0,0.22859488766386907,False
304,CLINTON BANK,2024-09-30,56.39,0.0,0.18810467056613217,False
306,BANK OF ZACHARY,2024-03-31,364.133,0.28,2.2443736580689606,False
306,BANK OF ZACHARY,2024-06-30,363.853,6.302,2.8426733730735525,False
306,BANK OF ZACHARY,2024-09-30,357.551,0.0,2.1295314807792645,False
307,LANDMARK BANK,2024-03-31,189.061,5.729,1.2326004189150273,False
307,LANDMARK BANK,2024-06-30,183.332,4.12,1.3857789713979078,False
307,LANDMARK BANK,2024-09-30,179.212,0.0,0.9380427078108853,False
314,MER ROUGE STATE BANK,2024-03-31,43.64,1.67,0.2077040125870437,False
314,MER ROUGE STATE BANK,2024-06-30,41.97,0.309,0.17720768216455346,False
314,MER ROUGE STATE BANK,2024-09-30,41.661,0.0,0.1523642045584113,False
321,HOLMES COUNTY BANK,2024-03-31,129.268,1.877,0.8718462035509743,False
321,HOLMES COUNTY BANK,2024-06-30,127.391,0.47,1.1909942281697827,False
321,HOLMES COUNTY BANK,2024-09-30,126.921,0.0,0.8465844385299124,False
324,CITIZENS BANK,2024-03-31,394.09,0.0,2.4628907994560385,False
324,CITIZENS BANK,2024-06-30,396.489,0.0,3.4152084972288406,False
324,CITIZENS BANK,2024-09-30,416.791,7.899,2.8341557800084867,False
327,MERCHANTS&PLANTERS BANK,2024-03-31,159.456,4.0,1.026169315429523,False
327,MERCHANTS&PLANTERS BANK,2024-06-30,155.456,0.0,1.2566220984070564,False
327,MERCHANTS&PLANTERS BANK,2024-09-30,176.923,0.0,1.3738604627423192,False
340,PEOPLES BANK BILOXI MS,2024-03-31,811.592,135.749,6.887409125263143,False
340,PEOPLES BANK BILOXI MS,2024-06-30,675.843,8.859,6.115954873191272,False
340,PEOPLES BANK BILOXI MS,2024-09-30,666.984,0.0,4.567577962988266,False
342,FARMERS STATE BANK,2024-03-31,600.142,0.0,3.5575421546866073,False
342,FARMERS STATE BANK,2024-06-30,606.268,0.0,4.519422009541202,False
342,FARMERS STATE BANK,2024-09-30,619.724,0.0,3.313788844933139,False
352,BANK OF BAKER,2024-03-31,141.443,1.487,1.3033406233092337,False
352,BANK OF BAKER,2024-06-30,139.956,4.645,1.5409416700415743,False
352,BANK OF BAKER,2024-09-30,135.311,0.0,0.9371236860984733,False
358,STOCKMENS BANK,2024-03-31,38.051,0.512,0.618980744461924,False
358,STOCKMENS BANK,2024-06-30,37.539,0.0,0.764129611797681,False
358,STOCKMENS BANK,2024-09-30,37.757,0.0,0.5505511439975754,False
363,FIRST MONTANA BANK INC,2024-03-31,421.057,0.0,2.469707816134121,False
363,FIRST MONTANA BANK INC,2024-06-30,426.742,0.0,3.045051647046519,False
363,FIRST MONTANA BANK INC,2024-09-30,430.387,2.879,2.5023849317473084,False
384,OHIO VALLEY BANK CO,2024-03-31,1156.756,0.0,5.761379791495872,False
384,OHIO VALLEY BANK CO,2024-06-30,1184.261,0.0,7.477634110491337,False
384,OHIO VALLEY BANK CO,2024-09-30,1267.331,0.0,5.506783182573555,False
389,PEOPLES BANK,2024-03-31,54.229,0.0,0.20001830223442368,False
389,PEOPLES BANK,2024-06-30,54.482,5.473,0.3045844351364243,False
389,PEOPLES BANK,2024-09-30,49.009,0.0,0.1561661134063419,False
399,FIRST SUMMIT BANK,2024-03-31,24.181,0.06,0.0,False
399,FIRST SUMMIT BANK,2024-06-30,24.121,0.0,0.0,False
399,FIRST SUMMIT BANK,2024-09-30,25.437,0.0,0.03175689405973064,False
402,SOONER STATE BANK,2024-03-31,277.466,8.298,1.60445048921364,False
402,SOONER STATE BANK,2024-06-30,269.168,0.0,2.054449782154762,False
402,SOONER STATE BANK,2024-09-30,272.768,3.553,1.4872428304739023,False
404,FARMERS STATE BANK,2024-03-31,168.454,0.0,1.020189516288845,False
404,FARMERS STATE BANK,2024-06-30,169.879,1.344,1.3864042265369323,False
404,FARMERS STATE BANK,2024-09-30,168.535,0.0,0.9984904039775785,False
406,CLEO STATE BANK,2024-03-31,96.021,0.0,0.6658232407799847,False
406,CLEO STATE BANK,2024-06-30,99.062,1.757,1.0053907972274854,False
406,CLEO STATE BANK,2024-09-30,97.305,4.06,0.709759428254758,False
414,STOCK EXCHANGE BANK,2024-03-31,258.551,13.373,1.797714553858464,False
414,STOCK EXCHANGE BANK,2024-06-30,245.178,4.125,2.2693589862480006,False
414,STOCK EXCHANGE BANK,2024-09-30,241.053,0.999,1.5745085415899247,False
418,HIGH PLAINS BANK,2024-03-31,157.164,6.854,0.6905962945200392,False
418,HIGH PLAINS BANK,2024-06-30,150.31,0.0,1.1034897352887576,False
418,HIGH PLAINS BANK,2024-09-30,159.926,0.0,1.0926587272246022,False
420,BANK OF VICI,2024-03-31,29.927,0.97,0.0,False
420,BANK OF VICI,2024-06-30,28.957,0.0,0.0,False
420,BANK OF VICI,2024-09-30,29.292,0.0,0.023016558591292858,False
421,SECURITY STATE BANK,2024-03-31,227.488,0.453,1.2713968301192289,False
421,SECURITY STATE BANK,2024-06-30,227.035,4.172,1.7177778555194718,False
421,SECURITY STATE BANK,2024-09-30,222.863,0.0,1.1991540034191586,False
428,AMERICAN EXCHANGE BANK,2024-03-31,81.876,0.0,0.36803050482657385,False
428,AMERICAN EXCHANGE BANK,2024-06-30,82.236,4.056,0.5103056603459677,False
428,AMERICAN EXCHANGE BANK,2024-09-30,78.18,0.789,0.29916043776229395,False
432,SECURITY FIRST NB OF HUGO,2024-03-31,116.189,2.342,0.5569627631131459,False
432,SECURITY FIRST NB OF HUGO,2024-06-30,113.847,0.0,0.7031364681836084,False
432,SECURITY FIRST NB OF HUGO,2024-09-30,114.585,0.0,0.4989920869594769,False
444,PS BANK,2024-03-31,471.151,0.0,2.6308654203562027,False
444,PS BANK,2024-06-30,481.344,0.0,3.782131244519122,False
444,PS BANK,2024-09-30,487.886,0.0,2.65415538852502,False
445,MERCER COUNTY STATE BANK,2024-03-31,491.019,0.0,2.58417969762044,False
445,MERCER COUNTY STATE BANK,2024-06-30,494.581,0.0,3.438066946091734,False
445,MERCER COUNTY STATE BANK,2024-09-30,499.856,8.192,2.490864267084502,False
485,SECURITY BANK MIDWEST,2024-03-31,274.773,3.715,1.4552925286596357,False
485,SECURITY BANK MIDWEST,2024-06-30,271.058,7.871,1.9584975342829833,False
485,SECURITY BANK MIDWEST,2024-09-30,263.187,6.48,1.3382115134671015,False
492,WESTERN DAKOTA BANK,2024-03-31,66.668,0.0,1.4601880525500865,False
492,WESTERN DAKOTA BANK,2024-06-30,67.401,3.591,1.9285211883232953,False
492,WESTERN DAKOTA BANK,2024-09-30,63.81,0.0,1.2215410180023094,False
496,BANKSTAR FINANCIAL,2024-03-31,242.35,0.0,1.231118206651164,False
496,BANKSTAR FINANCIAL,2024-06-30,244.774,0.0,1.5478148531297038,False
496,BANKSTAR FINANCIAL,2024-09-30,264.234,0.608,1.3734445409795928,False
501,FARMERS&MERCHANTS STATE BANK,2024-03-31,118.226,0.0,0.5347218424209695,False
501,FARMERS&MERCHANTS STATE BANK,2024-06-30,121.871,0.0,0.7969963450167917,False
501,FARMERS&MERCHANTS STATE BANK,2024-09-30,130.228,0.0,0.6357559764347848,False
505,GREAT PLAINS BANK,2024-03-31,113.376,0.0,0.47481380622926805,False
505,GREAT PLAINS BANK,2024-06-30,113.466,0.0,0.668364229731433,False
505,GREAT PLAINS BANK,2024-09-30,120.247,0.0,0.526486589691153,False
526,FARMERS STATE BANK,2024-03-31,25.686,0.0,0.1800290750175421,False
526,FARMERS STATE BANK,2024-06-30,25.915,0.0,0.3349493477138987,False
526,FARMERS STATE BANK,2024-09-30,26.809,0.722,0.2877777378951829,False
529,CENTRAL BANK&TRUST,2024-03-31,187.049,3.257,1.0878708723408355,False
529,CENTRAL BANK&TRUST,2024-06-30,183.792,0.348,1.4581466166258832,False
529,CENTRAL BANK&TRUST,2024-09-30,183.444,0.0,1.0904366440116402,False
588,MANUFACTURERS&TRADERS TR CO,2024-03-31,170491.317,6801.403,411.9723715683639,True
588,MANUFACTURERS&TRADERS TR CO,2024-06-30,163689.914,0.0,491.35313598856203,True
588,MANUFACTURERS&TRADERS TR CO,2024-09-30,167630.859,2242.636,345.1201496779779,True
597,CHEMUNG CANAL TRUST CO,2024-03-31,2488.372,66.375,10.214785055281684,True
597,CHEMUNG CANAL TRUST CO,2024-06-30,2421.997,0.0,12.976123756204913,False
597,CHEMUNG CANAL TRUST CO,2024-09-30,2456.74,55.819,9.17167557684778,False
609,TOMPKINS COMMUNITY BANK,2024-03-31,6476.162,152.569,20.874856784842514,True
609,TOMPKINS COMMUNITY BANK,2024-06-30,6323.593,0.0,27.422622903500358,True
609,TOMPKINS COMMUNITY BANK,2024-09-30,6616.031,105.407,19.846430033413636,True
618,BANK OF MILLBROOK,2024-03-31,265.185,7.389,2.322119123754348,False
618,BANK OF MILLBROOK,2024-06-30,257.796,0.0,2.8434471995711577,False
618,BANK OF MILLBROOK,2024-09-30,264.902,19.811,2.4267360563883313,False
622,AMALGAMATED BANK,2024-03-31,7347.804,0.0,28.017314394501824,True
622,AMALGAMATED BANK,2024-06-30,7478.989,0.0,36.74053502803013,True
622,AMALGAMATED BANK,2024-09-30,7616.985,384.01,26.758969481299726,True
623,DEUTSCHE BANK TR CO AMERICAS,2024-03-31,26750.0,0.0,138.29392104545786,True
623,DEUTSCHE BANK TR CO AMERICAS,2024-06-30,27997.0,565.0,195.83655187812,True
623,DEUTSCHE BANK TR CO AMERICAS,2024-09-30,27432.0,11.0,144.77372530490223,True
628,JPMORGAN CHASE BANK NA,2024-03-31,2061107.0,52356.0,4078.319206997702,True
628,JPMORGAN CHASE BANK NA,2024-06-30,2008751.0,0.0,5119.665860724526,True
628,JPMORGAN CHASE BANK NA,2024-09-30,2032340.0,0.0,3539.803519804497,True
639,BANK OF NEW YORK MELLON,2024-03-31,212250.0,10159.0,1178.81718878578,True
639,BANK OF NEW YORK MELLON,2024-06-30,202091.0,6871.0,1428.763710410411,True
639,BANK OF NEW YORK MELLON,2024-09-30,195220.0,1052.0,1014.0832515352031,True
659,FIVE STAR BANK,2024-03-31,5415.139,264.82,19.48039950485143,True
659,FIVE STAR BANK,2024-06-30,5150.319,0.0,23.739709199545228,True
659,FIVE STAR BANK,2024-09-30,5324.628,169.387,17.58958946272491,True
660,ADIRONDACK TRUST CO,2024-03-31,1414.733,26.448,7.067820491336606,False
660,ADIRONDACK TRUST CO,2024-06-30,1388.285,0.0,9.233869608184328,False
660,ADIRONDACK TRUST CO,2024-09-30,1428.908,0.0,7.029655725525814,False
686,JOURNEY BANK,2024-03-31,1214.472,0.0,5.2494946711579225,False
686,JOURNEY BANK,2024-06-30,1266.624,0.0,7.325119692061874,False
686,JOURNEY BANK,2024-09-30,1291.424,0.0,5.201492415325639,False
698,WAYNE BANK,2024-03-31,1840.606,28.741,8.068635989445806,False
698,WAYNE BANK,2024-06-30,1811.865,0.0,10.117276734498127,False
698,WAYNE BANK,2024-09-30,1857.281,0.0,7.262481810106702,False
713,ORRSTOWN BANK,2024-03-31,2709.396,0.0,11.056453919693933,True
713,ORRSTOWN BANK,2024-06-30,2714.804,0.0,14.256891438813385,True
713,ORRSTOWN BANK,2024-09-30,4666.89,27.198,14.212567914398253,True
