REPDTE,CERT,NAME,STALP,DEPDOM,ASSET,LNLSNET,CHBAL,EQ
20150630,13584,TAMPA STATE BANK,KS,44604,53220,28969,7093,5477.0
20150630,13585,MAINSTREET BANK,MO,36708,46126,22915,1322,5747.0
20150630,13599,FIRST-LOCKHART NATIONAL BANK,TX,184774,209410,151139,7024,18773.0
20150630,13600,POINTWEST BANK,TX,91641,103807,29739,23736,7621.0
20150630,13603,NEKOMA STATE BANK,KS,39249,46360,12104,2285,3797.0
20150630,13611,BANK OF MEAD,NE,23590,27519,13481,3271,2731.0
20150630,13616,CORYDON STATE BANK,IA,79734,98124,77153,1769,18145.0
20150630,13622,FIRST STATE BANK,NE,212847,343372,232949,13524,44940.0
20150630,13625,FARMERS&STOCKMENS BANK,NM,141661,176441,138056,7079,18241.0
20150630,13632,FIRST STATE BANK,AR,185139,217580,161659,10126,24079.0
20150630,1364,CITIZENS STATE BANK,KS,59237,83558,24766,720,16793.0
20150630,13652,PINE COUNTRY BANK,MN,146399,161997,101716,13509,14388.0
20150630,13654,BANK OF ZUMBROTA,MN,122526,151827,113082,2203,17702.0
20150630,13656,UNITED COMMUNITY BANK,IA,167953,201434,174938,4006,20355.0
20150630,1365,PEOPLES BANK&TRUST CO,KS,365237,449290,237702,30677,55243.0
20150630,13662,FARMERS&MERCHANTS STB BLOOMF,NE,107269,121778,89263,10391,12267.0
20150630,13669,BURTON STATE BANK,TX,54075,61272,17036,38799,7146.0
20150630,13675,FIRSTMERIT BANK NA,OH,19767761,25278166,15549530,582664,3035571.0
20150630,13680,FIRST STATE BANK,IA,39718,47699,41702,2946,4382.0
20150630,13692,BRUNSWICK STATE BANK,NE,78955,96712,81555,5353,9437.0
20150630,13696,NEBRASKA STATE BANK,NE,14577,17127,8127,8804,2386.0
20150630,13697,OLPE STATE BANK,KS,29998,36004,21433,3158,5788.0
20150630,13703,GREENVILLE NATIONAL BANK,OH,323466,388190,256438,19259,42050.0
20150630,13710,BANK OF PALMER,KS,36513,42209,20970,497,3859.0
20150630,13712,LIBERTYVILLE SAVINGS BANK,IA,258590,318382,179387,20466,35822.0
20150630,13715,STATE BANK,IA,59257,70597,43471,1119,7640.0
20150630,13716,MIDDLEFIELD BANKING CO,OH,624606,703301,487099,20311,69687.0
20150630,13718,WELLS FARGO BANK NW NA,UT,7589292,9000186,5803561,38735,1248854.0
20150630,13722,HAMPTON STATE BANK,IA,57673,71647,43341,5651,10739.0
20150630,13723,STATE BANK OF HILDRETH,NE,26341,30542,21038,6057,3168.0
20150630,13729,PRESCOTT STATE BANK,KS,10982,14098,7338,2700,1805.0
20150630,13735,SAVINGS BANK,IA,152447,181738,137889,2264,16500.0
20150630,13736,MAYNARD SAVINGS BANK,IA,41185,59249,43835,2208,8182.0
20150630,13737,FARMERS&MERCHANTS BANK&TRUST,IA,166149,190246,116659,10871,16900.0
20150630,1373,BANK OF MONTGOMERY,LA,196558,223245,181586,5137,21738.0
20150630,13748,UPSTATE NATIONAL BANK,NY,75036,94480,68122,4642,11967.0
20150630,1374,BANK OF COMMERCE,LA,51405,59086,35929,2917,7599.0
20150630,13753,BLUE GRASS SAVINGS BANK,IA,143416,185186,93687,2989,27264.0
20150630,1376,CITIZENS BANK&TRUST CO,LA,201068,237936,170078,17607,27515.0
20150630,13774,BENTON COUNTY STATE BANK,IA,27439,41258,32297,904,5818.0
20150630,13775,FARMERS STATE BANK,TN,111695,133818,78026,8878,20718.0
20150630,1377,BANK OF RINGGOLD,LA,47658,57811,14337,7731,9665.0
20150630,13784,FIRST NB OF NORWAY,MI,81851,94017,61785,4264,11053.0
20150630,13787,MISSOURI BANK II,MO,74431,85408,57768,1668,9555.0
20150630,13788,CONCORDIA BK OF CONCORDIA MO,MO,54336,61977,44804,4800,6863.0
20150630,13794,MCINTOSH COUNTY BANK,ND,76824,91816,60206,2224,9676.0
20150630,13796,FARMERS STATE BANK,NE,25890,29392,12779,7563,3180.0
20150630,13798,FIRST NB IN FREDONIA,KS,83519,98628,28439,2546,15054.0
20150630,13801,FARMERS&MERCHANTS BANK,IN,102992,120050,67972,3103,12253.0
20150630,13802,TWIN VALLEY BANK,OH,43750,52085,35392,1853,6641.0
20150630,13809,MINNSTAR BANK NATIONAL ASSN,MN,103394,118449,94321,6093,10460.0
20150630,1380,FELICIANA BANK&TRUST CO,LA,96961,110658,74220,3225,12297.0
20150630,13813,FIRST NB IN PINCKNEYVILLE,IL,65853,80970,33434,2549,13814.0
20150630,13816,BANK 1ST,IA,109181,123936,79296,6568,12791.0
20150630,13819,COMMERCIAL STATE BANK,NE,77738,92426,74521,5276,9493.0
20150630,13821,CROSS COUNTY BANK,AR,164361,224514,181639,5262,26423.0
20150630,13832,TRUST BANK,GA,30887,34718,23384,5183,3293.0
20150630,13838,OHIO VALLEY FINANCIAL GROUP,KY,313367,391966,310490,22276,42948.0
20150630,1383,STATE BANK OF BELLE PLAINE,MN,89853,101748,40449,6206,11643.0
20150630,13841,FIRST NB OF REMBRANDT,IA,46098,56276,31773,13037,9723.0
20150630,13843,KENTLAND BANK,IN,246555,292696,155394,26881,38311.0
20150630,13853,FIRST NB IN FAIRFIELD,IA,120601,139601,117665,5444,11672.0
20150630,13868,FIRST STATE BANK NEBRASKA,NE,342253,432664,335442,7054,50182.0
20150630,1386,RED ROCK BANK,MN,16435,19785,15234,3877,2699.0
20150630,13876,CNB BANK,PA,1862921,2233295,1428814,28193,188619.0
20150630,13879,PEOPLESBANK CODORUS VALLEY,PA,1083190,1369410,1031297,59048,128936.0
20150630,13881,ROSE HILL BANK,KS,215376,253677,183430,3001,29641.0
20150630,13883,FARMERS STATE BANK,KS,85406,101020,52640,3271,9267.0
20150630,13887,FARMERS&MERCHANTS BANK,AL,108346,133550,45078,7091,19090.0
20150630,1388,ORMSBY STATE BANK,MN,21800,25729,10816,6282,3810.0
20150630,13892,SANDHILLS STATE BANK,NE,130164,158406,126707,3708,15540.0
20150630,13897,FARMERS STATE BANK,MO,190089,213664,170240,12556,23122.0
20150630,13902,FARMERS STATE BANK OF MEDORA,IL,15195,19157,6056,1332,3556.0
20150630,13905,FIRST TEXOMA NATIONAL BANK,OK,138870,158115,111482,10997,19109.0
20150630,1390,LAKE AREA BANK,MN,231973,282613,163388,20083,27941.0
20150630,13915,PLEASANT HILL BANK,MO,66678,75110,37040,15054,8290.0
20150630,13919,SOUTHTRUST BANK N A,TX,293182,371992,253809,14583,34286.0
20150630,1391,ARLINGTON STATE BANK,MN,51789,58402,21040,11277,5680.0
20150630,13926,STATE BK OF CANTON CANTON KS,KS,25851,31394,9738,4508,5527.0
20150630,13931,STATE BANK OF SCHALLER,IA,34551,38250,6265,8802,3644.0
20150630,13946,FIRST BANK&TRUST CO,OK,137327,154534,74048,17202,16947.0
20150630,13947,ALAMOSA STATE BANK,CO,195692,215368,109379,46139,19242.0
20150630,13951,COMMUNITY BANK OF LOUISIANA,LA,372812,427625,164774,17871,34687.0
20150630,13953,IOWA STATE BANK,IA,432648,529431,373259,7440,66470.0
20150630,13955,MCKENZIE BANKING CO,TN,106177,125188,51355,43653,18213.0
20150630,13956,CHETOPA STATE BANK&TRUST CO,KS,29104,32254,19423,3720,3042.0
20150630,13957,KANSASLAND BANK,KS,47823,54530,32238,2935,5333.0
20150630,13959,CBW BANK,KS,12499,16774,2462,7889,3249.0
20150630,13960,BANK OF HOUSTON,MO,38810,42807,19174,5310,3943.0
20150630,13962,BANK OF HARTINGTON,NE,71851,78182,52857,5237,6222.0
20150630,13983,GRANVILLE NATIONAL BANK,IL,47320,52726,20905,10149,4826.0
20150630,13986,COLORADO NATIONAL BANK,CO,57020,65522,42030,6012,7315.0
20150630,13990,PALO SAVINGS BANK,IA,27488,31923,18262,1551,4367.0
20150630,13992,PEOPLES STATE BANK,IA,27302,30055,12145,1011,2678.0
20150630,13999,FARMERS&MERCHANTS STATE BANK,SD,23994,26989,14711,1811,2905.0
20150630,1399,FRANDSEN BANK&TRUST,MN,1260555,1531011,896247,36494,195504.0
20150630,14009,CHELSEA STATE BANK,MI,238024,269383,142931,48912,30162.0
20150630,14015,HARTWICK STATE BANK,IA,23346,25668,9599,4600,2196.0
20150630,14017,MIDDLETOWN VALLEY BANK,MD,169054,202949,127211,10811,24751.0
20150630,1401,STATE BANK OF DANVERS,MN,41376,48176,20769,8147,5663.0
20150630,14024,FARMERS&MERCHANTS BK MOUND C,KS,33602,38561,29443,707,2571.0
20150630,14025,WELLS BANK OF PLATTE CITY,MO,108800,129683,99283,2421,11509.0
20150630,14026,SCRIBNER BANK,NE,61962,70752,41493,13226,7942.0
20150630,14028,FIRST GUARANTY BANK,LA,1349869,1506199,800871,20686,139847.0
20150630,14029,FIRST LIBERTY BANK,OK,231054,258327,175229,6149,26708.0
20150630,1402,CITIZENS ALLIANCE BANK,MN,531912,611080,396249,79863,53892.0
20150630,14036,MISSOURI BANK,MO,163781,191967,119849,10093,23085.0
20150630,14051,CENTURY BANK,IA,65990,85046,48558,1485,7708.0
20150630,14056,FARMERS&MERCHANTS BK ST CLAI,MO,150414,174373,132975,9157,19741.0
20150630,14058,PETERSBURG STATE BANK,NE,31992,37871,33266,928,3323.0
20150630,14061,STATE BANK OF BURNETTSVILLE,IN,43185,48198,29114,2056,4775.0
20150630,14065,PINNACLE BANK,GA,562974,644273,376860,44737,72443.0
20150630,14069,STATE BANK OF SCOTIA,NE,28015,38855,28644,2284,8696.0
20150630,14073,HILLSDALE COUNTY NB,MI,425436,482577,402738,38746,41510.0
20150630,14078,BLACKHAWK BANK,WI,519811,596003,406934,16990,61402.0
20150630,14079,GNB BANK,IA,255898,350210,224981,10260,40949.0
20150630,14083,BISON STATE BANK,KS,8438,9394,2887,305,938.0
20150630,14084,HILLSBORO STATE BANK,KS,16161,17886,8153,6607,1528.0
20150630,14085,PORT BYRON STATE BANK,IL,66166,74610,44191,7511,7567.0
20150630,14095,FIRST NB IN FALFURRIAS,TX,67853,75968,17278,11102,8001.0
20150630,14096,GENERATIONS BANK,NE,31461,37488,24433,1995,3852.0
20150630,1409,KENSINGTON BANK,MN,122217,147560,113327,9090,15451.0
20150630,14102,FARMERS BANK,KY,84006,106995,62004,3143,22349.0
20150630,14113,PEOPLES STATE BANK,IN,197394,225408,100542,17015,24232.0
20150630,14134,PASSUMPSIC SAVINGS BANK,VT,481800,594951,432432,26355,69375.0
20150630,14136,WELLS RIVER SAVINGS BANK,VT,142556,168932,85584,12068,19930.0
20150630,1413,FARMERS STATE BANK OF DARWIN,MN,35363,39024,13876,8183,3265.0
20150630,14140,NORTHFIELD SAVINGS BANK,VT,569090,820236,572982,9856,101893.0
20150630,1414,KLEINBANK,MN,1599902,1861771,826390,41515,191017.0
20150630,14158,UNION BANK,VT,514772,599954,473775,27447,52232.0
20150630,1415,NORTHWOODS BANK OF MINNESOTA,MN,90410,109175,57544,8091,13155.0
20150630,14168,PEOPLES TR CO OF ST ALBANS,VT,218032,253209,145783,19248,30932.0
20150630,14178,SILEX BANKING CO,MO,63221,73833,28324,11007,10479.0
20150630,1417,WOODLANDS NATIONAL BANK,MN,130808,156060,97654,17340,21581.0
20150630,14184,MARION BANK&TRUST CO,AL,202374,245786,161826,9955,29388.0
20150630,14185,FIRST STATE B&T CO INC,MO,285398,340229,237765,8555,38810.0
20150630,1418,BANK OF WESTON,MO,114911,125188,76683,14448,10098.0
20150630,14195,FARMERS TRUST&SAVINGS BANK,IA,193248,257037,227335,13094,25673.0
20150630,1419,CABOOL STATE BANK,MO,50917,60289,38101,6656,9265.0
20150630,14200,BANK OF HARLAN,KY,108083,125297,56235,4406,14500.0
20150630,14207,LINCOLN SAVINGS BANK,IA,629365,830222,632198,11410,92866.0
20150630,14208,SECURITY SAVINGS BANK,IA,107916,123944,63485,3452,10861.0
20150630,14209,FARMERS STATE BANK,IA,568370,678913,483506,52297,91809.0
20150630,1421,CBC BANK,MO,30022,33332,13807,1324,2928.0
20150630,14222,SECURITY FINANCIAL BANK,WI,297596,404239,244176,9357,47585.0
20150630,14225,HOME NB OF THORNTOWN,IN,90308,99317,51723,5521,8353.0
20150630,14230,MALVERN TRUST&SAVINGS BANK,IA,84138,101189,89848,6181,9025.0
20150630,14240,NORTHWAY BANK,NH,758754,932335,576457,51482,95275.0
20150630,14247,UNITED BANK&TRUST CO,IA,124705,147487,79679,11824,19638.0
20150630,14251,FIDELITY BANK,IA,58663,76861,64160,1300,8584.0
20150630,14260,WALTERS BANK&TRUST CO,OK,44628,56914,22350,11569,12234.0
20150630,14264,CORNHUSKER BANK,NE,385098,444396,319591,23015,39041.0
20150630,14266,NATIONAL BANK OF COMMERCE,WI,417164,534661,382508,15522,70412.0
20150630,14269,CITIZENS STATE BANK,KS,222962,302405,238468,3164,32001.0
20150630,1426,FOCUS BANK,MO,545537,711355,591682,28659,72058.0
20150630,14275,FARMERS&MERCHANTS BANK,NE,54010,64962,60367,2944,6716.0
20150630,14276,FIRST BANK UPPER MICHIGAN,MI,124234,177161,136781,5493,33807.0
20150630,1427,UNITED SECURITY BANK,MO,46302,54497,36269,2770,8107.0
20150630,14281,FIRST BANK OF UTICA,NE,48981,64164,54479,1696,5392.0
20150630,14291,BANK,IA,57445,73457,55600,10111,10424.0
20150630,14293,CITIZENS BANK&TRUST,MO,74924,87673,37178,11100,10002.0
20150630,14311,ADAMS COUNTY BANK,NE,106554,166513,93123,8309,11669.0
20150630,14312,FIVE POINTS BANK OF HASTINGS,NE,239660,278032,120483,36607,27737.0
20150630,14315,GREENSBURG STATE BANK,KS,49273,60179,8395,2099,10472.0
20150630,14316,BENTON STATE BANK,WI,52094,60876,50783,1787,4795.0
20150630,14321,FIRST ILLINOIS BANK,IL,38781,44433,6792,2274,5556.0
20150630,14327,HORIZON BANK,NE,194946,237402,159978,23175,30189.0
20150630,14331,FIRSTBANK,OK,241899,287394,237964,27980,24662.0
20150630,14333,COMMERCIAL BANK&TRUST OF PA,PA,312860,383662,177199,6868,51899.0
20150630,14334,UNITED BANK OF UNION,MO,262020,296991,209963,8817,32487.0
20150630,14344,FARMERS STATE BANK,KS,27874,34504,20687,1479,3322.0
20150630,14345,VALLEY STATE BANK,KS,80768,105627,75016,2727,8948.0
20150630,14349,BANK OF SALEM,MO,82583,91703,46467,9857,8809.0
20150630,1434,TOWN&COUNTRY BANK,NE,123080,166856,114494,4909,16214.0
20150630,14352,FEDERATION BANK,IA,93070,112840,68507,5295,10835.0
20150630,14355,FIRST CITIZENS NB UPPER SAND,OH,176701,227353,127661,16069,39614.0
20150630,14359,JERSEY SHORE STATE BANK,PA,725503,939330,696698,13805,80140.0
20150630,1435,EXCHANGE BANK,NE,495512,728196,487342,13327,78945.0
20150630,14361,FIRST STATE BANK,WV,221933,244147,182195,22407,18215.0
20150630,1436,ASHTON STATE BANK,NE,20641,23200,13973,7807,2030.0
20150630,14370,FIRST NB IN HOWELL,MI,297408,328874,153440,26974,30206.0
20150630,14382,FIDELITY BANK&TRUST,IA,523124,627651,458026,40393,75694.0
20150630,1438,COUNTRYSIDE BANK,NE,60755,74824,39774,7436,11266.0
20150630,14392,FARMERS TRUST&SAVINGS BANK,IA,93228,139230,78621,2727,29249.0
20150630,14399,HASKELL NATIONAL BANK,TX,71083,79340,31491,7291,8082.0
20150630,1439,AMERICAN INTERSTATE BANK,NE,88448,102814,83102,7349,14269.0
20150630,14400,FIRST NB IN TIGERTON,WI,17582,20769,11443,4770,3176.0
20150630,14404,FARMERS STB OF NEWCASTLE,TX,40370,44019,14902,6960,3490.0
20150630,14410,CITY STATE BANK,IA,264668,314617,236437,15201,27348.0
20150630,14413,IOWA ST B&T CO FAIRFLD IA,IA,99760,118241,74058,27036,9794.0
20150630,14415,BELLEVUE STATE BANK,IA,79135,91783,72757,6801,12091.0
20150630,14420,FIRST NATIONAL BANK,KS,139706,181219,89438,5546,25729.0
20150630,14427,FIRST NB IN DERIDDER,LA,207838,237326,124785,15449,24865.0
20150630,14445,FARMERS&MERCHANTS UNION BANK,WI,264255,299833,259034,8340,33293.0
20150630,14468,FIRST NB AT DARLINGTON,WI,85728,100429,69599,8985,14539.0
20150630,14485,PROSPER BANK,TX,69633,78236,38737,2082,8069.0
20150630,14488,CITIZENS BANK,MO,150849,175346,122713,17816,22253.0
20150630,14491,BANK OF CHARLOTTE COUNTY,VA,109739,132914,92583,15469,18036.0
20150630,14492,HOMEBANK,MO,144910,175668,140516,7097,16628.0
20150630,14498,COMMUNITY BANK,IA,36383,40645,20784,8484,4231.0
20150630,14507,CNB BANK INC,WV,242817,310330,199559,4474,28200.0
20150630,14508,FIRST NB IN DALHART,TX,55948,65143,41669,6474,6904.0
20150630,14513,THUMB NATIONAL BANK&TRUST CO,MI,196995,221963,141776,17756,21499.0
20150630,14521,BANK IOWA,IA,952921,1127625,736027,57761,100991.0
20150630,14522,PCSB BANK,IA,175746,201682,121402,8772,22410.0
20150630,14523,ANTWERP EXCHANGE BANK CO,OH,79805,93708,69578,3866,9511.0
20150630,14531,AMARILLO NATIONAL BANK,TX,3212530,3796081,2973871,463323,432441.0
20150630,14534,FIRST NATIONAL BANK AT PARIS,AR,114367,134326,88601,24343,19641.0
20150630,14538,CSB BANK,MI,210371,240598,123298,6608,21740.0
20150630,14546,NEW ERA BANK,MO,289206,324017,201346,8138,33308.0
20150630,14556,EXCHANGE STB OF ST PAUL KS,KS,58437,71309,32237,12051,5936.0
20150630,14560,UNION STB OF WEST SALEM,WI,58859,67596,44272,971,8525.0
20150630,14561,STATE BANK OF MEDORA,IN,58963,71753,29890,1217,11618.0
20150630,14562,CENTENNIAL BANK,TX,602423,716643,493462,13469,72289.0
20150630,14567,FIRST NATIONAL BANK IN OLNEY,IL,268891,309356,196014,6440,33768.0
20150630,14574,ODIN STATE BANK,MN,34649,41161,26876,4421,4643.0
20150630,14578,FARMERS STATE BANK,IN,503709,582647,406858,68753,54828.0
20150630,14581,CLARKSON BANK,NE,49322,58832,26919,461,6389.0
20150630,14583,FIRST NB&T CO OF ROCHELLE,IL,231794,269161,71220,10531,23718.0
20150630,14584,FIRST NB IN TRINIDAD,CO,175364,199514,89699,73026,23746.0
20150630,14587,UNIVERSITY BANK,MI,131731,167524,115451,31566,13675.0
20150630,14597,UNION BANK OF MENA,AR,189762,215639,156735,26777,22266.0
20150630,14604,COMMUNITY POINT BANK,MO,86976,97682,63159,4367,10500.0
20150630,14619,SAVANNAH BANK NATIONAL ASSN,NY,125827,139499,66975,7776,11252.0
20150630,14629,UNITED BANK,WI,200432,239636,181610,17575,22831.0
20150630,14633,COMMUNITY SAVINGS BANK,IA,261770,325257,244556,8764,36752.0
20150630,14636,PEOPLES BANK,KS,40333,48847,19890,1471,6182.0
20150630,14639,SECURITY HOME BANK,NE,25207,40758,32301,4756,3903.0
20150630,14642,COMMERCIAL BANK,SC,144334,168387,60991,3979,23516.0
20150630,14644,MALVERN NATIONAL BANK,AR,394956,475862,229776,16159,49749.0
20150630,14646,NEWFIELD NATIONAL BANK,NJ,524941,591578,291414,11476,52411.0
20150630,14649,COMMUNITY BANK,IA,77115,91067,58399,3052,10972.0
20150630,1464,BANK OF HOLLAND,NY,85540,94072,61848,3978,8355.0
20150630,14650,HILLS BANK&TRUST CO,IA,1820812,2369677,2009666,27955,298113.0
20150630,14660,BANK OF PRAIRIE DU SAC,WI,312266,369605,222836,14519,56394.0
20150630,14662,TRUSTBANK,IL,152670,175949,122536,12401,21789.0
20150630,14674,FIRST NATIONAL BANK IN AMBOY,IL,145187,172149,71019,9319,19296.0
20150630,14679,INDUSTRIAL BANK,DC,312322,365317,267176,11970,38184.0
20150630,1468,BANK OF CROCKETT,TN,120734,139947,41491,5271,16770.0
20150630,14690,IOWA SAVINGS BANK,IA,162431,184942,110410,14179,15827.0
20150630,14692,PEOPLES TRUST&SAVINGS BANK,IA,220725,283991,209437,8287,26723.0
20150630,14694,CEDAR VALLEY BANK&TRUST,IA,50765,55778,22363,3438,4900.0
20150630,14695,MACON-ATLANTA STATE BANK,MO,239095,279693,135080,12029,24335.0
20150630,14701,BANK OF NEW MADRID,MO,82933,94932,40027,2054,9806.0
20150630,14704,GUARANTY BANK&TRUST CO,IA,199182,253191,168566,3892,29150.0
20150630,14705,DEWITT BANK&TRUST CO,IA,132491,151578,106540,2705,15676.0
20150630,14706,CENTRAL STATE BANK,MI,56419,66460,36697,7369,9175.0
20150630,14712,FIRST NATIONAL BANK,SD,572392,790051,608217,16595,195072.0
20150630,14714,RIVER VALLEY FINANCIAL BANK,IN,417356,518966,333077,18317,49826.0
20150630,14720,FIRST COMMUNITY BANK,AL,286044,337837,230382,6249,34329.0
20150630,14722,UNION BANK,MI,144113,165028,116169,8562,18915.0
20150630,14730,FRONTIER BANK,CO,239238,272794,143666,9885,33341.0
20150630,14731,CITIZENS NB OF QUITMAN,GA,80237,95897,65428,7002,11947.0
20150630,14735,FIRST CMTY BK HEARTLAND INC,KY,147110,178516,109215,5305,20264.0
20150630,14744,WILLIAMSTOWN BANK INC,WV,131415,149068,116849,13260,17022.0
20150630,14749,RIVER TOWN BANK,AR,128616,148958,82261,8703,16783.0
20150630,1475,PEOPLES BANK&TRUST CO,TN,73374,84326,49327,7153,9475.0
20150630,14761,FIRST NB IN CARLYLE,IL,112207,148985,81191,8390,19927.0
20150630,14769,DMB COMMUNITY BANK,WI,336283,380209,303417,13980,41375.0
20150630,14772,DANVILLE STATE SAVINGS BANK,IA,126505,146645,45951,1218,16046.0
20150630,14773,STATE SAVINGS BANK,IA,88788,101997,91272,8162,9156.0
20150630,14775,FIRST NB OF CRYSTAL FALLS,MI,60254,69519,32552,27732,8711.0
20150630,14776,COMMUNITY BANK OF SNYDER,TX,120808,132602,58167,9967,10829.0
20150630,14778,FIRST BANK&TRUST,TX,689940,797923,588366,63140,72152.0
20150630,14779,CITIZENS NB AT BROWNWOOD,TX,175212,201324,116757,11294,24829.0
20150630,14785,CITIZENS SAVINGS BANK,IA,54656,59414,41045,5957,4622.0
20150630,14790,UNION STATE BANK,WI,74611,85761,49012,6925,8789.0
20150630,1479,FIRST STATE BANK,TN,1544858,1900083,1143688,40909,296410.0
20150630,147,CENTURY BANK&TRUST,GA,198114,224465,144406,18151,23010.0
20150630,14801,FIRST NB&T CO OF WILLISTON,ND,444809,489977,174092,32531,42560.0
20150630,14807,FARMERS SAVINGS BANK,IA,142615,165353,107363,7680,21495.0
20150630,14808,FIRST AMERICAN BANK,IA,778767,1072874,506333,130528,97205.0
20150630,14809,HEARTLAND BANK,IA,96478,124713,91436,3551,17832.0
20150630,1480,FARMERS&MERCHANTS BANK,TN,80666,96742,32871,3522,9450.0
20150630,14812,TREYNOR STATE BANK,IA,231311,301816,79705,4652,21703.0
20150630,14816,MBANK,MI,590083,725822,603104,21533,80499.0
20150630,14820,CITIZENS NB OF HAMMOND,NY,17383,19929,12055,1559,1900.0
20150630,14823,CAMBRIDGE STATE BANK,WI,47592,65303,48245,5649,10249.0
20150630,14832,LORAIN NATIONAL BANK,OH,1053642,1237190,921959,33101,130649.0
20150630,14836,FIRST NB IN NEW BREMEN,OH,227597,262275,114965,69581,25182.0
20150630,14843,MIDWESTONE BANK,IA,1384904,1682024,1167282,18387,151526.0
20150630,1484,BANK OF FRANKEWING,TN,185519,213853,140706,26420,23677.0
20150630,14851,CITIZENS BANK,TN,525168,696387,439138,25976,92329.0
20150630,14853,FIRST NB AT ST JAMES,MN,25215,30135,18370,3127,2585.0
20150630,14857,STATE STREET BANK&TRUST CO,IL,175949,197091,119907,24377,14759.0
20150630,14863,GRATZ BANK,PA,261311,297337,185754,23535,33428.0
20150630,14864,STOCKMENS NB IN COTULLA,TX,98080,107296,18532,28425,9106.0
20150630,14867,HOME STATE BANK,IA,182715,205876,165640,13482,16844.0
20150630,14868,PEOPLES SAVINGS BANK,IA,77286,100009,61297,1444,7987.0
20150630,14869,PLATTE VALLEY BANK OF MO,MO,376948,447072,301271,29426,42481.0
20150630,1487,FIRST FARMERS&MERCHANTS BANK,TN,1056888,1208761,677372,26363,112283.0
20150630,14883,COMMUNITY STATE BANK,IN,175430,210225,169104,4566,21031.0
20150630,14885,FIRST BANK,AK,441282,489132,223831,28612,46798.0
20150630,14894,FARMERS BANK,KY,100492,114086,80247,4123,12840.0
20150630,14898,PEOPLES STATE BANK,KS,104902,129946,110289,5503,11871.0
20150630,14899,CITIZENS BANK OF OKLAHOMA,OK,191685,214302,175430,10168,21933.0
20150630,148,BANK OF MADISON,GA,165235,206101,124751,4053,29241.0
20150630,14904,FIRST COMMUNITY BANK,IA,78708,95769,53293,15672,11630.0
20150630,14907,INTERNATIONAL BK OF AMHERST,WI,46629,54807,33826,2656,8033.0
20150630,1490,DILLEY STATE BANK,TX,112116,132229,12854,3981,19870.0
20150630,14911,SHELL LAKE STATE BANK,WI,133866,172336,69339,4576,31678.0
20150630,14912,BANK OF DIXON COUNTY,NE,75913,85436,52049,9682,8698.0
20150630,14913,LAPEER COUNTY BANK&TRUST CO,MI,280279,317400,174851,8655,34880.0
20150630,14914,COLLINS STATE BANK,WI,56108,62584,40844,2093,6151.0
20150630,14920,HAMLER STATE BANK,OH,61254,73735,41842,1661,11370.0
20150630,14922,F&M BANK,NE,224022,264505,187860,13346,24868.0
20150630,14924,FIRST NB IN STAUNTON,IL,385469,483241,298252,28675,60031.0
20150630,14926,FREELAND STATE BANK,MI,44599,54189,12526,8544,9364.0
20150630,14929,WEST SHORE BANK,MI,295688,365515,231154,10506,34375.0
20150630,14930,FIRST IOWA STATE BANK,IA,127238,152458,86261,8060,20709.0
20150630,14936,ACKLEY STATE BANK,IA,112792,150323,100436,5255,18258.0
20150630,14944,EMERALD BANK,KS,14822,16513,10444,622,1666.0
20150630,14952,LYON COUNTY STATE BANK,KS,134335,155959,41642,13529,12178.0
20150630,14960,STATE BANK OF REESEVILLE,WI,47623,62232,35387,1139,7395.0
20150630,14966,SECURITY NB OF ENID,OK,298025,329276,178243,4311,30755.0
20150630,14969,KISH BANK,PA,543301,680895,427581,21833,60728.0
20150630,14974,FIRST STATE BANK&TRUST,KS,220334,245914,167997,19282,23247.0
20150630,1497,SECURITY STATE BANK,TX,447384,504469,258070,77455,51685.0
20150630,14980,CLARKE COUNTY STATE BANK,IA,89901,105953,69795,2677,12138.0
20150630,14982,UNION STATE BANK,IA,74459,82703,45141,4538,7159.0
20150630,14991,FARMERS STATE BANK,OH,121919,139436,94256,6620,16767.0
20150630,14994,STATE BANK OF ARCADIA,WI,148529,168189,89127,24035,19351.0
20150630,14995,RIVER BANK,WI,376252,433196,366590,9158,54070.0
20150630,14999,PORT AUSTIN STATE BANK,MI,38481,47720,35457,2153,8490.0
20150630,149,BANK OF HAZLEHURST,GA,99165,114721,76596,9897,15333.0
20150630,14,STATE STREET BANK&TRUST CO,MA,121975983,289425299,18588674,118884069,20335655.0
20150630,15009,TOWANDA STATE BANK,KS,8883,9819,7357,497,895.0
20150630,15010,COLUMBUS BANK&TRUST CO,NE,90503,113857,79421,9612,13266.0
20150630,15011,FARMERS STATE BANK OF MUNITH,MI,56841,63656,41405,6881,6246.0
20150630,15019,FIRST BANK,NC,2659444,3212256,2386379,177562,408340.0
20150630,15032,FIRST STATE BANK,MI,567768,647282,437296,17441,68196.0
20150630,15035,BANK OF AUGUSTA,AR,77399,88227,51543,1680,8841.0
20150630,15038,VALLEY STATE BANK,KS,106924,126605,65249,4963,15677.0
20150630,15046,PEOPLES COMMUNITY BANK,WI,180392,262807,188375,5143,33296.0
20150630,15050,FIRST STATE BANK,AR,223547,250019,121576,20649,26100.0
20150630,15057,STATE BANK OF BLUE RAPIDS,KS,42854,48038,23593,770,4903.0
20150630,15059,FIRST NATIONAL BANK,LA,187668,214675,173447,9518,18338.0
