CERT,REPDTE,BKCLASS,CALLFORM,DEPUNA,DEPUNINS,ACTEVT
16752,20130630,N,41,0,3464,
16753,20130630,NM,41,0,72359,
16757,20130630,NM,41,0,16249,
1675,20130630,NM,41,0,1639,
16778,20130630,NM,41,0,2014,
16780,20130630,NM,41,0,7768,
16788,20130630,NM,41,0,6366,
1678,20130630,NM,41,0,58213,
16795,20130630,SM,41,0,3731,
16799,20130630,NM,41,365240,365240,
16803,20130630,NM,41,0,55594,
16810,20130630,NM,41,0,24918,810
16817,20130630,NM,41,0,96000,
16820,20130630,NM,41,0,12352,
16825,20130630,NM,41,0,23190,
1682,20130630,NM,41,0,2219,
16835,20130630,NM,41,2153297,2153297,810
16840,20130630,NM,41,0,3912,
16849,20130630,NM,41,0,53795,810
16852,20130630,NM,41,0,39445,
16854,20130630,NM,41,0,36512,
16858,20130630,NM,41,0,48823,811
16859,20130630,N,41,0,11120,810
16863,20130630,NM,41,0,37409,
16866,20130630,NM,41,0,24554,
16868,20130630,NM,41,0,1909,
1686,20130630,NM,41,0,14906,
1687,20130630,NM,41,0,1908,
16881,20130630,NM,41,0,1517,
16889,20130630,NM,41,397362,397362,811
16891,20130630,NM,41,0,49298,810
16895,20130630,NM,41,0,7417,
16897,20130630,NM,41,0,17139,
16900,20130630,NM,41,0,7607,
16902,20130630,NM,41,0,115081,
16905,20130630,NM,41,0,4847,
16906,20130630,NM,41,0,1655,
16908,20130630,NM,41,0,5991,
16910,20130630,NM,41,0,9447,
16916,20130630,NM,41,0,2553,
16921,20130630,NM,41,0,9110,
16924,20130630,NM,41,0,77952,
16934,20130630,NM,41,0,4000,
1693,20130630,NM,41,0,5164,
16940,20130630,NM,41,0,55162,
16941,20130630,NM,41,0,2900,
16953,20130630,NM,41,0,3040,
16958,20130630,NM,41,0,92283,
16959,20130630,NM,41,0,5992,
1695,20130630,NM,41,0,8950,
16968,20130630,NM,41,0,20787,
1696,20130630,NM,41,0,63957,
16970,20130630,NM,41,0,13418,810
16971,20130630,NM,41,0,11267,
16975,20130630,NM,41,0,2624,
16976,20130630,NM,41,0,11158,
16980,20130630,NM,41,569921,569921,
16982,20130630,SM,41,0,74947,810
16983,20130630,N,41,0,29544,
16993,20130630,SM,41,0,15971,
169,20130630,N,41,0,11062,
17001,20130630,NM,41,0,6147,
17009,20130630,NM,41,0,35581,
1700,20130630,NM,41,0,26215,
17011,20130630,N,41,0,32012,
1701,20130630,NM,41,0,7355,
17027,20130630,N,41,0,6085,
17040,20130630,NM,41,0,61027,
17041,20130630,NM,41,0,26846,
17047,20130630,SM,41,0,7109,
1705,20130630,NM,41,0,8103,
17062,20130630,NM,41,0,3712,
17068,20130630,NM,41,0,47743,
17073,20130630,NM,41,0,5955,
17077,20130630,NM,41,0,60519,
17089,20130630,NM,41,0,4744,
17093,20130630,N,41,0,152346,
17094,20130630,NM,41,0,14789,820
17096,20130630,NM,41,0,8873,
170,20130630,NM,41,0,5895,
17105,20130630,NM,41,0,55441,
17108,20130630,NM,41,0,32782,
17114,20130630,NM,41,0,1843,
17115,20130630,SI,41,0,31803,
1711,20130630,NM,41,0,26105,
17120,20130630,NM,41,0,118910,
17122,20130630,NM,41,0,3294,
17123,20130630,SI,41,0,39397,
17126,20130630,NM,41,0,10653,
17128,20130630,NM,41,0,11586,
17138,20130630,NM,41,0,2,
1713,20130630,NM,41,0,6846,
17142,20130630,NM,41,0,3465,
17145,20130630,NM,41,0,49650,811
17159,20130630,SM,41,0,180742,
1715,20130630,NM,41,0,194353,
17160,20130630,SM,41,0,2405,810
17162,20130630,NM,41,0,55806,820
17165,20130630,NM,41,0,102244,810
17169,20130630,NM,41,0,14254,
17174,20130630,NM,41,0,4084,
17180,20130630,SI,41,0,121237,
17190,20130630,NM,41,0,16922,
17193,20130630,NM,41,0,12358,
17205,20130630,NM,41,0,1610,
17208,20130630,NM,41,0,15579,
17209,20130630,N,41,0,16753,
1720,20130630,NM,41,0,17025,820
17210,20130630,NM,41,0,2475,
17211,20130630,SM,41,0,84507,
17214,20130630,NM,41,0,26473,
17224,20130630,NM,41,0,100559,
17225,20130630,NM,41,0,4112,
17229,20130630,NM,41,0,17204,
17230,20130630,N,41,0,162726,
17232,20130630,NM,41,0,1411,
17233,20130630,NM,41,0,166307,
17241,20130630,NM,41,0,15694,
17244,20130630,NM,41,0,45972,
17259,20130630,SM,41,0,8316,
17262,20130630,SI,41,0,23312,
17266,20130630,NM,41,2590145,2590145,810
17280,20130630,NM,41,0,32185,
17281,20130630,N,31,15620312,15620312,
17282,20130630,NM,41,0,96463,
172,20130630,NM,41,31300,31300,811
17302,20130630,SM,41,0,13795,
17308,20130630,NM,41,1078462,1078462,820
1730,20130630,NM,41,0,13570,
17317,20130630,NM,41,0,17236,810
17320,20130630,NM,41,0,50259,810
17323,20130630,NM,41,282819,282819,
17325,20130630,N,41,0,82034,
17327,20130630,NM,41,0,19414,
17339,20130630,NM,41,0,5262,
17340,20130630,NM,41,0,2720,
17346,20130630,NM,41,0,8682,
17347,20130630,SM,41,0,5933,
17348,20130630,NM,41,0,13624,
17350,20130630,NM,41,0,25615,
17355,20130630,NM,41,0,6936,
17356,20130630,NM,41,0,1517,
17358,20130630,N,41,0,5266,
1735,20130630,NM,41,0,22480,
17366,20130630,NM,41,0,0,
17369,20130630,NM,41,0,26001,
17374,20130630,NM,41,0,5058,
17375,20130630,NM,41,0,6040,
17378,20130630,NM,41,0,55834,
17388,20130630,NM,41,0,122789,
17393,20130630,NM,41,598785,598785,810
17395,20130630,NM,41,0,745,
17399,20130630,SM,41,0,16939,
173,20130630,NM,41,0,1833,
17401,20130630,NM,41,0,1366,
17403,20130630,NM,41,0,3615,
17410,20130630,NM,41,0,7216,810
17411,20130630,NM,41,0,31240,
17431,20130630,N,41,0,1537,820
17437,20130630,SM,41,395044,395044,
17438,20130630,N,41,0,46428,
17441,20130630,NM,41,0,1815,
17443,20130630,SI,41,0,10385,
17444,20130630,NM,41,0,1018,
17445,20130630,NM,41,0,29220,
17446,20130630,NM,41,0,5176,
1744,20130630,NM,41,0,6240,
17450,20130630,NM,41,0,2685,
17451,20130630,SM,41,0,8404,
17452,20130630,NM,41,0,7561,
17453,20130630,NM,41,0,22288,
1745,20130630,NM,41,0,11598,
1746,20130630,NM,41,0,10054,
17470,20130630,NM,41,245993,245993,
17474,20130630,SM,41,0,14015,
17476,20130630,SI,41,0,27406,
17477,20130630,SM,41,0,55432,
17478,20130630,NM,41,0,30505,810
17482,20130630,SM,41,383711,383711,
17484,20130630,NM,41,242144,242144,810
17491,20130630,SM,41,2335776,2335776,
17509,20130630,NM,41,0,157167,
17513,20130630,N,41,0,4952,
17514,20130630,NM,41,66966,66966,
17520,20130630,NM,41,0,3008,
17523,20130630,NM,41,0,27062,
17524,20130630,SI,41,0,12060,
17534,20130630,N,31,31594399,31594399,
1753,20130630,NM,41,0,51869,
17543,20130630,NM,41,0,8171,
17551,20130630,NM,41,0,1703,
17557,20130630,N,41,0,9936,
17563,20130630,NM,41,0,91958,810
17569,20130630,NM,41,0,1065,
1756,20130630,NM,41,0,13109,
17572,20130630,N,41,0,8778,810
17573,20130630,NM,41,0,749,
1757,20130630,N,41,0,14403,
17580,20130630,NM,41,0,80464,
17587,20130630,NM,41,0,2245,
17588,20130630,NM,41,0,57644,
17589,20130630,NM,41,0,765,
17598,20130630,NM,41,0,48727,
175,20130630,NM,41,0,14595,
17602,20130630,NM,41,0,1772,
17603,20130630,N,41,0,20728,
17607,20130630,NM,41,0,425,
17612,20130630,NM,41,0,126761,
17614,20130630,NM,41,0,89261,
17621,20130630,NM,41,0,3638,
17622,20130630,NM,41,0,12733,
17629,20130630,NM,41,0,1579,
17632,20130630,NM,41,0,174,
17633,20130630,NM,41,214260,214260,810
17636,20130630,NM,41,0,42068,810
17639,20130630,NM,41,0,13532,
17640,20130630,NM,41,0,1072,
17643,20130630,N,41,0,87931,810
17650,20130630,NM,41,0,9471,
17652,20130630,NM,41,0,2331,
17658,20130630,SI,41,0,92955,
17661,20130630,NM,41,0,14345,
17671,20130630,NM,41,0,7361,
17672,20130630,NM,41,0,60692,
17676,20130630,NM,41,0,38233,810
17685,20130630,NM,41,0,3391,
17687,20130630,NM,41,0,114935,
1768,20130630,NM,41,599434,599434,
17690,20130630,NM,41,0,1472,
17691,20130630,NM,41,0,122356,
17713,20130630,NM,41,0,11200,
17715,20130630,N,31,0,122860,
17719,20130630,NM,41,0,1657,
17733,20130630,NM,41,0,17038,
17734,20130630,NM,41,0,5840,
17735,20130630,N,41,87540,87540,810
17736,20130630,SI,41,0,76974,
17739,20130630,NM,41,0,56043,
17741,20130630,SI,41,0,20574,
17743,20130630,SI,41,0,24802,
17748,20130630,SI,41,0,91661,
17749,20130630,SI,41,0,108689,
17751,20130630,SI,41,0,49713,
17759,20130630,NM,41,0,2205,
17764,20130630,SI,41,0,41537,
17767,20130630,NM,41,0,12657,
17769,20130630,NM,41,0,46420,810
17773,20130630,NM,41,0,2315,
17775,20130630,NM,41,0,9972,
17782,20130630,N,41,0,4603,
1778,20130630,NM,41,0,10319,
17793,20130630,NM,41,0,2238,
17797,20130630,SB,41,0,33234,
17798,20130630,SM,41,285784,285784,
1779,20130630,NM,41,0,13163,
17800,20130630,N,41,0,17850,
17809,20130630,NM,41,0,77672,811
1780,20130630,NM,41,0,39590,
17811,20130630,N,41,0,41359,
17813,20130630,NM,41,0,7102,
1781,20130630,NM,41,0,17913,
17825,20130630,NM,41,0,0,
17830,20130630,NM,41,0,12006,
17832,20130630,SM,41,0,15465,
17838,20130630,SB,41,949693,949693,
17841,20130630,NM,41,0,27951,
17842,20130630,NM,41,406971,406971,810
17847,20130630,N,41,0,16163,
17856,20130630,NM,41,0,31252,
17863,20130630,NM,41,0,77056,
1786,20130630,NM,41,0,1915,
17870,20130630,SI,41,526165,526165,
17872,20130630,N,41,0,17071,
17874,20130630,NM,41,0,116696,
17878,20130630,NM,41,0,3009,
1787,20130630,NM,41,0,8628,
17880,20130630,NM,41,0,25043,
17881,20130630,NM,41,0,7857,
17883,20130630,SM,41,0,1564,
17884,20130630,NM,41,0,20200,
17892,20130630,NM,41,0,24035,
17897,20130630,SI,41,0,49238,
17898,20130630,NM,41,0,17139,
178,20130630,NM,41,0,16229,
17903,20130630,SM,41,0,18371,
17906,20130630,NM,41,0,32962,
17909,20130630,NM,41,0,25924,
17910,20130630,NM,41,0,61503,811
17913,20130630,N,41,0,5300,
17920,20130630,NM,41,0,1515,
17922,20130630,NM,41,0,7629,
17927,20130630,NM,41,0,2348,
17933,20130630,NM,41,0,37820,
17937,20130630,NM,41,0,40882,
17943,20130630,SI,41,328931,328931,810
17950,20130630,NM,41,0,17077,
17951,20130630,SI,41,0,14998,
17953,20130630,NM,41,0,4353,
17955,20130630,NM,41,0,1726,
17959,20130630,NM,41,0,11097,
17960,20130630,SI,41,0,35366,
17964,20130630,NM,41,0,74082,
17967,20130630,NM,41,0,56749,
17975,20130630,NM,41,0,6866,
17979,20130630,NM,41,0,23077,
17982,20130630,NM,41,0,376,
17985,20130630,NM,31,5826785,5826785,
17993,20130630,NM,41,0,9464,
17995,20130630,NM,41,0,1670,
17999,20130630,NM,41,0,2358,
18001,20130630,NM,41,0,11342,
1800,20130630,SM,41,0,8005,
18012,20130630,SI,41,100517,100517,
18013,20130630,SB,41,73784,73784,
18019,20130630,NM,41,0,4846,
18028,20130630,SI,41,0,13043,
1802,20130630,SM,41,0,6492,
18030,20130630,SI,41,0,22146,
18031,20130630,SI,41,0,9789,
18033,20130630,NM,41,0,5252,
18038,20130630,SI,41,0,11585,
18053,20130630,SM,31,5459892,5459892,
18059,20130630,NM,41,0,160665,810
18063,20130630,NM,41,0,2689,
18067,20130630,NM,41,0,2832,820
18071,20130630,NM,41,0,2305,
18072,20130630,NM,41,0,3175,
18074,20130630,NM,41,0,812,
18077,20130630,NM,41,0,1759,
18089,20130630,NM,41,0,566,
1808,20130630,NM,41,0,42525,810
18094,20130630,NM,41,0,2918,
18100,20130630,NM,41,57896,57896,
18101,20130630,NM,41,0,2785,
18109,20130630,NM,41,0,0,
18113,20130630,NM,41,994144,994144,
18116,20130630,NM,41,0,55009,
18118,20130630,NM,41,0,46719,
18120,20130630,NM,41,0,16414,810
18124,20130630,NM,41,0,3494,
18129,20130630,SI,41,306066,306066,
18132,20130630,NM,41,0,23444,
18136,20130630,N,41,0,9738,
18143,20130630,NM,41,0,35017,
18145,20130630,NM,41,0,14986,
18148,20130630,NM,41,0,2430,
18149,20130630,NM,41,0,38524,
18150,20130630,N,41,0,73216,
18152,20130630,NM,41,0,4476,
18155,20130630,NM,41,0,61517,
18164,20130630,NM,41,0,7369,
18165,20130630,NM,41,0,9695,
18171,20130630,NM,41,0,70249,
18185,20130630,N,41,0,54424,
18190,20130630,SI,41,350452,350452,
18194,20130630,SI,41,0,29716,
18198,20130630,SI,41,0,96500,
18199,20130630,SI,41,0,75665,
18200,20130630,SI,41,0,74611,
18203,20130630,SI,41,29357,29357,
18204,20130630,SI,41,169653,169653,
18208,20130630,SI,41,797615,797615,
18209,20130630,SI,41,0,21672,
18213,20130630,SI,41,465646,465646,
18214,20130630,SB,41,0,67251,
18216,20130630,NM,41,0,29864,
1821,20130630,NM,41,0,21285,
18221,20130630,N,31,4109820,4109820,
18223,20130630,SI,41,0,4147,
18227,20130630,SI,41,0,3383,
18229,20130630,SI,41,0,25740,
18237,20130630,SI,41,0,14049,
18238,20130630,SI,41,0,103187,
18240,20130630,SB,41,0,19602,
18258,20130630,SI,41,0,59584,
18263,20130630,NM,41,0,368,
18265,20130630,NM,41,0,1850,
18266,20130630,NM,41,0,210984,
18272,20130630,N,41,0,39784,
18282,20130630,N,41,0,15924,
18284,20130630,NM,41,0,12606,
18292,20130630,NM,41,0,471,
18296,20130630,N,41,0,209800,
18297,20130630,NM,41,1322037,1322037,810
1829,20130630,SM,41,0,5742,
18301,20130630,NM,41,0,11723,
18302,20130630,NM,41,0,173,
1833,20130630,NM,41,0,101887,
18342,20130630,NM,41,0,252,
18344,20130630,NM,41,0,24727,
18355,20130630,NM,41,462085,462085,
18356,20130630,NM,41,0,14067,
18361,20130630,NM,41,0,12717,811
18364,20130630,NM,41,0,26948,
18374,20130630,NM,41,0,13069,
18378,20130630,NM,41,0,3273,
1837,20130630,NM,41,0,21159,
18380,20130630,NM,41,0,6177,
18384,20130630,NM,41,0,23892,810
18385,20130630,NM,41,0,20313,811
18389,20130630,NM,41,0,147670,
18394,20130630,NM,41,0,5881,
1839,20130630,NM,41,0,20467,
183,20130630,NM,41,0,9288,
18400,20130630,NM,41,0,44606,
18402,20130630,NM,41,12250,12250,
18408,20130630,SI,41,622362,622362,
18409,20130630,N,31,50466518,50466518,
18412,20130630,NM,41,137317,137317,
18418,20130630,NM,41,0,32790,
18429,20130630,SM,41,340530,340530,810
18431,20130630,NM,41,0,16905,
1843,20130630,NM,41,0,6969,
18443,20130630,NM,41,0,36954,
18445,20130630,NM,41,0,8807,
18448,20130630,NM,41,0,17148,
18454,20130630,N,41,0,20108,
18463,20130630,NM,41,0,2298,
18467,20130630,NM,41,0,85478,
18474,20130630,NM,41,0,24393,
1847,20130630,NM,41,0,6517,
18483,20130630,NM,41,0,6154,
18487,20130630,SM,41,0,44947,810
18489,20130630,SM,41,0,86924,
1849,20130630,SM,41,0,17358,
18503,20130630,NM,31,2419578,2419578,
18508,20130630,NM,41,0,10613,
18509,20130630,NM,41,223562,223562,
18514,20130630,NM,41,0,47927,
18518,20130630,NM,41,0,10102,
18519,20130630,NM,41,0,26537,
18525,20130630,NM,41,0,990,
18528,20130630,NM,41,0,5675,
1852,20130630,NM,41,0,47882,810
1853,20130630,NM,41,0,16258,
18545,20130630,SM,41,175909,175909,
18561,20130630,N,41,0,253212,810
18564,20130630,N,41,0,10629,
18566,20130630,NM,41,0,12945,
18568,20130630,NM,41,0,5344,
18569,20130630,NM,41,0,83960,810
18576,20130630,SM,41,0,95754,
1857,20130630,SM,41,0,27820,
18584,20130630,NM,41,0,80203,811
18590,20130630,SM,41,0,24472,
18592,20130630,NM,41,0,69867,
18600,20130630,NM,41,0,5226,
18605,20130630,NM,41,0,4480,
18609,20130630,NM,41,0,134460,
1860,20130630,NM,41,0,2441,
18610,20130630,SM,41,0,28610,810
18613,20130630,N,41,0,49405,
18618,20130630,NM,41,1133242,1133242,
1861,20130630,NM,41,0,3794,
18620,20130630,NM,41,0,9524,
18621,20130630,NM,41,0,13270,
18626,20130630,NM,41,0,34778,
1862,20130630,NM,41,0,2388,
18637,20130630,NM,41,0,23638,
18641,20130630,NM,41,0,9268,
1865,20130630,NM,41,0,11796,
18660,20130630,NM,41,0,61658,810
18677,20130630,NM,41,0,5771,
1867,20130630,NM,41,0,17986,
1868,20130630,NM,41,0,26855,
18698,20130630,NM,41,0,38935,
1869,20130630,SM,41,0,22105,
18710,20130630,NM,41,0,18656,
18714,20130630,SM,41,2611482,2611482,
18719,20130630,NM,41,0,4093,
18724,20130630,NM,41,0,398,
18734,20130630,N,41,0,9150,
18740,20130630,NM,41,0,37912,
18748,20130630,NM,41,0,49261,
1874,20130630,NM,41,0,148597,810
18761,20130630,NM,41,0,5816,
18767,20130630,N,31,0,251013,810
18772,20130630,NM,41,0,4733,
18780,20130630,NM,41,0,30619,
18799,20130630,N,41,218038,218038,
18812,20130630,SM,41,352647,352647,
18815,20130630,NM,41,0,79313,
18820,20130630,NM,41,0,3126,
18838,20130630,NM,41,0,4128,
18841,20130630,NM,41,0,58715,
18843,20130630,SM,41,300196,300196,
1884,20130630,NM,41,0,33109,
18855,20130630,NM,41,0,7708,
18856,20130630,SM,41,0,3334,
18858,20130630,SM,41,0,39748,
18879,20130630,N,41,0,12030,
18880,20130630,N,41,0,172300,
18885,20130630,N,41,0,7649,
18889,20130630,NM,41,0,3546,
18892,20130630,N,41,0,2890,
18895,20130630,N,41,0,102961,
18900,20130630,SM,41,0,14825,
18915,20130630,NM,41,0,12003,
18922,20130630,N,41,175178,175178,811
18923,20130630,NM,31,313078,313078,
18924,20130630,NM,41,0,314,
18930,20130630,NM,41,0,38437,
18937,20130630,N,41,0,0,
1893,20130630,NM,41,0,79342,
18942,20130630,NM,41,0,174,
18958,20130630,NM,41,0,5300,
1895,20130630,NM,41,0,16459,
18962,20130630,NM,41,24236,24236,
18979,20130630,N,41,0,53201,
18983,20130630,NM,41,352131,352131,
18987,20130630,NM,41,0,4998,
19001,20130630,NM,41,0,55991,
19006,20130630,NM,41,0,49121,
19008,20130630,NM,41,154626,154626,
1900,20130630,NM,41,0,19901,810
19011,20130630,N,41,0,71974,
1901,20130630,NM,41,0,999,
19024,20130630,N,41,0,26159,
19027,20130630,N,41,0,38653,
1903,20130630,NM,41,0,5989,
19048,20130630,SM,31,26590827,26590827,
1905,20130630,SM,41,0,57457,
1906,20130630,NM,41,0,4546,
19070,20130630,N,41,0,92320,
19080,20130630,N,41,443307,443307,
19087,20130630,NM,41,0,1799,
1908,20130630,NM,41,0,5948,
19101,20130630,NM,41,0,47286,
19103,20130630,N,41,0,9158,
19105,20130630,NM,41,0,643,
19106,20130630,NM,41,0,5687,
19118,20130630,SM,41,0,2787,
19123,20130630,SM,41,0,203542,810
19125,20130630,NM,41,0,8084,
1913,20130630,NM,41,0,18807,
19143,20130630,NM,41,0,150883,
19163,20130630,NM,41,0,11469,
1916,20130630,NM,41,0,2696,
19184,20130630,N,41,0,149392,
19188,20130630,NM,41,0,18708,
1918,20130630,NM,41,0,2839,
19191,20130630,SM,41,0,13164,
19195,20130630,NM,41,0,2931,
19200,20130630,NM,41,0,7649,
19205,20130630,NM,41,0,4871,
19212,20130630,NM,41,0,43296,
19213,20130630,N,41,0,201720,
19215,20130630,NM,41,0,154703,
19220,20130630,SM,41,411766,411766,810
19222,20130630,NM,41,487219,487219,
19226,20130630,N,41,0,31160,
19230,20130630,N,41,0,3151,
19234,20130630,NM,41,0,7245,
1923,20130630,NM,41,0,110,
19245,20130630,N,41,0,45917,
19254,20130630,N,41,0,54143,810
19263,20130630,N,41,0,34096,810
19266,20130630,SM,41,0,21786,
19272,20130630,N,41,0,23875,810
19274,20130630,NM,41,0,10523,
19278,20130630,NM,41,0,3570,
19285,20130630,SM,41,0,32813,
19288,20130630,N,41,0,124144,810
19293,20130630,NM,41,0,4546,
1929,20130630,NM,41,0,5195,
19300,20130630,N,41,628486,628486,
19304,20130630,SM,41,0,85494,820
19318,20130630,NM,41,0,992,
1931,20130630,NM,41,0,7200,
19328,20130630,NM,41,0,145372,811
19333,20130630,NM,41,231973,231973,
19337,20130630,N,41,0,3347,
1933,20130630,NM,41,0,3624,
19340,20130630,NM,41,0,17944,
19349,20130630,N,41,0,26522,
1934,20130630,NM,41,0,563,
19351,20130630,NM,41,0,10575,
19354,20130630,NM,41,0,5068,
19358,20130630,NM,41,0,32088,810
1936,20130630,NM,41,0,22646,
19371,20130630,N,41,0,66468,
1937,20130630,NM,41,0,22286,
19381,20130630,NM,41,0,1790,
19389,20130630,NM,41,0,8684,
19396,20130630,NM,41,0,30357,
193,20130630,NM,41,0,54698,
19401,20130630,NM,41,0,47623,
19416,20130630,NM,41,555080,555080,
1941,20130630,N,41,0,4912,
19420,20130630,NM,41,0,14215,
19430,20130630,N,41,0,1682,
19434,20130630,NM,41,0,141536,
19440,20130630,NM,41,0,12459,
19447,20130630,NM,41,0,11360,
19448,20130630,NM,41,0,69716,
19459,20130630,NM,41,0,211450,
1945,20130630,NM,41,0,2555,
19468,20130630,N,41,0,40537,
1946,20130630,NM,41,0,9540,
19480,20130630,NM,41,0,1519,
19482,20130630,N,41,0,44604,
19487,20130630,NM,41,0,6256,
19502,20130630,N,41,0,81164,
19506,20130630,NM,41,0,185716,
19512,20130630,NM,41,0,104327,
19515,20130630,NM,41,0,8800,
19525,20130630,SI,41,0,34785,
19531,20130630,SI,41,0,117984,
19532,20130630,SI,41,0,24034,
19536,20130630,N,41,0,33957,
19540,20130630,NM,41,0,19810,
19544,20130630,NM,41,0,10504,810
19559,20130630,NM,41,0,56160,
1956,20130630,NM,41,0,9648,
19573,20130630,NM,41,206897,206897,
19581,20130630,NM,41,381477,381477,810
19589,20130630,NM,41,0,7326,
19590,20130630,NM,41,0,13800,
19595,20130630,NM,41,0,3198,
195,20130630,NM,41,0,2127,
19600,20130630,N,41,0,20573,
19603,20130630,N,41,0,97355,
19604,20130630,NM,41,0,6030,
19608,20130630,NM,41,0,84417,
19628,20130630,NM,41,0,23371,
19629,20130630,NM,41,1267511,1267511,810
19631,20130630,NM,41,0,86096,
19638,20130630,NM,41,0,21542,
19640,20130630,N,41,0,7777,
19641,20130630,NM,41,0,1764,
19644,20130630,N,41,0,111163,
19645,20130630,NM,41,0,1466,
1964,20130630,SM,41,0,14154,
19660,20130630,NM,41,0,47323,811
19674,20130630,NM,41,0,20181,
19679,20130630,NM,41,0,41273,
19680,20130630,NM,41,0,5259,
19681,20130630,NM,41,0,8624,
19686,20130630,SB,41,0,51527,
19687,20130630,NM,41,0,8334,
19689,20130630,NM,41,0,11377,
19690,20130630,SM,41,0,57269,
19693,20130630,SM,41,0,856,
19700,20130630,NM,41,0,16765,
1970,20130630,NM,41,0,12995,
19710,20130630,NM,41,0,1913,
19716,20130630,NM,41,0,22471,
19720,20130630,NM,41,0,10000,
1972,20130630,SM,41,0,14807,
1973,20130630,SM,41,0,836,
19742,20130630,SM,41,0,45961,
19744,20130630,NM,41,0,16019,820
19749,20130630,NM,41,0,15822,
19753,20130630,NM,41,0,3123,
19755,20130630,NM,41,0,29893,
19762,20130630,NM,41,0,47763,
19772,20130630,NM,41,0,145702,
19774,20130630,NM,41,0,641,
19775,20130630,NM,41,0,284,
19788,20130630,SM,41,0,64593,
1978,20130630,SM,41,0,52311,
19795,20130630,NM,41,0,40893,
19796,20130630,NM,41,0,1760,
1979,20130630,SM,41,0,22277,810
197,20130630,NM,41,0,38629,
19800,20130630,NM,41,0,27558,
19806,20130630,NM,41,0,20226,
19809,20130630,NM,41,0,13991,
1980,20130630,NM,41,0,19157,
19813,20130630,NM,41,0,4820,
19819,20130630,N,41,0,34117,
19827,20130630,N,41,0,62055,
19829,20130630,NM,41,0,3540,
1982,20130630,SM,41,0,21594,
19836,20130630,SM,41,0,19418,
19838,20130630,NM,41,0,43673,
1983,20130630,NM,41,0,5703,
19842,20130630,NM,31,2423635,2423635,
19849,20130630,NM,41,0,16742,
19850,20130630,NM,41,0,68049,
19858,20130630,NM,41,362809,362809,
19861,20130630,NM,41,203290,203290,
1986,20130630,NM,41,0,160,
19899,20130630,NM,41,0,159504,810
19904,20130630,NM,41,0,42881,
1992,20130630,NM,41,0,12502,
1993,20130630,NM,41,0,1726,
19943,20130630,NM,41,1264299,1264299,
19953,20130630,NM,41,921552,921552,810
19954,20130630,NM,41,0,1486,
19977,20130630,NM,31,2746801,2746801,
19978,20130630,N,41,0,25138,
19980,20130630,NM,41,0,25897,
20015,20130630,NM,41,0,446826,
20026,20130630,N,31,0,92768,
20028,20130630,NM,41,0,6262,
20040,20130630,NM,41,0,27336,
20041,20130630,NM,41,0,22259,
20081,20130630,N,41,0,17343,
20093,20130630,NM,41,0,20114,
20099,20130630,SI,41,0,3198,
20100,20130630,NM,41,0,25360,
20130,20130630,NM,41,0,48467,
20134,20130630,NM,41,0,44204,
20152,20130630,NM,41,0,23300,
20156,20130630,NM,41,0,180207,
20160,20130630,NM,41,0,5276,
20161,20130630,NM,41,0,68484,
20162,20130630,NM,41,0,1003,
20164,20130630,NM,41,0,165732,811
20179,20130630,NM,41,0,89629,
20198,20130630,NM,41,0,35121,810
20202,20130630,SM,41,0,68618,
20215,20130630,SM,41,0,3180,
20220,20130630,NM,41,0,48578,
20225,20130630,NM,31,386537,386537,
20226,20130630,NM,41,0,65928,
20231,20130630,NM,41,0,90214,810
20234,20130630,N,41,2578688,2578688,
20239,20130630,NM,41,0,7309,
20241,20130630,N,41,440142,440142,810
20250,20130630,NM,41,0,25245,
20268,20130630,NM,41,0,173767,
20279,20130630,SM,41,0,10167,
20280,20130630,N,41,81906,81906,
20281,20130630,SM,41,0,17729,
20290,20130630,NM,41,0,16675,
20296,20130630,SM,41,681373,681373,
20310,20130630,NM,41,0,48308,
20311,20130630,SM,41,0,36516,
20349,20130630,NM,41,0,175641,810
20353,20130630,NM,41,0,58495,
20364,20130630,NM,41,0,7413,
20369,20130630,NM,41,289922,289922,811
2036,20130630,NM,41,0,48208,
20382,20130630,NM,41,0,4584,
20387,20130630,SM,31,0,26296,
20429,20130630,NM,41,0,3870,
20443,20130630,NM,41,0,70820,
20448,20130630,NM,41,0,3447,
20454,20130630,NM,41,0,1844,
20468,20130630,NM,41,0,14188,
20473,20130630,NM,41,152722,152722,
20479,20130630,NM,41,0,8410,
20484,20130630,SM,41,0,48487,
20488,20130630,SM,41,0,197508,
20504,20130630,NM,41,754747,754747,
20537,20130630,NM,41,0,69707,
2055,20130630,N,41,0,154090,
20568,20130630,NM,41,0,34434,
2057,20130630,NM,41,0,12592,
20594,20130630,SB,41,11875,11875,
20624,20130630,NM,41,81960,81960,810
20626,20130630,N,41,1319730,1319730,
20628,20130630,NM,41,0,29702,
20646,20130630,SM,41,0,10,
20657,20130630,NM,41,0,1197,
20666,20130630,NM,41,0,14044,
2068,20130630,NM,41,0,31454,
20693,20130630,N,41,1575594,1575594,
20698,20130630,NM,41,0,42749,
20711,20130630,N,41,0,33539,
20720,20130630,SM,41,0,88419,
20726,20130630,NM,41,0,33312,
20727,20130630,N,41,62838,62838,
20741,20130630,SI,41,0,76242,
20761,20130630,SB,41,0,3623,
20769,20130630,NM,41,0,2827,
20774,20130630,NM,41,428301,428301,810
20776,20130630,NM,41,0,8145,
