CERT,REPDTE,BKCLASS,CALLFORM,DEPUNA,DEPUNINS,ACTEVT
18923,20170331,NM,31,0,0,
18924,20170331,NM,51,,376,
18930,20170331,NM,51,,39990,
18937,20170331,N,51,,0,
18942,20170331,NM,51,,1593,
18958,20170331,NM,41,0,6768,
1895,20170331,NM,51,,38478,
18962,20170331,NM,41,82514,82514,
18979,20170331,N,51,,82069,
18983,20170331,NM,41,776254,776254,
18987,20170331,NM,51,,3789,
19001,20170331,NM,51,,80299,
19008,20170331,NM,41,153277,153277,
1900,20170331,NM,51,,15756,810
19011,20170331,N,41,0,78066,
1901,20170331,NM,51,,6415,
19024,20170331,N,41,0,51469,
19027,20170331,SM,51,,50459,
1903,20170331,NM,51,,5258,
19048,20170331,SM,41,27261666,27261666,
1905,20170331,SM,51,,40592,
1906,20170331,NM,51,,4084,
19070,20170331,N,51,,107463,
19080,20170331,N,41,956352,956352,
19087,20170331,NM,41,0,3085,
1908,20170331,NM,41,0,6893,
19101,20170331,NM,41,0,62640,
19105,20170331,NM,51,,1575,
19106,20170331,NM,51,,16775,
19118,20170331,SM,41,0,4462,
19123,20170331,SM,41,286384,286384,810
19125,20170331,NM,51,,11866,
1913,20170331,NM,51,,33803,
19143,20170331,NM,41,0,108670,810
19163,20170331,NM,51,,10861,
19184,20170331,N,51,,277191,
19188,20170331,NM,51,,24956,
1918,20170331,NM,51,,1105,
19195,20170331,NM,41,0,184,
19200,20170331,NM,51,,9947,
19212,20170331,NM,41,0,63132,
19213,20170331,N,41,0,272364,
19215,20170331,NM,41,0,284723,
19220,20170331,SM,41,676710,676710,810
19222,20170331,NM,41,1865042,1865042,
19226,20170331,N,51,,30465,
19230,20170331,N,41,0,657,
19234,20170331,NM,51,,8184,
19254,20170331,N,51,,63866,810
19263,20170331,N,41,0,34997,
19272,20170331,N,51,,37206,810
19274,20170331,NM,41,0,6511,
19278,20170331,NM,51,,8805,
19285,20170331,SM,51,,39908,
19288,20170331,N,51,,197105,810
19293,20170331,NM,51,,5019,
1929,20170331,NM,51,,4494,
19300,20170331,N,41,1185005,1185005,
1931,20170331,NM,41,0,16834,
19333,20170331,NM,41,233570,233570,811
1933,20170331,NM,51,,4877,
19349,20170331,NM,41,0,27283,
19351,20170331,NM,41,0,9501,
19354,20170331,NM,41,0,5232,
19358,20170331,NM,51,,68131,
1936,20170331,NM,51,,37878,
19371,20170331,N,51,,142994,
1937,20170331,NM,41,0,26319,
19381,20170331,NM,41,0,3450,
19396,20170331,NM,51,,49440,
193,20170331,NM,51,,81146,
19401,20170331,NM,41,0,70579,
19416,20170331,NM,41,1548577,1548577,
1941,20170331,N,51,,8903,
19420,20170331,NM,51,,45148,
19434,20170331,NM,41,0,184250,
19440,20170331,NM,51,,11385,
19447,20170331,NM,41,0,26887,
19448,20170331,NM,41,0,96498,
19459,20170331,NM,41,265314,265314,810
1945,20170331,NM,51,,5445,
19468,20170331,NM,51,,82062,
1946,20170331,NM,41,0,19503,
19480,20170331,NM,51,,4305,
19482,20170331,N,51,,72405,
19502,20170331,N,51,,120537,
19506,20170331,NM,41,0,259195,810
19512,20170331,NM,51,,131653,810
19515,20170331,NM,51,,9214,
19525,20170331,SI,51,,49758,
19531,20170331,SI,41,101516,101516,
19532,20170331,SI,51,,67968,
19536,20170331,N,51,,51609,
19540,20170331,NM,41,0,27201,
19544,20170331,NM,51,,16882,
19559,20170331,NM,51,,94464,
1956,20170331,NM,41,0,16416,
19573,20170331,NM,41,335825,335825,
19581,20170331,NM,41,597314,597314,
19589,20170331,NM,51,,10088,
19590,20170331,NM,51,,13805,
19595,20170331,NM,51,,8003,
19600,20170331,N,41,150593,150593,810
19603,20170331,N,51,,146274,
19608,20170331,NM,51,,192570,
19628,20170331,NM,51,,29833,
19629,20170331,NM,41,1204052,1204052,810
19638,20170331,NM,51,,39354,
19640,20170331,N,51,,5058,
19644,20170331,N,51,,143099,
19645,20170331,NM,41,0,4804,
1964,20170331,SM,51,,20984,
19674,20170331,NM,51,,34756,
19679,20170331,NM,51,,48277,
19680,20170331,NM,51,,6281,
19681,20170331,NM,51,,12073,
19687,20170331,NM,51,,6877,
19689,20170331,NM,51,,13336,
19690,20170331,NM,41,0,116950,
19693,20170331,SM,51,,645,
19700,20170331,NM,51,,22538,
1970,20170331,NM,51,,12716,
19716,20170331,NM,41,0,62414,
19720,20170331,NM,51,,11091,
1972,20170331,SM,51,,10160,
19742,20170331,SM,41,0,75122,
19744,20170331,NM,51,,17466,820
19749,20170331,NM,41,0,57498,810
19755,20170331,NM,41,0,26012,
19762,20170331,SM,41,0,70184,
19772,20170331,NM,41,189893,189893,
19774,20170331,NM,51,,824,
19788,20170331,SM,41,0,85473,
1978,20170331,SM,51,,98222,
19795,20170331,NM,41,0,65827,
19796,20170331,NM,41,0,2966,
197,20170331,NM,51,,35707,
19800,20170331,NM,41,0,53035,
19806,20170331,SM,51,,39904,
19809,20170331,NM,41,0,9700,
1980,20170331,NM,41,0,29189,
19813,20170331,NM,51,,5216,
19819,20170331,N,41,0,28099,
19827,20170331,N,51,,118171,
19829,20170331,NM,51,,6605,
1982,20170331,SM,51,,18423,
19836,20170331,SM,51,,28092,
1983,20170331,NM,41,0,10167,
19842,20170331,NM,31,3268794,3268794,
19850,20170331,NM,51,,135314,
19858,20170331,NM,41,517482,517482,
1986,20170331,NM,51,,362,
19899,20170331,NM,41,151951,151951,
19904,20170331,NM,51,,64669,
1992,20170331,NM,51,,10507,
1993,20170331,NM,51,,2650,
19943,20170331,NM,41,2383493,2383493,
19953,20170331,NM,41,1901327,1901327,810
19954,20170331,NM,51,,1310,
19977,20170331,NM,41,5017148,5017148,
19978,20170331,N,51,,43001,
19980,20170331,NM,41,0,35058,
20015,20170331,NM,51,,568216,
20026,20170331,N,31,0,106206,
20040,20170331,NM,51,,42800,
20041,20170331,NM,41,0,20696,
20081,20170331,N,51,,27924,
20093,20170331,NM,51,,43081,810
20099,20170331,SI,41,0,7159,
20100,20170331,NM,51,,32739,
20130,20170331,NM,51,,49491,
20156,20170331,NM,51,,334272,
20161,20170331,NM,51,,138195,
20162,20170331,NM,51,,3090,
20164,20170331,NM,41,462118,462118,
20179,20170331,NM,41,0,105630,
20198,20170331,NM,41,0,50483,810
20215,20170331,NM,41,0,8188,
20220,20170331,NM,51,,22630,
20226,20170331,NM,51,,62364,
20231,20170331,NM,41,0,171916,810
20234,20170331,N,41,4037941,4037941,
20239,20170331,SM,41,0,9535,
20241,20170331,N,41,534805,534805,810
20250,20170331,NM,51,,49616,810
20268,20170331,NM,41,0,279907,
20279,20170331,SM,41,0,36308,
20281,20170331,SM,41,0,23690,
20296,20170331,SM,41,1442114,1442114,
20310,20170331,NM,41,0,56221,
20311,20170331,NM,41,0,85016,
20353,20170331,NM,51,,39770,
20369,20170331,NM,41,323662,323662,810
2036,20170331,NM,51,,90819,
20387,20170331,SM,31,0,68551,
20429,20170331,NM,51,,12669,
20454,20170331,NM,51,,3882,820
20468,20170331,NM,51,,19511,
20479,20170331,NM,51,,7894,
20484,20170331,SM,51,,89629,
20488,20170331,SM,41,0,216900,
20504,20170331,NM,41,1969071,1969071,
20537,20170331,NM,51,,70009,
20568,20170331,NM,51,,52825,
2057,20170331,NM,51,,23432,
20624,20170331,NM,41,151922,151922,810
20646,20170331,SM,51,,869,
20657,20170331,NM,41,0,2036,
20666,20170331,NM,41,0,30706,
2068,20170331,NM,51,,42571,
20698,20170331,NM,51,,55308,
20711,20170331,N,41,0,64171,
20720,20170331,SM,41,0,94841,
20727,20170331,N,51,,138080,
20741,20170331,SI,41,132578,132578,
20761,20170331,SB,41,0,13579,
20769,20170331,NM,51,,5502,
20774,20170331,NM,41,1019962,1019962,810
20776,20170331,NM,41,0,11670,
20818,20170331,NM,51,,138639,810
20828,20170331,NM,41,1932053,1932053,
20845,20170331,NM,41,0,183116,
20856,20170331,NM,41,0,209754,
20872,20170331,NM,51,,10958,
20884,20170331,NM,31,954120,954120,
20931,20170331,NM,51,,27857,
2093,20170331,N,41,0,109760,
20954,20170331,N,41,0,209394,
20972,20170331,NM,41,0,4995,
20989,20170331,NM,51,,173211,
20993,20170331,SM,41,0,75063,
2102,20170331,N,41,175446,175446,
21031,20170331,NM,41,666393,666393,
21050,20170331,NM,51,,11891,
21074,20170331,NM,51,,55205,810
2107,20170331,N,51,,13038,
21083,20170331,NM,51,,28908,
21085,20170331,NM,51,,1856,
21090,20170331,NM,51,,9018,
210,20170331,NM,51,,28326,
21111,20170331,N,41,0,69296,
21121,20170331,NM,41,0,98346,
21122,20170331,NM,41,91828,91828,
21161,20170331,NM,51,,38234,
21163,20170331,NM,41,0,32189,
21219,20170331,NM,51,,5558,
21220,20170331,NM,31,0,58825,
21227,20170331,NM,51,,35262,
21247,20170331,NM,41,0,25871,810
2124,20170331,N,41,0,82372,810
21255,20170331,SM,41,0,4442,
21265,20170331,NM,31,737823,737823,
21284,20170331,NM,51,,13163,
21292,20170331,NM,51,,92514,
21329,20170331,N,51,,78787,
21342,20170331,NM,51,,2512,
21379,20170331,SM,51,,6665,
2138,20170331,N,41,0,201702,
21440,20170331,NM,41,959708,959708,810
21448,20170331,NM,41,0,3549,
21455,20170331,NM,51,,10972,
2145,20170331,NM,41,0,14510,
21463,20170331,SM,41,0,13335,
21468,20170331,NM,41,859505,859505,
21478,20170331,N,51,,1545,
2147,20170331,NM,41,0,117903,
21486,20170331,NM,41,0,13293,
214,20170331,SM,51,,45935,
21525,20170331,NM,41,0,8838,810
21526,20170331,NM,51,,13922,
21529,20170331,NM,51,,14850,
2154,20170331,NM,51,,54010,
21557,20170331,NM,41,0,11360,
21567,20170331,N,51,,2197,
21573,20170331,NM,41,343190,343190,
21578,20170331,N,41,0,236515,
2157,20170331,NM,51,,8791,
21591,20170331,SB,41,0,43598,
21606,20170331,NM,51,,290046,
2160,20170331,N,41,0,17461,
21635,20170331,NM,51,,13511,
21663,20170331,NM,41,0,69472,
21692,20170331,NM,51,,12668,
21693,20170331,N,51,,7026,
21704,20170331,NM,41,0,24590,
21714,20170331,NM,51,,162561,
21716,20170331,NM,41,3918577,3918577,810
21721,20170331,NM,51,,16098,
21728,20170331,NM,51,,16101,
21752,20170331,NM,41,0,11348,
21761,20170331,SM,41,0,255,
2176,20170331,SM,41,0,55852,
21784,20170331,NM,41,0,30385,
21805,20170331,SM,51,,45162,
21807,20170331,NM,51,,2021,
21809,20170331,NM,51,,3533,820
21837,20170331,N,41,2731561,2731561,810
21843,20170331,SM,31,1175855,1175855,
21848,20170331,N,51,,141883,
21851,20170331,N,31,367232,367232,
21868,20170331,N,41,1318000,1318000,
21874,20170331,NM,51,,16866,
21883,20170331,SM,41,0,65971,
21897,20170331,NM,51,,8426,
21906,20170331,NM,51,,76810,
21920,20170331,SI,41,0,29228,
21928,20170331,NM,51,,64225,
21943,20170331,NM,41,638872,638872,
21952,20170331,NM,51,,107187,
21955,20170331,NM,41,0,6712,
21956,20170331,NM,41,433667,433667,
21978,20170331,NM,41,0,69646,
21988,20170331,NM,51,,24548,
21995,20170331,NM,41,0,42547,
21998,20170331,NM,41,0,9708,
22015,20170331,NM,41,0,64533,
22020,20170331,NM,51,,47081,
22034,20170331,NM,51,,9793,
22039,20170331,SM,41,0,4543,
2203,20170331,NM,51,,8765,
22040,20170331,NM,41,0,63170,
22046,20170331,N,41,0,16097,
22059,20170331,NM,41,0,16118,
2205,20170331,N,51,,13865,
22065,20170331,NM,51,,80788,
22070,20170331,NM,51,,7684,
22081,20170331,NM,51,,69095,
22086,20170331,NM,51,,25625,
2208,20170331,SM,51,,66315,
22090,20170331,NM,51,,21870,
22092,20170331,N,51,,14891,
22134,20170331,NM,41,329855,329855,811
22138,20170331,NM,51,,15489,
22139,20170331,NM,51,,145162,
22180,20170331,SM,41,0,308058,810
22185,20170331,NM,51,,8230,810
22205,20170331,NM,41,0,595,
22211,20170331,N,51,,57078,810
22217,20170331,NM,51,,9545,
22221,20170331,NM,41,0,236193,
22229,20170331,N,51,,13455,
22242,20170331,NM,51,,63386,
2224,20170331,N,51,,94809,810
22257,20170331,NM,41,226668,226668,
22263,20170331,SM,51,,3353,810
22271,20170331,N,51,,49772,
22273,20170331,NM,51,,2276,
22282,20170331,NM,51,,39710,
2228,20170331,N,51,,41671,
2229,20170331,SM,51,,103232,
22308,20170331,NM,51,,135745,
22312,20170331,N,51,,3100,
22319,20170331,SM,51,,6662,
22327,20170331,SI,41,0,155011,
2232,20170331,NM,41,0,117589,
22331,20170331,NM,51,,29670,
22334,20170331,SM,51,,31369,
22340,20170331,NM,51,,18760,
22346,20170331,NM,41,250712,250712,
22350,20170331,NM,41,0,2359,
22354,20170331,SM,41,0,123112,810
22355,20170331,NM,51,,1889,
22358,20170331,NM,41,0,10695,
22366,20170331,NM,51,,38033,
22370,20170331,NM,51,,60247,
22373,20170331,N,41,0,141410,810
22381,20170331,N,51,,14788,
22394,20170331,NM,51,,70722,810
22396,20170331,N,51,,231681,
22398,20170331,N,51,,60988,
2239,20170331,N,41,319416,319416,
223,20170331,NM,51,,1915,
22407,20170331,NM,41,698363,698363,810
2240,20170331,NM,41,412671,412671,
2241,20170331,N,51,,138154,
22430,20170331,NM,51,,13891,
22434,20170331,N,41,0,27208,
22444,20170331,NM,41,247073,247073,
22447,20170331,NM,51,,26147,
22448,20170331,NM,51,,3487,
2244,20170331,NM,51,,56245,
22451,20170331,NM,41,0,73272,
22460,20170331,NM,51,,23174,
2247,20170331,NM,51,,19658,
2249,20170331,SM,51,,28078,
22502,20170331,SM,51,,10131,
22514,20170331,SM,51,,10513,
22523,20170331,NM,51,,6101,
22525,20170331,NM,51,,7005,
22526,20170331,NM,51,,26886,
22536,20170331,NM,41,0,3577,
22537,20170331,NM,41,0,127406,810
22543,20170331,NM,51,,1334,
22549,20170331,SM,51,,11857,
22551,20170331,NM,51,,62721,
22559,20170331,NM,41,23670,23670,
22567,20170331,NM,51,,16305,
22578,20170331,NM,51,,45498,
22597,20170331,NM,41,584827,584827,810
22598,20170331,SM,51,,18909,
225,20170331,NM,51,,5409,
22600,20170331,NM,51,,88871,
22601,20170331,NM,51,,1675,
2260,20170331,N,51,,53631,
22618,20170331,NM,51,,41896,
22621,20170331,N,51,,5897,
22636,20170331,NM,51,,17777,
22639,20170331,SM,41,0,20066,
22647,20170331,NM,51,,1159,
22653,20170331,SM,51,,56821,
22657,20170331,NM,41,0,6791,
22669,20170331,NM,51,,17120,
22683,20170331,SM,41,1867271,1867271,
226,20170331,NM,51,,19449,
2270,20170331,N,41,23907768,23907768,
22717,20170331,SM,51,,34150,
22738,20170331,SM,51,,56333,
22739,20170331,NM,51,,21968,
2273,20170331,N,51,,30231,
22752,20170331,N,41,0,332821,
22756,20170331,NM,51,,8235,
22769,20170331,NM,51,,108099,
22811,20170331,NM,51,,11025,
2281,20170331,SM,51,,80533,
22826,20170331,N,31,51653714,51653714,
22835,20170331,NM,51,,6824,
22838,20170331,NM,41,0,2660,
22839,20170331,NM,41,0,18965,
2284,20170331,SM,51,,81144,
22855,20170331,NM,41,0,23401,
22858,20170331,SM,41,2516491,2516491,810
2285,20170331,SM,41,0,38070,
22867,20170331,NM,51,,55872,
2286,20170331,NM,41,0,13875,
22874,20170331,NM,51,,128143,
22876,20170331,NM,51,,94606,
22888,20170331,SM,51,,4341,
22895,20170331,NM,51,,42021,
2289,20170331,NM,41,0,7954,
228,20170331,NM,51,,174928,810
2290,20170331,NM,51,,34769,
22918,20170331,SM,41,299759,299759,
22925,20170331,NM,41,0,96542,
22939,20170331,NM,51,,84016,
22942,20170331,N,51,,12753,
22946,20170331,NM,41,996293,996293,
22953,20170331,N,31,1643162,1643162,
22954,20170331,NM,41,0,762,
22957,20170331,N,41,445300,445300,
22959,20170331,NM,51,,2647,
22964,20170331,N,41,0,63176,
22971,20170331,NM,51,,63719,810
22993,20170331,N,51,,19932,
23007,20170331,SM,51,,33666,
2300,20170331,NM,41,0,16734,
2301,20170331,NM,51,,10444,
23030,20170331,NM,41,348533,348533,810
23041,20170331,NM,41,0,204398,
23086,20170331,N,41,0,84455,
2308,20170331,NM,51,,2167,
23090,20170331,NM,51,,41632,
23091,20170331,NM,41,1135496,1135496,
23099,20170331,NM,51,,7226,810
230,20170331,NM,51,,37232,
23123,20170331,SM,51,,33157,
23126,20170331,N,51,,6724,
2312,20170331,NM,51,,2151,
23137,20170331,NM,41,0,165000,810
23144,20170331,NM,51,,122575,
23152,20170331,NM,41,0,37690,811
2315,20170331,NM,41,0,149213,810
2317,20170331,SM,51,,2591,
23189,20170331,NM,41,0,36186,
2318,20170331,NM,41,0,46470,
231,20170331,SM,41,0,31104,
2320,20170331,NM,51,,11193,
23210,20170331,SM,51,,62811,
23220,20170331,N,41,993459,993459,
23222,20170331,NM,51,,27890,820
23242,20170331,NM,41,0,13710,
23244,20170331,NM,51,,962,
23257,20170331,NM,51,,24976,810
2326,20170331,NM,41,0,64796,
23270,20170331,N,51,,7604,
23275,20170331,NM,51,,87294,
2327,20170331,SM,51,,22132,
23286,20170331,SM,41,0,127765,
23287,20170331,SI,41,680135,680135,
2328,20170331,NM,51,,8240,
23293,20170331,SI,41,173553,173553,
23296,20170331,SI,41,733005,733005,
23298,20170331,SM,41,132920,132920,
232,20170331,NM,41,0,11687,
2331,20170331,NM,51,,5112,
23364,20170331,N,41,4524000,4524000,
23373,20170331,NM,41,0,16112,
23376,20170331,NM,51,,43055,
23404,20170331,N,51,,11462,810
23430,20170331,N,51,,42770,
23431,20170331,N,51,,24667,
23469,20170331,NM,41,0,34585,
23472,20170331,N,41,250,250,
23473,20170331,SM,41,230095,230095,
23474,20170331,N,41,930820,930820,820
23498,20170331,SI,41,501107,501107,810
234,20170331,NM,51,,11878,
23523,20170331,NM,51,,19690,
23524,20170331,SM,41,0,38943,
23537,20170331,SM,51,,109994,
23546,20170331,NM,41,0,35261,
23551,20170331,NM,51,,9926,
23597,20170331,N,41,0,11284,
2359,20170331,NM,41,0,70696,
235,20170331,NM,51,,36134,
23620,20170331,SI,41,191981,191981,
23621,20170331,NM,41,1398703,1398703,810
23622,20170331,SI,41,299539,299539,
23623,20170331,NM,41,609559,609559,
23627,20170331,NM,41,1271237,1271237,810
23647,20170331,SM,41,1476221,1476221,
23702,20170331,N,41,36644032,36644032,
23737,20170331,N,41,0,82614,810
23741,20170331,NC,51,,0,
23749,20170331,N,51,,55378,
23754,20170331,SM,51,,96466,
2375,20170331,NM,51,,11325,
23764,20170331,SM,51,,25847,
23772,20170331,NM,41,0,223115,
23798,20170331,N,51,,78769,
23799,20170331,SM,41,0,230763,810
2379,20170331,NM,51,,7149,
23805,20170331,NM,51,,6948,
23806,20170331,NM,51,,42731,
2380,20170331,NM,51,,41402,810
23815,20170331,NM,51,,39475,810
23826,20170331,SM,51,,261863,
23835,20170331,N,51,,10602,
23864,20170331,NM,41,0,97347,
23886,20170331,N,51,,157982,
23901,20170331,SI,41,798540,798540,
2391,20170331,SM,51,,29733,
23966,20170331,NM,41,0,33591,
23986,20170331,SM,41,0,10404,
23989,20170331,SM,51,,19033,
23992,20170331,SI,41,263241,263241,
23998,20170331,NM,51,,195378,
24015,20170331,NM,51,,79622,
24038,20170331,N,51,,2395,
24045,20170331,NM,41,9952353,9952353,
24064,20170331,N,51,,29768,
24074,20170331,NM,41,355386,355386,
24085,20170331,N,51,,14838,
2409,20170331,SM,51,,105843,
24109,20170331,SM,41,0,103711,
24156,20170331,NM,41,824108,824108,
24170,20170331,NM,41,1463891,1463891,
24199,20170331,N,41,0,21450,
24211,20170331,N,51,,9306,
24229,20170331,NM,41,386492,386492,
24272,20170331,NM,41,0,24552,
2429,20170331,SM,51,,90437,
24303,20170331,NM,51,,26065,
24305,20170331,N,51,,22576,
24315,20170331,NM,41,1745577,1745577,
24332,20170331,NM,51,,60406,
24334,20170331,SM,51,,93164,
24342,20170331,NM,51,,15395,
24347,20170331,N,41,938126,938126,
24353,20170331,NM,41,0,92297,
24367,20170331,N,51,,2071,
24387,20170331,N,41,500974,500974,
2443,20170331,SM,41,0,48830,
24443,20170331,N,51,,5852,
2444,20170331,NM,51,,3549,
24472,20170331,SM,51,,64417,
2448,20170331,NM,51,,3268,
24498,20170331,NM,51,,17500,
24516,20170331,NM,31,785434,785434,
2452,20170331,NM,51,,37014,
2453,20170331,NM,51,,16920,
24540,20170331,NM,51,,235813,
24551,20170331,NM,41,0,139404,
2455,20170331,SM,51,,7576,
24561,20170331,N,51,,267184,
24563,20170331,SM,41,656001,656001,
245,20170331,NM,51,,66854,
24603,20170331,N,51,,102426,810
24655,20170331,NM,41,0,179093,
24677,20170331,N,51,,69302,
2467,20170331,NM,51,,8957,820
2468,20170331,SM,41,0,66745,
2469,20170331,NM,41,0,16708,
24735,20170331,SM,31,35446146,35446146,
24763,20170331,N,51,,11360,
2476,20170331,NM,51,,44509,811
2477,20170331,NM,51,,38667,
24811,20170331,NM,41,4536396,4536396,
24823,20170331,NM,31,0,125854,
24829,20170331,SM,41,0,178411,820
2482,20170331,NM,51,,54890,
24865,20170331,NM,51,,10042,
24867,20170331,NM,51,,42144,
24897,20170331,N,41,574290,574290,
248,20170331,NM,51,,12219,
24902,20170331,N,51,,9209,
24919,20170331,SM,41,0,131086,810
24920,20170331,NM,41,527210,527210,
24922,20170331,NM,51,,59247,
24938,20170331,NC,41,0,0,
24961,20170331,NM,41,0,87397,
24966,20170331,SM,51,,5367,810
2496,20170331,N,51,,21783,
24998,20170331,SM,41,8671234,8671234,810
25054,20170331,N,51,,16637,810
25065,20170331,N,41,0,8548,
25093,20170331,NM,31,0,346679,
25103,20170331,NM,41,454261,454261,810
25122,20170331,N,51,,43012,
25127,20170331,NM,51,,75250,810
25158,20170331,NM,31,0,17657,
25161,20170331,N,51,,22037,
25173,20170331,NM,41,0,52949,
25178,20170331,N,41,1033000,1033000,
251,20170331,NM,51,,6010,
25247,20170331,N,41,0,315730,810
25249,20170331,N,51,,86505,
25258,20170331,N,41,0,85127,
25260,20170331,NM,51,,691,
25267,20170331,NM,51,,35100,810
25268,20170331,SM,41,0,23750,
2526,20170331,N,41,0,32402,
25291,20170331,NM,51,,31249,810
252,20170331,SM,51,,107873,
25328,20170331,SM,51,,24272,
253,20170331,NM,51,,55021,
254,20170331,NM,51,,44036,
25591,20170331,NM,51,,2390,
255,20170331,NM,51,,15920,
25620,20170331,N,41,0,250,
25621,20170331,N,51,,63591,
25644,20170331,N,51,,34803,
25648,20170331,N,51,,70584,
25651,20170331,NM,41,0,61340,
25665,20170331,N,41,0,38411,
25668,20170331,NM,51,,2889,
25677,20170331,NC,41,0,0,820
25679,20170331,NM,41,151665,151665,
256,20170331,NM,41,0,12126,
25703,20170331,NM,41,0,22654,
25726,20170331,NM,41,0,20426,
25738,20170331,N,41,0,110418,810
25744,20170331,SM,51,,3391,
25749,20170331,N,41,0,28442,
25750,20170331,NM,51,,22389,
25752,20170331,NM,41,0,51624,810
2575,20170331,N,41,0,27516,
25795,20170331,NM,41,0,60652,
25796,20170331,NM,41,0,6117,
25803,20170331,NM,51,,33093,
25824,20170331,NC,51,,0,810
25849,20170331,SM,51,,165975,810
25851,20170331,N,51,,13121,
25858,20170331,SM,41,236898,236898,810
25869,20170331,NM,51,,16792,
25879,20170331,N,41,556527,556527,
25883,20170331,SM,51,,102453,
25884,20170331,N,41,498606,498606,810
25886,20170331,NM,51,,78986,
25890,20170331,NM,31,407124,407124,
25894,20170331,N,41,0,17580,
258,20170331,NM,41,1017356,1017356,810
25927,20170331,NC,2,0,0,
2595,20170331,SM,41,0,75162,
26021,20170331,NM,51,,32371,
26028,20170331,NC,2,0,0,
2608,20170331,N,51,,65497,
2615,20170331,N,51,,49103,
2616,20170331,N,41,0,10817,
26181,20170331,N,41,0,56926,
26185,20170331,SM,51,,33623,
26189,20170331,SM,41,0,46969,
26191,20170331,SM,51,,46955,
26217,20170331,SM,51,,39138,
26218,20170331,NM,41,0,401580,
26219,20170331,N,51,,52808,
26223,20170331,N,41,0,108475,
26228,20170331,N,51,,9001,
26240,20170331,N,41,372670,372670,
26247,20170331,SM,41,185361,185361,810
26260,20170331,N,51,,3269,
26271,20170331,NM,51,,5185,
26299,20170331,N,41,0,108587,
262,20170331,NM,51,,7702,
26312,20170331,SB,41,2823339,2823339,
26323,20170331,N,51,,82225,
26333,20170331,NM,51,,118455,
26336,20170331,SI,41,0,186849,
26340,20170331,NM,51,,20062,810
26342,20170331,N,41,179109,179109,
26351,20170331,N,51,,4012,
26358,20170331,NM,51,,32065,
26363,20170331,NM,41,0,9887,
26372,20170331,SM,51,,66226,810
26379,20170331,N,51,,48501,
26381,20170331,N,41,0,342984,810
26390,20170331,NM,51,,134577,
26392,20170331,NM,41,0,18903,
26393,20170331,SI,51,,60818,
26395,20170331,SI,51,,130408,
26397,20170331,SM,51,,57902,810
26398,20170331,N,41,0,105221,
26403,20170331,NM,51,,38337,
26411,20170331,SI,41,0,52353,810
26416,20170331,NM,51,,5495,
26442,20170331,N,51,,76510,
26444,20170331,SI,41,0,93684,
26448,20170331,SM,51,,77912,
26450,20170331,SM,41,0,18842,
26451,20170331,SI,41,0,152181,810
26455,20170331,SI,51,,47874,
26457,20170331,SM,41,0,116771,
26467,20170331,SI,51,,14433,
26474,20170331,NC,41,0,0,
26483,20170331,SM,41,297127,297127,
26484,20170331,SI,51,,102508,
26487,20170331,SM,51,,53267,
26499,20170331,N,41,0,26918,
26511,20170331,SI,51,,19791,
26512,20170331,SI,51,,3567,
26513,20170331,SM,41,0,6319,
26516,20170331,SI,41,0,16638,
26517,20170331,SI,41,0,178996,
26519,20170331,NM,51,,2871,
26520,20170331,NM,51,,6978,
26522,20170331,NM,51,,62012,810
26523,20170331,SM,51,,125034,
26530,20170331,NM,41,0,55437,
26536,20170331,SI,51,,30560,
26539,20170331,NM,51,,70955,
26542,20170331,N,51,,38859,
26543,20170331,N,51,,95351,
26549,20170331,SM,41,0,12325,
26554,20170331,SM,51,,13881,
26555,20170331,SI,41,0,33097,
26556,20170331,SI,41,0,1698,
26559,20170331,SI,41,0,83768,
26564,20170331,NM,41,0,57818,
26567,20170331,SI,41,0,5422,
26570,20170331,SI,51,,40336,
26575,20170331,SI,51,,42421,810
26576,20170331,SI,51,,7042,
26588,20170331,NM,51,,8134,
26590,20170331,SI,51,,31446,
26591,20170331,SM,41,0,48868,810
26600,20170331,SI,41,0,12746,
26601,20170331,SI,51,,92857,
26602,20170331,SM,51,,41707,
26605,20170331,SI,51,,164917,
26610,20170331,NM,41,5720828,5720828,810
26617,20170331,SM,41,0,8884,
26620,20170331,SM,41,0,103235,
26622,20170331,NC,51,,0,
26626,20170331,SM,41,0,112966,
26627,20170331,NM,41,0,130712,
26633,20170331,N,31,0,185165,
26634,20170331,SI,51,,42829,
26647,20170331,SI,41,864903,864903,
26653,20170331,NM,51,,4560,
26658,20170331,NM,51,,1321,
26677,20170331,SM,51,,105103,
26687,20170331,N,51,,13433,
26689,20170331,NM,51,,26244,
266,20170331,NM,51,,11408,
26703,20170331,NM,41,0,35959,
26704,20170331,NM,51,,23253,
26708,20170331,NM,51,,13202,
26715,20170331,SI,51,,18905,
26725,20170331,NM,51,,87368,
26727,20170331,NM,51,,11057,
26732,20170331,NC,41,0,0,
26738,20170331,NM,51,,62516,
26755,20170331,NM,51,,0,
26760,20170331,NM,51,,124792,
26790,20170331,N,51,,48473,
26798,20170331,NM,51,,10225,
26799,20170331,NM,51,,24139,
267,20170331,NM,51,,18938,
26816,20170331,NM,51,,518,
26829,20170331,N,51,,25244,
2682,20170331,N,51,,8951,
26847,20170331,NM,51,,17095,
26856,20170331,NM,31,169417,169417,
26871,20170331,SM,51,,25543,
26876,20170331,N,31,2542234,2542234,
26881,20170331,N,51,,27083,
