REPDTE,CERT,NAME,STALP,DEPDOM,ASSET,LNLSNET,CHBAL,EQ
20200331,10588,FIRST STATE BANK,MS,111951,127273,60746,13737,14315
20200331,1058,MIDWEST BANKCENTRE,MO,1572831,2072126,1533976,63143,206078
20200331,10594,BANK OF FRANKLIN,MS,133800,151691,95944,12718,17185
20200331,10595,COMMUNITY FIRST BANK,MO,159027,178473,144820,6892,16401
20200331,10597,BANK OF ORRICK,MO,32333,36231,14967,5188,3859
20200331,105,BANK OF CAVE CITY,AR,107872,131339,89193,4885,12132
20200331,10608,UNICO BANK,MO,306865,341106,259037,18806,29354
20200331,1060,WOOD&HUSTON BANK,MO,627255,767249,561532,17910,84668
20200331,10618,BTC BANK,MO,473102,575481,441642,12990,79574
20200331,10619,HAWTHORN BANK,MO,1180597,1518327,1169115,70394,166758
20200331,10623,STATE BANK OF MISSOURI,MO,90487,99889,55536,15934,8996
20200331,10626,BANK OF NEW CAMBRIA,MO,26598,31108,12470,9140,4398
20200331,10628,PREFERRED BANK,MO,105573,114454,36007,15893,8795
20200331,10634,PINNACLE BANK,NE,4698243,5501920,4073705,519670,589091
20200331,10635,BANK OF STEINAUER,NE,10899,12693,10152,1277,1240
20200331,10637,FIRST CENTRAL BANK,NE,93214,110231,79108,4880,11328
20200331,10639,FLATWATER BANK,NE,177044,216650,144514,20260,26053
20200331,10641,TRI VALLEY BANK,NE,47028,51032,41930,6989,3914
20200331,10643,DUNDEE BANK,NE,255369,309782,260007,4939,30993
20200331,10644,STATE BANK OF ODELL,NE,25054,27837,10926,9524,2771
20200331,10647,AMERICAN EXCHANGE BANK,NE,45856,52412,29278,2045,5634
20200331,10663,ANDOVER BANK,OH,372938,446481,226366,10426,45421
20200331,10667,MABREY BANK,OK,1112620,1223874,888528,69184,103301
20200331,10672,EXCHANGE BANK,OK,98295,110498,55922,12737,12043
20200331,10674,BANK OF HYDRO,OK,108498,126329,105138,2485,14807
20200331,10677,JONESTOWN B&T JONESTOWN PA,PA,542259,651916,549132,36195,59308
20200331,10678,MUNCY BANK&TRUST CO,PA,414772,496702,382796,13094,50437
20200331,10685,MIFFLINBURG BANK&TRUST CO,PA,348207,456261,313690,32130,47174
20200331,1068,CASS COMMERCIAL BANK,MO,769327,926445,771301,144093,146674
20200331,10693,SIMPLYBANK,TN,319930,366380,303682,19295,33297
20200331,10704,FIRST STATE BANK,TX,42482,46236,12691,28015,3651
20200331,10709,CROSSROADS BANK,TX,198409,224023,115410,22920,24275
20200331,10719,PEOPLES STB OF HALLETTSVILLE,TX,236349,274244,91475,78554,33771
20200331,1071,JEFFERSON BANK&TRUST CO,MO,497076,628104,448546,11600,75946
20200331,1073,LINDELL BANK&TRUST CO,MO,404657,515780,256817,52893,108215
20200331,10741,INDEPENDENCE STATE BANK,WI,58918,70864,49051,10097,6530
20200331,10788,ILLINI STATE BANK,IL,78625,118397,75021,4939,20110
20200331,10791,COMMUNITY BANK,IL,156381,224663,135881,15066,32390
20200331,10799,FIRST STB OF CAMPBELL HILL,IL,101884,117224,79997,12639,13785
20200331,107,MERCHANTS&PLANTERS BANK,AR,32788,38131,9984,3659,5312
20200331,10803,DEWEY BANK,IL,19138,21844,10899,2217,2650
20200331,10804,DU QUOIN STATE BANK,IL,84667,106481,30482,2216,10458
20200331,10809,FIRST STATE BANK OF VAN ORIN,IL,35693,40368,11277,12058,4275
20200331,10816,GRAND RIVERS COMMUNITY BANK,IL,25217,28175,15868,7412,1782
20200331,10820,STATE BANK OF INDUSTRY,IL,47125,55196,34762,10272,7775
20200331,10821,CLAY COUNTY STATE BANK,IL,67692,79876,49775,12072,11791
20200331,10828,BANK OF CARBONDALE,IL,198217,231776,137835,14691,31992
20200331,10829,PETEFISH SKILES&CO,IL,152761,195868,133122,9572,25186
20200331,10831,FIRST T&SB OF WATSEKA IL,IL,209182,250741,119174,56064,40789
20200331,10840,CAMPUS STATE BANK,IL,17788,20264,12742,4645,2441
20200331,10843,CITIZENS BANK OF CHATSWORTH,IL,28750,33115,17596,4249,4225
20200331,10844,BUENA VISTA NATIONAL BANK,IL,181816,216564,110481,25118,29817
20200331,10845,CLAY CITY BANKING CO,IL,139237,158652,111655,5263,15195
20200331,10849,TOMPKINS STATE BANK,IL,193153,226460,140529,3690,22924
20200331,10853,WEST CENTRAL BANK,IL,159051,184202,144680,9597,20534
20200331,10855,STATE BANK OF BEMENT,IL,86586,99368,70660,6132,12516
20200331,10858,ANDERSON STATE BANK,IL,76667,91086,29200,22823,14289
20200331,10860,MURPHY-WALL STATE B&T CO,IL,117052,133354,82323,7119,15581
20200331,1086,BANK OF VERSAILLES,MO,191808,266699,229479,29755,35317
20200331,10871,FIRST STB OF BEECHER CITY,IL,62213,73019,56823,11208,10586
20200331,10872,CHESTERFIELD STATE BANK,IL,15258,17191,11618,5209,1922
20200331,10878,WATERMAN STATE BANK,IL,35032,41661,16182,10355,4874
20200331,10879,FIRST FARMERS STATE BANK,IL,153810,186327,132922,7895,22282
20200331,10883,BANK OF BLUFFS,IL,46054,54060,32360,7530,7951
20200331,10885,BANK OF CHESTNUT,IL,15780,17643,13485,1069,1820
20200331,10886,LEGENCE BANK,IL,428576,494748,320657,34623,57136
20200331,10903,CENTRAL STATE BANK,IA,249819,318271,217757,7912,36481
20200331,10906,BALDWIN STATE BANK,KS,73594,83179,38855,11507,8837
20200331,10907,GUARANTY STATE BANK&TRUST CO,KS,232906,293069,212549,16031,39594
20200331,1090,UPPER PENINSULA STATE BANK,MI,177426,223136,150018,25262,34623
20200331,10916,STANLEY BANK,KS,106444,128913,65121,58645,22157
20200331,10918,GRANT COUNTY BANK,KS,198997,244480,146693,7598,35384
20200331,10919,STATE BANK OF BERN,KS,79300,96218,48637,1356,16455
20200331,10920,FIDELITY STATE BANK&TRUST CO,KS,147035,184173,32495,94286,35757
20200331,10928,MINERS STATE BANK,MI,120302,141424,101681,5779,13923
20200331,1092,BAYBANK,MI,100097,115766,77966,15757,9966
20200331,10956,NORTHVIEW BANK,MN,284736,331032,239114,22876,42758
20200331,10957,CITIZENS STB OF HAYFIELD,MN,94185,104182,69475,10168,8540
20200331,10958,UNITED PRAIRIE BANK,MN,523705,650362,526262,10123,67932
20200331,1095,CENTRAL SAVINGS BANK,MI,227908,264409,156557,19523,34377
20200331,10960,JANESVILLE STATE BANK,MN,60150,73982,58459,6194,9154
20200331,10962,GRAND RAPIDS STATE BANK,MN,176674,220764,150710,13338,22971
20200331,10965,LAKE REGION BANK,MN,106734,119746,57327,17406,11504
20200331,10967,F&M COMMUNITY BANK NA,MN,120944,139269,104079,4584,15733
20200331,10969,RANDALL STATE BANK,MN,39934,45394,34231,7394,5345
20200331,10971,PRIME SECURITY BANK,MN,72366,86409,69283,8221,7753
20200331,10973,ALLIANCE BANK,MN,535040,627940,512287,37029,69039
20200331,10976,CENTER NATIONAL BANK,MN,157290,187253,112030,4408,23280
20200331,10980,ESB BANK,MN,93303,115149,93558,2549,12078
20200331,10982,SECURITY STATE BANK OF OKLEE,MN,28228,34122,12772,10689,5832
20200331,10984,SECURITY BANK MINNESOTA,MN,120575,136274,113782,4985,13704
20200331,10987,CAMBRIDGE STATE BANK,MN,67249,75967,41515,14650,8623
20200331,10988,STEARNS BANK NATIONAL ASSN,MN,1716269,2214669,2002502,138527,450725
20200331,10989,LAKE CENTRAL BANK,MN,134953,157746,83497,6733,21815
20200331,1098,ROOT RIVER STATE BANK,MN,59252,67625,31959,7356,8249
20200331,10991,FIRST STATE BANK OF BIGFORK,MN,67588,84958,69253,11970,8944
20200331,10993,BONANZA VALLEY STATE BANK,MN,55890,67210,52864,6032,6158
20200331,10998,GRANITE FALLS BANK,MN,109817,138320,76744,3495,16521
20200331,109,HORATIO STATE BANK,AR,202822,230098,178924,24429,26740
20200331,11000,CENTRAL BK LAKE OZARKS,MO,664304,774008,468165,17159,72693
20200331,11002,ST CLAIR COUNTY STATE BANK,MO,126508,147908,109073,7879,20728
20200331,11003,FARMERS STATE BANK S B,MO,59934,69077,54285,8342,7828
20200331,1100,PEOPLES STB OF PLAINVIEW,MN,233087,277999,183478,9716,26399
20200331,11013,FIRST STATE BANK OF SHELBY,MT,95909,127101,20161,7357,30227
20200331,11035,PEAPACK-GLADSTONE BANK,NJ,4452109,5826201,4352197,773901,565233
20200331,1105,FIRST INTERSTATE BANK,MT,11565167,14351898,8883284,871006,1891261
20200331,11063,FIRST-CITIZENS BANK&TRUST CO,NC,35373921,41376966,29210850,1159931,4215574
20200331,110,BANK OZK,AR,18809190,24565810,17989467,1347729,4083150
20200331,11112,SOMERSET TRUST CO,PA,1108589,1398542,956449,67413,121583
20200331,11113,HAMLIN BANK&TRUST CO,PA,291980,380765,234491,25999,82118
20200331,11124,S&T BANK,PA,7068954,8991216,7157204,187345,1183037
20200331,11133,FARMERS STATE BANK OF CANTON,SD,40520,47317,32169,4967,5695
20200331,11159,TEXAS CHAMPION BANK,TX,242190,316475,223096,43225,39605
20200331,11175,FIRST STATE BANK,TX,30876,41016,23831,8022,4720
20200331,11178,TRANSPECOS BANKS SSB,TX,227346,250747,172030,11102,22326
20200331,1117,AMERICAN BANK&TRUST,SD,824996,972786,721014,31925,102935
20200331,11181,FIRST STB OF BROWNSBORO,TX,96142,108377,55524,2768,10641
20200331,1118,CITIZENS STB OF ARLINGTON,SD,97831,112463,67368,9556,14375
20200331,11200,VIRGINIA COMMONWEALTH BANK,VA,990813,1178877,960770,56075,132547
20200331,11225,FIRST COMMUNITY BANK,WI,94983,110737,70097,7055,11055
20200331,11228,FIRST CITIZENS STATE BANK,WI,253646,323161,185272,40011,64077
20200331,1122,FIRST FIDELITY BANK,SD,344211,382836,226396,10962,36454
20200331,11232,BANK OF MILTON,WI,116147,129470,98309,7889,13100
20200331,11235,BONDUEL STATE BANK,WI,50024,65070,25964,12557,14359
20200331,11236,HORICON BANK,WI,780459,885006,762347,68919,91772
20200331,11241,CENTENNIAL BANK,AR,11627136,15500274,11156059,569050,2671570
20200331,11242,MCGEHEE BANK,AR,111649,129845,78493,2442,17891
20200331,11243,BANK OF SALEM,AR,128967,145732,117935,16224,16404
20200331,11252,FIRST NB OF IZARD COUNTY,AR,108815,170912,75703,20193,59525
20200331,11259,GUNNISON BANK&TRUST CO,CO,104131,116883,86390,18145,12056
20200331,1125,MERCHANTS STATE BANK,SD,142304,178278,141747,2837,24054
20200331,11261,MCCLAVE STATE BANK,CO,37321,44465,35808,2445,6017
20200331,11295,CITIZENS BANK OF SWAINSBORO,GA,193753,224532,166321,28275,23978
20200331,11299,FARMERS STB OF ALTO PASS ILL,IL,218983,239986,192965,4744,20478
20200331,11300,OAKDALE STATE BANK,IL,18834,21579,14648,5260,2657
20200331,11302,FIRST STATE BANK OF ST PETER,IL,24426,29567,8851,4371,5014
20200331,11306,FNBC BANK&TRUST,IL,476066,538085,293409,58848,60328
20200331,11307,FARMERS STATE BANK,IL,222580,259613,187445,18984,35356
20200331,11310,BANK OF HERRIN,IL,226612,253155,172314,17414,26277
20200331,11311,STATE BANK OF CERRO GORDO,IL,26770,30992,12331,5339,4137
20200331,11317,IUKA STATE BANK,IL,91588,107005,82383,13795,9859
20200331,11319,FARMERS BANK OF MT PULASKI,IL,46469,53556,18092,17272,7005
20200331,11324,FARMERS&MERCHANTS STB BUSHNE,IL,67478,74551,35434,24396,6749
20200331,11329,FARMERS-MERCHANTS BANK OF IL,IL,169515,220221,184135,3771,32119
20200331,11343,ASHTON STATE BANK,IA,36323,49327,31374,1129,6510
20200331,11347,GRINNELL STATE BANK,IA,258041,335771,252995,6945,41959
20200331,11348,FIRST IOWA STATE BANK,IA,112389,131550,98489,2778,15167
20200331,11351,PEOPLES TRUST&SAVINGS BANK,IA,21735,24973,13338,1708,3151
20200331,11352,SANBORN SAVINGS BANK,IA,51637,65353,48271,6369,6778
20200331,11355,BEDFORD LOAN&DEPOSIT BANK,KY,75985,94311,53939,2032,13791
20200331,11358,CUMBERLAND SECURITY BANK INC,KY,186726,232323,185354,14613,31489
20200331,11406,STATE BANK,MI,886457,1069459,879482,80054,111541
20200331,11407,HIGHPOINT COMMUNITY BANK,MI,273229,335315,225381,38500,33826
20200331,11409,VALLEY PREMIER BANK,MN,97223,108701,61071,10886,11305
20200331,11411,RUSHFORD STATE BANK INC,MN,52608,59399,43210,9132,4981
20200331,11415,HARVEST BANK,MN,139022,158930,111673,12691,14339
20200331,11417,WELCOME STATE BANK,MN,27077,31168,23531,4841,3480
20200331,1141,COLORADO B&T CO OF LA JUNTA,CO,133264,150532,83856,22679,15668
20200331,11423,SYCAMORE BANK,MS,214935,240279,159871,35448,23143
20200331,11431,BANK OF YAZOO CITY,MS,220749,251765,124191,30218,28770
20200331,11432,CITIZENS BANK,MS,68235,78569,36592,19358,9801
20200331,1143,BANK OF BLUE VALLEY,KS,1008362,1228865,799926,25621,190028
20200331,11445,JEFFERSON BANK,MS,106755,129872,83845,2224,22816
20200331,11446,MERCHANTS&FARMERS BANK,MS,92077,109218,44204,12559,12652
20200331,11448,CENTURY BANK,MS,288398,348366,221368,21163,35711
20200331,11459,MID AMERICA BANK,MO,434451,521477,375516,39762,55738
20200331,11462,INDEPENDENT FARMERS BANK,MO,106940,123907,62006,2952,13343
20200331,11463,CITIZENS-FARMERS BK COLE CAM,MO,115364,137366,85179,9750,21209
20200331,11465,TRI-COUNTY TRUST CO,MO,51400,58027,41208,2204,6444
20200331,11466,HOMEPRIDE BANK,MO,94493,105248,74720,12711,8276
20200331,11475,THAYER COUNTY BANK,NE,52520,67563,41656,2458,7856
20200331,11477,AUBURN STATE BANK,NE,146837,181888,91863,10684,29967
20200331,1147,PEOPLES BANK,KS,381638,435913,247468,64028,50299
20200331,11482,HOMESTEAD BANK,NE,217700,273991,182602,22076,44658
20200331,11491,CITIZENS BANK OF CLOVIS,NM,298899,356132,191550,19477,45656
20200331,11492,INBANK,NM,295864,420740,259191,10693,62407
20200331,11501,FIRST NB OF SCOTIA,NY,444361,492184,400397,37307,39611
20200331,11507,FIDELITY BANK,NC,1899639,2150471,1267993,207335,237739
20200331,1150,FIDELITY STATE BANK&TRUST CO,KS,106680,128276,79309,12184,13475
20200331,11519,SECURITY FIRST BANK OF ND,ND,156708,186690,150264,8206,26991
20200331,11521,CHICKASAW COMMUNITY BANK,OK,172818,199719,155116,7068,22316
20200331,11522,LIBERTY NATIONAL BANK,OK,560733,633327,429798,95244,68610
20200331,11526,BANK OF KREMLIN,OK,270945,322299,232799,13889,38850
20200331,11527,FIRST STB OF POND CREEK OK,OK,40111,46847,34364,4559,5813
20200331,11539,ENTERPRISE BANK OF SC,SC,320133,351908,199523,56534,30931
20200331,11557,FIRST STATE BANK OF BURNET,TX,209637,244615,85990,17373,34785
20200331,11559,FIRST STATE BANK&TRUST CO,TX,395576,503346,178026,17187,81331
20200331,11569,ALLIANCE BANK,TX,846056,990932,526136,38283,113381
20200331,11570,CHAPPELL HILL BANK,TX,32696,36205,25239,6111,3429
20200331,11578,BURKE&HERBERT BANK&TRUST CO,VA,2503506,3124256,1869958,243707,356275
20200331,11580,BANK OF SOUTHSIDE VIRGINIA,VA,463252,576994,206317,163534,105043
20200331,11582,LEE BANK&TRUST CO,VA,117372,145741,110511,17809,23701
20200331,11595,COMMUNITY FIRST BANK,WI,364762,441704,303509,19839,53814
20200331,11601,LAONA STATE BANK,WI,186104,209970,110385,15888,23302
20200331,11608,BLC COMMUNITY BANK,WI,204217,266477,210614,2628,33089
20200331,11623,GREENWOODS STATE BANK,WI,282143,325600,254283,16798,35815
20200331,11634,FIRST STATE BANK,IA,78974,100287,52127,10781,14176
20200331,1163,WAHOO STATE BANK,NE,79180,97280,51888,3408,7432
20200331,1164,CITIZENS BANK,NM,584272,713998,262256,51109,77390
20200331,1165,FIRST BANK OF OKARCHE,OK,100104,113589,39149,26787,12874
20200331,11666,D L EVANS BANK,ID,1500784,1800598,1122837,116043,176263
20200331,11667,VERMILION VALLEY BANK,IL,112817,136219,94752,7985,23117
20200331,11669,FIRST STATE BANK OF FORREST,IL,198827,230134,181427,23832,18995
20200331,11670,CENTRAL BANK ILLINOIS,IL,704049,909462,523539,19202,105120
20200331,11671,STATE BANK OF HERSCHER,IL,120919,140956,71532,9646,19131
20200331,11674,WARREN-BOYNTON STATE BANK,IL,145647,176084,120115,5390,23918
20200331,1167,UINTA BANK,WY,210858,233580,74338,4666,21376
20200331,11680,FARMERS STB OF WESTERN IL,IL,118420,139604,71478,20074,18575
20200331,11681,ANCHOR STATE BANK,IL,14403,19170,8224,6507,4692
20200331,11682,ANNA STATE BANK,IL,74155,87438,36923,8305,13138
20200331,11686,STATE BANK OF CHERRY,IL,76440,88876,65566,9712,12290
20200331,1168,FIRST STB OF NEWCASTLE,WY,128367,151045,39915,25066,22382
20200331,11699,GOODFIELD STATE BANK,IL,122375,140006,96199,22602,17384
20200331,1169,SUNDANCE STATE BANK,WY,168630,191506,111888,14504,22502
20200331,11702,SHELBY COUNTY STATE BANK,IL,211806,249502,204044,3760,26263
20200331,11706,1ST COMMUNITY BANK,IL,57345,64256,46814,9434,6720
20200331,11708,TEUTOPOLIS STATE BANK,IL,216271,252014,148154,22467,35010
20200331,11711,BANK OF RANTOUL,IL,189419,228988,100716,8965,23895
20200331,11715,BANK OF YATES CITY,IL,61297,69263,46149,5134,6224
20200331,11716,HARTSBURG STATE BANK,IL,13344,15525,8019,749,2090
20200331,11719,LIBERTY BANK,IL,88783,102759,70792,14409,12752
