CERT,NAME,date,Outcome status,history_eligible,exclusion_reason
11739,BANKORION,2024-09-30,Usable adjacent outcome,True,Eligible
11741,SOLUTIONS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11741,SOLUTIONS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11741,SOLUTIONS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11746,IROQUOIS FARMERS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11746,IROQUOIS FARMERS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11746,IROQUOIS FARMERS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11747,FARMERS STATE BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
11747,FARMERS STATE BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
11747,FARMERS STATE BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
11750,BANK OF KAMPSVILLE,2024-03-31,Usable adjacent outcome,True,Eligible
11750,BANK OF KAMPSVILLE,2024-06-30,Usable adjacent outcome,True,Eligible
11750,BANK OF KAMPSVILLE,2024-09-30,Usable adjacent outcome,True,Eligible
11759,CITIZENS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11759,CITIZENS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11759,CITIZENS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11763,VISIONBANK OF IOWA,2024-03-31,Usable adjacent outcome,True,Eligible
11763,VISIONBANK OF IOWA,2024-06-30,Usable adjacent outcome,True,Eligible
11763,VISIONBANK OF IOWA,2024-09-30,Usable adjacent outcome,True,Eligible
11764,SIBLEY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11764,SIBLEY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11764,SIBLEY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11767,FREEDOMBANK,2024-03-31,Usable adjacent outcome,True,Eligible
11767,FREEDOMBANK,2024-06-30,Usable adjacent outcome,True,Eligible
11767,FREEDOMBANK,2024-09-30,Usable adjacent outcome,True,Eligible
11771,AVAILA BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11771,AVAILA BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11771,AVAILA BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11777,COMMERCIAL BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11777,COMMERCIAL BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11777,COMMERCIAL BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11778,CITIZENS ST B&T ELLSWORTH KS,2024-03-31,Usable adjacent outcome,True,Eligible
11778,CITIZENS ST B&T ELLSWORTH KS,2024-06-30,Usable adjacent outcome,True,Eligible
11778,CITIZENS ST B&T ELLSWORTH KS,2024-09-30,Usable adjacent outcome,True,Eligible
11782,BANK OF ABBEVILLE&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
11782,BANK OF ABBEVILLE&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
11782,BANK OF ABBEVILLE&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
11785,CALDWELL BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
11785,CALDWELL BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
11785,CALDWELL BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
11788,BANK OF SUNSET&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
11788,BANK OF SUNSET&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
11788,BANK OF SUNSET&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
11792,FRANKLIN STATE BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
11792,FRANKLIN STATE BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
11792,FRANKLIN STATE BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
11807,UNITED BANK OF MICHIGAN,2024-03-31,Usable adjacent outcome,True,Eligible
11807,UNITED BANK OF MICHIGAN,2024-06-30,Usable adjacent outcome,True,Eligible
11807,UNITED BANK OF MICHIGAN,2024-09-30,Usable adjacent outcome,True,Eligible
11810,HURON COMMUNITY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11810,HURON COMMUNITY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11810,HURON COMMUNITY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11813,CADENCE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11813,CADENCE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11813,CADENCE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11817,RICHTON BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
11817,RICHTON BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
11817,RICHTON BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
11821,LITTLE HORN STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11821,LITTLE HORN STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11821,LITTLE HORN STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11823,MANHATTAN BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11823,MANHATTAN BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11823,MANHATTAN BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11860,KILLBUCK SAVINGS BANK CO,2024-03-31,Usable adjacent outcome,True,Eligible
11860,KILLBUCK SAVINGS BANK CO,2024-06-30,Usable adjacent outcome,True,Eligible
11860,KILLBUCK SAVINGS BANK CO,2024-09-30,Usable adjacent outcome,True,Eligible
11862,BANK OF BEAVER CITY,2024-03-31,Usable adjacent outcome,True,Eligible
11862,BANK OF BEAVER CITY,2024-06-30,Usable adjacent outcome,True,Eligible
11862,BANK OF BEAVER CITY,2024-09-30,Usable adjacent outcome,True,Eligible
11868,FIDELITY DEPOSIT&DISCOUNT BK,2024-03-31,Usable adjacent outcome,True,Eligible
11868,FIDELITY DEPOSIT&DISCOUNT BK,2024-06-30,Usable adjacent outcome,True,Eligible
11868,FIDELITY DEPOSIT&DISCOUNT BK,2024-09-30,Usable adjacent outcome,True,Eligible
11891,DONLEY COUNTY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11891,DONLEY COUNTY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11891,DONLEY COUNTY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11902,HILL BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
11902,HILL BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
11902,HILL BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
11903,TEXAS HERITAGE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11903,TEXAS HERITAGE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11903,TEXAS HERITAGE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11904,FIRST STB OF BEN WHEELER TX,2024-03-31,Usable adjacent outcome,True,Eligible
11904,FIRST STB OF BEN WHEELER TX,2024-06-30,Usable adjacent outcome,True,Eligible
11904,FIRST STB OF BEN WHEELER TX,2024-09-30,Usable adjacent outcome,True,Eligible
11905,CITIZENS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11905,CITIZENS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11905,CITIZENS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11907,SECURITY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11907,SECURITY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11907,SECURITY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11916,BUCKHOLTS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11916,BUCKHOLTS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11916,BUCKHOLTS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11922,FIRST STATE BANK OF TEXAS,2024-03-31,Usable adjacent outcome,True,Eligible
11922,FIRST STATE BANK OF TEXAS,2024-06-30,Usable adjacent outcome,True,Eligible
11922,FIRST STATE BANK OF TEXAS,2024-09-30,Usable adjacent outcome,True,Eligible
11932,FIRST SECURITY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11932,FIRST SECURITY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11932,FIRST SECURITY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11934,DOMINION BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11934,DOMINION BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11934,DOMINION BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11935,FIRST TEXAS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11935,FIRST TEXAS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11935,FIRST TEXAS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11952,POCA VALLEY BANK INC,2024-03-31,Usable adjacent outcome,True,Eligible
11952,POCA VALLEY BANK INC,2024-06-30,Usable adjacent outcome,True,Eligible
11952,POCA VALLEY BANK INC,2024-09-30,Usable adjacent outcome,True,Eligible
11953,GRANT COUNTY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
11953,GRANT COUNTY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
11953,GRANT COUNTY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
11971,BAR HARBOR BANK&TRUST,2024-03-31,Usable adjacent outcome,True,Eligible
11971,BAR HARBOR BANK&TRUST,2024-06-30,Usable adjacent outcome,True,Eligible
11971,BAR HARBOR BANK&TRUST,2024-09-30,Usable adjacent outcome,True,Eligible
12010,PROVIDENT BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12010,PROVIDENT BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12010,PROVIDENT BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12013,UNION COUNTY SAVINGS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12013,UNION COUNTY SAVINGS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12013,UNION COUNTY SAVINGS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12079,CITIZENS COMMUNITY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12079,CITIZENS COMMUNITY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12079,CITIZENS COMMUNITY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12086,SAINTE MARIE STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12086,SAINTE MARIE STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12086,SAINTE MARIE STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12087,SPRING VALLEY CITY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12087,SPRING VALLEY CITY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12087,SPRING VALLEY CITY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12098,FIRST STATE BANK OF DONGOLA,2024-03-31,Usable adjacent outcome,True,Eligible
12098,FIRST STATE BANK OF DONGOLA,2024-06-30,Usable adjacent outcome,True,Eligible
12098,FIRST STATE BANK OF DONGOLA,2024-09-30,Usable adjacent outcome,True,Eligible
12107,FARMERS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12107,FARMERS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12107,FARMERS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12113,GERMANTOWN T&SB,2024-03-31,Usable adjacent outcome,True,Eligible
12113,GERMANTOWN T&SB,2024-06-30,Usable adjacent outcome,True,Eligible
12113,GERMANTOWN T&SB,2024-09-30,Usable adjacent outcome,True,Eligible
12121,BUCKLEY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12121,BUCKLEY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12121,BUCKLEY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12126,COUNTY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12126,COUNTY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12126,COUNTY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12128,CITIZENS SAVINGS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12128,CITIZENS SAVINGS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12128,CITIZENS SAVINGS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12135,LYNDON STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12135,LYNDON STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12135,LYNDON STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12136,WILSON STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12136,WILSON STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12136,WILSON STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12139,FORD COUNTY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12139,FORD COUNTY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12139,FORD COUNTY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12149,FIRST STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12149,FIRST STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12149,FIRST STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12162,ELKTON BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
12162,ELKTON BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
12162,ELKTON BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
12163,FARMERS BANK OF MILTON,2024-03-31,Usable adjacent outcome,True,Eligible
12163,FARMERS BANK OF MILTON,2024-06-30,Usable adjacent outcome,True,Eligible
12163,FARMERS BANK OF MILTON,2024-09-30,Usable adjacent outcome,True,Eligible
12166,WEST POINT BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12166,WEST POINT BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12166,WEST POINT BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12201,CLEVELAND STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12201,CLEVELAND STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12201,CLEVELAND STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12203,MERCHANTS&MARINE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12203,MERCHANTS&MARINE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12203,MERCHANTS&MARINE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12204,CITIZENS BK PHILADELPHIA MS,2024-03-31,Usable adjacent outcome,True,Eligible
12204,CITIZENS BK PHILADELPHIA MS,2024-06-30,Usable adjacent outcome,True,Eligible
12204,CITIZENS BK PHILADELPHIA MS,2024-09-30,Usable adjacent outcome,True,Eligible
12207,BANK OF WINONA,2024-03-31,Usable adjacent outcome,True,Eligible
12207,BANK OF WINONA,2024-06-30,Usable adjacent outcome,True,Eligible
12207,BANK OF WINONA,2024-09-30,Usable adjacent outcome,True,Eligible
12208,BELGRADE STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12208,BELGRADE STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12208,BELGRADE STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12214,UNITED STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12214,UNITED STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12214,UNITED STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12219,FIRST STB OF ST CHARLES MO,2024-03-31,Usable adjacent outcome,True,Eligible
12219,FIRST STB OF ST CHARLES MO,2024-06-30,Usable adjacent outcome,True,Eligible
12219,FIRST STB OF ST CHARLES MO,2024-09-30,Usable adjacent outcome,True,Eligible
12220,COUNTY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12220,COUNTY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12220,COUNTY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12223,CALLAWAY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12223,CALLAWAY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12223,CALLAWAY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12225,FMB BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12225,FMB BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12225,FMB BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12226,PEOPLES BANK OF ALTENBURG,2024-03-31,Usable adjacent outcome,True,Eligible
12226,PEOPLES BANK OF ALTENBURG,2024-06-30,Usable adjacent outcome,True,Eligible
12226,PEOPLES BANK OF ALTENBURG,2024-09-30,Usable adjacent outcome,True,Eligible
12229,FIRST BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12229,FIRST BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12229,FIRST BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12230,PEOPLES BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12230,PEOPLES BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12230,PEOPLES BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12232,BANK OF MONTICELLO,2024-03-31,Usable adjacent outcome,True,Eligible
12232,BANK OF MONTICELLO,2024-06-30,Usable adjacent outcome,True,Eligible
12232,BANK OF MONTICELLO,2024-09-30,Usable adjacent outcome,True,Eligible
12241,WASHINGTON COUNTY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12241,WASHINGTON COUNTY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12241,WASHINGTON COUNTY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12244,FIRST STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12244,FIRST STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12244,FIRST STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12246,COMMERCIAL BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12246,COMMERCIAL BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12246,COMMERCIAL BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12248,FIRST NEBRASKA BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12248,FIRST NEBRASKA BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12248,FIRST NEBRASKA BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12258,SOUTHWEST CAPITAL BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12258,SOUTHWEST CAPITAL BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12258,SOUTHWEST CAPITAL BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12259,LEA COUNTY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12259,LEA COUNTY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12259,LEA COUNTY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12266,MECHANICS&FARMERS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12266,MECHANICS&FARMERS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12266,MECHANICS&FARMERS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12283,FIRST STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12283,FIRST STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12283,FIRST STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12284,FARMERS&MERCHANTS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12284,FARMERS&MERCHANTS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12284,FARMERS&MERCHANTS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12285,CATTLEMENS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12285,CATTLEMENS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12285,CATTLEMENS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12293,FARMERS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12293,FARMERS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12293,FARMERS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12298,COWBOY BANK OF TEXAS,2024-03-31,Usable adjacent outcome,True,Eligible
12298,COWBOY BANK OF TEXAS,2024-06-30,Usable adjacent outcome,True,Eligible
12298,COWBOY BANK OF TEXAS,2024-09-30,Usable adjacent outcome,True,Eligible
12299,SOUTHSTAR BANK SSB,2024-03-31,Usable adjacent outcome,True,Eligible
12299,SOUTHSTAR BANK SSB,2024-06-30,Usable adjacent outcome,True,Eligible
12299,SOUTHSTAR BANK SSB,2024-09-30,Usable adjacent outcome,True,Eligible
12303,CITIZENS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12303,CITIZENS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12303,CITIZENS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12305,COLUMBUS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12305,COLUMBUS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12305,COLUMBUS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12309,CITIZENS BANK NATIONAL ASSN,2024-03-31,Usable adjacent outcome,True,Eligible
12309,CITIZENS BANK NATIONAL ASSN,2024-06-30,Usable adjacent outcome,True,Eligible
12309,CITIZENS BANK NATIONAL ASSN,2024-09-30,Usable adjacent outcome,True,Eligible
12315,FIRST STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12315,FIRST STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12315,FIRST STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12322,CHIPPEWA VALLEY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12322,CHIPPEWA VALLEY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12322,CHIPPEWA VALLEY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12325,BANK OF CASHTON,2024-03-31,Usable adjacent outcome,True,Eligible
12325,BANK OF CASHTON,2024-06-30,Usable adjacent outcome,True,Eligible
12325,BANK OF CASHTON,2024-09-30,Usable adjacent outcome,True,Eligible
12327,BANK OF MAUSTON,2024-03-31,Usable adjacent outcome,True,Eligible
12327,BANK OF MAUSTON,2024-06-30,Usable adjacent outcome,True,Eligible
12327,BANK OF MAUSTON,2024-09-30,Usable adjacent outcome,True,Eligible
12331,STATE BANK OF CHILTON,2024-03-31,Usable adjacent outcome,True,Eligible
12331,STATE BANK OF CHILTON,2024-06-30,Usable adjacent outcome,True,Eligible
12331,STATE BANK OF CHILTON,2024-09-30,Usable adjacent outcome,True,Eligible
12349,COMMUNITY BANK OF CAMERON,2024-03-31,Usable adjacent outcome,True,Eligible
12349,COMMUNITY BANK OF CAMERON,2024-06-30,Usable adjacent outcome,True,Eligible
12349,COMMUNITY BANK OF CAMERON,2024-09-30,Usable adjacent outcome,True,Eligible
12354,HUSTISFORD STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12354,HUSTISFORD STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12354,HUSTISFORD STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12365,FIRST NB OF ALLENDALE,2024-03-31,Usable adjacent outcome,True,Eligible
12365,FIRST NB OF ALLENDALE,2024-06-30,Usable adjacent outcome,True,Eligible
12365,FIRST NB OF ALLENDALE,2024-09-30,Usable adjacent outcome,True,Eligible
12368,REGIONS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12368,REGIONS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12368,REGIONS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12372,FOWLER STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12372,FOWLER STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12372,FOWLER STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12383,CARROLLTON BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12383,CARROLLTON BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12383,CARROLLTON BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12384,JERSEY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12384,JERSEY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12384,JERSEY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12386,STATE BANK OF TOULON,2024-03-31,Usable adjacent outcome,True,Eligible
12386,STATE BANK OF TOULON,2024-06-30,Usable adjacent outcome,True,Eligible
12386,STATE BANK OF TOULON,2024-09-30,Usable adjacent outcome,True,Eligible
12388,WILLIAMSVILLE STATE B&T,2024-03-31,Usable adjacent outcome,True,Eligible
12388,WILLIAMSVILLE STATE B&T,2024-06-30,Usable adjacent outcome,True,Eligible
12388,WILLIAMSVILLE STATE B&T,2024-09-30,Usable adjacent outcome,True,Eligible
12395,LENA STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12395,LENA STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12395,LENA STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12402,EXCHANGE STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12402,EXCHANGE STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12402,EXCHANGE STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12410,LA SALLE STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12410,LA SALLE STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12410,LA SALLE STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12417,TRI-VALLEY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12417,TRI-VALLEY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12417,TRI-VALLEY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12422,SECURITY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12422,SECURITY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12422,SECURITY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12425,DICKINSON COUNTY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12425,DICKINSON COUNTY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12425,DICKINSON COUNTY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12426,COMMUNITY FIRST BANK,2024-03-31,No later report in snapshot,True,Eligible
12432,BAXTER STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12432,BAXTER STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12432,BAXTER STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12437,RENASANT BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12437,RENASANT BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12437,RENASANT BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12441,HANCOCK WHITNEY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
12441,HANCOCK WHITNEY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
12441,HANCOCK WHITNEY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
12444,STATE BANK OF COLD SPRING,2024-03-31,Usable adjacent outcome,True,Eligible
12444,STATE BANK OF COLD SPRING,2024-06-30,Usable adjacent outcome,True,Eligible
