CERT,NAME,date,Outcome status,history_eligible,exclusion_reason
14,STATE STREET BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
14,STATE STREET BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
14,STATE STREET BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
35,AUBURNBANK,2024-03-31,Usable adjacent outcome,True,Eligible
35,AUBURNBANK,2024-06-30,Usable adjacent outcome,True,Eligible
35,AUBURNBANK,2024-09-30,Usable adjacent outcome,True,Eligible
39,ROBERTSON BANKING CO,2024-03-31,Usable adjacent outcome,True,Eligible
39,ROBERTSON BANKING CO,2024-06-30,Usable adjacent outcome,True,Eligible
39,ROBERTSON BANKING CO,2024-09-30,Usable adjacent outcome,True,Eligible
41,PHENIX-GIRARD BANK,2024-03-31,Usable adjacent outcome,True,Eligible
41,PHENIX-GIRARD BANK,2024-06-30,Usable adjacent outcome,True,Eligible
41,PHENIX-GIRARD BANK,2024-09-30,Usable adjacent outcome,True,Eligible
49,BANK OF EVERGREEN,2024-03-31,Usable adjacent outcome,True,Eligible
49,BANK OF EVERGREEN,2024-06-30,Usable adjacent outcome,True,Eligible
49,BANK OF EVERGREEN,2024-09-30,Usable adjacent outcome,True,Eligible
50,COMMUNITY SPIRIT BANK,2024-03-31,Usable adjacent outcome,True,Eligible
50,COMMUNITY SPIRIT BANK,2024-06-30,Usable adjacent outcome,True,Eligible
50,COMMUNITY SPIRIT BANK,2024-09-30,Usable adjacent outcome,True,Eligible
51,BANK OF VERNON,2024-03-31,Usable adjacent outcome,True,Eligible
51,BANK OF VERNON,2024-06-30,Usable adjacent outcome,True,Eligible
51,BANK OF VERNON,2024-09-30,Usable adjacent outcome,True,Eligible
52,CITIZENS BANK OF WINFIELD,2024-03-31,Usable adjacent outcome,True,Eligible
52,CITIZENS BANK OF WINFIELD,2024-06-30,Usable adjacent outcome,True,Eligible
52,CITIZENS BANK OF WINFIELD,2024-09-30,Usable adjacent outcome,True,Eligible
54,EXCHANGE BANK OF ALABAMA,2024-03-31,Usable adjacent outcome,True,Eligible
54,EXCHANGE BANK OF ALABAMA,2024-06-30,Usable adjacent outcome,True,Eligible
54,EXCHANGE BANK OF ALABAMA,2024-09-30,Usable adjacent outcome,True,Eligible
58,UNITED BANK,2024-03-31,Usable adjacent outcome,True,Eligible
58,UNITED BANK,2024-06-30,Usable adjacent outcome,True,Eligible
58,UNITED BANK,2024-09-30,Usable adjacent outcome,True,Eligible
70,PEOPLES EXCHANGE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
70,PEOPLES EXCHANGE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
70,PEOPLES EXCHANGE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
72,CENTRAL STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
72,CENTRAL STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
72,CENTRAL STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
77,BANKSOUTH,2024-03-31,Usable adjacent outcome,True,Eligible
77,BANKSOUTH,2024-06-30,Usable adjacent outcome,True,Eligible
77,BANKSOUTH,2024-09-30,Usable adjacent outcome,True,Eligible
81,WARREN BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
81,WARREN BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
81,WARREN BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
88,GENERATIONS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
88,GENERATIONS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
88,GENERATIONS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
89,SIGNATURE BANK OF ARKANSAS,2024-03-31,Usable adjacent outcome,True,Eligible
89,SIGNATURE BANK OF ARKANSAS,2024-06-30,Usable adjacent outcome,True,Eligible
89,SIGNATURE BANK OF ARKANSAS,2024-09-30,Usable adjacent outcome,True,Eligible
90,COMMERCIAL BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
90,COMMERCIAL BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
90,COMMERCIAL BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
93,RIVERSIDE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
93,RIVERSIDE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
93,RIVERSIDE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
94,FIRST STATE BANK OF WARREN,2024-03-31,No later report in snapshot,True,Eligible
99,BANK OF DELIGHT,2024-03-31,Usable adjacent outcome,True,Eligible
99,BANK OF DELIGHT,2024-06-30,Usable adjacent outcome,True,Eligible
99,BANK OF DELIGHT,2024-09-30,Usable adjacent outcome,True,Eligible
105,BANK OF CAVE CITY,2024-03-31,Usable adjacent outcome,True,Eligible
105,BANK OF CAVE CITY,2024-06-30,Usable adjacent outcome,True,Eligible
105,BANK OF CAVE CITY,2024-09-30,Usable adjacent outcome,True,Eligible
107,MERCHANTS&PLANTERS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
107,MERCHANTS&PLANTERS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
107,MERCHANTS&PLANTERS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
109,HORATIO STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
109,HORATIO STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
109,HORATIO STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
110,BANK OZK,2024-03-31,Usable adjacent outcome,True,Eligible
110,BANK OZK,2024-06-30,Usable adjacent outcome,True,Eligible
110,BANK OZK,2024-09-30,Usable adjacent outcome,True,Eligible
131,SEACOAST NATIONAL BANK,2024-03-31,Usable adjacent outcome,True,Eligible
131,SEACOAST NATIONAL BANK,2024-06-30,Usable adjacent outcome,True,Eligible
131,SEACOAST NATIONAL BANK,2024-09-30,Usable adjacent outcome,True,Eligible
147,CENTURY BANK&TRUST,2024-03-31,Usable adjacent outcome,True,Eligible
147,CENTURY BANK&TRUST,2024-06-30,Usable adjacent outcome,True,Eligible
147,CENTURY BANK&TRUST,2024-09-30,Usable adjacent outcome,True,Eligible
148,BANK OF MADISON,2024-03-31,Usable adjacent outcome,True,Eligible
148,BANK OF MADISON,2024-06-30,Usable adjacent outcome,True,Eligible
148,BANK OF MADISON,2024-09-30,Usable adjacent outcome,True,Eligible
149,BANK OF HAZLEHURST,2024-03-31,Usable adjacent outcome,True,Eligible
149,BANK OF HAZLEHURST,2024-06-30,Usable adjacent outcome,True,Eligible
149,BANK OF HAZLEHURST,2024-09-30,Usable adjacent outcome,True,Eligible
155,BANK OF ALAPAHA,2024-03-31,Usable adjacent outcome,True,Eligible
155,BANK OF ALAPAHA,2024-06-30,Usable adjacent outcome,True,Eligible
155,BANK OF ALAPAHA,2024-09-30,Usable adjacent outcome,True,Eligible
160,EXCHANGE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
160,EXCHANGE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
160,EXCHANGE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
169,FIRST NB OF GRIFFIN,2024-03-31,Usable adjacent outcome,True,Eligible
169,FIRST NB OF GRIFFIN,2024-06-30,Usable adjacent outcome,True,Eligible
169,FIRST NB OF GRIFFIN,2024-09-30,Usable adjacent outcome,True,Eligible
170,PEOPLES BANK OF GEORGIA,2024-03-31,Usable adjacent outcome,True,Eligible
170,PEOPLES BANK OF GEORGIA,2024-06-30,Usable adjacent outcome,True,Eligible
170,PEOPLES BANK OF GEORGIA,2024-09-30,Usable adjacent outcome,True,Eligible
172,UNITED BANK,2024-03-31,Usable adjacent outcome,True,Eligible
172,UNITED BANK,2024-06-30,Usable adjacent outcome,True,Eligible
172,UNITED BANK,2024-09-30,Usable adjacent outcome,True,Eligible
175,COMMERCIAL BANK,2024-03-31,Usable adjacent outcome,True,Eligible
175,COMMERCIAL BANK,2024-06-30,Usable adjacent outcome,True,Eligible
175,COMMERCIAL BANK,2024-09-30,Usable adjacent outcome,True,Eligible
178,TALBOT STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
178,TALBOT STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
178,TALBOT STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
183,MERCHANTS&CITIZENS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
183,MERCHANTS&CITIZENS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
183,MERCHANTS&CITIZENS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
197,ALLIANCE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
197,ALLIANCE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
197,ALLIANCE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
210,TRI-COUNTY BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
210,TRI-COUNTY BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
210,TRI-COUNTY BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
214,WASHINGTON STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
214,WASHINGTON STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
214,WASHINGTON STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
226,GUTHRIE COUNTY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
226,GUTHRIE COUNTY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
226,GUTHRIE COUNTY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
228,AMERICAN STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
228,AMERICAN STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
228,AMERICAN STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
230,COMMUNITY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
230,COMMUNITY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
230,COMMUNITY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
231,COMMERCIAL SAVINGS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
231,COMMERCIAL SAVINGS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
231,COMMERCIAL SAVINGS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
232,SOLON STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
232,SOLON STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
232,SOLON STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
234,POCAHONTAS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
234,POCAHONTAS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
234,POCAHONTAS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
235,SECURITY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
235,SECURITY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
235,SECURITY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
245,RACCOON VALLEY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
245,RACCOON VALLEY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
245,RACCOON VALLEY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
248,STATE SAVINGS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
248,STATE SAVINGS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
248,STATE SAVINGS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
251,FIRST SECURITY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
251,FIRST SECURITY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
251,FIRST SECURITY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
252,PINNACLE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
252,PINNACLE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
252,PINNACLE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
253,LUANA SAVINGS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
253,LUANA SAVINGS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
253,LUANA SAVINGS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
254,FIRST WHITNEY BANK&TRUST,2024-03-31,Usable adjacent outcome,True,Eligible
254,FIRST WHITNEY BANK&TRUST,2024-06-30,Usable adjacent outcome,True,Eligible
254,FIRST WHITNEY BANK&TRUST,2024-09-30,Usable adjacent outcome,True,Eligible
258,STOCK YARDS BANK&TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
258,STOCK YARDS BANK&TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
258,STOCK YARDS BANK&TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
262,CITIZENS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
262,CITIZENS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
262,CITIZENS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
267,KENTUCKY FARMERS BANK CORP,2024-03-31,Usable adjacent outcome,True,Eligible
267,KENTUCKY FARMERS BANK CORP,2024-06-30,Usable adjacent outcome,True,Eligible
267,KENTUCKY FARMERS BANK CORP,2024-09-30,Usable adjacent outcome,True,Eligible
275,MORGANTOWN BANK&TRUST CO INC,2024-03-31,Usable adjacent outcome,True,Eligible
275,MORGANTOWN BANK&TRUST CO INC,2024-06-30,Usable adjacent outcome,True,Eligible
275,MORGANTOWN BANK&TRUST CO INC,2024-09-30,Usable adjacent outcome,True,Eligible
281,HYDEN CITIZENS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
281,HYDEN CITIZENS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
281,HYDEN CITIZENS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
284,AUBURN BANKING CO,2024-03-31,Usable adjacent outcome,True,Eligible
284,AUBURN BANKING CO,2024-06-30,Usable adjacent outcome,True,Eligible
284,AUBURN BANKING CO,2024-09-30,Usable adjacent outcome,True,Eligible
287,COMMUNITY FINL SERVICES BK,2024-03-31,Usable adjacent outcome,True,Eligible
287,COMMUNITY FINL SERVICES BK,2024-06-30,Usable adjacent outcome,True,Eligible
287,COMMUNITY FINL SERVICES BK,2024-09-30,Usable adjacent outcome,True,Eligible
288,FARMERS&TRADERS BK CAMPTON,2024-03-31,Usable adjacent outcome,True,Eligible
288,FARMERS&TRADERS BK CAMPTON,2024-06-30,Usable adjacent outcome,True,Eligible
288,FARMERS&TRADERS BK CAMPTON,2024-09-30,Usable adjacent outcome,True,Eligible
289,BANK OF HINDMAN,2024-03-31,Usable adjacent outcome,True,Eligible
289,BANK OF HINDMAN,2024-06-30,Usable adjacent outcome,True,Eligible
289,BANK OF HINDMAN,2024-09-30,Usable adjacent outcome,True,Eligible
291,JACKSON COUNTY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
291,JACKSON COUNTY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
291,JACKSON COUNTY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
292,MONTICELLO BANKING CO,2024-03-31,Usable adjacent outcome,True,Eligible
292,MONTICELLO BANKING CO,2024-06-30,Usable adjacent outcome,True,Eligible
292,MONTICELLO BANKING CO,2024-09-30,Usable adjacent outcome,True,Eligible
296,BANK OF EDMONSON COUNTY,2024-03-31,Usable adjacent outcome,True,Eligible
296,BANK OF EDMONSON COUNTY,2024-06-30,Usable adjacent outcome,True,Eligible
296,BANK OF EDMONSON COUNTY,2024-09-30,Usable adjacent outcome,True,Eligible
297,LEWISBURG BANKING CO,2024-03-31,Usable adjacent outcome,True,Eligible
297,LEWISBURG BANKING CO,2024-06-30,Usable adjacent outcome,True,Eligible
297,LEWISBURG BANKING CO,2024-09-30,Usable adjacent outcome,True,Eligible
303,UNITED CUMBERLAND BANK,2024-03-31,Usable adjacent outcome,True,Eligible
303,UNITED CUMBERLAND BANK,2024-06-30,Usable adjacent outcome,True,Eligible
303,UNITED CUMBERLAND BANK,2024-09-30,Usable adjacent outcome,True,Eligible
304,CLINTON BANK,2024-03-31,Usable adjacent outcome,True,Eligible
304,CLINTON BANK,2024-06-30,Usable adjacent outcome,True,Eligible
304,CLINTON BANK,2024-09-30,Usable adjacent outcome,True,Eligible
306,BANK OF ZACHARY,2024-03-31,Usable adjacent outcome,True,Eligible
306,BANK OF ZACHARY,2024-06-30,Usable adjacent outcome,True,Eligible
306,BANK OF ZACHARY,2024-09-30,Usable adjacent outcome,True,Eligible
307,LANDMARK BANK,2024-03-31,Usable adjacent outcome,True,Eligible
307,LANDMARK BANK,2024-06-30,Usable adjacent outcome,True,Eligible
307,LANDMARK BANK,2024-09-30,Usable adjacent outcome,True,Eligible
314,MER ROUGE STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
314,MER ROUGE STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
314,MER ROUGE STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
321,HOLMES COUNTY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
321,HOLMES COUNTY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
321,HOLMES COUNTY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
324,CITIZENS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
324,CITIZENS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
324,CITIZENS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
327,MERCHANTS&PLANTERS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
327,MERCHANTS&PLANTERS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
327,MERCHANTS&PLANTERS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
340,PEOPLES BANK BILOXI MS,2024-03-31,Usable adjacent outcome,True,Eligible
340,PEOPLES BANK BILOXI MS,2024-06-30,Usable adjacent outcome,True,Eligible
340,PEOPLES BANK BILOXI MS,2024-09-30,Usable adjacent outcome,True,Eligible
342,FARMERS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
342,FARMERS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
342,FARMERS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
352,BANK OF BAKER,2024-03-31,Usable adjacent outcome,True,Eligible
352,BANK OF BAKER,2024-06-30,Usable adjacent outcome,True,Eligible
352,BANK OF BAKER,2024-09-30,Usable adjacent outcome,True,Eligible
358,STOCKMENS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
358,STOCKMENS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
358,STOCKMENS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
363,FIRST MONTANA BANK INC,2024-03-31,Usable adjacent outcome,True,Eligible
363,FIRST MONTANA BANK INC,2024-06-30,Usable adjacent outcome,True,Eligible
363,FIRST MONTANA BANK INC,2024-09-30,Usable adjacent outcome,True,Eligible
384,OHIO VALLEY BANK CO,2024-03-31,Usable adjacent outcome,True,Eligible
384,OHIO VALLEY BANK CO,2024-06-30,Usable adjacent outcome,True,Eligible
384,OHIO VALLEY BANK CO,2024-09-30,Usable adjacent outcome,True,Eligible
389,PEOPLES BANK,2024-03-31,Usable adjacent outcome,True,Eligible
389,PEOPLES BANK,2024-06-30,Usable adjacent outcome,True,Eligible
389,PEOPLES BANK,2024-09-30,Usable adjacent outcome,True,Eligible
399,FIRST SUMMIT BANK,2024-03-31,Usable adjacent outcome,True,Eligible
399,FIRST SUMMIT BANK,2024-06-30,Usable adjacent outcome,True,Eligible
399,FIRST SUMMIT BANK,2024-09-30,Usable adjacent outcome,True,Eligible
402,SOONER STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
402,SOONER STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
402,SOONER STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
404,FARMERS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
404,FARMERS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
404,FARMERS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
406,CLEO STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
406,CLEO STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
406,CLEO STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
414,STOCK EXCHANGE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
414,STOCK EXCHANGE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
414,STOCK EXCHANGE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
418,HIGH PLAINS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
418,HIGH PLAINS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
418,HIGH PLAINS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
420,BANK OF VICI,2024-03-31,Usable adjacent outcome,True,Eligible
420,BANK OF VICI,2024-06-30,Usable adjacent outcome,True,Eligible
420,BANK OF VICI,2024-09-30,Usable adjacent outcome,True,Eligible
421,SECURITY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
421,SECURITY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
421,SECURITY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
428,AMERICAN EXCHANGE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
428,AMERICAN EXCHANGE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
428,AMERICAN EXCHANGE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
432,SECURITY FIRST NB OF HUGO,2024-03-31,Usable adjacent outcome,True,Eligible
432,SECURITY FIRST NB OF HUGO,2024-06-30,Usable adjacent outcome,True,Eligible
432,SECURITY FIRST NB OF HUGO,2024-09-30,Usable adjacent outcome,True,Eligible
444,PS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
444,PS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
444,PS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
445,MERCER COUNTY STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
445,MERCER COUNTY STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
445,MERCER COUNTY STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
485,SECURITY BANK MIDWEST,2024-03-31,Usable adjacent outcome,True,Eligible
485,SECURITY BANK MIDWEST,2024-06-30,Usable adjacent outcome,True,Eligible
485,SECURITY BANK MIDWEST,2024-09-30,Usable adjacent outcome,True,Eligible
492,WESTERN DAKOTA BANK,2024-03-31,Usable adjacent outcome,True,Eligible
492,WESTERN DAKOTA BANK,2024-06-30,Usable adjacent outcome,True,Eligible
492,WESTERN DAKOTA BANK,2024-09-30,Usable adjacent outcome,True,Eligible
496,BANKSTAR FINANCIAL,2024-03-31,Usable adjacent outcome,True,Eligible
496,BANKSTAR FINANCIAL,2024-06-30,Usable adjacent outcome,True,Eligible
496,BANKSTAR FINANCIAL,2024-09-30,Usable adjacent outcome,True,Eligible
501,FARMERS&MERCHANTS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
501,FARMERS&MERCHANTS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
501,FARMERS&MERCHANTS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
505,GREAT PLAINS BANK,2024-03-31,Usable adjacent outcome,True,Eligible
505,GREAT PLAINS BANK,2024-06-30,Usable adjacent outcome,True,Eligible
505,GREAT PLAINS BANK,2024-09-30,Usable adjacent outcome,True,Eligible
526,FARMERS STATE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
526,FARMERS STATE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
526,FARMERS STATE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
529,CENTRAL BANK&TRUST,2024-03-31,Usable adjacent outcome,True,Eligible
529,CENTRAL BANK&TRUST,2024-06-30,Usable adjacent outcome,True,Eligible
529,CENTRAL BANK&TRUST,2024-09-30,Usable adjacent outcome,True,Eligible
588,MANUFACTURERS&TRADERS TR CO,2024-03-31,Usable adjacent outcome,True,Eligible
588,MANUFACTURERS&TRADERS TR CO,2024-06-30,Usable adjacent outcome,True,Eligible
588,MANUFACTURERS&TRADERS TR CO,2024-09-30,Usable adjacent outcome,True,Eligible
597,CHEMUNG CANAL TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
597,CHEMUNG CANAL TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
597,CHEMUNG CANAL TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
609,TOMPKINS COMMUNITY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
609,TOMPKINS COMMUNITY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
609,TOMPKINS COMMUNITY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
618,BANK OF MILLBROOK,2024-03-31,Usable adjacent outcome,True,Eligible
618,BANK OF MILLBROOK,2024-06-30,Usable adjacent outcome,True,Eligible
618,BANK OF MILLBROOK,2024-09-30,Usable adjacent outcome,True,Eligible
622,AMALGAMATED BANK,2024-03-31,Usable adjacent outcome,True,Eligible
622,AMALGAMATED BANK,2024-06-30,Usable adjacent outcome,True,Eligible
622,AMALGAMATED BANK,2024-09-30,Usable adjacent outcome,True,Eligible
623,DEUTSCHE BANK TR CO AMERICAS,2024-03-31,Usable adjacent outcome,True,Eligible
623,DEUTSCHE BANK TR CO AMERICAS,2024-06-30,Usable adjacent outcome,True,Eligible
623,DEUTSCHE BANK TR CO AMERICAS,2024-09-30,Usable adjacent outcome,True,Eligible
628,JPMORGAN CHASE BANK NA,2024-03-31,Usable adjacent outcome,True,Eligible
628,JPMORGAN CHASE BANK NA,2024-06-30,Usable adjacent outcome,True,Eligible
628,JPMORGAN CHASE BANK NA,2024-09-30,Usable adjacent outcome,True,Eligible
639,BANK OF NEW YORK MELLON,2024-03-31,Usable adjacent outcome,True,Eligible
639,BANK OF NEW YORK MELLON,2024-06-30,Usable adjacent outcome,True,Eligible
639,BANK OF NEW YORK MELLON,2024-09-30,Usable adjacent outcome,True,Eligible
659,FIVE STAR BANK,2024-03-31,Usable adjacent outcome,True,Eligible
659,FIVE STAR BANK,2024-06-30,Usable adjacent outcome,True,Eligible
659,FIVE STAR BANK,2024-09-30,Usable adjacent outcome,True,Eligible
660,ADIRONDACK TRUST CO,2024-03-31,Usable adjacent outcome,True,Eligible
660,ADIRONDACK TRUST CO,2024-06-30,Usable adjacent outcome,True,Eligible
660,ADIRONDACK TRUST CO,2024-09-30,Usable adjacent outcome,True,Eligible
686,JOURNEY BANK,2024-03-31,Usable adjacent outcome,True,Eligible
686,JOURNEY BANK,2024-06-30,Usable adjacent outcome,True,Eligible
686,JOURNEY BANK,2024-09-30,Usable adjacent outcome,True,Eligible
698,WAYNE BANK,2024-03-31,Usable adjacent outcome,True,Eligible
698,WAYNE BANK,2024-06-30,Usable adjacent outcome,True,Eligible
698,WAYNE BANK,2024-09-30,Usable adjacent outcome,True,Eligible
713,ORRSTOWN BANK,2024-03-31,Usable adjacent outcome,True,Eligible
713,ORRSTOWN BANK,2024-06-30,Usable adjacent outcome,True,Eligible
713,ORRSTOWN BANK,2024-09-30,Usable adjacent outcome,True,Eligible
737,APPLE CREEK BANKING CO,2024-03-31,Usable adjacent outcome,True,Eligible
737,APPLE CREEK BANKING CO,2024-06-30,Usable adjacent outcome,True,Eligible
737,APPLE CREEK BANKING CO,2024-09-30,Usable adjacent outcome,True,Eligible
763,MINSTER BANK,2024-03-31,Usable adjacent outcome,True,Eligible
763,MINSTER BANK,2024-06-30,Usable adjacent outcome,True,Eligible
763,MINSTER BANK,2024-09-30,Usable adjacent outcome,True,Eligible
