date,left,right,eligible,left_count,right_count,shared,left_share,right_share,jaccard,random_expected
2024-03-31,Low equity/assets,Autoencoder 99 without size,4518,452,452,93,0.20575221238938052,0.20575221238938052,0.11467324290998766,45.22000885347499
2024-03-31,Largest deposits,PCA,4518,452,452,52,0.11504424778761062,0.11504424778761062,0.06103286384976526,45.22000885347499
2024-03-31,Largest deposits,Isolation Forest 42,4518,452,452,108,0.23893805309734514,0.23893805309734514,0.135678391959799,45.22000885347499
2024-03-31,Largest deposits,Isolation Forest 7,4518,452,452,117,0.2588495575221239,0.2588495575221239,0.14866581956797967,45.22000885347499
2024-03-31,Largest deposits,Isolation Forest 99,4518,452,452,127,0.2809734513274336,0.2809734513274336,0.16344916344916344,45.22000885347499
2024-03-31,Largest deposits,Autoencoder 42,4518,452,452,50,0.11061946902654868,0.11061946902654868,0.0585480093676815,45.22000885347499
2024-03-31,Largest deposits,Autoencoder 7,4518,452,452,45,0.09955752212389381,0.09955752212389381,0.05238649592549476,45.22000885347499
2024-03-31,Largest deposits,Autoencoder 99,4518,452,452,50,0.11061946902654868,0.11061946902654868,0.0585480093676815,45.22000885347499
2024-03-31,Largest deposits,PCA without size,4518,452,452,42,0.09292035398230089,0.09292035398230089,0.048723897911832945,45.22000885347499
2024-03-31,Largest deposits,Isolation Forest 42 without size,4518,452,452,29,0.06415929203539823,0.06415929203539823,0.03314285714285714,45.22000885347499
2024-03-31,Largest deposits,Isolation Forest 7 without size,4518,452,452,28,0.061946902654867256,0.061946902654867256,0.0319634703196347,45.22000885347499
2024-03-31,Largest deposits,Isolation Forest 99 without size,4518,452,452,30,0.06637168141592921,0.06637168141592921,0.034324942791762014,45.22000885347499
2024-03-31,Largest deposits,Autoencoder 42 without size,4518,452,452,42,0.09292035398230089,0.09292035398230089,0.048723897911832945,45.22000885347499
2024-03-31,Largest deposits,Autoencoder 7 without size,4518,452,452,37,0.08185840707964602,0.08185840707964602,0.04267589388696655,45.22000885347499
2024-03-31,Largest deposits,Autoencoder 99 without size,4518,452,452,43,0.09513274336283185,0.09513274336283185,0.04994192799070848,45.22000885347499
2024-03-31,PCA,Isolation Forest 42,4518,452,452,172,0.3805309734513274,0.3805309734513274,0.23497267759562843,45.22000885347499
2024-03-31,PCA,Isolation Forest 7,4518,452,452,168,0.37168141592920356,0.37168141592920356,0.22826086956521738,45.22000885347499
2024-03-31,PCA,Isolation Forest 99,4518,452,452,165,0.36504424778761063,0.36504424778761063,0.2232746955345061,45.22000885347499
2024-03-31,PCA,Autoencoder 42,4518,452,452,330,0.7300884955752213,0.7300884955752213,0.5749128919860628,45.22000885347499
2024-03-31,PCA,Autoencoder 7,4518,452,452,305,0.6747787610619469,0.6747787610619469,0.5091819699499165,45.22000885347499
2024-03-31,PCA,Autoencoder 99,4518,452,452,336,0.7433628318584071,0.7433628318584071,0.5915492957746479,45.22000885347499
2024-03-31,PCA,PCA without size,4518,452,452,397,0.8783185840707964,0.8783185840707964,0.7830374753451677,45.22000885347499
2024-03-31,PCA,Isolation Forest 42 without size,4518,452,452,177,0.3915929203539823,0.3915929203539823,0.24346629986244842,45.22000885347499
2024-03-31,PCA,Isolation Forest 7 without size,4518,452,452,168,0.37168141592920356,0.37168141592920356,0.22826086956521738,45.22000885347499
2024-03-31,PCA,Isolation Forest 99 without size,4518,452,452,182,0.4026548672566372,0.4026548672566372,0.2520775623268698,45.22000885347499
2024-03-31,PCA,Autoencoder 42 without size,4518,452,452,327,0.7234513274336283,0.7234513274336283,0.5667244367417678,45.22000885347499
2024-03-31,PCA,Autoencoder 7 without size,4518,452,452,329,0.7278761061946902,0.7278761061946902,0.5721739130434783,45.22000885347499
2024-03-31,PCA,Autoencoder 99 without size,4518,452,452,305,0.6747787610619469,0.6747787610619469,0.5091819699499165,45.22000885347499
2024-03-31,Isolation Forest 42,Isolation Forest 7,4518,452,452,417,0.922566371681416,0.922566371681416,0.8562628336755647,45.22000885347499
2024-03-31,Isolation Forest 42,Isolation Forest 99,4518,452,452,409,0.9048672566371682,0.9048672566371682,0.8262626262626263,45.22000885347499
2024-03-31,Isolation Forest 42,Autoencoder 42,4518,452,452,182,0.4026548672566372,0.4026548672566372,0.2520775623268698,45.22000885347499
2024-03-31,Isolation Forest 42,Autoencoder 7,4518,452,452,185,0.4092920353982301,0.4092920353982301,0.2573018080667594,45.22000885347499
2024-03-31,Isolation Forest 42,Autoencoder 99,4518,452,452,185,0.4092920353982301,0.4092920353982301,0.2573018080667594,45.22000885347499
2024-03-31,Isolation Forest 42,PCA without size,4518,452,452,167,0.3694690265486726,0.3694690265486726,0.2265943012211669,45.22000885347499
2024-03-31,Isolation Forest 42,Isolation Forest 42 without size,4518,452,452,355,0.7853982300884956,0.7853982300884956,0.6466302367941712,45.22000885347499
2024-03-31,Isolation Forest 42,Isolation Forest 7 without size,4518,452,452,351,0.7765486725663717,0.7765486725663717,0.6347197106690777,45.22000885347499
2024-03-31,Isolation Forest 42,Isolation Forest 99 without size,4518,452,452,355,0.7853982300884956,0.7853982300884956,0.6466302367941712,45.22000885347499
2024-03-31,Isolation Forest 42,Autoencoder 42 without size,4518,452,452,180,0.39823008849557523,0.39823008849557523,0.24861878453038674,45.22000885347499
2024-03-31,Isolation Forest 42,Autoencoder 7 without size,4518,452,452,181,0.4004424778761062,0.4004424778761062,0.2503457814661134,45.22000885347499
2024-03-31,Isolation Forest 42,Autoencoder 99 without size,4518,452,452,189,0.41814159292035397,0.41814159292035397,0.26433566433566436,45.22000885347499
2024-03-31,Isolation Forest 7,Isolation Forest 99,4518,452,452,424,0.9380530973451328,0.9380530973451328,0.8833333333333333,45.22000885347499
2024-03-31,Isolation Forest 7,Autoencoder 42,4518,452,452,184,0.40707964601769914,0.40707964601769914,0.25555555555555554,45.22000885347499
2024-03-31,Isolation Forest 7,Autoencoder 7,4518,452,452,186,0.41150442477876104,0.41150442477876104,0.2590529247910863,45.22000885347499
2024-03-31,Isolation Forest 7,Autoencoder 99,4518,452,452,186,0.41150442477876104,0.41150442477876104,0.2590529247910863,45.22000885347499
2024-03-31,Isolation Forest 7,PCA without size,4518,452,452,160,0.35398230088495575,0.35398230088495575,0.21505376344086022,45.22000885347499
2024-03-31,Isolation Forest 7,Isolation Forest 42 without size,4518,452,452,346,0.7654867256637168,0.7654867256637168,0.6200716845878136,45.22000885347499
2024-03-31,Isolation Forest 7,Isolation Forest 7 without size,4518,452,452,346,0.7654867256637168,0.7654867256637168,0.6200716845878136,45.22000885347499
2024-03-31,Isolation Forest 7,Isolation Forest 99 without size,4518,452,452,352,0.7787610619469026,0.7787610619469026,0.6376811594202898,45.22000885347499
2024-03-31,Isolation Forest 7,Autoencoder 42 without size,4518,452,452,178,0.3938053097345133,0.3938053097345133,0.24517906336088155,45.22000885347499
2024-03-31,Isolation Forest 7,Autoencoder 7 without size,4518,452,452,177,0.3915929203539823,0.3915929203539823,0.24346629986244842,45.22000885347499
2024-03-31,Isolation Forest 7,Autoencoder 99 without size,4518,452,452,185,0.4092920353982301,0.4092920353982301,0.2573018080667594,45.22000885347499
2024-03-31,Isolation Forest 99,Autoencoder 42,4518,452,452,178,0.3938053097345133,0.3938053097345133,0.24517906336088155,45.22000885347499
2024-03-31,Isolation Forest 99,Autoencoder 7,4518,452,452,176,0.3893805309734513,0.3893805309734513,0.24175824175824176,45.22000885347499
2024-03-31,Isolation Forest 99,Autoencoder 99,4518,452,452,180,0.39823008849557523,0.39823008849557523,0.24861878453038674,45.22000885347499
2024-03-31,Isolation Forest 99,PCA without size,4518,452,452,157,0.3473451327433628,0.3473451327433628,0.2101740294511379,45.22000885347499
2024-03-31,Isolation Forest 99,Isolation Forest 42 without size,4518,452,452,337,0.745575221238938,0.745575221238938,0.5943562610229277,45.22000885347499
2024-03-31,Isolation Forest 99,Isolation Forest 7 without size,4518,452,452,335,0.7411504424778761,0.7411504424778761,0.5887521968365553,45.22000885347499
2024-03-31,Isolation Forest 99,Isolation Forest 99 without size,4518,452,452,341,0.754424778761062,0.754424778761062,0.605683836589698,45.22000885347499
2024-03-31,Isolation Forest 99,Autoencoder 42 without size,4518,452,452,173,0.3827433628318584,0.3827433628318584,0.23666210670314639,45.22000885347499
2024-03-31,Isolation Forest 99,Autoencoder 7 without size,4518,452,452,170,0.37610619469026546,0.37610619469026546,0.23160762942779292,45.22000885347499
2024-03-31,Isolation Forest 99,Autoencoder 99 without size,4518,452,452,177,0.3915929203539823,0.3915929203539823,0.24346629986244842,45.22000885347499
2024-03-31,Autoencoder 42,Autoencoder 7,4518,452,452,393,0.8694690265486725,0.8694690265486725,0.7690802348336595,45.22000885347499
2024-03-31,Autoencoder 42,Autoencoder 99,4518,452,452,407,0.9004424778761062,0.9004424778761062,0.8189134808853119,45.22000885347499
2024-03-31,Autoencoder 42,PCA without size,4518,452,452,302,0.668141592920354,0.668141592920354,0.5016611295681063,45.22000885347499
2024-03-31,Autoencoder 42,Isolation Forest 42 without size,4518,452,452,193,0.4269911504424779,0.4269911504424779,0.2714486638537271,45.22000885347499
2024-03-31,Autoencoder 42,Isolation Forest 7 without size,4518,452,452,185,0.4092920353982301,0.4092920353982301,0.2573018080667594,45.22000885347499
2024-03-31,Autoencoder 42,Isolation Forest 99 without size,4518,452,452,193,0.4269911504424779,0.4269911504424779,0.2714486638537271,45.22000885347499
2024-03-31,Autoencoder 42,Autoencoder 42 without size,4518,452,452,376,0.831858407079646,0.831858407079646,0.7121212121212122,45.22000885347499
2024-03-31,Autoencoder 42,Autoencoder 7 without size,4518,452,452,380,0.8407079646017699,0.8407079646017699,0.7251908396946565,45.22000885347499
2024-03-31,Autoencoder 42,Autoencoder 99 without size,4518,452,452,370,0.8185840707964602,0.8185840707964602,0.6928838951310862,45.22000885347499
2024-03-31,Autoencoder 7,Autoencoder 99,4518,452,452,389,0.8606194690265486,0.8606194690265486,0.7553398058252427,45.22000885347499
2024-03-31,Autoencoder 7,PCA without size,4518,452,452,276,0.6106194690265486,0.6106194690265486,0.4394904458598726,45.22000885347499
2024-03-31,Autoencoder 7,Isolation Forest 42 without size,4518,452,452,206,0.4557522123893805,0.4557522123893805,0.29512893982808025,45.22000885347499
2024-03-31,Autoencoder 7,Isolation Forest 7 without size,4518,452,452,195,0.4314159292035398,0.4314159292035398,0.2750352609308886,45.22000885347499
2024-03-31,Autoencoder 7,Isolation Forest 99 without size,4518,452,452,203,0.4491150442477876,0.4491150442477876,0.289586305278174,45.22000885347499
2024-03-31,Autoencoder 7,Autoencoder 42 without size,4518,452,452,377,0.834070796460177,0.834070796460177,0.715370018975332,45.22000885347499
2024-03-31,Autoencoder 7,Autoencoder 7 without size,4518,452,452,384,0.8495575221238938,0.8495575221238938,0.7384615384615385,45.22000885347499
2024-03-31,Autoencoder 7,Autoencoder 99 without size,4518,452,452,387,0.8561946902654868,0.8561946902654868,0.7485493230174082,45.22000885347499
2024-03-31,Autoencoder 99,PCA without size,4518,452,452,302,0.668141592920354,0.668141592920354,0.5016611295681063,45.22000885347499
2024-03-31,Autoencoder 99,Isolation Forest 42 without size,4518,452,452,191,0.4225663716814159,0.4225663716814159,0.26788218793828894,45.22000885347499
2024-03-31,Autoencoder 99,Isolation Forest 7 without size,4518,452,452,183,0.40486725663716816,0.40486725663716816,0.2538141470180305,45.22000885347499
2024-03-31,Autoencoder 99,Isolation Forest 99 without size,4518,452,452,197,0.4358407079646018,0.4358407079646018,0.27864214992927866,45.22000885347499
2024-03-31,Autoencoder 99,Autoencoder 42 without size,4518,452,452,370,0.8185840707964602,0.8185840707964602,0.6928838951310862,45.22000885347499
2024-03-31,Autoencoder 99,Autoencoder 7 without size,4518,452,452,373,0.8252212389380531,0.8252212389380531,0.7024482109227872,45.22000885347499
2024-03-31,Autoencoder 99,Autoencoder 99 without size,4518,452,452,369,0.8163716814159292,0.8163716814159292,0.6897196261682244,45.22000885347499
2024-03-31,PCA without size,Isolation Forest 42 without size,4518,452,452,171,0.37831858407079644,0.37831858407079644,0.23328785811732605,45.22000885347499
2024-03-31,PCA without size,Isolation Forest 7 without size,4518,452,452,164,0.36283185840707965,0.36283185840707965,0.22162162162162163,45.22000885347499
2024-03-31,PCA without size,Isolation Forest 99 without size,4518,452,452,175,0.38716814159292035,0.38716814159292035,0.24005486968449932,45.22000885347499
2024-03-31,PCA without size,Autoencoder 42 without size,4518,452,452,300,0.6637168141592921,0.6637168141592921,0.4966887417218543,45.22000885347499
2024-03-31,PCA without size,Autoencoder 7 without size,4518,452,452,300,0.6637168141592921,0.6637168141592921,0.4966887417218543,45.22000885347499
2024-03-31,PCA without size,Autoencoder 99 without size,4518,452,452,276,0.6106194690265486,0.6106194690265486,0.4394904458598726,45.22000885347499
2024-03-31,Isolation Forest 42 without size,Isolation Forest 7 without size,4518,452,452,426,0.9424778761061947,0.9424778761061947,0.891213389121339,45.22000885347499
2024-03-31,Isolation Forest 42 without size,Isolation Forest 99 without size,4518,452,452,422,0.9336283185840708,0.9336283185840708,0.8755186721991701,45.22000885347499
2024-03-31,Isolation Forest 42 without size,Autoencoder 42 without size,4518,452,452,198,0.43805309734513276,0.43805309734513276,0.2804532577903683,45.22000885347499
2024-03-31,Isolation Forest 42 without size,Autoencoder 7 without size,4518,452,452,208,0.46017699115044247,0.46017699115044247,0.2988505747126437,45.22000885347499
2024-03-31,Isolation Forest 42 without size,Autoencoder 99 without size,4518,452,452,215,0.4756637168141593,0.4756637168141593,0.31204644412191584,45.22000885347499
2024-03-31,Isolation Forest 7 without size,Isolation Forest 99 without size,4518,452,452,416,0.9203539823008849,0.9203539823008849,0.8524590163934426,45.22000885347499
2024-03-31,Isolation Forest 7 without size,Autoencoder 42 without size,4518,452,452,190,0.42035398230088494,0.42035398230088494,0.2661064425770308,45.22000885347499
2024-03-31,Isolation Forest 7 without size,Autoencoder 7 without size,4518,452,452,194,0.42920353982300885,0.42920353982300885,0.27323943661971833,45.22000885347499
2024-03-31,Isolation Forest 7 without size,Autoencoder 99 without size,4518,452,452,205,0.45353982300884954,0.45353982300884954,0.2932761087267525,45.22000885347499
2024-03-31,Isolation Forest 99 without size,Autoencoder 42 without size,4518,452,452,198,0.43805309734513276,0.43805309734513276,0.2804532577903683,45.22000885347499
2024-03-31,Isolation Forest 99 without size,Autoencoder 7 without size,4518,452,452,205,0.45353982300884954,0.45353982300884954,0.2932761087267525,45.22000885347499
2024-03-31,Isolation Forest 99 without size,Autoencoder 99 without size,4518,452,452,209,0.46238938053097345,0.46238938053097345,0.30071942446043165,45.22000885347499
2024-03-31,Autoencoder 42 without size,Autoencoder 7 without size,4518,452,452,391,0.8650442477876106,0.8650442477876106,0.7621832358674464,45.22000885347499
2024-03-31,Autoencoder 42 without size,Autoencoder 99 without size,4518,452,452,374,0.827433628318584,0.827433628318584,0.7056603773584905,45.22000885347499
2024-03-31,Autoencoder 7 without size,Autoencoder 99 without size,4518,452,452,390,0.8628318584070797,0.8628318584070797,0.7587548638132295,45.22000885347499
2024-06-30,Ridge,MLP,4501,451,451,219,0.48558758314855877,0.48558758314855877,0.3206442166910688,45.190179960008884
2024-06-30,Ridge,Low equity/assets,4501,451,451,141,0.31263858093126384,0.31263858093126384,0.18528252299605782,45.190179960008884
2024-06-30,Ridge,Largest deposits,4501,451,451,13,0.028824833702882482,0.028824833702882482,0.014623172103487065,45.190179960008884
2024-06-30,Ridge,PCA,4501,451,451,94,0.20842572062084258,0.20842572062084258,0.11633663366336634,45.190179960008884
2024-06-30,Ridge,Isolation Forest 42,4501,451,451,216,0.4789356984478936,0.4789356984478936,0.31486880466472306,45.190179960008884
2024-06-30,Ridge,Isolation Forest 7,4501,451,451,190,0.4212860310421286,0.4212860310421286,0.26685393258426965,45.190179960008884
2024-06-30,Ridge,Isolation Forest 99,4501,451,451,178,0.3946784922394678,0.3946784922394678,0.24585635359116023,45.190179960008884
2024-06-30,Ridge,Autoencoder 42,4501,451,451,113,0.25055432372505543,0.25055432372505543,0.1432192648922687,45.190179960008884
2024-06-30,Ridge,Autoencoder 7,4501,451,451,128,0.2838137472283814,0.2838137472283814,0.165374677002584,45.190179960008884
2024-06-30,Ridge,Autoencoder 99,4501,451,451,101,0.22394678492239467,0.22394678492239467,0.12609238451935081,45.190179960008884
2024-06-30,Ridge,PCA without size,4501,451,451,97,0.21507760532150777,0.21507760532150777,0.12049689440993788,45.190179960008884
2024-06-30,Ridge,Isolation Forest 42 without size,4501,451,451,243,0.5388026607538803,0.5388026607538803,0.36874051593323215,45.190179960008884
2024-06-30,Ridge,Isolation Forest 7 without size,4501,451,451,246,0.5454545454545454,0.5454545454545454,0.375,45.190179960008884
2024-06-30,Ridge,Isolation Forest 99 without size,4501,451,451,237,0.5254988913525499,0.5254988913525499,0.35639097744360904,45.190179960008884
2024-06-30,Ridge,Autoencoder 42 without size,4501,451,451,116,0.2572062084257206,0.2572062084257206,0.1475826972010178,45.190179960008884
2024-06-30,Ridge,Autoencoder 7 without size,4501,451,451,127,0.28159645232815966,0.28159645232815966,0.1638709677419355,45.190179960008884
2024-06-30,Ridge,Autoencoder 99 without size,4501,451,451,141,0.31263858093126384,0.31263858093126384,0.18528252299605782,45.190179960008884
2024-06-30,MLP,Low equity/assets,4501,451,451,144,0.31929046563192903,0.31929046563192903,0.18997361477572558,45.190179960008884
2024-06-30,MLP,Largest deposits,4501,451,451,15,0.03325942350332594,0.03325942350332594,0.016910935738444193,45.190179960008884
2024-06-30,MLP,PCA,4501,451,451,95,0.2106430155210643,0.2106430155210643,0.11771995043370508,45.190179960008884
2024-06-30,MLP,Isolation Forest 42,4501,451,451,176,0.3902439024390244,0.3902439024390244,0.24242424242424243,45.190179960008884
2024-06-30,MLP,Isolation Forest 7,4501,451,451,161,0.35698447893569846,0.35698447893569846,0.21727395411605938,45.190179960008884
2024-06-30,MLP,Isolation Forest 99,4501,451,451,155,0.3436807095343681,0.3436807095343681,0.2074966532797858,45.190179960008884
2024-06-30,MLP,Autoencoder 42,4501,451,451,115,0.2549889135254989,0.2549889135254989,0.14612452350698857,45.190179960008884
2024-06-30,MLP,Autoencoder 7,4501,451,451,124,0.2749445676274945,0.2749445676274945,0.15938303341902313,45.190179960008884
2024-06-30,MLP,Autoencoder 99,4501,451,451,109,0.24168514412416853,0.24168514412416853,0.13745271122320302,45.190179960008884
2024-06-30,MLP,PCA without size,4501,451,451,100,0.22172949002217296,0.22172949002217296,0.12468827930174564,45.190179960008884
2024-06-30,MLP,Isolation Forest 42 without size,4501,451,451,189,0.4190687361419069,0.4190687361419069,0.2650771388499299,45.190179960008884
2024-06-30,MLP,Isolation Forest 7 without size,4501,451,451,188,0.41685144124168516,0.41685144124168516,0.26330532212885155,45.190179960008884
2024-06-30,MLP,Isolation Forest 99 without size,4501,451,451,186,0.4124168514412417,0.4124168514412417,0.25977653631284914,45.190179960008884
2024-06-30,MLP,Autoencoder 42 without size,4501,451,451,121,0.2682926829268293,0.2682926829268293,0.15492957746478872,45.190179960008884
2024-06-30,MLP,Autoencoder 7 without size,4501,451,451,123,0.2727272727272727,0.2727272727272727,0.15789473684210525,45.190179960008884
2024-06-30,MLP,Autoencoder 99 without size,4501,451,451,133,0.29490022172949004,0.29490022172949004,0.1729518855656697,45.190179960008884
2024-06-30,Low equity/assets,Largest deposits,4501,451,451,21,0.04656319290465632,0.04656319290465632,0.02383654937570942,45.190179960008884
2024-06-30,Low equity/assets,PCA,4501,451,451,21,0.04656319290465632,0.04656319290465632,0.02383654937570942,45.190179960008884
2024-06-30,Low equity/assets,Isolation Forest 42,4501,451,451,69,0.15299334811529933,0.15299334811529933,0.08283313325330131,45.190179960008884
2024-06-30,Low equity/assets,Isolation Forest 7,4501,451,451,66,0.14634146341463414,0.14634146341463414,0.07894736842105263,45.190179960008884
2024-06-30,Low equity/assets,Isolation Forest 99,4501,451,451,52,0.11529933481152993,0.11529933481152993,0.0611764705882353,45.190179960008884
2024-06-30,Low equity/assets,Autoencoder 42,4501,451,451,50,0.11086474501108648,0.11086474501108648,0.05868544600938967,45.190179960008884
2024-06-30,Low equity/assets,Autoencoder 7,4501,451,451,81,0.17960088691796008,0.17960088691796008,0.09866017052375152,45.190179960008884
2024-06-30,Low equity/assets,Autoencoder 99,4501,451,451,39,0.08647450110864745,0.08647450110864745,0.04519119351100811,45.190179960008884
2024-06-30,Low equity/assets,PCA without size,4501,451,451,21,0.04656319290465632,0.04656319290465632,0.02383654937570942,45.190179960008884
2024-06-30,Low equity/assets,Isolation Forest 42 without size,4501,451,451,94,0.20842572062084258,0.20842572062084258,0.11633663366336634,45.190179960008884
2024-06-30,Low equity/assets,Isolation Forest 7 without size,4501,451,451,97,0.21507760532150777,0.21507760532150777,0.12049689440993788,45.190179960008884
2024-06-30,Low equity/assets,Isolation Forest 99 without size,4501,451,451,91,0.2017738359201774,0.2017738359201774,0.11220715166461159,45.190179960008884
2024-06-30,Low equity/assets,Autoencoder 42 without size,4501,451,451,68,0.15077605321507762,0.15077605321507762,0.0815347721822542,45.190179960008884
2024-06-30,Low equity/assets,Autoencoder 7 without size,4501,451,451,89,0.1973392461197339,0.1973392461197339,0.10947109471094711,45.190179960008884
2024-06-30,Low equity/assets,Autoencoder 99 without size,4501,451,451,99,0.21951219512195122,0.21951219512195122,0.1232876712328767,45.190179960008884
2024-06-30,Largest deposits,PCA,4501,451,451,46,0.10199556541019955,0.10199556541019955,0.053738317757009345,45.190179960008884
