CERT,NAME,date,Ridge,MLP,Low equity/assets,Largest deposits,PCA,Isolation Forest 42,Isolation Forest 7,Isolation Forest 99,Autoencoder 42,Autoencoder 7,Autoencoder 99,PCA without size,Isolation Forest 42 without size,Isolation Forest 7 without size,Isolation Forest 99 without size,Autoencoder 42 without size,Autoencoder 7 without size,Autoencoder 99 without size
9712,ROCKLAND TRUST CO,2024-03-31,-0.034037262,-0.024664205,-0.1510365999940296,15095349,0.019133801879646063,0.4637548699842442,0.47813171977879204,0.48346584241856777,0.06438971879326642,0.051654917881725604,0.054660255841914016,0.013855023307905105,0.3871431943225089,0.3943200445029125,0.38020554996682415,0.044670413623445274,0.046279657299855094,0.043517593194899146
9712,ROCKLAND TRUST CO,2024-06-30,-0.03405043,-0.025385873,-0.1511371767999161,15481757,0.013159037461830725,0.46315912933964537,0.4763341456938696,0.48418680769528916,0.04736917743222967,0.0409728827404731,0.03927646708516087,0.007517038764453438,0.39160286709304165,0.39440435075934,0.3818058765046265,0.03757337041764722,0.02327287837232614,0.030364632211543986
9712,ROCKLAND TRUST CO,2024-09-30,-0.033811804,-0.023369292,-0.1530843403850387,15532683,0.009524475019424264,0.4650278326303843,0.48089324866952227,0.48464890763891694,0.03768868011814664,0.03245013710346656,0.021924698963868422,0.005464036216736285,0.39395211903958993,0.39329731536635015,0.3833041323551729,0.02907881522162566,0.027485576113174377,0.023782843315775945
9719,OXFORD BANK,2024-03-31,-0.016287843,-0.027187034,-0.1041625149461937,781949,0.05970302240029927,0.38813966563207586,0.4052113126952385,0.3905241750964914,0.11526979539476509,0.09338688262471834,0.1033447823537513,0.07182824466396079,0.3842554414228998,0.3889982006241034,0.38329520072413864,0.1141246397532724,0.12347178871654232,0.10808854093686514
9719,OXFORD BANK,2024-06-30,-0.0223709,-0.020517208,-0.11513085791942484,705458,0.07142072434180005,0.3938605688725578,0.40393174358148687,0.39400217900818646,0.16811745530236716,0.1316980691557252,0.14813690807795823,0.07640033438622668,0.38648132492863824,0.3893797374962515,0.38776632234212116,0.1239616060530056,0.17291936881355163,0.17601553502683548
9719,OXFORD BANK,2024-09-30,-0.019922053,-0.020679973,-0.11384168588995396,759556,0.04679086910126558,0.3857825080156072,0.39291555331604694,0.3898160538089103,0.14763002563620625,0.13137220086979767,0.15805242404624437,0.04817860287339001,0.38762455343977764,0.3867335905858456,0.38733949128880524,0.1410751884516478,0.13262102124449557,0.14708728431233964
9727,CONCORDE BANK,2024-03-31,-0.014521385,-0.0069431695,-0.09279004018915527,71034,0.15013954028939058,0.4339676411470981,0.43439188391202976,0.42785203189795606,0.2106075188060726,0.20941135968909336,0.23673662389317118,0.187019806426782,0.4593296999383499,0.43856923333999265,0.4585834820409497,0.2788482172226293,0.30674552486891604,0.2845309379030421
9727,CONCORDE BANK,2024-06-30,-0.019007197,-0.020701705,-0.09628659842894549,67834,0.1331483757807019,0.4250227154576633,0.42416457628839777,0.4149749383155664,0.197399424560408,0.18104707235226786,0.21696481824032468,0.1669331945815966,0.44514388157446266,0.4361150660128827,0.44379122739539006,0.24383927025002777,0.26100573972501373,0.2709944632112241
9727,CONCORDE BANK,2024-09-30,-0.021636179,-0.024897484,-0.10271825772109487,65898,0.11604880418874734,0.4072834515330472,0.42020066428563685,0.4086287588015848,0.17237227597741742,0.16198725783063633,0.18209820749376376,0.14403925914959,0.4251008481638818,0.4251305501534695,0.42929946066002306,0.23949743368679377,0.24353036771499129,0.22960630052904105
9728,FIRST SECURITY BANK,2024-03-31,-0.01818362,-0.019306114,-0.06418911222653373,95410,0.007345388818366309,0.387419239152305,0.3958710902919048,0.38729834574136957,0.034718824797237355,0.04618621775824039,0.02393523266604043,0.007178737956424087,0.40443654302413046,0.40533662902622003,0.4071327634398427,0.06087926126770617,0.05696226991178474,0.06622658229861561
9728,FIRST SECURITY BANK,2024-06-30,-0.0177754,-0.0011798835,-0.06301077196599585,112959,0.04457478401265229,0.40047231496938746,0.4041934520923805,0.39459542104821405,0.11171206136270737,0.1058989430933271,0.08105018168029306,0.03524497904196745,0.41056031864747805,0.4184791265856809,0.42247043200629114,0.1278789541375296,0.11775841649294766,0.15521699086763185
9728,FIRST SECURITY BANK,2024-09-30,-0.018531887,-0.011797875,-0.06521971255490144,112848,0.042439161468693455,0.4003939115809333,0.3996761147605922,0.39716801251903927,0.12026532356147608,0.12354559234261545,0.10664885720158095,0.05284186304843734,0.4182905568158258,0.4211485569684744,0.4255018245320245,0.12357268869457913,0.1723167181418564,0.21843782966286202
9733,VANTAGE BANK,2024-03-31,-0.02444677,-0.029420704,-0.09075186460569187,58353,0.04423187638232533,0.40684485897813655,0.40553683393003126,0.4090846110391165,0.10134345429129699,0.10740979304132785,0.09948750031070483,0.05617942673809612,0.41287201530553697,0.4126617421641225,0.4025575190587407,0.14384942391170563,0.12119129407788884,0.12169066666102449
9733,VANTAGE BANK,2024-06-30,-0.026167989,-0.036901392,-0.08762832045719124,53166,0.07103300036271536,0.421778731349004,0.4153207617975171,0.4180537982570521,0.08491643293252317,0.10593210175858388,0.13210212606358648,0.06407032193941004,0.4170467965204902,0.42362885021430097,0.40651188238843466,0.15198253443880377,0.15688906781830536,0.11598137714215562
9733,VANTAGE BANK,2024-09-30,-0.026845207,-0.04101639,-0.08675812150428426,57626,0.064535736589261,0.42070181782497645,0.4276879142110371,0.4272470930752524,0.11378563196600848,0.12333718915074317,0.11441803593814867,0.06112277754744374,0.42438198895189716,0.43820817235480963,0.4181025781640045,0.1487203529738107,0.13200300502766726,0.1430074997517141
9735,STATE BANK OF NEW RICHLAND,2024-03-31,-0.02673732,-0.030662399,-0.09618082753040619,79669,0.010203492882192064,0.4233649551690706,0.4377524414173488,0.4302024793677642,0.10475179961821963,0.1566083979422787,0.116261346302773,0.014019129575109122,0.45065452576662657,0.44987223265602494,0.43303218960203804,0.14425014361161187,0.16357145856430685,0.1844136272791349
9735,STATE BANK OF NEW RICHLAND,2024-06-30,-0.025314769,-0.03394777,-0.0924475317765297,74602,0.02038655956621056,0.4214333562789463,0.4364230164220647,0.43511601484748574,0.09860727876686234,0.12344045374894166,0.11059986097200325,0.020033794653003097,0.44713007034836555,0.4505115438828367,0.43468043669154693,0.12024047597897372,0.1730330843871197,0.1671548645797784
9735,STATE BANK OF NEW RICHLAND,2024-09-30,-0.026558211,-0.029405555,-0.09567450484895226,76037,0.029962170481264906,0.4222535433301554,0.44097541448074273,0.4347357274319773,0.10548176075582291,0.12223385079592371,0.10583518544881335,0.009382956956152318,0.448308433458108,0.4521022919602317,0.4322338616290087,0.1314044532721259,0.16339447963234272,0.20080872798076466
9737,MIDWEST BANK,2024-03-31,-0.02772173,-0.037622657,-0.10151802396620403,623392,0.07563770362752932,0.3712196709595698,0.3793765780013633,0.3756874269014727,0.09348891695843356,0.08593039547264378,0.10577771077066803,0.09240571813177301,0.37517833067596007,0.38132535910672594,0.3764879798269668,0.10913827567668496,0.11228036202636782,0.11696694573357513
9737,MIDWEST BANK,2024-06-30,-0.02746456,-0.035601895,-0.09708584242616036,624587,0.053546321444605895,0.37234971080924273,0.3745787649545383,0.3783216092253857,0.0735378994981617,0.06833056102961173,0.08060358924384606,0.06439238062859384,0.37678199039131344,0.38179653102718075,0.37427289796938107,0.09198055774993676,0.08016516725899751,0.08785203965475258
9737,MIDWEST BANK,2024-09-30,-0.029007673,-0.04433355,-0.10060061585991728,669330,0.028802270281022484,0.3725395083337898,0.38171528502171337,0.37834168671468954,0.05339923905274461,0.048543043068199,0.061797482676866376,0.033923826929693146,0.3757259527681289,0.3815161142086313,0.3748956732801371,0.06333382519161199,0.05988957626902884,0.058784595157116794
9745,HOME STATE BANK,2024-03-31,-0.008923473,0.00023376817,-0.050173564218760944,173074,0.030490625232277337,0.42816343188023853,0.43221237269371376,0.4125993775855894,0.11589173914514192,0.15426905596678028,0.09305722434330735,0.024538638547762656,0.46179417403607365,0.461734449213318,0.4530550716047016,0.15000334006601965,0.2006635891998032,0.242328117799133
9745,HOME STATE BANK,2024-06-30,-0.009040923,-0.008000434,-0.04655848290683329,173318,0.02315340179076213,0.42851353180970153,0.43396810599913066,0.41170090069674425,0.11308705826336474,0.15154691071740217,0.090469369505767,0.028799962792229794,0.45790203455366435,0.45832703702740557,0.4557099320312604,0.15669717918463275,0.2050726006551215,0.2191785860596145
9745,HOME STATE BANK,2024-09-30,-0.009847602,-0.011329258,-0.06148341712440671,171602,0.020298529619429607,0.42486327854898676,0.42593017319533627,0.4105348016619886,0.09917758861024607,0.12170399944983216,0.0902354040415962,0.02285472927581011,0.44777575010562926,0.44657908540101826,0.44532148689547624,0.15308165575971538,0.1702371019941526,0.17371595608678533
9746,NORTHWESTERN BANK NA,2024-03-31,-0.014555184,-0.002955414,-0.09900731927692578,146194,0.014819055001557882,0.35633884581943465,0.3605221912336137,0.36264542876912104,0.05049016503917585,0.04663806753900444,0.048023646541536444,0.017768734144465136,0.37370418002573524,0.3723480567309746,0.3656452229914904,0.0618537003342556,0.04729723246794466,0.04546709007340607
9746,NORTHWESTERN BANK NA,2024-06-30,-0.01842164,-0.018923294,-0.10395348102265904,139280,0.013700210042118776,0.3535964095147727,0.36395714472312135,0.3648362590256115,0.049930804925373766,0.04660859394169629,0.055446187527685396,0.01701724299140813,0.3693594871470342,0.3714323692348873,0.36972609491383734,0.04654355047892132,0.0628253550758936,0.06271465867867657
9746,NORTHWESTERN BANK NA,2024-09-30,-0.01710474,-1.3179698e-05,-0.10734018853913635,139110,0.014584381470711663,0.35947847701815866,0.3641830866967397,0.362869021110594,0.058982306607816004,0.0549346713372319,0.05764109925653902,0.01808874019307658,0.36692911917179866,0.37514312105832465,0.36718378190907824,0.07144642169079067,0.05240331838852463,0.06798902764380273
9747,VERGAS STATE BANK,2024-03-31,-0.0057310625,0.0076708104,-0.14148145435904946,46723,0.018789333457483105,0.4209920057562922,0.41650819521907684,0.41460706479214116,0.025914912690105818,0.026398760615770935,0.02385587287771326,0.024082040813660673,0.426547363671298,0.4309851591348605,0.4182350671773119,0.03525375119799864,0.035076837069669534,0.03097100209617276
9747,VERGAS STATE BANK,2024-06-30,-0.0065700705,0.0026055828,-0.13498401096391047,47179,0.016081339241206416,0.4180730238524555,0.4124710241138847,0.41466965687816937,0.025422734864205772,0.01797405379290077,0.021684684396589986,0.020831151024792067,0.4219488307583419,0.42422390000556254,0.41826153653116366,0.03071572290453541,0.03316280650104947,0.029388818797732804
9747,VERGAS STATE BANK,2024-09-30,-0.008778396,-0.0030960413,-0.14071970731174577,46992,0.0169411819399455,0.4202013383302829,0.4113386700513963,0.4113713920936987,0.02264026842862818,0.021299035584356717,0.020030812406109096,0.01806655888956892,0.4176553662384032,0.4133340325020711,0.41122517373179845,0.027347386009975577,0.030592230629210855,0.02918797527018778
9751,21ST CENTURY BANK,2024-03-31,-0.02229148,-0.0014463807,-0.09313637089668747,615440,0.07207417037030193,0.37713526600039865,0.3807278348505101,0.37729232930130324,0.09952184649586847,0.11078745922143984,0.10262488962224263,0.08763669714112816,0.37947787800244476,0.390699156309741,0.3844148789175236,0.11875855961951882,0.11675392658626371,0.11809079757774318
9751,21ST CENTURY BANK,2024-06-30,-0.025301285,-0.03294178,-0.10077391310235559,572061,0.04964361811597992,0.38430883019221207,0.3867503866608345,0.38675213352551036,0.12279182347875758,0.12733231516923543,0.13128643606249607,0.0576683439036591,0.3862960613702382,0.3992297731681863,0.3896754306447126,0.08848026415022614,0.10597100633412976,0.17326500009843246
