CERT,date,method,log_deposits,cash_ratio,loan_ratio,equity_ratio,prior_growth
105,2024-03-31,PCA,0.001327520265845517,0.022823844433462286,0.5667896547527749,0.1933072542487584,0.21575172629915884
105,2024-06-30,PCA,0.0022564829953353274,0.031128600278709298,0.4104953859214711,0.20230789825228643,0.3538116325521978
105,2024-09-30,PCA,0.002764022944555179,0.076426661770301,0.21470539775319608,0.18284652047267416,0.5232573970592735
107,2024-03-31,PCA,0.0006549638185490304,0.05153265848253616,0.34068683740897643,0.16862760780396824,0.43849793248597013
107,2024-06-30,PCA,0.0011250738614975633,0.04408013989984835,0.28448866405179946,0.11497283787599047,0.555333284310864
107,2024-09-30,PCA,0.002007950378173547,0.04843951435265795,0.27671694242931477,0.36547701688429,0.3073585759555637
109,2024-03-31,PCA,0.0009166790467871883,0.16930054300072375,0.10823900740671492,0.19445155924542437,0.5270922113003498
109,2024-06-30,PCA,0.001033171329396702,0.18621879945229747,0.12632245052703903,0.1154946312445171,0.5709309474467497
109,2024-09-30,PCA,0.002169003934198944,0.2637379102760351,0.1697350469989618,0.10761510858827639,0.45674293020252776
110,2024-03-31,PCA,0.0025450166609157273,0.04415349505776521,0.13132269044408246,0.1166680274549566,0.7053107703822801
110,2024-06-30,PCA,0.002333082187177225,0.10087682422928859,0.1904612921340005,0.16999112768399294,0.5363376737655408
110,2024-09-30,PCA,0.0028707497793539587,0.11537386684162161,0.1269045738196945,0.1320620533162306,0.6227887562430993
131,2024-03-31,PCA,0.0051141028269364765,0.06485114508625642,0.03974112637783837,0.03030689958161979,0.8599867261273489
131,2024-06-30,PCA,0.004392327474673903,0.015331072960631496,0.01872444845991371,0.03563467392601479,0.9259174771787662
131,2024-09-30,PCA,0.004300862741527276,0.017843512371475165,0.006498295106838289,0.02707709129079611,0.9442802384893632
