CERT,date,method,log_deposits,cash_ratio,loan_ratio,equity_ratio,prior_growth
19674,2024-06-30,PCA,0.0016178729683394505,0.32916461641307126,0.37343019208175826,0.004740366988032666,0.2910469515487982
19674,2024-09-30,PCA,0.0017084653449679034,0.35312112045478633,0.38405090376557105,0.004798603151588283,0.2563209072830864
19679,2024-03-31,PCA,0.001402994206104086,0.11740166169839043,0.30493246177800537,0.037084065816179,0.539178816501321
19679,2024-06-30,PCA,0.0012846411225152943,0.08595457681884872,0.25974700017071384,0.051433800652041756,0.6015799812358803
19679,2024-09-30,PCA,0.001581450362953679,0.19356032999588899,0.3813343638080955,0.17721518757181065,0.2463086682612512
19680,2024-03-31,PCA,0.0006112724653354941,0.5295801585155403,0.19589261602690028,0.018540196424732536,0.2553757565674915
19680,2024-06-30,PCA,0.0015228583884012467,0.5191315984129646,0.16094879175106358,0.030801889240350787,0.28759486220721986
19680,2024-09-30,PCA,0.0011354324532740418,0.434267194924099,0.13353233121867394,0.033280716550211316,0.39778432485374177
19681,2024-03-31,PCA,0.0005519718176879521,0.2814806394270375,0.08261751792333018,0.05908456480607729,0.5762653060258672
19681,2024-06-30,PCA,0.0006907580144279597,0.440085673894472,0.09848131651879273,0.059279133760810225,0.4014631178114971
19681,2024-09-30,PCA,0.0014692625345627264,0.45251172640419585,0.08852401326299145,0.06691381263147972,0.3905811851667704
19687,2024-03-31,PCA,0.0009562797016484679,0.3513288467906471,0.05647067319631746,0.3086802262503392,0.28256397406104783
19687,2024-06-30,PCA,0.001601800214695735,0.416949389261413,0.039154705727817214,0.2408080890988113,0.3014860156972628
19687,2024-09-30,PCA,0.0021454251226510814,0.43109520239219684,0.03490604254110913,0.182957222530125,0.3488961074139179
19689,2024-03-31,PCA,0.00036077966406586527,0.18910372160203465,0.6346004112512008,0.11801493539527232,0.05792015208742638
19689,2024-06-30,PCA,0.0008559889624730931,0.2104765491100421,0.5716925711318869,0.1589351625447306,0.058039728250867506
19689,2024-09-30,PCA,0.0011893431388939391,0.19008008883871572,0.4589893964522896,0.14756115383844837,0.2021800177316523
19690,2024-03-31,PCA,0.0046281263527808945,0.08638333094219662,0.03807032102690331,0.0525403148059527,0.8183779068721665
19690,2024-06-30,PCA,0.0030349584820109875,0.03164795664105403,0.015347298661791582,0.023746273346511897,0.9262235128686316
19690,2024-09-30,PCA,0.004185039852182123,0.012840132946150069,0.0056330238657532,0.02290823560132978,0.9544335677345848
19700,2024-03-31,PCA,0.0034722484531585726,0.2762034659626304,0.045087417166245806,0.03639897603685161,0.6388378923811137
19700,2024-06-30,PCA,0.0036217890500665154,0.33975401493748464,0.03482979318579421,0.02139127968360039,0.6004031231430542
19700,2024-09-30,PCA,0.003558679299496105,0.27031263199423294,0.019430685916578844,0.016546392600322295,0.6901516101893699
19716,2024-03-31,PCA,0.0014415258646755206,0.44498509386278423,0.08068379653764254,0.11222887971637377,0.36066070401852396
19716,2024-06-30,PCA,0.0024247748695833196,0.07588345993949595,0.06231635116861132,0.16054713362380632,0.6988282803985031
19716,2024-09-30,PCA,0.0022156360303461865,0.1747464953902699,0.05140900874314796,0.4034331034141846,0.3681957564220514
19720,2024-03-31,PCA,0.0005032809291096316,0.6354381252030179,0.20546232341714837,0.008640388401674026,0.14995588204905005
19720,2024-06-30,PCA,0.0012033996440375327,0.5995199769627626,0.1981092071908327,0.01055222702707722,0.19061518917528988
19720,2024-09-30,PCA,0.0013982766046304704,0.5340496056850867,0.1776634033042111,0.01049114243554743,0.2763975719705242
19742,2024-03-31,PCA,0.0010325926169472953,0.5728169895374305,0.06218250606710218,0.009669526832242615,0.35429838494627747
19742,2024-06-30,PCA,0.001717114366252095,0.49845910537593674,0.10793051278703938,0.023866318118117874,0.3680269493526539
19742,2024-09-30,PCA,0.0022903245452428715,0.40602404676406895,0.06457011303100776,0.017297391838269855,0.5098181238214106
19744,2024-03-31,PCA,0.0006877419537559053,0.5978239109921958,0.07288225218539895,0.11434894082645801,0.21425715404219145
19744,2024-06-30,PCA,0.0005595318005849727,0.5053451148583828,0.19164754180367263,0.1887860945507696,0.11366171698658986
19744,2024-09-30,PCA,0.0012289570143740967,0.120007349881762,0.12898516640537233,0.16208926988375225,0.5876892568147393
19749,2024-03-31,PCA,0.003261778436418771,0.04613553169653704,0.22089015542936374,0.08951005455193584,0.6402024798857445
19749,2024-06-30,PCA,0.0029970971028001623,0.027154013984923293,0.231124602546015,0.1400517786938844,0.5986725076723771
19755,2024-03-31,PCA,0.0018533526386621938,0.033247126410841946,0.6709905960992953,0.009949971397836776,0.28395895345336375
19755,2024-06-30,PCA,0.002940005390571948,0.0561216011024968,0.4590254978340659,0.006002513643040019,0.47591038202982533
19755,2024-09-30,PCA,0.003367495122727948,0.1482030768224077,0.24157690091314485,0.018317188042738665,0.5885353390989808
19772,2024-03-31,PCA,0.0013995808144287695,0.14314315688121151,0.03728495177671348,0.0629588758140559,0.7552134347135904
19772,2024-06-30,PCA,0.0020881769114801693,0.09106892883304865,0.030855272172257045,0.014224874616996102,0.8617627474662181
19772,2024-09-30,PCA,0.0011821409396745234,0.2078865742720842,0.08010907299455497,0.045532504495469674,0.6652897072982166
19774,2024-03-31,PCA,0.0006569401941744399,0.8297990253512295,0.019589527729360668,0.002883421151090671,0.14707108557414458
19774,2024-06-30,PCA,0.0004153809016588881,0.8788651979457953,0.005806761918491901,0.002163442643771339,0.11274921659028252
19774,2024-09-30,PCA,0.0008127109621056077,0.8449536656142687,0.005963532309500944,0.001450875000612495,0.14681921611351226
19788,2024-03-31,PCA,0.0006673780527786799,0.3386236261352189,0.39075665904018336,0.0434314544336795,0.22652088233813955
19788,2024-06-30,PCA,0.0026004706996450725,0.10214727057146748,0.30242324713646823,0.06772206658432028,0.5251069450080988
19788,2024-09-30,PCA,0.002285842559229386,0.08629325417389698,0.1638981164697987,0.09950838685280981,0.6480143999442651
19795,2024-03-31,PCA,0.0018781728596567707,0.12606663900157336,0.21705230793681254,0.08041987092933199,0.5745830092726254
19795,2024-06-30,PCA,0.0017098585886810862,0.15442804464742751,0.2554176872365728,0.06168378724022351,0.526760622287095
19795,2024-09-30,PCA,0.0002609057919837389,0.3177497384698728,0.5444236268640602,0.11223657541668608,0.025329153457397193
19796,2024-03-31,PCA,0.002418777889191756,0.4097631293321523,0.059935002735382284,0.012586651547445099,0.5152964384958287
19796,2024-06-30,PCA,0.001005075139116327,0.26508032914970114,0.03666382758015672,0.006266176431879821,0.690984591699146
19796,2024-09-30,PCA,0.00271970455384845,0.04246800039404063,0.013018994479945386,0.003029811033099287,0.9387634895390662
19800,2024-03-31,PCA,0.0001555806816291275,0.8634165704275477,0.09510114410338548,0.014610246540267241,0.02671645824717049
19800,2024-06-30,PCA,0.00025589509968634817,0.8463366501713813,0.08482703106813799,0.016621878424888034,0.05195854523590647
19800,2024-09-30,PCA,0.00025580895003585576,0.8062312251306252,0.09083288616059858,0.023011377194866577,0.07966870256387389
19809,2024-03-31,PCA,0.002355819440836499,0.11813361951854512,0.0834632886639755,0.024573186018824425,0.7714740863578184
19809,2024-06-30,PCA,0.00123593474068097,0.29810187020203144,0.3276683238741177,0.03831147928327676,0.33468239189989313
19809,2024-09-30,PCA,0.002955631842809554,0.14767732989590854,0.20896775445991717,0.03336452411032678,0.6070347596910379
19819,2024-03-31,PCA,0.0015160665712558193,0.5465796291686931,0.05087672688371446,0.007744161040768186,0.3932834163355685
19819,2024-06-30,PCA,0.002140065612393258,0.4379604435788118,0.013232013785596951,0.007271597761682855,0.5393958792615152
19819,2024-09-30,PCA,0.000253361934933887,0.758260586886542,0.016859745914981038,0.0034838914110293566,0.22114241385251374
19827,2024-03-31,PCA,0.00037242961121524375,0.6759126865369881,0.2373925931501907,0.011262138446996828,0.07506015225460913
19827,2024-06-30,PCA,0.0009625237981419429,0.5008480603020956,0.25700480901186096,0.016084389447627676,0.2251002174402738
19827,2024-09-30,PCA,0.0001685293736557829,0.5069351277462498,0.30696011639010645,0.02531470560262618,0.16062152088736173
19836,2024-03-31,PCA,0.0029210389428066387,0.17968800529167103,0.042374937512158976,0.26538311873649356,0.5096328995168696
19836,2024-06-30,PCA,0.0020827345856488004,0.09469620226443716,0.013516936375995105,0.33227817637942214,0.5574259503944969
19836,2024-09-30,PCA,0.001395487977666689,0.1765355101130464,0.07166353537377174,0.3725082180368984,0.37789724849861667
19850,2024-03-31,PCA,0.0035128223633621356,0.028305532686797644,0.14779486696253177,0.021779766112343217,0.7986070118749652
19850,2024-06-30,PCA,0.004099920188150972,0.034801694767393095,0.11771478593875827,0.0300388365166606,0.813344762589037
19850,2024-09-30,PCA,0.004363611805837093,0.06085765056825821,0.1261399968117097,0.034197419254409826,0.7744413215597852
19899,2024-03-31,PCA,0.001977893848124486,0.11766185133159313,0.035176744336604726,0.011204455659904638,0.8339790548237731
19899,2024-06-30,PCA,0.0014375650574034167,0.12968066328851693,0.03908691195256606,0.011407513858795926,0.8183873458427177
19899,2024-09-30,PCA,0.002559061995177893,0.11229030969810594,0.011780523261835868,0.02628905340067265,0.8470810516442075
19904,2024-03-31,PCA,0.0004492131912054429,0.7805166516240516,0.019254328036092814,0.03769889113187878,0.16208091601677135
19904,2024-06-30,PCA,0.0003261494892905804,0.8483220880215216,0.006072725932348962,0.036820127617745564,0.10845890893909331
19904,2024-09-30,PCA,0.0005797032788198247,0.8504220921296703,0.005133825003789544,0.04787886106903963,0.09598551851868065
19953,2024-03-31,PCA,0.0022395794116966904,0.06520084039336121,0.3334580101626023,0.1747794548019881,0.4243221152303517
19977,2024-03-31,PCA,0.0011700404595749825,0.543988297785992,0.1215823671528073,0.013955868112840053,0.3193034264887857
19977,2024-06-30,PCA,0.0007403235975584765,0.5448522397421124,0.11304951810178444,0.010992294847149024,0.33036562371139566
19977,2024-09-30,PCA,0.0023802498443746866,0.3261642033585923,0.06887556818212855,0.00892643165036344,0.5936535469645411
19978,2024-03-31,PCA,0.00036567009485070093,0.7513538569621124,0.03000735405864201,0.09081943342385326,0.1274536854605415
19978,2024-06-30,PCA,0.0003201427514580402,0.692537681295668,0.07598939666929912,0.1416105267174508,0.08954225256612419
19978,2024-09-30,PCA,0.0005269507561533588,0.5578442514007371,0.15434531014220743,0.18840975526022663,0.09887373244067543
20015,2024-03-31,PCA,0.002285429257216879,0.42012356040658855,0.0456810966920003,0.008383362664387805,0.5235265509798066
20015,2024-06-30,PCA,0.001057337126661519,0.42347727684931413,0.10895400163610564,0.02437160009931574,0.44213978428860307
20015,2024-09-30,PCA,0.002216127339148113,0.2629987329962597,0.07757646071487957,0.0329103572820374,0.6242983216676752
20026,2024-03-31,PCA,0.00035295082666329943,0.35569745850731105,0.11151269680117784,0.20982690284563593,0.3226099910192118
20026,2024-06-30,PCA,0.0007626128556009905,0.37294483465489914,0.1201095732938404,0.12681537318674627,0.3793676060089132
20026,2024-09-30,PCA,0.0006138576298668611,0.5021798880687196,0.2256074466693831,0.15755914715368957,0.114039660478341
20040,2024-03-31,PCA,0.003007833399066895,0.14999726322000434,0.04885401975283583,0.020984342070789037,0.7771565415573038
20093,2024-03-31,PCA,0.005271640255119503,0.05683216839734267,0.03348497983718077,0.081289731674187,0.8231214798361701
20093,2024-06-30,PCA,0.003694356698619155,0.23157156108069754,0.07237210106452269,0.08171520846943425,0.6106467726867264
20093,2024-09-30,PCA,0.0027556603825208623,0.2147750182533716,0.09562011305596008,0.0719447777050739,0.6149044306030735
20099,2024-03-31,PCA,0.0007174738519550435,0.22339053688126023,0.28654062984687945,0.310710656743628,0.1786407026762773
20099,2024-06-30,PCA,0.0010068379835800438,0.23948075403179758,0.25485699123453265,0.2561343977986068,0.24852101895148299
20099,2024-09-30,PCA,0.0016825186872534924,0.410653916496734,0.19422095760421665,0.13101635358792885,0.262426253623867
20100,2024-03-31,PCA,0.004362069322373378,0.02941935889752353,0.08566712809531811,0.005862004035798038,0.8746894396489868
20100,2024-06-30,PCA,0.003566373051238766,0.03583765415872579,0.028746635560669462,0.007154372918526333,0.9246949643108396
20100,2024-09-30,PCA,0.0025677079366406975,0.4346688508100783,0.11042328366258426,0.0056869489451098956,0.44665320864558683
20130,2024-03-31,PCA,0.0018556151838097742,0.039705184784514326,0.03862722843160694,0.1383191027578185,0.7814928688422504
20130,2024-06-30,PCA,0.00263207014024296,0.033889524743555124,0.1575914891695403,0.18479215554630016,0.6210947604003614
20130,2024-09-30,PCA,0.001998452720222189,0.012808000831787536,0.0852422934074172,0.13509736271378794,0.7648538903267851
20156,2024-03-31,PCA,0.0016636548046190316,0.2413993472629358,0.35957547385438915,0.045416091457225395,0.3519454326208306
20156,2024-06-30,PCA,0.003078118188369906,0.16821198109880087,0.2633283579031001,0.04077083321191782,0.5246107095978113
20156,2024-09-30,PCA,0.0024013069222644425,0.17534136188800886,0.2562765151546088,0.019803984648039657,0.5461768313870782
20161,2024-03-31,PCA,0.0004867197588588487,0.21717422898000815,0.5583841061548804,0.15968276185708719,0.06427218324916543
20161,2024-06-30,PCA,0.00136764808523628,0.08262751578249161,0.37171659890652836,0.2811279333029436,0.2631603039228001
20161,2024-09-30,PCA,0.0012609786384847597,0.44616744950704645,0.13451115716358666,0.19448575687080943,0.22357465782007274
20162,2024-03-31,PCA,0.0011252156931026785,0.26332181556596684,0.1908197435396188,0.020688168827777565,0.5240450563735342
20162,2024-06-30,PCA,0.0007374817832577974,0.2582949975942661,0.18868313418538532,0.009029332136158037,0.5432550543009328
20162,2024-09-30,PCA,0.0008153787158508622,0.4230757077380299,0.32002189088264005,0.020135366049125004,0.23595165661435422
20164,2024-03-31,PCA,0.002596869726031238,0.3706166187839226,0.10562613045199797,0.011208727955496212,0.5099516530825519
20164,2024-06-30,PCA,0.002831713773507157,0.36752786535038356,0.1469410496269465,0.007921165397262573,0.4747782058519002
20164,2024-09-30,PCA,0.002444119974631829,0.33406504441698787,0.26551790842377415,0.011369274040293675,0.3866036531443126
20179,2024-03-31,PCA,0.0013103216112514506,0.07955912136897557,0.20693602955461532,0.02842237072533292,0.6837721567398247
20179,2024-06-30,PCA,0.004493412164884055,0.054255183356396036,0.08181826586182808,0.02503761453774689,0.834395524079145
20179,2024-09-30,PCA,0.0031830634556550756,0.04814181897216957,0.035685832202495105,0.02589591069638735,0.887093374673293
20198,2024-03-31,PCA,0.00021441085004938164,0.8108148257742699,0.10123437177915255,0.018320855848023856,0.06941553574850427
20198,2024-06-30,PCA,0.00038857452493721293,0.7450823101253586,0.1324740476551639,0.03785793058189204,0.08419713711264809
20198,2024-09-30,PCA,0.0003715806560636732,0.6142188312985513,0.1914365436514517,0.05739013549897536,0.13658290889495797
20215,2024-03-31,PCA,0.0016961350209743604,0.17409551888118707,0.09964363896175622,0.06574221060786771,0.6588224965282147
20215,2024-06-30,PCA,0.0029344722665545094,0.2365416366825128,0.16674572193100867,0.0743729124223748,0.5194052566975492
20215,2024-09-30,PCA,0.0028276886379097646,0.09747704172696534,0.03282221819850852,0.06811850741753876,0.7987545440190775
20231,2024-03-31,PCA,0.0021273246408011247,0.2680663586258246,0.14452824458354285,0.0923745481437661,0.4929035240060652
20231,2024-06-30,PCA,0.001244771466805589,0.3465849065556867,0.08387742846417517,0.05272849905993383,0.5155643944533986
20231,2024-09-30,PCA,0.0017857095019747217,0.34202719308598023,0.057434844756520845,0.009120699105315527,0.5896315535502087
20234,2024-03-31,PCA,0.004954178047726162,0.03522826160955232,0.047933744923791675,0.038812782762938,0.8730710326559918
20234,2024-06-30,PCA,0.004796283020522865,0.009422953066719022,0.03829481896035353,0.03028420593355591,0.9172017390188487
20234,2024-09-30,PCA,0.003926523499379856,0.006962065517347326,0.0508890396027653,0.03936408234562987,0.8988582890348777
20239,2024-03-31,PCA,0.0016439363826135506,0.052682207148200766,0.13374376288237333,0.27749657321560456,0.5344335203712077
20239,2024-06-30,PCA,0.002464259895293521,0.1032886928436859,0.18239860809290973,0.23249732774611898,0.47935111142199194
20239,2024-09-30,PCA,0.0026876381197579405,0.06248278618007408,0.09759334784793279,0.23053183795510454,0.6067043898971307
20241,2024-03-31,PCA,0.0019407229063764157,0.3039146946979039,0.3007141940373546,0.04639772478100876,0.3470326635773564
20241,2024-06-30,PCA,0.001580923584862587,0.14119252698407775,0.13975807120694916,0.035508097916075565,0.681960380308035
20241,2024-09-30,PCA,0.0022218414887036782,0.13873492351635253,0.040422567896492234,0.017893431552945233,0.8007272355455063
20268,2024-03-31,PCA,0.002181916352104166,0.38787141224500704,0.08227417172347302,0.03354743034773098,0.49412506933168465
20268,2024-06-30,PCA,0.0005889723298076647,0.6502259557656482,0.1718857446129086,0.01919103969243461,0.158108287599201
20268,2024-09-30,PCA,0.0003744262760949844,0.7543821890904848,0.19837336075666098,0.015361211113002654,0.03150881276375661
20279,2024-03-31,PCA,0.0016363380937496998,0.11868817960782348,0.5496307839368523,0.057679856098287886,0.2723648422632868
20279,2024-06-30,PCA,0.0017374593453230794,0.12896267889885382,0.38361716167519266,0.0867908718375426,0.3988918282430879
20279,2024-09-30,PCA,0.0014719659902681108,0.060479519825482324,0.10586296072505479,0.03707736604367108,0.7951081874155237
20296,2024-03-31,PCA,0.0015438800381657265,0.5955774378807656,0.1541169225614343,0.04207994836873942,0.20668181115089493
20296,2024-06-30,PCA,0.0020586330125695737,0.42137146864077657,0.11040153973771777,0.1195996197937424,0.3465687388151938
20296,2024-09-30,PCA,0.0017295073896453211,0.24814398979826455,0.08357323924166243,0.2602374225106561,0.40631584105977164
20311,2024-03-31,PCA,0.0011377799382673581,0.6649680248642162,0.19262775357561931,0.004275190868988038,0.13699125075290905
20311,2024-06-30,PCA,0.001249242270616656,0.6055590193179579,0.23850635284597296,0.006563490017326679,0.14812189554812594
20311,2024-09-30,PCA,0.0020482723329638395,0.24776215898368756,0.259791971580287,0.052875831932988705,0.43752176517007296
20353,2024-03-31,PCA,0.0007252240336863119,0.7981947615671875,0.0594169862983205,0.004798823811208317,0.1368642042895975
20353,2024-06-30,PCA,0.001167896136619639,0.763318477009572,0.06005209950112671,0.00432196909539976,0.17113955825728172
20353,2024-09-30,PCA,0.0014504627932227308,0.719463031110009,0.07330154477932443,0.0183862000191876,0.18739876129825625
20369,2024-03-31,PCA,0.0026939113183227863,0.03421835124918757,0.18724698860556754,0.04323891868925575,0.7326018301376664
20369,2024-06-30,PCA,0.004540075374625127,0.04115625716348984,0.17916718021027006,0.0817688638259038,0.6933676234257111
20369,2024-09-30,PCA,0.0017013981669163926,0.028999947460008578,0.09079588817938627,0.058429450885580124,0.8200733153081086
20387,2024-03-31,PCA,0.0036420624486535247,0.1392474559216934,0.061413282326868435,0.03327773184251707,0.7624194674602676
20387,2024-06-30,PCA,0.0034782644968067685,0.16372257438615595,0.07538057311575956,0.04221114305503559,0.7152074449462422
20387,2024-09-30,PCA,0.003166440487911393,0.3121524569452891,0.09701909733754649,0.05377398436625468,0.5338880208629985
20429,2024-03-31,PCA,0.0014828435628620993,0.1467716243852457,0.5877272069743231,0.016196523571905767,0.2478218015056633
20429,2024-06-30,PCA,0.001879255484911847,0.13930200765945333,0.5356247576888775,0.012906306894286549,0.31028767227247084
20429,2024-09-30,PCA,0.0027265386468991602,0.03913223669429841,0.5180372595041133,0.03454590220567448,0.40555806294901475
20454,2024-03-31,PCA,0.0011128137458242331,0.4901824282291477,0.035882032198931185,0.009561782486474936,0.463260943339622
20454,2024-06-30,PCA,0.0005368527804953506,0.777667137564218,0.08699531244727618,0.011463992217803491,0.12333670499020691
20454,2024-09-30,PCA,0.00044793206531423775,0.6912195669108846,0.06064998516245232,0.007891466495085198,0.23979104936626375
20468,2024-03-31,PCA,0.0005779917088006039,0.6372648868564673,0.06567818063753232,0.16634287987655005,0.13013606092064975
20468,2024-06-30,PCA,0.0005294223174402462,0.5784484942009277,0.036113770834252615,0.22343287644124668,0.1614754362061328
20468,2024-09-30,PCA,0.0001625834944949351,0.6273167394537901,0.022808334244975487,0.3379366254950568,0.011775717311682653
20479,2024-03-31,PCA,0.0006933854325020632,0.3349391018860476,0.05561508644345483,0.20828158309208628,0.4004708431459093
20479,2024-06-30,PCA,0.00026746192067336007,0.3059745423459073,0.10104921638899265,0.34068005772493204,0.2520287216194946
20479,2024-09-30,PCA,0.0009097453223079857,0.3566170322651578,0.1844783654194748,0.3946133477130638,0.06338150927999582
20484,2024-03-31,PCA,0.0010030923776831178,0.40226127366126907,0.29637166034996504,0.009836156866112737,0.29052781674497
20484,2024-06-30,PCA,0.001498038211530841,0.25620086803280573,0.23934739284754147,0.01250138075627315,0.4904523201518487
20484,2024-09-30,PCA,0.00291538867133412,0.20407858772834533,0.29447433871430834,0.006965815328292617,0.49156586955771964
20488,2024-03-31,PCA,0.0011727641787911082,0.6066799077955743,0.04668270643710439,0.01944554406023409,0.32601907752829606
20488,2024-06-30,PCA,0.0013763797462710689,0.556653670182151,0.07111125182681317,0.007485958559404964,0.3633727396853599
20488,2024-09-30,PCA,0.0018204756957669653,0.39092872238760473,0.22867882282230198,0.02272809845466792,0.35584388063965844
20504,2024-03-31,PCA,0.0014796761082830929,0.5616907841888998,0.13609131669802657,0.05830782748938581,0.2424303955154046
20504,2024-06-30,PCA,0.0010700647558450065,0.5027483433255894,0.16029336746399883,0.0997395639180573,0.23614866053650946
20504,2024-09-30,PCA,0.0008172681503689219,0.5603727076673447,0.18876409042377787,0.04727208307775394,0.20277385068075465
20537,2024-03-31,PCA,0.0008327266609297557,0.6003955078732951,0.09269906762820283,0.05825410090506051,0.2478185969325118
20537,2024-06-30,PCA,0.0006723955930466743,0.43656276110411135,0.11320561008036778,0.07680327832233114,0.3727559549001431
20537,2024-09-30,PCA,0.0014528431362728382,0.23130098840312385,0.05171610929555868,0.044719412592848395,0.6708106465721961
20568,2024-03-31,PCA,0.0031527102360253386,0.28781157841068544,0.03449569759197343,0.04274352814071624,0.6317964856205996
20568,2024-06-30,PCA,0.003327877793667089,0.35849763734756607,0.028135307068361624,0.057627575970621556,0.5524116018197838
20568,2024-09-30,PCA,0.003333159373515339,0.23041201780129314,0.026927952496538593,0.05552362633180081,0.6838032439968521
20624,2024-03-31,PCA,0.004567526084762066,0.10315234692365849,0.031394412209739236,0.043527153855006835,0.8173585609268333
20624,2024-06-30,PCA,0.0033816575007512856,0.18458476548282352,0.026185724628115775,0.0341941540832015,0.751653698305108
20624,2024-09-30,PCA,0.0041643170975047316,0.1564958464509719,0.025942837827745823,0.05041769718505844,0.7629793014387191
20657,2024-03-31,PCA,0.002230683879850527,0.42693191098805383,0.13744165315843374,0.015448128063367528,0.4179476239102945
20657,2024-06-30,PCA,0.0017216839562967275,0.22234424923710625,0.07468593126050192,0.016249614221974837,0.6849985213241202
20657,2024-09-30,PCA,0.0023976615847789537,0.23318457882023197,0.0663522202074493,0.018580575290296636,0.6794849640972432
20666,2024-03-31,PCA,0.001205886877274425,0.15468516396222481,0.6425878997948044,0.013395200326919578,0.18812584903877688
20666,2024-06-30,PCA,0.0011693828953532508,0.2286416358299214,0.4071099831063293,0.015194189639779287,0.3478848085286168
20666,2024-09-30,PCA,0.001752446280378035,0.1674646681004245,0.14108111711514068,0.02419796582422662,0.6655038026798301
20698,2024-03-31,PCA,0.0013175005878301844,0.24712830917484263,0.5192439705671996,0.02885528779956988,0.20345493187055752
20698,2024-06-30,PCA,0.002409044200851466,0.3138153231470952,0.24999077910936945,0.029890527315594766,0.40389432622708904
20698,2024-09-30,PCA,0.0015505043723942511,0.26759922231522865,0.22961261978701808,0.03573427130391532,0.4655033822214437
20720,2024-03-31,PCA,0.0011467323404256147,0.5252795909916419,0.1943620801202762,0.005971065439566908,0.2732405311080894
20720,2024-06-30,PCA,0.002283775257408056,0.28219141157235234,0.3178246219503613,0.0027861773227338747,0.3949140138971444
20720,2024-09-30,PCA,0.002966552052209039,0.05379943950905737,0.39322272272356923,0.016359994195041683,0.5336512915201227
20727,2024-03-31,PCA,0.000578380015631419,0.43968759644295113,0.1761317815117105,0.010644657196942601,0.3729575848327644
20727,2024-06-30,PCA,0.0004244894440161398,0.6058136693751202,0.207503134460949,0.013339416028209596,0.17291929069170503
20727,2024-09-30,PCA,0.0005995823123594845,0.5966116345650166,0.20388973815792233,0.012432890837417065,0.1864661541272846
20741,2024-03-31,PCA,0.0015414438854904834,0.4582022204414074,0.2749501656738881,0.01664122895112443,0.24866494104808956
20741,2024-06-30,PCA,0.001399396928861392,0.33143134155398857,0.3155223268964932,0.017734374505102398,0.3339125601155543
20741,2024-09-30,PCA,0.0018389012182339374,0.09052757231576136,0.4440054619131765,0.014895530956627991,0.4487325335962003
20776,2024-03-31,PCA,0.003394663708109726,0.14537921822861388,0.1264719029838321,0.05266659612277834,0.6720876189566659
20776,2024-06-30,PCA,0.004048930144714518,0.03975732345235211,0.07179265939411382,0.04014448348546359,0.844256603523356
20776,2024-09-30,PCA,0.004005094095663672,0.04092511486355878,0.0436932688560954,0.04954456532141616,0.861831956863266
20818,2024-03-31,PCA,0.0011301888443026264,0.39083253822559855,0.4001497690150962,0.04133898484870873,0.16654851906629384
20818,2024-06-30,PCA,0.0014077007962077235,0.5986763634604688,0.1675842809015266,0.01975783787799495,0.21257381696380195
20818,2024-09-30,PCA,0.001013292250076309,0.7223293198684952,0.07164188206419593,0.02465793770559419,0.18035756811163828
20845,2024-03-31,PCA,0.0025946270492214598,0.346233796873705,0.08633646661428303,0.01766516238172806,0.5471699470810624
20845,2024-06-30,PCA,0.0012016688851810996,0.3849429061256022,0.1043102054341251,0.02386337292623694,0.4856818466288545
20845,2024-09-30,PCA,0.0010829696095635822,0.3374112557375557,0.1002554828616731,0.013960280242595963,0.5472900115486117
20856,2024-03-31,PCA,0.001253545622169282,0.2931703348301785,0.2005603217269762,0.041830842306974196,0.46318495551370187
20856,2024-06-30,PCA,0.0017615000804478622,0.16007429717536548,0.24905593751197203,0.03826050680874598,0.5508477584234686
20856,2024-09-30,PCA,0.0024388609720351327,0.15591131281226192,0.3686809529752232,0.06619028176325611,0.40677859147722367
20872,2024-03-31,PCA,0.0025939465686324425,0.15099698069238693,0.19159756064902106,0.0785318894219128,0.5762796226680467
20872,2024-06-30,PCA,0.001778589028259238,0.10418839614677355,0.11192812727641298,0.07058123054661822,0.7115236570019361
20872,2024-09-30,PCA,0.0009207536033732354,0.261535775009306,0.29007492168385735,0.14022021513784663,0.3072483345656167
20884,2024-03-31,PCA,0.0016616094318635977,0.37728227534348174,0.20387834105166777,0.015373877418138875,0.40180389675484807
20884,2024-06-30,PCA,0.0010268960861239708,0.4667143784355086,0.29060238917340453,0.028175712346125047,0.21348062395883777
20884,2024-09-30,PCA,0.0007895917459468946,0.49102836512299936,0.3856918776722541,0.05727423137843703,0.06521593408036261
20954,2024-03-31,PCA,0.0023103565078765966,0.3954163673574905,0.1462497603788208,0.015712870110001113,0.4403106456458111
20954,2024-06-30,PCA,0.002309463939189439,0.36995011598156874,0.13620493193175517,0.01913663757168553,0.47239885057580117
20954,2024-09-30,PCA,0.0009220769141248418,0.2717434664921842,0.061611492216123796,0.014493290768953634,0.6512296736086135
20989,2024-03-31,PCA,0.0002224207809812545,0.8238645113950859,0.14577318493373326,0.01189934501387348,0.018240537876326124
20989,2024-06-30,PCA,0.00034305796636909685,0.7173731267421101,0.14645920277943247,0.014617830957969171,0.12120678155411915
20989,2024-09-30,PCA,0.0005476080500389733,0.7053911471568803,0.14841178566301394,0.02323599391076586,0.12241346521930091
20993,2024-03-31,PCA,0.0019877517831800333,0.3511393856820339,0.09257683359760563,0.010210979038092568,0.5440850498990878
20993,2024-06-30,PCA,0.0015191110744227326,0.28912921597559504,0.07620552963457544,0.007007076199150251,0.6261390671162566
20993,2024-09-30,PCA,0.001441410302334584,0.49448313478175404,0.15177465938913795,0.02033730505464183,0.3319634904721315
