CERT,date,Ridge,MLP,Low equity/assets,Largest deposits,PCA,Isolation Forest 42,Isolation Forest 7,Isolation Forest 99,Autoencoder 42,Autoencoder 7,Autoencoder 99,PCA without size,Isolation Forest 42 without size,Isolation Forest 7 without size,Isolation Forest 99 without size,Autoencoder 42 without size,Autoencoder 7 without size,Autoencoder 99 without size
982,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
982,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
983,2024-03-31,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
983,2024-06-30,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
983,2024-09-30,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
999,2024-03-31,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False
999,2024-06-30,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True
999,2024-09-30,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1005,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1005,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1005,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1008,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1008,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1008,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1014,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1014,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1014,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1022,2024-03-31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1022,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1022,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1027,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1027,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1027,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1028,2024-03-31,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1028,2024-06-30,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1028,2024-09-30,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1040,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1040,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1040,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1047,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1047,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1047,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1049,2024-03-31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1049,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1049,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1058,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1058,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1058,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1060,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1060,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1060,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1068,2024-03-31,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True
1068,2024-06-30,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True
1068,2024-09-30,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True
1073,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1073,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1073,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1086,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1086,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1086,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1090,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1090,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1090,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1092,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1092,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1092,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1095,2024-03-31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1095,2024-06-30,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1095,2024-09-30,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1098,2024-03-31,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1098,2024-06-30,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1098,2024-09-30,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1100,2024-03-31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1100,2024-06-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1100,2024-09-30,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1105,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1105,2024-06-30,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1105,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1117,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1117,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1117,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1118,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1118,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1118,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1122,2024-03-31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1122,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1122,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1125,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1125,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1125,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1141,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1141,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1141,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1147,2024-03-31,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1147,2024-06-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1147,2024-09-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1150,2024-03-31,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1150,2024-06-30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1150,2024-09-30,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1163,2024-03-31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1163,2024-06-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1163,2024-09-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1164,2024-03-31,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False
1164,2024-06-30,True,True,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True
1164,2024-09-30,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,False,False,True
1165,2024-03-31,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
1165,2024-06-30,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
1165,2024-09-30,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
1167,2024-03-31,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
1167,2024-06-30,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True
1167,2024-09-30,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True
1169,2024-03-31,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True
1169,2024-06-30,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
1169,2024-09-30,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False
1184,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1184,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1184,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1198,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1198,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1198,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1208,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1208,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1208,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1209,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1209,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1209,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1210,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1210,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1210,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1213,2024-03-31,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1213,2024-06-30,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1213,2024-09-30,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1218,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1218,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1218,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1219,2024-03-31,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1219,2024-06-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1219,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1225,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1225,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1225,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1237,2024-03-31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1237,2024-06-30,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1237,2024-09-30,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1265,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1265,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1265,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1281,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1281,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1281,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1291,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1291,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1291,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1294,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1294,2024-06-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1294,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1296,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1296,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1296,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1299,2024-03-31,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True
1299,2024-06-30,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True
1299,2024-09-30,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True
1331,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1331,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1331,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1365,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1365,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1365,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1373,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1373,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1373,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1374,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1374,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1374,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1376,2024-03-31,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True
1376,2024-06-30,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1376,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1380,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1380,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1380,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1386,2024-03-31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1386,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1391,2024-03-31,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False
1391,2024-06-30,True,False,True,False,False,True,True,False,False,False,False,False,True,True,True,False,True,True
1391,2024-09-30,True,False,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False
1399,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1399,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1399,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1402,2024-03-31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1402,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1402,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1409,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1409,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1409,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1413,2024-03-31,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
1413,2024-06-30,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
1413,2024-09-30,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1415,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1415,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1415,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1417,2024-03-31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1417,2024-06-30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1417,2024-09-30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1418,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1418,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1418,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1426,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1426,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1426,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1427,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1427,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1427,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1434,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1434,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1434,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1435,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1435,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1435,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1438,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1438,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1438,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1439,2024-03-31,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True
1439,2024-06-30,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1439,2024-09-30,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1464,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1464,2024-06-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1464,2024-09-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1468,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1468,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1468,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1475,2024-03-31,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1475,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1475,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1484,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1484,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1484,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1487,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1487,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1487,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1497,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1497,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1497,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1513,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1513,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1513,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1527,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1527,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1527,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1528,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1528,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1528,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1536,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1536,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1536,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1545,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1545,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1545,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1547,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1547,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1547,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1550,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1550,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1550,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1552,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1552,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1552,2024-09-30,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1553,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1553,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1553,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1556,2024-03-31,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True
1556,2024-06-30,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True
1556,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1562,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1562,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1562,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1566,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1566,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1566,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1596,2024-03-31,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1596,2024-06-30,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1596,2024-09-30,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1600,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1600,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1600,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1604,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1604,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1604,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1607,2024-03-31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1607,2024-06-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1607,2024-09-30,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1609,2024-03-31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1609,2024-06-30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1609,2024-09-30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1610,2024-03-31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1610,2024-06-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1610,2024-09-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1611,2024-03-31,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1611,2024-06-30,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
1611,2024-09-30,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1612,2024-03-31,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1612,2024-06-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1612,2024-09-30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1616,2024-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1616,2024-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1616,2024-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1617,2024-03-31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1617,2024-06-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1617,2024-09-30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1622,2024-03-31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1622,2024-06-30,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
