date,left,right,eligible,left_count,right_count,shared,left_share,right_share,jaccard,random_expected
2024-03-31,Ridge,MLP,4548,455,455,215,0.4725274725274725,0.4725274725274725,0.30935251798561153,45.52000879507476
2024-03-31,Ridge,Low equity/assets,4548,455,455,147,0.3230769230769231,0.3230769230769231,0.1926605504587156,45.52000879507476
2024-03-31,Ridge,Largest deposits,4548,455,455,12,0.026373626373626374,0.026373626373626374,0.013363028953229399,45.52000879507476
2024-03-31,Ridge,PCA,4548,455,455,87,0.1912087912087912,0.1912087912087912,0.10571081409477522,45.52000879507476
2024-03-31,Ridge,Isolation Forest 42,4548,455,455,217,0.47692307692307695,0.47692307692307695,0.31313131313131315,45.52000879507476
2024-03-31,Ridge,Isolation Forest 7,4548,455,455,190,0.4175824175824176,0.4175824175824176,0.2638888888888889,45.52000879507476
2024-03-31,Ridge,Isolation Forest 99,4548,455,455,185,0.4065934065934066,0.4065934065934066,0.25517241379310346,45.52000879507476
2024-03-31,Ridge,Autoencoder 42,4548,455,455,98,0.2153846153846154,0.2153846153846154,0.1206896551724138,45.52000879507476
2024-03-31,Ridge,Autoencoder 7,4548,455,455,121,0.26593406593406593,0.26593406593406593,0.15335868187579213,45.52000879507476
2024-03-31,Ridge,Autoencoder 99,4548,455,455,91,0.2,0.2,0.1111111111111111,45.52000879507476
2024-03-31,Ridge,PCA without size,4548,455,455,84,0.18461538461538463,0.18461538461538463,0.1016949152542373,45.52000879507476
2024-03-31,Ridge,Isolation Forest 42 without size,4548,455,455,251,0.5516483516483517,0.5516483516483517,0.38088012139605465,45.52000879507476
2024-03-31,Ridge,Isolation Forest 7 without size,4548,455,455,257,0.5648351648351648,0.5648351648351648,0.39356814701378257,45.52000879507476
2024-03-31,Ridge,Isolation Forest 99 without size,4548,455,455,239,0.5252747252747253,0.5252747252747253,0.3561847988077496,45.52000879507476
2024-03-31,Ridge,Autoencoder 42 without size,4548,455,455,110,0.24175824175824176,0.24175824175824176,0.1375,45.52000879507476
2024-03-31,Ridge,Autoencoder 7 without size,4548,455,455,124,0.2725274725274725,0.2725274725274725,0.15776081424936386,45.52000879507476
2024-03-31,Ridge,Autoencoder 99 without size,4548,455,455,132,0.29010989010989013,0.29010989010989013,0.16966580976863754,45.52000879507476
2024-03-31,MLP,Low equity/assets,4548,455,455,163,0.35824175824175825,0.35824175824175825,0.2182061579651941,45.52000879507476
2024-03-31,MLP,Largest deposits,4548,455,455,15,0.03296703296703297,0.03296703296703297,0.01675977653631285,45.52000879507476
2024-03-31,MLP,PCA,4548,455,455,87,0.1912087912087912,0.1912087912087912,0.10571081409477522,45.52000879507476
2024-03-31,MLP,Isolation Forest 42,4548,455,455,163,0.35824175824175825,0.35824175824175825,0.2182061579651941,45.52000879507476
2024-03-31,MLP,Isolation Forest 7,4548,455,455,150,0.32967032967032966,0.32967032967032966,0.19736842105263158,45.52000879507476
2024-03-31,MLP,Isolation Forest 99,4548,455,455,148,0.3252747252747253,0.3252747252747253,0.1942257217847769,45.52000879507476
2024-03-31,MLP,Autoencoder 42,4548,455,455,96,0.210989010989011,0.210989010989011,0.11793611793611794,45.52000879507476
2024-03-31,MLP,Autoencoder 7,4548,455,455,112,0.24615384615384617,0.24615384615384617,0.14035087719298245,45.52000879507476
2024-03-31,MLP,Autoencoder 99,4548,455,455,91,0.2,0.2,0.1111111111111111,45.52000879507476
2024-03-31,MLP,PCA without size,4548,455,455,78,0.17142857142857143,0.17142857142857143,0.09375,45.52000879507476
2024-03-31,MLP,Isolation Forest 42 without size,4548,455,455,184,0.4043956043956044,0.4043956043956044,0.2534435261707989,45.52000879507476
2024-03-31,MLP,Isolation Forest 7 without size,4548,455,455,183,0.4021978021978022,0.4021978021978022,0.2517193947730399,45.52000879507476
2024-03-31,MLP,Isolation Forest 99 without size,4548,455,455,182,0.4,0.4,0.25,45.52000879507476
2024-03-31,MLP,Autoencoder 42 without size,4548,455,455,110,0.24175824175824176,0.24175824175824176,0.1375,45.52000879507476
2024-03-31,MLP,Autoencoder 7 without size,4548,455,455,116,0.2549450549450549,0.2549450549450549,0.14609571788413098,45.52000879507476
2024-03-31,MLP,Autoencoder 99 without size,4548,455,455,116,0.2549450549450549,0.2549450549450549,0.14609571788413098,45.52000879507476
2024-03-31,Low equity/assets,Largest deposits,4548,455,455,21,0.046153846153846156,0.046153846153846156,0.023622047244094488,45.52000879507476
2024-03-31,Low equity/assets,PCA,4548,455,455,22,0.04835164835164835,0.04835164835164835,0.024774774774774775,45.52000879507476
2024-03-31,Low equity/assets,Isolation Forest 42,4548,455,455,77,0.16923076923076924,0.16923076923076924,0.09243697478991597,45.52000879507476
2024-03-31,Low equity/assets,Isolation Forest 7,4548,455,455,70,0.15384615384615385,0.15384615384615385,0.08333333333333333,45.52000879507476
2024-03-31,Low equity/assets,Isolation Forest 99,4548,455,455,60,0.13186813186813187,0.13186813186813187,0.07058823529411765,45.52000879507476
2024-03-31,Low equity/assets,Autoencoder 42,4548,455,455,46,0.1010989010989011,0.1010989010989011,0.05324074074074074,45.52000879507476
2024-03-31,Low equity/assets,Autoencoder 7,4548,455,455,79,0.17362637362637362,0.17362637362637362,0.0950661853188929,45.52000879507476
2024-03-31,Low equity/assets,Autoencoder 99,4548,455,455,34,0.07472527472527472,0.07472527472527472,0.03881278538812785,45.52000879507476
2024-03-31,Low equity/assets,PCA without size,4548,455,455,21,0.046153846153846156,0.046153846153846156,0.023622047244094488,45.52000879507476
2024-03-31,Low equity/assets,Isolation Forest 42 without size,4548,455,455,103,0.22637362637362637,0.22637362637362637,0.12763320941759604,45.52000879507476
2024-03-31,Low equity/assets,Isolation Forest 7 without size,4548,455,455,109,0.23956043956043957,0.23956043956043957,0.13607990012484394,45.52000879507476
2024-03-31,Low equity/assets,Isolation Forest 99 without size,4548,455,455,88,0.1934065934065934,0.1934065934065934,0.1070559610705596,45.52000879507476
2024-03-31,Low equity/assets,Autoencoder 42 without size,4548,455,455,64,0.14065934065934066,0.14065934065934066,0.07565011820330969,45.52000879507476
2024-03-31,Low equity/assets,Autoencoder 7 without size,4548,455,455,82,0.18021978021978022,0.18021978021978022,0.09903381642512077,45.52000879507476
2024-03-31,Low equity/assets,Autoencoder 99 without size,4548,455,455,94,0.20659340659340658,0.20659340659340658,0.11519607843137254,45.52000879507476
2024-03-31,Largest deposits,PCA,4548,455,455,52,0.11428571428571428,0.11428571428571428,0.06060606060606061,45.52000879507476
2024-03-31,Largest deposits,Isolation Forest 42,4548,455,455,108,0.23736263736263735,0.23736263736263735,0.13466334164588528,45.52000879507476
2024-03-31,Largest deposits,Isolation Forest 7,4548,455,455,117,0.2571428571428571,0.2571428571428571,0.14754098360655737,45.52000879507476
