CERT,date,target_date
12699,2016-06-30,2016-09-30
12699,2016-09-30,2016-12-31
12699,2016-12-31,2017-03-31
12699,2017-03-31,2017-06-30
12699,2017-06-30,2017-09-30
12699,2017-09-30,2017-12-31
12699,2017-12-31,2018-03-31
12699,2018-03-31,2018-06-30
12699,2018-06-30,2018-09-30
12699,2018-09-30,2018-12-31
12699,2018-12-31,2019-03-31
12699,2019-03-31,2019-06-30
12699,2019-06-30,2019-09-30
12699,2019-09-30,2019-12-31
12699,2019-12-31,2020-03-31
12699,2020-03-31,2020-06-30
12699,2020-06-30,2020-09-30
12699,2020-09-30,2020-12-31
12699,2020-12-31,2021-03-31
12699,2021-03-31,2021-06-30
12699,2021-06-30,2021-09-30
12699,2021-09-30,2021-12-31
12699,2021-12-31,2022-03-31
12704,2013-06-30,2013-09-30
12704,2013-09-30,2013-12-31
12704,2013-12-31,2014-03-31
12704,2014-03-31,2014-06-30
12704,2014-06-30,2014-09-30
12706,2013-06-30,2013-09-30
12706,2013-09-30,2013-12-31
12706,2013-12-31,2014-03-31
12706,2014-03-31,2014-06-30
12706,2014-06-30,2014-09-30
12706,2014-09-30,2014-12-31
12706,2014-12-31,2015-03-31
12706,2015-03-31,2015-06-30
12706,2015-06-30,2015-09-30
12706,2015-09-30,2015-12-31
12706,2015-12-31,2016-03-31
12706,2016-03-31,2016-06-30
12706,2016-06-30,2016-09-30
12706,2016-09-30,2016-12-31
12706,2016-12-31,2017-03-31
12706,2017-03-31,2017-06-30
12706,2017-06-30,2017-09-30
12706,2017-09-30,2017-12-31
12706,2017-12-31,2018-03-31
12706,2018-03-31,2018-06-30
12706,2018-06-30,2018-09-30
12706,2018-09-30,2018-12-31
12706,2018-12-31,2019-03-31
12706,2019-03-31,2019-06-30
12706,2019-06-30,2019-09-30
12706,2019-09-30,2019-12-31
12706,2019-12-31,2020-03-31
12706,2020-03-31,2020-06-30
12706,2020-06-30,2020-09-30
12706,2020-09-30,2020-12-31
12706,2020-12-31,2021-03-31
12706,2021-03-31,2021-06-30
12706,2021-06-30,2021-09-30
12706,2021-09-30,2021-12-31
12706,2021-12-31,2022-03-31
12706,2022-03-31,2022-06-30
12706,2022-06-30,2022-09-30
12706,2022-09-30,2022-12-31
12716,2013-06-30,2013-09-30
12716,2013-09-30,2013-12-31
12716,2013-12-31,2014-03-31
12716,2014-03-31,2014-06-30
12716,2014-06-30,2014-09-30
12716,2014-09-30,2014-12-31
12716,2014-12-31,2015-03-31
12716,2015-03-31,2015-06-30
12716,2015-06-30,2015-09-30
12716,2015-09-30,2015-12-31
12716,2015-12-31,2016-03-31
12716,2016-03-31,2016-06-30
12716,2016-06-30,2016-09-30
12716,2016-09-30,2016-12-31
12716,2016-12-31,2017-03-31
12716,2017-03-31,2017-06-30
12716,2017-06-30,2017-09-30
12716,2017-09-30,2017-12-31
12716,2017-12-31,2018-03-31
12716,2018-03-31,2018-06-30
12716,2018-06-30,2018-09-30
12716,2018-09-30,2018-12-31
12716,2018-12-31,2019-03-31
12716,2019-03-31,2019-06-30
12716,2019-06-30,2019-09-30
12716,2019-09-30,2019-12-31
12716,2019-12-31,2020-03-31
12717,2013-06-30,2013-09-30
12717,2013-09-30,2013-12-31
12717,2013-12-31,2014-03-31
12717,2014-03-31,2014-06-30
12717,2014-06-30,2014-09-30
12717,2014-09-30,2014-12-31
12717,2014-12-31,2015-03-31
12717,2015-03-31,2015-06-30
12717,2015-06-30,2015-09-30
12717,2015-09-30,2015-12-31
12717,2015-12-31,2016-03-31
12717,2016-03-31,2016-06-30
12717,2016-06-30,2016-09-30
12717,2016-09-30,2016-12-31
12717,2016-12-31,2017-03-31
12717,2017-03-31,2017-06-30
12717,2017-06-30,2017-09-30
12717,2017-09-30,2017-12-31
12717,2017-12-31,2018-03-31
12717,2018-03-31,2018-06-30
12717,2018-06-30,2018-09-30
12717,2018-09-30,2018-12-31
12717,2018-12-31,2019-03-31
12717,2019-03-31,2019-06-30
12717,2019-06-30,2019-09-30
12717,2019-09-30,2019-12-31
12717,2019-12-31,2020-03-31
12717,2020-03-31,2020-06-30
12717,2020-06-30,2020-09-30
12717,2020-09-30,2020-12-31
12717,2020-12-31,2021-03-31
12717,2021-03-31,2021-06-30
12717,2021-06-30,2021-09-30
12717,2021-09-30,2021-12-31
12717,2021-12-31,2022-03-31
12717,2022-03-31,2022-06-30
12717,2022-06-30,2022-09-30
12717,2022-09-30,2022-12-31
12722,2013-06-30,2013-09-30
12722,2013-09-30,2013-12-31
12722,2013-12-31,2014-03-31
12722,2014-03-31,2014-06-30
12722,2014-06-30,2014-09-30
12722,2014-09-30,2014-12-31
12722,2014-12-31,2015-03-31
12722,2015-03-31,2015-06-30
12722,2015-06-30,2015-09-30
12722,2015-09-30,2015-12-31
12722,2015-12-31,2016-03-31
12722,2016-03-31,2016-06-30
12722,2016-06-30,2016-09-30
12722,2016-09-30,2016-12-31
12722,2016-12-31,2017-03-31
12722,2017-03-31,2017-06-30
12722,2017-06-30,2017-09-30
12722,2017-09-30,2017-12-31
12722,2017-12-31,2018-03-31
12722,2018-03-31,2018-06-30
12722,2018-06-30,2018-09-30
12722,2018-09-30,2018-12-31
12722,2018-12-31,2019-03-31
12722,2019-03-31,2019-06-30
12722,2019-06-30,2019-09-30
12722,2019-09-30,2019-12-31
12722,2019-12-31,2020-03-31
12722,2020-03-31,2020-06-30
12722,2020-06-30,2020-09-30
12722,2020-09-30,2020-12-31
12722,2020-12-31,2021-03-31
12722,2021-03-31,2021-06-30
12722,2021-06-30,2021-09-30
12722,2021-09-30,2021-12-31
12722,2021-12-31,2022-03-31
12722,2022-03-31,2022-06-30
12722,2022-06-30,2022-09-30
12722,2022-09-30,2022-12-31
12745,2013-06-30,2013-09-30
12745,2013-09-30,2013-12-31
12745,2013-12-31,2014-03-31
12745,2014-03-31,2014-06-30
12745,2014-06-30,2014-09-30
12745,2014-09-30,2014-12-31
12745,2014-12-31,2015-03-31
12745,2015-03-31,2015-06-30
12745,2015-06-30,2015-09-30
12745,2015-09-30,2015-12-31
12745,2015-12-31,2016-03-31
12745,2016-03-31,2016-06-30
12745,2016-06-30,2016-09-30
12745,2016-09-30,2016-12-31
12745,2016-12-31,2017-03-31
12745,2017-03-31,2017-06-30
12745,2017-06-30,2017-09-30
12745,2017-09-30,2017-12-31
12745,2017-12-31,2018-03-31
12745,2018-03-31,2018-06-30
12745,2018-06-30,2018-09-30
12745,2018-09-30,2018-12-31
12745,2018-12-31,2019-03-31
12745,2019-03-31,2019-06-30
12745,2019-06-30,2019-09-30
12745,2019-09-30,2019-12-31
12745,2019-12-31,2020-03-31
12745,2020-03-31,2020-06-30
12745,2020-06-30,2020-09-30
12745,2020-09-30,2020-12-31
12745,2020-12-31,2021-03-31
12745,2021-03-31,2021-06-30
12745,2021-06-30,2021-09-30
12745,2021-09-30,2021-12-31
12745,2021-12-31,2022-03-31
12745,2022-03-31,2022-06-30
12745,2022-06-30,2022-09-30
12745,2022-09-30,2022-12-31
12757,2013-06-30,2013-09-30
12757,2013-09-30,2013-12-31
12757,2013-12-31,2014-03-31
12757,2014-03-31,2014-06-30
12757,2014-06-30,2014-09-30
12757,2014-09-30,2014-12-31
12757,2014-12-31,2015-03-31
12757,2015-03-31,2015-06-30
12757,2015-06-30,2015-09-30
12757,2015-09-30,2015-12-31
12757,2015-12-31,2016-03-31
12757,2016-03-31,2016-06-30
12757,2016-06-30,2016-09-30
12757,2016-09-30,2016-12-31
12757,2016-12-31,2017-03-31
12757,2017-03-31,2017-06-30
12757,2017-06-30,2017-09-30
12757,2017-09-30,2017-12-31
12757,2017-12-31,2018-03-31
12757,2018-03-31,2018-06-30
12757,2018-06-30,2018-09-30
12757,2018-09-30,2018-12-31
12757,2018-12-31,2019-03-31
12757,2019-03-31,2019-06-30
12757,2019-06-30,2019-09-30
12757,2019-09-30,2019-12-31
12757,2019-12-31,2020-03-31
12757,2020-03-31,2020-06-30
12757,2020-06-30,2020-09-30
12757,2020-09-30,2020-12-31
12757,2020-12-31,2021-03-31
12757,2021-03-31,2021-06-30
12757,2021-06-30,2021-09-30
12757,2021-09-30,2021-12-31
12757,2021-12-31,2022-03-31
12757,2022-03-31,2022-06-30
12757,2022-06-30,2022-09-30
12757,2022-09-30,2022-12-31
12758,2013-06-30,2013-09-30
12758,2013-09-30,2013-12-31
12758,2013-12-31,2014-03-31
12758,2014-03-31,2014-06-30
12758,2014-06-30,2014-09-30
12758,2014-09-30,2014-12-31
12758,2014-12-31,2015-03-31
12758,2015-03-31,2015-06-30
12758,2015-06-30,2015-09-30
12758,2015-09-30,2015-12-31
12758,2015-12-31,2016-03-31
12758,2016-03-31,2016-06-30
12758,2016-06-30,2016-09-30
12758,2016-09-30,2016-12-31
12758,2016-12-31,2017-03-31
12758,2017-03-31,2017-06-30
12758,2017-06-30,2017-09-30
12758,2017-09-30,2017-12-31
12758,2017-12-31,2018-03-31
12758,2018-03-31,2018-06-30
12758,2018-06-30,2018-09-30
12758,2018-09-30,2018-12-31
12758,2018-12-31,2019-03-31
12758,2019-03-31,2019-06-30
12758,2019-06-30,2019-09-30
12758,2019-09-30,2019-12-31
12758,2019-12-31,2020-03-31
12758,2020-03-31,2020-06-30
12758,2020-06-30,2020-09-30
12758,2020-09-30,2020-12-31
12758,2020-12-31,2021-03-31
12758,2021-03-31,2021-06-30
12758,2021-06-30,2021-09-30
12758,2021-09-30,2021-12-31
12758,2021-12-31,2022-03-31
12758,2022-03-31,2022-06-30
12758,2022-06-30,2022-09-30
12758,2022-09-30,2022-12-31
12761,2013-06-30,2013-09-30
12761,2013-09-30,2013-12-31
12761,2013-12-31,2014-03-31
12761,2014-03-31,2014-06-30
12761,2014-06-30,2014-09-30
12761,2014-09-30,2014-12-31
12761,2014-12-31,2015-03-31
12761,2015-03-31,2015-06-30
12761,2015-06-30,2015-09-30
12761,2015-09-30,2015-12-31
12761,2015-12-31,2016-03-31
12761,2016-03-31,2016-06-30
12761,2016-06-30,2016-09-30
12761,2016-09-30,2016-12-31
12761,2016-12-31,2017-03-31
12761,2017-03-31,2017-06-30
12761,2017-06-30,2017-09-30
12761,2017-09-30,2017-12-31
12761,2017-12-31,2018-03-31
12761,2018-03-31,2018-06-30
12761,2018-06-30,2018-09-30
12761,2018-09-30,2018-12-31
12761,2018-12-31,2019-03-31
12761,2019-03-31,2019-06-30
12761,2019-06-30,2019-09-30
12761,2019-09-30,2019-12-31
12761,2019-12-31,2020-03-31
12761,2020-03-31,2020-06-30
12761,2020-06-30,2020-09-30
12761,2020-09-30,2020-12-31
12761,2020-12-31,2021-03-31
12761,2021-03-31,2021-06-30
12761,2021-06-30,2021-09-30
12761,2021-09-30,2021-12-31
12761,2021-12-31,2022-03-31
12761,2022-03-31,2022-06-30
12761,2022-06-30,2022-09-30
12761,2022-09-30,2022-12-31
12769,2013-06-30,2013-09-30
12769,2013-09-30,2013-12-31
12769,2013-12-31,2014-03-31
12769,2014-03-31,2014-06-30
12769,2014-06-30,2014-09-30
12769,2014-09-30,2014-12-31
12769,2014-12-31,2015-03-31
12769,2015-03-31,2015-06-30
12769,2015-06-30,2015-09-30
12769,2015-09-30,2015-12-31
12769,2015-12-31,2016-03-31
12769,2016-03-31,2016-06-30
12769,2016-06-30,2016-09-30
12769,2016-09-30,2016-12-31
12769,2016-12-31,2017-03-31
12769,2017-03-31,2017-06-30
12769,2017-06-30,2017-09-30
12769,2017-09-30,2017-12-31
12769,2017-12-31,2018-03-31
12769,2018-03-31,2018-06-30
12769,2018-06-30,2018-09-30
12769,2018-09-30,2018-12-31
12769,2018-12-31,2019-03-31
12769,2019-03-31,2019-06-30
12769,2019-06-30,2019-09-30
12769,2019-09-30,2019-12-31
12769,2019-12-31,2020-03-31
12769,2020-03-31,2020-06-30
12769,2020-06-30,2020-09-30
12769,2020-09-30,2020-12-31
12769,2020-12-31,2021-03-31
12769,2021-03-31,2021-06-30
12769,2021-06-30,2021-09-30
12769,2021-09-30,2021-12-31
12769,2021-12-31,2022-03-31
12769,2022-03-31,2022-06-30
12769,2022-06-30,2022-09-30
12769,2022-09-30,2022-12-31
12773,2013-06-30,2013-09-30
12773,2013-09-30,2013-12-31
12773,2013-12-31,2014-03-31
12773,2014-03-31,2014-06-30
12773,2014-06-30,2014-09-30
12773,2014-09-30,2014-12-31
12773,2014-12-31,2015-03-31
12773,2015-03-31,2015-06-30
12773,2015-06-30,2015-09-30
12773,2015-09-30,2015-12-31
12773,2015-12-31,2016-03-31
12773,2016-03-31,2016-06-30
12773,2016-06-30,2016-09-30
12773,2016-09-30,2016-12-31
12773,2016-12-31,2017-03-31
12773,2017-03-31,2017-06-30
12773,2017-06-30,2017-09-30
12773,2017-09-30,2017-12-31
12773,2017-12-31,2018-03-31
12773,2018-03-31,2018-06-30
12773,2018-06-30,2018-09-30
12773,2018-09-30,2018-12-31
12773,2018-12-31,2019-03-31
12773,2019-03-31,2019-06-30
12773,2019-06-30,2019-09-30
12773,2019-09-30,2019-12-31
12773,2019-12-31,2020-03-31
12773,2020-03-31,2020-06-30
12773,2020-06-30,2020-09-30
12773,2020-09-30,2020-12-31
12773,2020-12-31,2021-03-31
12773,2021-03-31,2021-06-30
12773,2021-06-30,2021-09-30
12781,2013-06-30,2013-09-30
12781,2013-09-30,2013-12-31
12781,2013-12-31,2014-03-31
12781,2014-03-31,2014-06-30
12781,2014-06-30,2014-09-30
12781,2014-09-30,2014-12-31
12781,2014-12-31,2015-03-31
12781,2015-03-31,2015-06-30
12781,2015-06-30,2015-09-30
12781,2015-09-30,2015-12-31
12781,2015-12-31,2016-03-31
12781,2016-03-31,2016-06-30
12781,2016-06-30,2016-09-30
12781,2016-09-30,2016-12-31
12781,2016-12-31,2017-03-31
12781,2017-03-31,2017-06-30
12781,2017-06-30,2017-09-30
12781,2017-09-30,2017-12-31
12781,2017-12-31,2018-03-31
12781,2018-03-31,2018-06-30
12781,2018-06-30,2018-09-30
12781,2018-09-30,2018-12-31
12781,2018-12-31,2019-03-31
12781,2019-03-31,2019-06-30
12781,2019-06-30,2019-09-30
12781,2019-09-30,2019-12-31
12781,2019-12-31,2020-03-31
12781,2020-03-31,2020-06-30
12781,2020-06-30,2020-09-30
12781,2020-09-30,2020-12-31
12781,2020-12-31,2021-03-31
12781,2021-03-31,2021-06-30
12781,2021-06-30,2021-09-30
12781,2021-09-30,2021-12-31
12781,2021-12-31,2022-03-31
12781,2022-03-31,2022-06-30
12781,2022-06-30,2022-09-30
12781,2022-09-30,2022-12-31
12786,2013-06-30,2013-09-30
12786,2013-09-30,2013-12-31
12788,2013-06-30,2013-09-30
12788,2013-09-30,2013-12-31
12788,2013-12-31,2014-03-31
12788,2014-03-31,2014-06-30
12788,2014-06-30,2014-09-30
12788,2014-09-30,2014-12-31
12788,2014-12-31,2015-03-31
12788,2015-03-31,2015-06-30
12788,2015-06-30,2015-09-30
12788,2015-09-30,2015-12-31
12788,2015-12-31,2016-03-31
12788,2016-03-31,2016-06-30
12788,2016-06-30,2016-09-30
12788,2016-09-30,2016-12-31
12788,2016-12-31,2017-03-31
12788,2017-03-31,2017-06-30
12788,2017-06-30,2017-09-30
12788,2017-09-30,2017-12-31
12788,2017-12-31,2018-03-31
12788,2018-03-31,2018-06-30
12788,2018-06-30,2018-09-30
12788,2018-09-30,2018-12-31
12788,2018-12-31,2019-03-31
12788,2019-03-31,2019-06-30
12788,2019-06-30,2019-09-30
12788,2019-09-30,2019-12-31
12788,2019-12-31,2020-03-31
12788,2020-03-31,2020-06-30
12788,2020-06-30,2020-09-30
12788,2020-09-30,2020-12-31
12788,2020-12-31,2021-03-31
12788,2021-03-31,2021-06-30
12788,2021-06-30,2021-09-30
12788,2021-09-30,2021-12-31
12788,2021-12-31,2022-03-31
12788,2022-03-31,2022-06-30
12788,2022-06-30,2022-09-30
12788,2022-09-30,2022-12-31
12814,2013-06-30,2013-09-30
12814,2013-09-30,2013-12-31
12814,2013-12-31,2014-03-31
12814,2014-03-31,2014-06-30
12814,2014-06-30,2014-09-30
12814,2014-09-30,2014-12-31
12814,2014-12-31,2015-03-31
12814,2015-03-31,2015-06-30
12814,2015-06-30,2015-09-30
12814,2015-09-30,2015-12-31
12814,2015-12-31,2016-03-31
12814,2016-03-31,2016-06-30
12814,2016-06-30,2016-09-30
12814,2016-09-30,2016-12-31
12814,2016-12-31,2017-03-31
12814,2017-03-31,2017-06-30
12814,2017-06-30,2017-09-30
12814,2017-09-30,2017-12-31
12814,2017-12-31,2018-03-31
12814,2018-03-31,2018-06-30
12814,2018-06-30,2018-09-30
12814,2018-09-30,2018-12-31
12814,2018-12-31,2019-03-31
12814,2019-03-31,2019-06-30
12814,2019-06-30,2019-09-30
12814,2019-09-30,2019-12-31
12814,2019-12-31,2020-03-31
12814,2020-03-31,2020-06-30
12814,2020-06-30,2020-09-30
12814,2020-09-30,2020-12-31
12814,2020-12-31,2021-03-31
12814,2021-03-31,2021-06-30
12814,2021-06-30,2021-09-30
12814,2021-09-30,2021-12-31
12814,2021-12-31,2022-03-31
12814,2022-03-31,2022-06-30
12814,2022-06-30,2022-09-30
12814,2022-09-30,2022-12-31
12815,2013-06-30,2013-09-30
12815,2013-09-30,2013-12-31
12815,2013-12-31,2014-03-31
12815,2014-03-31,2014-06-30
12815,2014-06-30,2014-09-30
12815,2014-09-30,2014-12-31
12815,2014-12-31,2015-03-31
12815,2015-03-31,2015-06-30
12815,2015-06-30,2015-09-30
12815,2015-09-30,2015-12-31
12815,2015-12-31,2016-03-31
12815,2016-03-31,2016-06-30
12815,2016-06-30,2016-09-30
12815,2016-09-30,2016-12-31
12815,2016-12-31,2017-03-31
12815,2017-03-31,2017-06-30
12815,2017-06-30,2017-09-30
12815,2017-09-30,2017-12-31
12815,2017-12-31,2018-03-31
12815,2018-03-31,2018-06-30
12815,2018-06-30,2018-09-30
12815,2018-09-30,2018-12-31
12815,2018-12-31,2019-03-31
12815,2019-03-31,2019-06-30
12815,2019-06-30,2019-09-30
12815,2019-09-30,2019-12-31
12815,2019-12-31,2020-03-31
12815,2020-03-31,2020-06-30
12815,2020-06-30,2020-09-30
12815,2020-09-30,2020-12-31
12815,2020-12-31,2021-03-31
12815,2021-03-31,2021-06-30
12815,2021-06-30,2021-09-30
12815,2021-09-30,2021-12-31
12815,2021-12-31,2022-03-31
12815,2022-03-31,2022-06-30
12815,2022-06-30,2022-09-30
12815,2022-09-30,2022-12-31
12828,2013-06-30,2013-09-30
12828,2013-09-30,2013-12-31
12828,2013-12-31,2014-03-31
12828,2014-03-31,2014-06-30
12828,2014-06-30,2014-09-30
12828,2014-09-30,2014-12-31
12828,2014-12-31,2015-03-31
12828,2015-03-31,2015-06-30
12828,2015-06-30,2015-09-30
12828,2015-09-30,2015-12-31
12828,2015-12-31,2016-03-31
12828,2016-03-31,2016-06-30
12828,2016-06-30,2016-09-30
12828,2016-09-30,2016-12-31
12828,2016-12-31,2017-03-31
12828,2017-03-31,2017-06-30
12828,2017-06-30,2017-09-30
12828,2017-09-30,2017-12-31
12828,2017-12-31,2018-03-31
12828,2018-03-31,2018-06-30
12828,2018-06-30,2018-09-30
12828,2018-09-30,2018-12-31
12828,2018-12-31,2019-03-31
12828,2019-03-31,2019-06-30
12828,2019-06-30,2019-09-30
12828,2019-09-30,2019-12-31
12828,2019-12-31,2020-03-31
12828,2020-03-31,2020-06-30
12828,2020-06-30,2020-09-30
12828,2020-09-30,2020-12-31
12828,2020-12-31,2021-03-31
12828,2021-03-31,2021-06-30
12828,2021-06-30,2021-09-30
12828,2021-09-30,2021-12-31
12828,2021-12-31,2022-03-31
12828,2022-03-31,2022-06-30
12828,2022-06-30,2022-09-30
12828,2022-09-30,2022-12-31
12836,2013-06-30,2013-09-30
12836,2013-09-30,2013-12-31
12836,2013-12-31,2014-03-31
12836,2014-03-31,2014-06-30
12836,2014-06-30,2014-09-30
12836,2014-09-30,2014-12-31
12836,2014-12-31,2015-03-31
12836,2015-03-31,2015-06-30
12836,2015-06-30,2015-09-30
12836,2015-09-30,2015-12-31
12836,2015-12-31,2016-03-31
12836,2016-03-31,2016-06-30
12836,2016-06-30,2016-09-30
12836,2016-09-30,2016-12-31
12836,2016-12-31,2017-03-31
12836,2017-03-31,2017-06-30
12836,2017-06-30,2017-09-30
12836,2017-09-30,2017-12-31
12836,2017-12-31,2018-03-31
12836,2018-03-31,2018-06-30
12836,2018-06-30,2018-09-30
12836,2018-09-30,2018-12-31
12836,2018-12-31,2019-03-31
12836,2019-03-31,2019-06-30
12836,2019-06-30,2019-09-30
12836,2019-09-30,2019-12-31
12836,2019-12-31,2020-03-31
12836,2020-03-31,2020-06-30
12836,2020-06-30,2020-09-30
12836,2020-09-30,2020-12-31
12836,2020-12-31,2021-03-31
12836,2021-03-31,2021-06-30
12836,2021-06-30,2021-09-30
12836,2021-09-30,2021-12-31
12836,2021-12-31,2022-03-31
12836,2022-03-31,2022-06-30
12836,2022-06-30,2022-09-30
12836,2022-09-30,2022-12-31
12839,2013-06-30,2013-09-30
12839,2013-09-30,2013-12-31
12839,2013-12-31,2014-03-31
12839,2014-03-31,2014-06-30
12839,2014-06-30,2014-09-30
12839,2014-09-30,2014-12-31
12839,2014-12-31,2015-03-31
12839,2015-03-31,2015-06-30
12839,2015-06-30,2015-09-30
12839,2015-09-30,2015-12-31
12839,2015-12-31,2016-03-31
12839,2016-03-31,2016-06-30
12839,2016-06-30,2016-09-30
12839,2016-09-30,2016-12-31
12839,2016-12-31,2017-03-31
12839,2017-03-31,2017-06-30
12839,2017-06-30,2017-09-30
12839,2017-09-30,2017-12-31
12839,2017-12-31,2018-03-31
12839,2018-03-31,2018-06-30
12839,2018-06-30,2018-09-30
12839,2018-09-30,2018-12-31
12839,2018-12-31,2019-03-31
12839,2019-03-31,2019-06-30
12839,2019-06-30,2019-09-30
12839,2019-09-30,2019-12-31
12839,2019-12-31,2020-03-31
12839,2020-03-31,2020-06-30
12839,2020-06-30,2020-09-30
12839,2020-09-30,2020-12-31
12839,2020-12-31,2021-03-31
12839,2021-03-31,2021-06-30
12839,2021-06-30,2021-09-30
12839,2021-09-30,2021-12-31
12839,2021-12-31,2022-03-31
12839,2022-03-31,2022-06-30
12839,2022-06-30,2022-09-30
12839,2022-09-30,2022-12-31
12854,2013-06-30,2013-09-30
12854,2013-09-30,2013-12-31
12854,2013-12-31,2014-03-31
12854,2014-03-31,2014-06-30
12854,2014-06-30,2014-09-30
12854,2014-09-30,2014-12-31
12854,2014-12-31,2015-03-31
12854,2015-03-31,2015-06-30
12854,2015-06-30,2015-09-30
12854,2015-09-30,2015-12-31
12854,2015-12-31,2016-03-31
12854,2016-03-31,2016-06-30
12854,2016-06-30,2016-09-30
12854,2016-09-30,2016-12-31
12854,2016-12-31,2017-03-31
12854,2017-03-31,2017-06-30
12854,2017-06-30,2017-09-30
12854,2017-09-30,2017-12-31
12854,2017-12-31,2018-03-31
12854,2018-03-31,2018-06-30
12854,2018-06-30,2018-09-30
12854,2018-09-30,2018-12-31
12854,2018-12-31,2019-03-31
12854,2019-03-31,2019-06-30
12854,2019-06-30,2019-09-30
12854,2019-09-30,2019-12-31
12854,2019-12-31,2020-03-31
12854,2020-03-31,2020-06-30
12854,2020-06-30,2020-09-30
12854,2020-09-30,2020-12-31
12854,2020-12-31,2021-03-31
12854,2021-03-31,2021-06-30
12854,2021-06-30,2021-09-30
12854,2021-09-30,2021-12-31
12854,2021-12-31,2022-03-31
12854,2022-03-31,2022-06-30
12854,2022-06-30,2022-09-30
12854,2022-09-30,2022-12-31
12855,2013-06-30,2013-09-30
12855,2013-09-30,2013-12-31
12855,2013-12-31,2014-03-31
12855,2014-03-31,2014-06-30
12855,2014-06-30,2014-09-30
12855,2014-09-30,2014-12-31
12855,2014-12-31,2015-03-31
12855,2015-03-31,2015-06-30
12855,2015-06-30,2015-09-30
12855,2015-09-30,2015-12-31
12855,2015-12-31,2016-03-31
12855,2016-03-31,2016-06-30
12855,2016-06-30,2016-09-30
12855,2016-09-30,2016-12-31
12855,2016-12-31,2017-03-31
12855,2017-03-31,2017-06-30
12855,2017-06-30,2017-09-30
12855,2017-09-30,2017-12-31
12855,2017-12-31,2018-03-31
12855,2018-03-31,2018-06-30
12855,2018-06-30,2018-09-30
12855,2018-09-30,2018-12-31
12855,2018-12-31,2019-03-31
12855,2019-03-31,2019-06-30
12855,2019-06-30,2019-09-30
12855,2019-09-30,2019-12-31
12855,2019-12-31,2020-03-31
12855,2020-03-31,2020-06-30
12855,2020-06-30,2020-09-30
12855,2020-09-30,2020-12-31
12855,2020-12-31,2021-03-31
12855,2021-03-31,2021-06-30
12855,2021-06-30,2021-09-30
12855,2021-09-30,2021-12-31
12855,2021-12-31,2022-03-31
12855,2022-03-31,2022-06-30
12855,2022-06-30,2022-09-30
12855,2022-09-30,2022-12-31
12857,2013-06-30,2013-09-30
12857,2013-09-30,2013-12-31
12857,2013-12-31,2014-03-31
12857,2014-03-31,2014-06-30
12857,2014-06-30,2014-09-30
12857,2014-09-30,2014-12-31
12857,2014-12-31,2015-03-31
12857,2015-03-31,2015-06-30
12857,2015-06-30,2015-09-30
12857,2015-09-30,2015-12-31
12857,2015-12-31,2016-03-31
12857,2016-03-31,2016-06-30
12857,2016-06-30,2016-09-30
12857,2016-09-30,2016-12-31
12857,2016-12-31,2017-03-31
12857,2017-03-31,2017-06-30
12857,2017-06-30,2017-09-30
12857,2017-09-30,2017-12-31
12857,2017-12-31,2018-03-31
12857,2018-03-31,2018-06-30
12857,2018-06-30,2018-09-30
12857,2018-09-30,2018-12-31
12857,2018-12-31,2019-03-31
12857,2019-03-31,2019-06-30
12857,2019-06-30,2019-09-30
12857,2019-09-30,2019-12-31
12857,2019-12-31,2020-03-31
12857,2020-03-31,2020-06-30
12857,2020-06-30,2020-09-30
12857,2020-09-30,2020-12-31
12857,2020-12-31,2021-03-31
12857,2021-03-31,2021-06-30
12857,2021-06-30,2021-09-30
12857,2021-09-30,2021-12-31
12857,2021-12-31,2022-03-31
12857,2022-03-31,2022-06-30
12857,2022-06-30,2022-09-30
12857,2022-09-30,2022-12-31
12858,2013-06-30,2013-09-30
12858,2013-09-30,2013-12-31
12858,2013-12-31,2014-03-31
12858,2014-03-31,2014-06-30
12858,2014-06-30,2014-09-30
12858,2014-09-30,2014-12-31
12858,2014-12-31,2015-03-31
12858,2015-03-31,2015-06-30
12858,2015-06-30,2015-09-30
12858,2015-09-30,2015-12-31
12858,2015-12-31,2016-03-31
12858,2016-03-31,2016-06-30
12858,2016-06-30,2016-09-30
12858,2016-09-30,2016-12-31
12858,2016-12-31,2017-03-31
12858,2017-03-31,2017-06-30
12858,2017-06-30,2017-09-30
12858,2017-09-30,2017-12-31
12858,2017-12-31,2018-03-31
12858,2018-03-31,2018-06-30
12858,2018-06-30,2018-09-30
12858,2018-09-30,2018-12-31
12858,2018-12-31,2019-03-31
12858,2019-03-31,2019-06-30
12858,2019-06-30,2019-09-30
12858,2019-09-30,2019-12-31
12858,2019-12-31,2020-03-31
12858,2020-03-31,2020-06-30
12858,2020-06-30,2020-09-30
12858,2020-09-30,2020-12-31
12858,2020-12-31,2021-03-31
12858,2021-03-31,2021-06-30
12858,2021-06-30,2021-09-30
12858,2021-09-30,2021-12-31
12858,2021-12-31,2022-03-31
12858,2022-03-31,2022-06-30
12858,2022-06-30,2022-09-30
12858,2022-09-30,2022-12-31
12859,2013-06-30,2013-09-30
12859,2013-09-30,2013-12-31
12859,2013-12-31,2014-03-31
12859,2014-03-31,2014-06-30
12859,2014-06-30,2014-09-30
12859,2014-09-30,2014-12-31
12859,2014-12-31,2015-03-31
12859,2015-03-31,2015-06-30
12859,2015-06-30,2015-09-30
12859,2015-09-30,2015-12-31
