CERT,date,target_date
1517,2015-06-30,2015-09-30
1517,2015-09-30,2015-12-31
1517,2015-12-31,2016-03-31
1517,2016-03-31,2016-06-30
1517,2016-06-30,2016-09-30
1517,2016-09-30,2016-12-31
1517,2016-12-31,2017-03-31
1517,2017-03-31,2017-06-30
1517,2017-06-30,2017-09-30
1517,2017-09-30,2017-12-31
1517,2017-12-31,2018-03-31
1517,2018-03-31,2018-06-30
1517,2018-06-30,2018-09-30
1517,2018-09-30,2018-12-31
1517,2018-12-31,2019-03-31
1517,2019-03-31,2019-06-30
1517,2019-06-30,2019-09-30
1520,2013-06-30,2013-09-30
1520,2013-09-30,2013-12-31
1520,2013-12-31,2014-03-31
1520,2014-03-31,2014-06-30
1520,2014-06-30,2014-09-30
1520,2014-09-30,2014-12-31
1520,2014-12-31,2015-03-31
1520,2015-03-31,2015-06-30
1520,2015-06-30,2015-09-30
1520,2015-09-30,2015-12-31
1520,2015-12-31,2016-03-31
1520,2016-03-31,2016-06-30
1520,2016-06-30,2016-09-30
1520,2016-09-30,2016-12-31
1520,2016-12-31,2017-03-31
1520,2017-03-31,2017-06-30
1520,2017-06-30,2017-09-30
1520,2017-09-30,2017-12-31
1522,2013-06-30,2013-09-30
1522,2013-09-30,2013-12-31
1522,2013-12-31,2014-03-31
1522,2014-03-31,2014-06-30
1522,2014-06-30,2014-09-30
1522,2014-09-30,2014-12-31
1522,2014-12-31,2015-03-31
1522,2015-03-31,2015-06-30
1522,2015-06-30,2015-09-30
1522,2015-09-30,2015-12-31
1522,2015-12-31,2016-03-31
1522,2016-03-31,2016-06-30
1522,2016-06-30,2016-09-30
1522,2016-09-30,2016-12-31
1522,2016-12-31,2017-03-31
1522,2017-03-31,2017-06-30
1522,2017-06-30,2017-09-30
1522,2017-09-30,2017-12-31
1522,2017-12-31,2018-03-31
1522,2018-03-31,2018-06-30
1522,2018-06-30,2018-09-30
1522,2018-09-30,2018-12-31
1522,2018-12-31,2019-03-31
1522,2019-03-31,2019-06-30
1523,2013-06-30,2013-09-30
1523,2013-09-30,2013-12-31
1523,2013-12-31,2014-03-31
1523,2014-03-31,2014-06-30
1523,2014-06-30,2014-09-30
1523,2014-09-30,2014-12-31
1523,2014-12-31,2015-03-31
1523,2015-03-31,2015-06-30
1523,2015-06-30,2015-09-30
1523,2015-09-30,2015-12-31
1523,2015-12-31,2016-03-31
1523,2016-03-31,2016-06-30
1523,2016-06-30,2016-09-30
1523,2016-09-30,2016-12-31
1523,2016-12-31,2017-03-31
1523,2017-03-31,2017-06-30
1523,2017-06-30,2017-09-30
1527,2013-06-30,2013-09-30
1527,2013-09-30,2013-12-31
1527,2013-12-31,2014-03-31
1527,2014-03-31,2014-06-30
1527,2014-06-30,2014-09-30
1527,2014-09-30,2014-12-31
1527,2014-12-31,2015-03-31
1527,2015-03-31,2015-06-30
1527,2015-06-30,2015-09-30
1527,2015-09-30,2015-12-31
1527,2015-12-31,2016-03-31
1527,2016-03-31,2016-06-30
1527,2016-06-30,2016-09-30
1527,2016-09-30,2016-12-31
1527,2016-12-31,2017-03-31
1527,2017-03-31,2017-06-30
1527,2017-06-30,2017-09-30
1527,2017-09-30,2017-12-31
1527,2017-12-31,2018-03-31
1527,2018-03-31,2018-06-30
1527,2018-06-30,2018-09-30
1527,2018-09-30,2018-12-31
1527,2018-12-31,2019-03-31
1527,2019-03-31,2019-06-30
1527,2019-06-30,2019-09-30
1527,2019-09-30,2019-12-31
1527,2019-12-31,2020-03-31
1527,2020-03-31,2020-06-30
1527,2020-06-30,2020-09-30
1527,2020-09-30,2020-12-31
1527,2020-12-31,2021-03-31
1527,2021-03-31,2021-06-30
1527,2021-06-30,2021-09-30
1527,2021-09-30,2021-12-31
1527,2021-12-31,2022-03-31
1527,2022-03-31,2022-06-30
1527,2022-06-30,2022-09-30
1527,2022-09-30,2022-12-31
1528,2013-06-30,2013-09-30
1528,2013-09-30,2013-12-31
1528,2013-12-31,2014-03-31
1528,2014-03-31,2014-06-30
1528,2014-06-30,2014-09-30
1528,2014-09-30,2014-12-31
1528,2014-12-31,2015-03-31
1528,2015-03-31,2015-06-30
1528,2015-06-30,2015-09-30
1528,2015-09-30,2015-12-31
1528,2015-12-31,2016-03-31
1528,2016-03-31,2016-06-30
1528,2016-06-30,2016-09-30
1528,2016-09-30,2016-12-31
1528,2016-12-31,2017-03-31
1528,2017-03-31,2017-06-30
1528,2017-06-30,2017-09-30
1528,2017-09-30,2017-12-31
1528,2017-12-31,2018-03-31
1528,2018-03-31,2018-06-30
1528,2018-06-30,2018-09-30
1528,2018-09-30,2018-12-31
1528,2018-12-31,2019-03-31
1528,2019-03-31,2019-06-30
1528,2019-06-30,2019-09-30
1528,2019-09-30,2019-12-31
1528,2019-12-31,2020-03-31
1528,2020-03-31,2020-06-30
1528,2020-06-30,2020-09-30
1528,2020-09-30,2020-12-31
1528,2020-12-31,2021-03-31
1528,2021-03-31,2021-06-30
1528,2021-06-30,2021-09-30
1528,2021-09-30,2021-12-31
1528,2021-12-31,2022-03-31
1528,2022-03-31,2022-06-30
1528,2022-06-30,2022-09-30
1528,2022-09-30,2022-12-31
1536,2013-06-30,2013-09-30
1536,2013-09-30,2013-12-31
1536,2013-12-31,2014-03-31
1536,2014-03-31,2014-06-30
1536,2014-06-30,2014-09-30
1536,2014-09-30,2014-12-31
1536,2014-12-31,2015-03-31
1536,2015-03-31,2015-06-30
1536,2015-06-30,2015-09-30
1536,2015-09-30,2015-12-31
1536,2015-12-31,2016-03-31
1536,2016-03-31,2016-06-30
1536,2016-06-30,2016-09-30
1536,2016-09-30,2016-12-31
1536,2016-12-31,2017-03-31
1536,2017-03-31,2017-06-30
1536,2017-06-30,2017-09-30
1536,2017-09-30,2017-12-31
1536,2017-12-31,2018-03-31
1536,2018-03-31,2018-06-30
1536,2018-06-30,2018-09-30
1536,2018-09-30,2018-12-31
1536,2018-12-31,2019-03-31
1536,2019-03-31,2019-06-30
1536,2019-06-30,2019-09-30
1536,2019-09-30,2019-12-31
1536,2019-12-31,2020-03-31
1536,2020-03-31,2020-06-30
1536,2020-06-30,2020-09-30
1536,2020-09-30,2020-12-31
1536,2020-12-31,2021-03-31
1536,2021-03-31,2021-06-30
1536,2021-06-30,2021-09-30
1536,2021-09-30,2021-12-31
1536,2021-12-31,2022-03-31
1536,2022-03-31,2022-06-30
1536,2022-06-30,2022-09-30
1536,2022-09-30,2022-12-31
1545,2013-06-30,2013-09-30
1545,2013-09-30,2013-12-31
1545,2013-12-31,2014-03-31
1545,2014-03-31,2014-06-30
1545,2014-06-30,2014-09-30
1545,2014-09-30,2014-12-31
1545,2014-12-31,2015-03-31
1545,2015-03-31,2015-06-30
1545,2015-06-30,2015-09-30
1545,2015-09-30,2015-12-31
1545,2015-12-31,2016-03-31
1545,2016-03-31,2016-06-30
1545,2016-06-30,2016-09-30
1545,2016-09-30,2016-12-31
1545,2016-12-31,2017-03-31
1545,2017-03-31,2017-06-30
1545,2017-06-30,2017-09-30
1545,2017-09-30,2017-12-31
1545,2017-12-31,2018-03-31
1545,2018-03-31,2018-06-30
1545,2018-06-30,2018-09-30
1545,2018-09-30,2018-12-31
1545,2018-12-31,2019-03-31
1545,2019-03-31,2019-06-30
1545,2019-06-30,2019-09-30
1545,2019-09-30,2019-12-31
1545,2019-12-31,2020-03-31
1545,2020-03-31,2020-06-30
1545,2020-06-30,2020-09-30
1545,2020-09-30,2020-12-31
1545,2020-12-31,2021-03-31
1545,2021-03-31,2021-06-30
1545,2021-06-30,2021-09-30
1545,2021-09-30,2021-12-31
1545,2021-12-31,2022-03-31
1545,2022-03-31,2022-06-30
1545,2022-06-30,2022-09-30
1545,2022-09-30,2022-12-31
1547,2013-06-30,2013-09-30
1547,2013-09-30,2013-12-31
1547,2013-12-31,2014-03-31
1547,2014-03-31,2014-06-30
1547,2014-06-30,2014-09-30
1547,2014-09-30,2014-12-31
1547,2014-12-31,2015-03-31
1547,2015-03-31,2015-06-30
1547,2015-06-30,2015-09-30
1547,2015-09-30,2015-12-31
1547,2015-12-31,2016-03-31
1547,2016-03-31,2016-06-30
1547,2016-06-30,2016-09-30
1547,2016-09-30,2016-12-31
1547,2016-12-31,2017-03-31
1547,2017-03-31,2017-06-30
1547,2017-06-30,2017-09-30
1547,2017-09-30,2017-12-31
1547,2017-12-31,2018-03-31
1547,2018-03-31,2018-06-30
1547,2018-06-30,2018-09-30
1547,2018-09-30,2018-12-31
1547,2018-12-31,2019-03-31
1547,2019-03-31,2019-06-30
1547,2019-06-30,2019-09-30
1547,2019-09-30,2019-12-31
1547,2019-12-31,2020-03-31
1547,2020-03-31,2020-06-30
1547,2020-06-30,2020-09-30
1547,2020-09-30,2020-12-31
1547,2020-12-31,2021-03-31
1547,2021-03-31,2021-06-30
1547,2021-06-30,2021-09-30
1547,2021-09-30,2021-12-31
1547,2021-12-31,2022-03-31
1547,2022-03-31,2022-06-30
1547,2022-06-30,2022-09-30
1547,2022-09-30,2022-12-31
1550,2013-06-30,2013-09-30
1550,2013-09-30,2013-12-31
1550,2013-12-31,2014-03-31
1550,2014-03-31,2014-06-30
1550,2014-06-30,2014-09-30
1550,2014-09-30,2014-12-31
1550,2014-12-31,2015-03-31
1550,2015-03-31,2015-06-30
1550,2015-06-30,2015-09-30
1550,2015-09-30,2015-12-31
1550,2015-12-31,2016-03-31
1550,2016-03-31,2016-06-30
1550,2016-06-30,2016-09-30
1550,2016-09-30,2016-12-31
1550,2016-12-31,2017-03-31
1550,2017-03-31,2017-06-30
1550,2017-06-30,2017-09-30
1550,2017-09-30,2017-12-31
1550,2017-12-31,2018-03-31
1550,2018-03-31,2018-06-30
1550,2018-06-30,2018-09-30
1550,2018-09-30,2018-12-31
1550,2018-12-31,2019-03-31
1550,2019-03-31,2019-06-30
1550,2019-06-30,2019-09-30
1550,2019-09-30,2019-12-31
1550,2019-12-31,2020-03-31
1550,2020-03-31,2020-06-30
1550,2020-06-30,2020-09-30
1550,2020-09-30,2020-12-31
1550,2020-12-31,2021-03-31
1550,2021-03-31,2021-06-30
1550,2021-06-30,2021-09-30
1550,2021-09-30,2021-12-31
1550,2021-12-31,2022-03-31
1550,2022-03-31,2022-06-30
1550,2022-06-30,2022-09-30
1550,2022-09-30,2022-12-31
1552,2013-06-30,2013-09-30
1552,2013-09-30,2013-12-31
1552,2013-12-31,2014-03-31
1552,2014-03-31,2014-06-30
1552,2014-06-30,2014-09-30
1552,2014-09-30,2014-12-31
1552,2014-12-31,2015-03-31
1552,2015-03-31,2015-06-30
1552,2015-06-30,2015-09-30
1552,2015-09-30,2015-12-31
1552,2015-12-31,2016-03-31
1552,2016-03-31,2016-06-30
1552,2016-06-30,2016-09-30
1552,2016-09-30,2016-12-31
1552,2016-12-31,2017-03-31
1552,2017-03-31,2017-06-30
1552,2017-06-30,2017-09-30
1552,2017-09-30,2017-12-31
1552,2017-12-31,2018-03-31
1552,2018-03-31,2018-06-30
1552,2018-06-30,2018-09-30
1552,2018-09-30,2018-12-31
1552,2018-12-31,2019-03-31
1552,2019-03-31,2019-06-30
1552,2019-06-30,2019-09-30
1552,2019-09-30,2019-12-31
1552,2019-12-31,2020-03-31
1552,2020-03-31,2020-06-30
1552,2020-06-30,2020-09-30
1552,2020-09-30,2020-12-31
1552,2020-12-31,2021-03-31
1552,2021-03-31,2021-06-30
1552,2021-06-30,2021-09-30
1552,2021-09-30,2021-12-31
1552,2021-12-31,2022-03-31
1552,2022-03-31,2022-06-30
1552,2022-06-30,2022-09-30
1552,2022-09-30,2022-12-31
1553,2013-06-30,2013-09-30
1553,2013-09-30,2013-12-31
1553,2013-12-31,2014-03-31
1553,2014-03-31,2014-06-30
1553,2014-06-30,2014-09-30
1553,2014-09-30,2014-12-31
1553,2014-12-31,2015-03-31
1553,2015-03-31,2015-06-30
1553,2015-06-30,2015-09-30
1553,2015-09-30,2015-12-31
1553,2015-12-31,2016-03-31
1553,2016-03-31,2016-06-30
1553,2016-06-30,2016-09-30
1553,2016-09-30,2016-12-31
1553,2016-12-31,2017-03-31
1553,2017-03-31,2017-06-30
1553,2017-06-30,2017-09-30
1553,2017-09-30,2017-12-31
1553,2017-12-31,2018-03-31
1553,2018-03-31,2018-06-30
1553,2018-06-30,2018-09-30
1553,2018-09-30,2018-12-31
1553,2018-12-31,2019-03-31
1553,2019-03-31,2019-06-30
1553,2019-06-30,2019-09-30
1553,2019-09-30,2019-12-31
1553,2019-12-31,2020-03-31
1553,2020-03-31,2020-06-30
1553,2020-06-30,2020-09-30
1553,2020-09-30,2020-12-31
1553,2020-12-31,2021-03-31
1553,2021-03-31,2021-06-30
1553,2021-06-30,2021-09-30
1553,2021-09-30,2021-12-31
1553,2021-12-31,2022-03-31
1553,2022-03-31,2022-06-30
1553,2022-06-30,2022-09-30
1553,2022-09-30,2022-12-31
1556,2013-06-30,2013-09-30
1556,2013-09-30,2013-12-31
1556,2013-12-31,2014-03-31
1556,2014-03-31,2014-06-30
1556,2014-06-30,2014-09-30
1556,2014-09-30,2014-12-31
1556,2014-12-31,2015-03-31
1556,2015-03-31,2015-06-30
1556,2015-06-30,2015-09-30
1556,2015-09-30,2015-12-31
1556,2015-12-31,2016-03-31
1556,2016-03-31,2016-06-30
1556,2016-06-30,2016-09-30
1556,2016-09-30,2016-12-31
1556,2016-12-31,2017-03-31
1556,2017-03-31,2017-06-30
1556,2017-06-30,2017-09-30
1556,2017-09-30,2017-12-31
1556,2017-12-31,2018-03-31
1556,2018-03-31,2018-06-30
1556,2018-06-30,2018-09-30
1556,2018-09-30,2018-12-31
1556,2018-12-31,2019-03-31
1556,2019-03-31,2019-06-30
1556,2019-06-30,2019-09-30
1556,2019-09-30,2019-12-31
1556,2019-12-31,2020-03-31
1556,2020-03-31,2020-06-30
1556,2020-06-30,2020-09-30
1556,2020-09-30,2020-12-31
1556,2020-12-31,2021-03-31
1556,2021-03-31,2021-06-30
1556,2021-06-30,2021-09-30
1556,2021-09-30,2021-12-31
1556,2021-12-31,2022-03-31
1556,2022-03-31,2022-06-30
1556,2022-06-30,2022-09-30
1556,2022-09-30,2022-12-31
1562,2013-06-30,2013-09-30
1562,2013-09-30,2013-12-31
1562,2013-12-31,2014-03-31
1562,2014-03-31,2014-06-30
1562,2014-06-30,2014-09-30
1562,2014-09-30,2014-12-31
1562,2014-12-31,2015-03-31
1562,2015-03-31,2015-06-30
1562,2015-06-30,2015-09-30
1562,2015-09-30,2015-12-31
1562,2015-12-31,2016-03-31
1562,2016-03-31,2016-06-30
1562,2016-06-30,2016-09-30
1562,2016-09-30,2016-12-31
1562,2016-12-31,2017-03-31
1562,2017-03-31,2017-06-30
1562,2017-06-30,2017-09-30
1562,2017-09-30,2017-12-31
1562,2017-12-31,2018-03-31
1562,2018-03-31,2018-06-30
1562,2018-06-30,2018-09-30
1562,2018-09-30,2018-12-31
1562,2018-12-31,2019-03-31
1562,2019-03-31,2019-06-30
1562,2019-06-30,2019-09-30
1562,2019-09-30,2019-12-31
1562,2019-12-31,2020-03-31
1562,2020-03-31,2020-06-30
1562,2020-06-30,2020-09-30
1562,2020-09-30,2020-12-31
1562,2020-12-31,2021-03-31
1562,2021-03-31,2021-06-30
1562,2021-06-30,2021-09-30
1562,2021-09-30,2021-12-31
1562,2021-12-31,2022-03-31
1562,2022-03-31,2022-06-30
1562,2022-06-30,2022-09-30
1562,2022-09-30,2022-12-31
1566,2013-06-30,2013-09-30
1566,2013-09-30,2013-12-31
1566,2013-12-31,2014-03-31
1566,2014-03-31,2014-06-30
1566,2014-06-30,2014-09-30
1566,2014-09-30,2014-12-31
1566,2014-12-31,2015-03-31
1566,2015-03-31,2015-06-30
1566,2015-06-30,2015-09-30
1566,2015-09-30,2015-12-31
1566,2015-12-31,2016-03-31
1566,2016-03-31,2016-06-30
1566,2016-06-30,2016-09-30
1566,2016-09-30,2016-12-31
1566,2016-12-31,2017-03-31
1566,2017-03-31,2017-06-30
1566,2017-06-30,2017-09-30
1566,2017-09-30,2017-12-31
1566,2017-12-31,2018-03-31
1566,2018-03-31,2018-06-30
1566,2018-06-30,2018-09-30
1566,2018-09-30,2018-12-31
1566,2018-12-31,2019-03-31
1566,2019-03-31,2019-06-30
1566,2019-06-30,2019-09-30
1566,2019-09-30,2019-12-31
1566,2019-12-31,2020-03-31
1566,2020-03-31,2020-06-30
1566,2020-06-30,2020-09-30
1566,2020-09-30,2020-12-31
1566,2020-12-31,2021-03-31
1566,2021-03-31,2021-06-30
1566,2021-06-30,2021-09-30
1566,2021-09-30,2021-12-31
1566,2021-12-31,2022-03-31
1566,2022-03-31,2022-06-30
1566,2022-06-30,2022-09-30
1566,2022-09-30,2022-12-31
1596,2013-06-30,2013-09-30
1596,2013-09-30,2013-12-31
1596,2013-12-31,2014-03-31
1596,2014-03-31,2014-06-30
1596,2014-06-30,2014-09-30
1596,2014-09-30,2014-12-31
1596,2014-12-31,2015-03-31
1596,2015-03-31,2015-06-30
1596,2015-06-30,2015-09-30
1596,2015-09-30,2015-12-31
1596,2015-12-31,2016-03-31
1596,2016-03-31,2016-06-30
1596,2016-06-30,2016-09-30
1596,2016-09-30,2016-12-31
1596,2016-12-31,2017-03-31
1596,2017-03-31,2017-06-30
1596,2017-06-30,2017-09-30
1596,2017-09-30,2017-12-31
1596,2017-12-31,2018-03-31
1596,2018-03-31,2018-06-30
1596,2018-06-30,2018-09-30
1596,2018-09-30,2018-12-31
1596,2018-12-31,2019-03-31
1596,2019-03-31,2019-06-30
1596,2019-06-30,2019-09-30
1596,2019-09-30,2019-12-31
1596,2019-12-31,2020-03-31
1596,2020-03-31,2020-06-30
1596,2020-06-30,2020-09-30
1596,2020-09-30,2020-12-31
1596,2020-12-31,2021-03-31
1596,2021-03-31,2021-06-30
1596,2021-06-30,2021-09-30
1596,2021-09-30,2021-12-31
1596,2021-12-31,2022-03-31
1596,2022-03-31,2022-06-30
1596,2022-06-30,2022-09-30
1596,2022-09-30,2022-12-31
1597,2013-06-30,2013-09-30
1597,2013-09-30,2013-12-31
1597,2013-12-31,2014-03-31
1599,2013-06-30,2013-09-30
1599,2013-09-30,2013-12-31
1599,2013-12-31,2014-03-31
1599,2014-03-31,2014-06-30
1599,2014-06-30,2014-09-30
1599,2014-09-30,2014-12-31
1599,2014-12-31,2015-03-31
1599,2015-03-31,2015-06-30
1599,2015-06-30,2015-09-30
1599,2015-09-30,2015-12-31
1599,2015-12-31,2016-03-31
1599,2016-03-31,2016-06-30
1599,2016-06-30,2016-09-30
1599,2016-09-30,2016-12-31
1599,2016-12-31,2017-03-31
1599,2017-03-31,2017-06-30
1599,2017-06-30,2017-09-30
1599,2017-09-30,2017-12-31
1599,2017-12-31,2018-03-31
1599,2018-03-31,2018-06-30
1599,2018-06-30,2018-09-30
1599,2018-09-30,2018-12-31
1599,2018-12-31,2019-03-31
1599,2019-03-31,2019-06-30
1599,2019-06-30,2019-09-30
1599,2019-09-30,2019-12-31
1599,2019-12-31,2020-03-31
1599,2020-03-31,2020-06-30
1599,2020-06-30,2020-09-30
1599,2020-09-30,2020-12-31
1599,2020-12-31,2021-03-31
1599,2021-03-31,2021-06-30
1600,2013-06-30,2013-09-30
1600,2013-09-30,2013-12-31
1600,2013-12-31,2014-03-31
1600,2014-03-31,2014-06-30
1600,2014-06-30,2014-09-30
1600,2014-09-30,2014-12-31
1600,2014-12-31,2015-03-31
1600,2015-03-31,2015-06-30
1600,2015-06-30,2015-09-30
1600,2015-09-30,2015-12-31
1600,2015-12-31,2016-03-31
1600,2016-03-31,2016-06-30
1600,2016-06-30,2016-09-30
1600,2016-09-30,2016-12-31
1600,2016-12-31,2017-03-31
1600,2017-03-31,2017-06-30
1600,2017-06-30,2017-09-30
1600,2017-09-30,2017-12-31
1600,2017-12-31,2018-03-31
1600,2018-03-31,2018-06-30
1600,2018-06-30,2018-09-30
1600,2018-09-30,2018-12-31
1600,2018-12-31,2019-03-31
1600,2019-03-31,2019-06-30
1600,2019-06-30,2019-09-30
1600,2019-09-30,2019-12-31
1600,2019-12-31,2020-03-31
1600,2020-03-31,2020-06-30
1600,2020-06-30,2020-09-30
1600,2020-09-30,2020-12-31
1600,2020-12-31,2021-03-31
1600,2021-03-31,2021-06-30
1600,2021-06-30,2021-09-30
1600,2021-09-30,2021-12-31
1600,2021-12-31,2022-03-31
1600,2022-03-31,2022-06-30
1600,2022-06-30,2022-09-30
1600,2022-09-30,2022-12-31
1604,2013-06-30,2013-09-30
1604,2013-09-30,2013-12-31
1604,2013-12-31,2014-03-31
1604,2014-03-31,2014-06-30
1604,2014-06-30,2014-09-30
1604,2014-09-30,2014-12-31
1604,2014-12-31,2015-03-31
1604,2015-03-31,2015-06-30
1604,2015-06-30,2015-09-30
1604,2015-09-30,2015-12-31
1604,2015-12-31,2016-03-31
1604,2016-03-31,2016-06-30
1604,2016-06-30,2016-09-30
1604,2016-09-30,2016-12-31
1604,2016-12-31,2017-03-31
1604,2017-03-31,2017-06-30
1604,2017-06-30,2017-09-30
1604,2017-09-30,2017-12-31
1604,2017-12-31,2018-03-31
1604,2018-03-31,2018-06-30
1604,2018-06-30,2018-09-30
1604,2018-09-30,2018-12-31
1604,2018-12-31,2019-03-31
1604,2019-03-31,2019-06-30
1604,2019-06-30,2019-09-30
1604,2019-09-30,2019-12-31
1604,2019-12-31,2020-03-31
1604,2020-03-31,2020-06-30
1604,2020-06-30,2020-09-30
1604,2020-09-30,2020-12-31
1604,2020-12-31,2021-03-31
1604,2021-03-31,2021-06-30
1604,2021-06-30,2021-09-30
1604,2021-09-30,2021-12-31
1604,2021-12-31,2022-03-31
1604,2022-03-31,2022-06-30
1604,2022-06-30,2022-09-30
1604,2022-09-30,2022-12-31
1607,2013-06-30,2013-09-30
1607,2013-09-30,2013-12-31
1607,2013-12-31,2014-03-31
1607,2014-03-31,2014-06-30
1607,2014-06-30,2014-09-30
1607,2014-09-30,2014-12-31
1607,2014-12-31,2015-03-31
1607,2015-03-31,2015-06-30
1607,2015-06-30,2015-09-30
1607,2015-09-30,2015-12-31
1607,2015-12-31,2016-03-31
1607,2016-03-31,2016-06-30
1607,2016-06-30,2016-09-30
1607,2016-09-30,2016-12-31
1607,2016-12-31,2017-03-31
1607,2017-03-31,2017-06-30
1607,2017-06-30,2017-09-30
1607,2017-09-30,2017-12-31
1607,2017-12-31,2018-03-31
1607,2018-03-31,2018-06-30
1607,2018-06-30,2018-09-30
1607,2018-09-30,2018-12-31
1607,2018-12-31,2019-03-31
1607,2019-03-31,2019-06-30
1607,2019-06-30,2019-09-30
1607,2019-09-30,2019-12-31
1607,2019-12-31,2020-03-31
1607,2020-03-31,2020-06-30
1607,2020-06-30,2020-09-30
1607,2020-09-30,2020-12-31
1607,2020-12-31,2021-03-31
1607,2021-03-31,2021-06-30
1607,2021-06-30,2021-09-30
1607,2021-09-30,2021-12-31
1607,2021-12-31,2022-03-31
1607,2022-03-31,2022-06-30
1607,2022-06-30,2022-09-30
1607,2022-09-30,2022-12-31
1609,2013-06-30,2013-09-30
1609,2013-09-30,2013-12-31
1609,2013-12-31,2014-03-31
1609,2014-03-31,2014-06-30
1609,2014-06-30,2014-09-30
1609,2014-09-30,2014-12-31
1609,2014-12-31,2015-03-31
1609,2015-03-31,2015-06-30
1609,2015-06-30,2015-09-30
1609,2015-09-30,2015-12-31
1609,2015-12-31,2016-03-31
1609,2016-03-31,2016-06-30
1609,2016-06-30,2016-09-30
1609,2016-09-30,2016-12-31
1609,2016-12-31,2017-03-31
1609,2017-03-31,2017-06-30
1609,2017-06-30,2017-09-30
1609,2017-09-30,2017-12-31
1609,2017-12-31,2018-03-31
1609,2018-03-31,2018-06-30
1609,2018-06-30,2018-09-30
1609,2018-09-30,2018-12-31
1609,2018-12-31,2019-03-31
1609,2019-03-31,2019-06-30
1609,2019-06-30,2019-09-30
1609,2019-09-30,2019-12-31
1609,2019-12-31,2020-03-31
1609,2020-03-31,2020-06-30
1609,2020-06-30,2020-09-30
1609,2020-09-30,2020-12-31
1609,2020-12-31,2021-03-31
1609,2021-03-31,2021-06-30
1609,2021-06-30,2021-09-30
1609,2021-09-30,2021-12-31
1609,2021-12-31,2022-03-31
1609,2022-03-31,2022-06-30
1609,2022-06-30,2022-09-30
1609,2022-09-30,2022-12-31
1610,2013-06-30,2013-09-30
1610,2013-09-30,2013-12-31
1610,2013-12-31,2014-03-31
1610,2014-03-31,2014-06-30
1610,2014-06-30,2014-09-30
1610,2014-09-30,2014-12-31
1610,2014-12-31,2015-03-31
1610,2015-03-31,2015-06-30
1610,2015-06-30,2015-09-30
1610,2015-09-30,2015-12-31
1610,2015-12-31,2016-03-31
1610,2016-03-31,2016-06-30
1610,2016-06-30,2016-09-30
1610,2016-09-30,2016-12-31
1610,2016-12-31,2017-03-31
1610,2017-03-31,2017-06-30
1610,2017-06-30,2017-09-30
1610,2017-09-30,2017-12-31
1610,2017-12-31,2018-03-31
1610,2018-03-31,2018-06-30
1610,2018-06-30,2018-09-30
1610,2018-09-30,2018-12-31
1610,2018-12-31,2019-03-31
1610,2019-03-31,2019-06-30
1610,2019-06-30,2019-09-30
1610,2019-09-30,2019-12-31
1610,2019-12-31,2020-03-31
1610,2020-03-31,2020-06-30
1610,2020-06-30,2020-09-30
1610,2020-09-30,2020-12-31
1610,2020-12-31,2021-03-31
1610,2021-03-31,2021-06-30
1610,2021-06-30,2021-09-30
1610,2021-09-30,2021-12-31
1610,2021-12-31,2022-03-31
1610,2022-03-31,2022-06-30
1610,2022-06-30,2022-09-30
1610,2022-09-30,2022-12-31
1611,2013-06-30,2013-09-30
1611,2013-09-30,2013-12-31
1611,2013-12-31,2014-03-31
1611,2014-03-31,2014-06-30
1611,2014-06-30,2014-09-30
1611,2014-09-30,2014-12-31
1611,2014-12-31,2015-03-31
1611,2015-03-31,2015-06-30
1611,2015-06-30,2015-09-30
1611,2015-09-30,2015-12-31
1611,2015-12-31,2016-03-31
1611,2016-03-31,2016-06-30
1611,2016-06-30,2016-09-30
1611,2016-09-30,2016-12-31
1611,2016-12-31,2017-03-31
1611,2017-03-31,2017-06-30
1611,2017-06-30,2017-09-30
1611,2017-09-30,2017-12-31
1611,2017-12-31,2018-03-31
1611,2018-03-31,2018-06-30
1611,2018-06-30,2018-09-30
1611,2018-09-30,2018-12-31
1611,2018-12-31,2019-03-31
1611,2019-03-31,2019-06-30
1611,2019-06-30,2019-09-30
1611,2019-09-30,2019-12-31
1611,2019-12-31,2020-03-31
1611,2020-03-31,2020-06-30
1611,2020-06-30,2020-09-30
1611,2020-09-30,2020-12-31
1611,2020-12-31,2021-03-31
1611,2021-03-31,2021-06-30
1611,2021-06-30,2021-09-30
1611,2021-09-30,2021-12-31
1611,2021-12-31,2022-03-31
1611,2022-03-31,2022-06-30
1611,2022-06-30,2022-09-30
1611,2022-09-30,2022-12-31
1612,2013-06-30,2013-09-30
1612,2013-09-30,2013-12-31
1612,2013-12-31,2014-03-31
1612,2014-03-31,2014-06-30
1612,2014-06-30,2014-09-30
1612,2014-09-30,2014-12-31
1612,2014-12-31,2015-03-31
1612,2015-03-31,2015-06-30
1612,2015-06-30,2015-09-30
1612,2015-09-30,2015-12-31
1612,2015-12-31,2016-03-31
1612,2016-03-31,2016-06-30
1612,2016-06-30,2016-09-30
1612,2016-09-30,2016-12-31
1612,2016-12-31,2017-03-31
1612,2017-03-31,2017-06-30
1612,2017-06-30,2017-09-30
1612,2017-09-30,2017-12-31
1612,2017-12-31,2018-03-31
1612,2018-03-31,2018-06-30
1612,2018-06-30,2018-09-30
1612,2018-09-30,2018-12-31
1612,2018-12-31,2019-03-31
1612,2019-03-31,2019-06-30
1612,2019-06-30,2019-09-30
1612,2019-09-30,2019-12-31
1612,2019-12-31,2020-03-31
