Quarter,Asset group,Call form,Field,Rows,API populated,Zero values,Coverage,Zero share
20131231,At least USD 1bn,31,DEPUNA,75,75,1,1.0,0.013333333333333334
20131231,At least USD 1bn,41,DEPUNA,593,593,35,1.0,0.05902192242833052
20131231,Below USD 1bn,2,DEPUNA,6,6,6,1.0,1.0
20131231,Below USD 1bn,31,DEPUNA,20,20,18,1.0,0.9
20131231,Below USD 1bn,41,DEPUNA,6189,6189,6147,1.0,0.9932137663596704
20140331,At least USD 1bn,2,DEPUNA,10,10,3,1.0,0.3
20140331,At least USD 1bn,31,DEPUNA,72,72,1,1.0,0.013888888888888888
20140331,At least USD 1bn,41,DEPUNA,601,601,28,1.0,0.04658901830282862
20140331,Below USD 1bn,2,DEPUNA,7,7,6,1.0,0.8571428571428571
20140331,Below USD 1bn,31,DEPUNA,18,18,15,1.0,0.8333333333333334
20140331,Below USD 1bn,41,DEPUNA,6104,6104,6064,1.0,0.9934469200524246
20140630,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20140630,At least USD 1bn,31,DEPUNA,72,72,1,1.0,0.013888888888888888
20140630,At least USD 1bn,41,DEPUNA,604,604,35,1.0,0.057947019867549666
20140630,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20140630,Below USD 1bn,31,DEPUNA,18,18,15,1.0,0.8333333333333334
20140630,Below USD 1bn,41,DEPUNA,6027,6027,5994,1.0,0.9945246391239423
20140930,At least USD 1bn,2,DEPUNA,11,11,4,1.0,0.36363636363636365
20140930,At least USD 1bn,31,DEPUNA,73,73,1,1.0,0.0136986301369863
20140930,At least USD 1bn,41,DEPUNA,612,612,47,1.0,0.07679738562091504
20140930,Below USD 1bn,2,DEPUNA,6,6,5,1.0,0.8333333333333334
20140930,Below USD 1bn,31,DEPUNA,17,17,14,1.0,0.8235294117647058
20140930,Below USD 1bn,41,DEPUNA,5949,5949,5918,1.0,0.9947890401748193
20141231,At least USD 1bn,2,DEPUNA,11,11,4,1.0,0.36363636363636365
20141231,At least USD 1bn,31,DEPUNA,72,72,1,1.0,0.013888888888888888
20141231,At least USD 1bn,41,DEPUNA,611,611,45,1.0,0.07364975450081833
20141231,Below USD 1bn,2,DEPUNA,6,6,5,1.0,0.8333333333333334
20141231,Below USD 1bn,31,DEPUNA,17,17,14,1.0,0.8235294117647058
20141231,Below USD 1bn,41,DEPUNA,5870,5870,5841,1.0,0.9950596252129472
20150331,At least USD 1bn,2,DEPUNA,11,11,4,1.0,0.36363636363636365
20150331,At least USD 1bn,31,DEPUNA,70,70,2,1.0,0.02857142857142857
20150331,At least USD 1bn,41,DEPUNA,626,626,30,1.0,0.04792332268370607
20150331,Below USD 1bn,2,DEPUNA,6,6,5,1.0,0.8333333333333334
20150331,Below USD 1bn,31,DEPUNA,14,14,12,1.0,0.8571428571428571
20150331,Below USD 1bn,41,DEPUNA,5769,5769,5742,1.0,0.9953198127925117
20150630,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20150630,At least USD 1bn,31,DEPUNA,69,69,2,1.0,0.028985507246376812
20150630,At least USD 1bn,41,DEPUNA,635,635,37,1.0,0.05826771653543307
20150630,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20150630,Below USD 1bn,31,DEPUNA,15,15,12,1.0,0.8
20150630,Below USD 1bn,41,DEPUNA,5689,5689,5662,1.0,0.9952539989453331
20150930,At least USD 1bn,2,DEPUNA,11,11,4,1.0,0.36363636363636365
20150930,At least USD 1bn,31,DEPUNA,69,69,2,1.0,0.028985507246376812
20150930,At least USD 1bn,41,DEPUNA,639,639,41,1.0,0.06416275430359937
20150930,Below USD 1bn,2,DEPUNA,6,6,5,1.0,0.8333333333333334
20150930,Below USD 1bn,31,DEPUNA,13,13,10,1.0,0.7692307692307693
20150930,Below USD 1bn,41,DEPUNA,5607,5607,5583,1.0,0.9957196361690743
20151231,At least USD 1bn,2,DEPUNA,11,11,4,1.0,0.36363636363636365
20151231,At least USD 1bn,31,DEPUNA,69,69,2,1.0,0.028985507246376812
20151231,At least USD 1bn,41,DEPUNA,635,635,45,1.0,0.07086614173228346
20151231,Below USD 1bn,2,DEPUNA,6,6,5,1.0,0.8333333333333334
20151231,Below USD 1bn,31,DEPUNA,13,13,10,1.0,0.7692307692307693
20151231,Below USD 1bn,41,DEPUNA,5521,5521,5499,1.0,0.9960152146350298
20160331,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20160331,At least USD 1bn,31,DEPUNA,63,63,2,1.0,0.031746031746031744
20160331,At least USD 1bn,41,DEPUNA,664,664,33,1.0,0.04969879518072289
20160331,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20160331,Below USD 1bn,31,DEPUNA,11,11,10,1.0,0.9090909090909091
20160331,Below USD 1bn,41,DEPUNA,5438,5438,5415,1.0,0.9957705038617138
20160630,At least USD 1bn,2,DEPUNA,11,11,3,1.0,0.2727272727272727
20160630,At least USD 1bn,31,DEPUNA,63,63,3,1.0,0.047619047619047616
20160630,At least USD 1bn,41,DEPUNA,670,670,44,1.0,0.06567164179104477
20160630,Below USD 1bn,2,DEPUNA,6,6,6,1.0,1.0
20160630,Below USD 1bn,31,DEPUNA,11,11,10,1.0,0.9090909090909091
20160630,Below USD 1bn,41,DEPUNA,5368,5368,5346,1.0,0.9959016393442623
20160930,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20160930,At least USD 1bn,31,DEPUNA,63,63,3,1.0,0.047619047619047616
20160930,At least USD 1bn,41,DEPUNA,674,674,54,1.0,0.08011869436201781
20160930,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20160930,Below USD 1bn,31,DEPUNA,13,13,12,1.0,0.9230769230769231
20160930,Below USD 1bn,41,DEPUNA,5284,5284,5262,1.0,0.9958364875094625
20161231,At least USD 1bn,2,DEPUNA,11,11,4,1.0,0.36363636363636365
20161231,At least USD 1bn,31,DEPUNA,63,63,2,1.0,0.031746031746031744
20161231,At least USD 1bn,41,DEPUNA,674,674,58,1.0,0.08605341246290801
20161231,Below USD 1bn,2,DEPUNA,6,6,5,1.0,0.8333333333333334
20161231,Below USD 1bn,31,DEPUNA,13,13,11,1.0,0.8461538461538461
20161231,Below USD 1bn,41,DEPUNA,5216,5216,5196,1.0,0.9961656441717791
20170331,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20170331,At least USD 1bn,31,DEPUNA,58,58,2,1.0,0.034482758620689655
20170331,At least USD 1bn,41,DEPUNA,689,689,29,1.0,0.0420899854862119
20170331,At least USD 1bn,51,DEPUNA,5,0,0,0.0,0.0
20170331,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20170331,Below USD 1bn,31,DEPUNA,12,12,10,1.0,0.8333333333333334
20170331,Below USD 1bn,41,DEPUNA,1644,1644,1635,1.0,0.9945255474452555
20170331,Below USD 1bn,51,DEPUNA,3500,0,0,0.0,0.0
20170630,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20170630,At least USD 1bn,31,DEPUNA,59,59,3,1.0,0.05084745762711865
20170630,At least USD 1bn,41,DEPUNA,689,689,37,1.0,0.05370101596516691
20170630,At least USD 1bn,51,DEPUNA,6,0,0,0.0,0.0
20170630,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20170630,Below USD 1bn,31,DEPUNA,10,10,8,1.0,0.8
20170630,Below USD 1bn,41,DEPUNA,1477,1477,1469,1.0,0.994583615436696
20170630,Below USD 1bn,51,DEPUNA,3598,0,0,0.0,0.0
20170930,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20170930,At least USD 1bn,31,DEPUNA,59,59,3,1.0,0.05084745762711865
20170930,At least USD 1bn,41,DEPUNA,687,687,42,1.0,0.0611353711790393
20170930,At least USD 1bn,51,DEPUNA,12,0,0,0.0,0.0
20170930,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20170930,Below USD 1bn,31,DEPUNA,10,10,8,1.0,0.8
20170930,Below USD 1bn,41,DEPUNA,1378,1378,1371,1.0,0.9949201741654572
20170930,Below USD 1bn,51,DEPUNA,3643,0,0,0.0,0.0
20171231,At least USD 1bn,2,DEPUNA,12,12,5,1.0,0.4166666666666667
20171231,At least USD 1bn,31,DEPUNA,58,58,3,1.0,0.05172413793103448
20171231,At least USD 1bn,41,DEPUNA,679,679,45,1.0,0.0662739322533137
20171231,At least USD 1bn,51,DEPUNA,15,0,0,0.0,0.0
20171231,Below USD 1bn,2,DEPUNA,5,5,4,1.0,0.8
20171231,Below USD 1bn,31,DEPUNA,10,10,8,1.0,0.8
20171231,Below USD 1bn,41,DEPUNA,1333,1333,1328,1.0,0.9962490622655664
20171231,Below USD 1bn,51,DEPUNA,3626,0,0,0.0,0.0
20180331,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20180331,At least USD 1bn,31,DEPUNA,59,59,2,1.0,0.03389830508474576
20180331,At least USD 1bn,41,DEPUNA,693,693,28,1.0,0.04040404040404041
20180331,At least USD 1bn,51,DEPUNA,11,0,0,0.0,0.0
20180331,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20180331,Below USD 1bn,31,DEPUNA,9,9,8,1.0,0.8888888888888888
20180331,Below USD 1bn,41,DEPUNA,1144,1144,1138,1.0,0.9947552447552448
20180331,Below USD 1bn,51,DEPUNA,3741,0,0,0.0,0.0
20180630,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20180630,At least USD 1bn,31,DEPUNA,65,65,2,1.0,0.03076923076923077
20180630,At least USD 1bn,41,DEPUNA,695,695,41,1.0,0.058992805755395686
20180630,At least USD 1bn,51,DEPUNA,14,0,0,0.0,0.0
20180630,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20180630,Below USD 1bn,31,DEPUNA,9,9,8,1.0,0.8888888888888888
20180630,Below USD 1bn,41,DEPUNA,1110,1110,1104,1.0,0.9945945945945946
20180630,Below USD 1bn,51,DEPUNA,3700,0,0,0.0,0.0
20180930,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20180930,At least USD 1bn,31,DEPUNA,66,66,2,1.0,0.030303030303030304
20180930,At least USD 1bn,41,DEPUNA,691,691,48,1.0,0.0694645441389291
20180930,At least USD 1bn,51,DEPUNA,19,0,0,0.0,0.0
20180930,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20180930,Below USD 1bn,31,DEPUNA,10,10,9,1.0,0.9
20180930,Below USD 1bn,41,DEPUNA,1092,1092,1086,1.0,0.9945054945054945
20180930,Below USD 1bn,51,DEPUNA,3649,0,0,0.0,0.0
20181231,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20181231,At least USD 1bn,31,DEPUNA,66,66,2,1.0,0.030303030303030304
20181231,At least USD 1bn,41,DEPUNA,690,690,46,1.0,0.06666666666666667
20181231,At least USD 1bn,51,DEPUNA,22,0,0,0.0,0.0
20181231,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20181231,Below USD 1bn,31,DEPUNA,10,10,9,1.0,0.9
20181231,Below USD 1bn,41,DEPUNA,1066,1066,1059,1.0,0.9934333958724203
20181231,Below USD 1bn,51,DEPUNA,3602,0,0,0.0,0.0
20190331,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20190331,At least USD 1bn,31,DEPUNA,65,65,1,1.0,0.015384615384615385
20190331,At least USD 1bn,41,DEPUNA,709,709,26,1.0,0.036671368124118475
20190331,At least USD 1bn,51,DEPUNA,18,0,0,0.0,0.0
20190331,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20190331,Below USD 1bn,31,DEPUNA,10,10,9,1.0,0.9
20190331,Below USD 1bn,41,DEPUNA,950,950,949,1.0,0.9989473684210526
20190331,Below USD 1bn,51,DEPUNA,3659,0,0,0.0,0.0
20190630,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20190630,At least USD 1bn,31,DEPUNA,63,63,1,1.0,0.015873015873015872
20190630,At least USD 1bn,41,DEPUNA,707,707,28,1.0,0.039603960396039604
20190630,At least USD 1bn,51,DEPUNA,25,0,0,0.0,0.0
20190630,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20190630,Below USD 1bn,31,DEPUNA,10,10,9,1.0,0.9
20190630,Below USD 1bn,41,DEPUNA,928,928,926,1.0,0.9978448275862069
20190630,Below USD 1bn,51,DEPUNA,3619,0,0,0.0,0.0
20190930,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20190930,At least USD 1bn,31,DEPUNA,64,64,2,1.0,0.03125
20190930,At least USD 1bn,41,DEPUNA,602,602,24,1.0,0.03986710963455149
20190930,At least USD 1bn,51,DEPUNA,141,141,43,1.0,0.3049645390070922
20190930,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20190930,Below USD 1bn,31,DEPUNA,8,8,7,1.0,0.875
20190930,Below USD 1bn,41,DEPUNA,882,882,882,1.0,1.0
20190930,Below USD 1bn,51,DEPUNA,3611,3611,3603,1.0,0.9977845472168374
20191231,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20191231,At least USD 1bn,31,DEPUNA,64,64,2,1.0,0.03125
20191231,At least USD 1bn,41,DEPUNA,578,578,23,1.0,0.039792387543252594
20191231,At least USD 1bn,51,DEPUNA,157,157,41,1.0,0.2611464968152866
20191231,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20191231,Below USD 1bn,31,DEPUNA,8,8,7,1.0,0.875
20191231,Below USD 1bn,41,DEPUNA,855,855,853,1.0,0.9976608187134502
20191231,Below USD 1bn,51,DEPUNA,3565,3565,3565,1.0,1.0
20200331,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20200331,At least USD 1bn,31,DEPUNA,71,71,3,1.0,0.04225352112676056
20200331,At least USD 1bn,41,DEPUNA,542,542,18,1.0,0.033210332103321034
20200331,At least USD 1bn,51,DEPUNA,214,214,30,1.0,0.14018691588785046
20200331,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20200331,Below USD 1bn,31,DEPUNA,13,13,13,1.0,1.0
20200331,Below USD 1bn,41,DEPUNA,770,770,770,1.0,1.0
20200331,Below USD 1bn,51,DEPUNA,3555,3555,3553,1.0,0.99943741209564
20200630,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20200630,At least USD 1bn,31,DEPUNA,71,71,3,1.0,0.04225352112676056
20200630,At least USD 1bn,41,DEPUNA,570,570,51,1.0,0.08947368421052632
20200630,At least USD 1bn,51,DEPUNA,265,265,81,1.0,0.30566037735849055
20200630,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20200630,Below USD 1bn,31,DEPUNA,14,14,14,1.0,1.0
20200630,Below USD 1bn,41,DEPUNA,730,730,730,1.0,1.0
20200630,Below USD 1bn,51,DEPUNA,3464,3464,3463,1.0,0.9997113163972287
20200930,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20200930,At least USD 1bn,31,DEPUNA,71,71,3,1.0,0.04225352112676056
20200930,At least USD 1bn,41,DEPUNA,575,575,61,1.0,0.10608695652173913
20200930,At least USD 1bn,51,DEPUNA,274,274,93,1.0,0.33941605839416056
20200930,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20200930,Below USD 1bn,31,DEPUNA,14,14,14,1.0,1.0
20200930,Below USD 1bn,41,DEPUNA,713,713,712,1.0,0.9985974754558204
20200930,Below USD 1bn,51,DEPUNA,3434,3434,3432,1.0,0.9994175888177053
20201231,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20201231,At least USD 1bn,31,DEPUNA,71,71,3,1.0,0.04225352112676056
20201231,At least USD 1bn,41,DEPUNA,577,577,63,1.0,0.10918544194107452
20201231,At least USD 1bn,51,DEPUNA,282,282,101,1.0,0.35815602836879434
20201231,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20201231,Below USD 1bn,31,DEPUNA,14,14,14,1.0,1.0
20201231,Below USD 1bn,41,DEPUNA,704,704,703,1.0,0.9985795454545454
20201231,Below USD 1bn,51,DEPUNA,3402,3402,3399,1.0,0.9991181657848325
20210331,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20210331,At least USD 1bn,31,DEPUNA,72,72,2,1.0,0.027777777777777776
20210331,At least USD 1bn,41,DEPUNA,582,582,72,1.0,0.12371134020618557
20210331,At least USD 1bn,51,DEPUNA,313,313,117,1.0,0.3738019169329074
20210331,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20210331,Below USD 1bn,31,DEPUNA,14,14,14,1.0,1.0
20210331,Below USD 1bn,41,DEPUNA,665,665,665,1.0,1.0
20210331,Below USD 1bn,51,DEPUNA,3381,3381,3379,1.0,0.9994084590357882
20210630,At least USD 1bn,2,DEPUNA,12,12,4,1.0,0.3333333333333333
20210630,At least USD 1bn,31,DEPUNA,71,71,3,1.0,0.04225352112676056
20210630,At least USD 1bn,41,DEPUNA,581,581,72,1.0,0.12392426850258176
20210630,At least USD 1bn,51,DEPUNA,328,328,131,1.0,0.39939024390243905
20210630,Below USD 1bn,2,DEPUNA,5,5,5,1.0,1.0
20210630,Below USD 1bn,31,DEPUNA,14,14,14,1.0,1.0
20210630,Below USD 1bn,41,DEPUNA,659,659,659,1.0,1.0
20210630,Below USD 1bn,51,DEPUNA,3345,3345,3342,1.0,0.9991031390134529
20210930,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20210930,At least USD 1bn,31,DEPUNA,71,71,3,1.0,0.04225352112676056
20210930,At least USD 1bn,41,DEPUNA,583,583,78,1.0,0.13379073756432247
20210930,At least USD 1bn,51,DEPUNA,344,344,147,1.0,0.4273255813953488
20210930,Below USD 1bn,2,DEPUNA,4,4,4,1.0,1.0
20210930,Below USD 1bn,31,DEPUNA,14,14,14,1.0,1.0
20210930,Below USD 1bn,41,DEPUNA,648,648,648,1.0,1.0
20210930,Below USD 1bn,51,DEPUNA,3302,3302,3301,1.0,0.9996971532404604
20211231,At least USD 1bn,2,DEPUNA,13,13,5,1.0,0.38461538461538464
20211231,At least USD 1bn,31,DEPUNA,70,70,2,1.0,0.02857142857142857
20211231,At least USD 1bn,41,DEPUNA,568,568,73,1.0,0.12852112676056338
