Feature,Training median,Training mean after imputation,Training scale
log_deposits,12.454164386480677,12.598636496043726,1.5607990748906722
cash_ratio,0.09997077673765777,0.13038305874189193,0.11465923545299359
loan_ratio,0.6100556253450671,0.5896541617536001,0.169199767298499
equity_ratio,0.10153495144112923,0.113226111108676,0.07002637436490397
prior_growth,0.023777525745587707,0.2650815272713764,49.529095008164404
