CERT,Quarter,Model,Selected,Hit
3814,2024-03-31,Size-only Ridge,0,0
3818,2024-03-31,Size-only Ridge,0,0
3821,2024-03-31,Size-only Ridge,0,0
3826,2024-03-31,Size-only Ridge,0,0
3827,2024-03-31,Size-only Ridge,0,0
3830,2024-03-31,Size-only Ridge,0,0
3832,2024-03-31,Size-only Ridge,0,0
3834,2024-03-31,Size-only Ridge,0,0
3837,2024-03-31,Size-only Ridge,0,0
3840,2024-03-31,Size-only Ridge,0,0
3842,2024-03-31,Size-only Ridge,0,0
3846,2024-03-31,Size-only Ridge,0,0
3850,2024-03-31,Size-only Ridge,1,0
3854,2024-03-31,Size-only Ridge,0,0
3863,2024-03-31,Size-only Ridge,0,0
3864,2024-03-31,Size-only Ridge,0,0
3869,2024-03-31,Size-only Ridge,0,0
3873,2024-03-31,Size-only Ridge,0,0
3887,2024-03-31,Size-only Ridge,0,0
3890,2024-03-31,Size-only Ridge,0,0
3896,2024-03-31,Size-only Ridge,0,0
3902,2024-03-31,Size-only Ridge,0,0
3919,2024-03-31,Size-only Ridge,1,0
3931,2024-03-31,Size-only Ridge,0,0
3934,2024-03-31,Size-only Ridge,1,0
3973,2024-03-31,Size-only Ridge,0,0
3977,2024-03-31,Size-only Ridge,0,0
3985,2024-03-31,Size-only Ridge,1,0
3999,2024-03-31,Size-only Ridge,0,0
4009,2024-03-31,Size-only Ridge,0,0
4016,2024-03-31,Size-only Ridge,0,0
4028,2024-03-31,Size-only Ridge,0,0
4029,2024-03-31,Size-only Ridge,0,0
4031,2024-03-31,Size-only Ridge,0,0
4032,2024-03-31,Size-only Ridge,0,0
4033,2024-03-31,Size-only Ridge,0,0
4037,2024-03-31,Size-only Ridge,0,0
4041,2024-03-31,Size-only Ridge,0,0
4042,2024-03-31,Size-only Ridge,0,0
4048,2024-03-31,Size-only Ridge,0,0
4049,2024-03-31,Size-only Ridge,0,0
4050,2024-03-31,Size-only Ridge,0,0
4051,2024-03-31,Size-only Ridge,1,0
4054,2024-03-31,Size-only Ridge,0,0
4059,2024-03-31,Size-only Ridge,0,0
4061,2024-03-31,Size-only Ridge,0,0
4062,2024-03-31,Size-only Ridge,0,0
4063,2024-03-31,Size-only Ridge,0,0
4067,2024-03-31,Size-only Ridge,0,0
4071,2024-03-31,Size-only Ridge,0,0
4076,2024-03-31,Size-only Ridge,0,0
4084,2024-03-31,Size-only Ridge,0,0
4086,2024-03-31,Size-only Ridge,0,0
4087,2024-03-31,Size-only Ridge,0,0
4091,2024-03-31,Size-only Ridge,0,0
4092,2024-03-31,Size-only Ridge,0,0
4094,2024-03-31,Size-only Ridge,0,0
4097,2024-03-31,Size-only Ridge,0,0
4098,2024-03-31,Size-only Ridge,1,0
4111,2024-03-31,Size-only Ridge,0,0
4122,2024-03-31,Size-only Ridge,1,0
4123,2024-03-31,Size-only Ridge,0,0
4132,2024-03-31,Size-only Ridge,0,0
4134,2024-03-31,Size-only Ridge,0,0
4144,2024-03-31,Size-only Ridge,1,0
4145,2024-03-31,Size-only Ridge,0,0
4146,2024-03-31,Size-only Ridge,0,0
4147,2024-03-31,Size-only Ridge,0,0
4148,2024-03-31,Size-only Ridge,0,0
4160,2024-03-31,Size-only Ridge,0,0
4161,2024-03-31,Size-only Ridge,0,0
4170,2024-03-31,Size-only Ridge,0,0
4173,2024-03-31,Size-only Ridge,0,0
4178,2024-03-31,Size-only Ridge,0,0
4185,2024-03-31,Size-only Ridge,0,0
4187,2024-03-31,Size-only Ridge,0,0
4190,2024-03-31,Size-only Ridge,0,0
4193,2024-03-31,Size-only Ridge,0,0
4196,2024-03-31,Size-only Ridge,0,0
4208,2024-03-31,Size-only Ridge,0,0
4209,2024-03-31,Size-only Ridge,1,0
4211,2024-03-31,Size-only Ridge,0,0
4214,2024-03-31,Size-only Ridge,0,0
4217,2024-03-31,Size-only Ridge,0,0
4222,2024-03-31,Size-only Ridge,1,0
4228,2024-03-31,Size-only Ridge,0,0
4232,2024-03-31,Size-only Ridge,0,0
4235,2024-03-31,Size-only Ridge,0,0
4236,2024-03-31,Size-only Ridge,0,0
4239,2024-03-31,Size-only Ridge,0,0
4241,2024-03-31,Size-only Ridge,0,0
4255,2024-03-31,Size-only Ridge,0,0
4256,2024-03-31,Size-only Ridge,0,0
4288,2024-03-31,Size-only Ridge,0,0
4290,2024-03-31,Size-only Ridge,0,0
4297,2024-03-31,Size-only Ridge,0,0
4318,2024-03-31,Size-only Ridge,0,0
4319,2024-03-31,Size-only Ridge,0,0
4324,2024-03-31,Size-only Ridge,0,0
4360,2024-03-31,Size-only Ridge,0,0
4364,2024-03-31,Size-only Ridge,0,0
4365,2024-03-31,Size-only Ridge,0,0
4382,2024-03-31,Size-only Ridge,0,0
4398,2024-03-31,Size-only Ridge,0,0
4419,2024-03-31,Size-only Ridge,0,0
4432,2024-03-31,Size-only Ridge,0,0
4433,2024-03-31,Size-only Ridge,0,0
4439,2024-03-31,Size-only Ridge,0,0
4457,2024-03-31,Size-only Ridge,1,0
4464,2024-03-31,Size-only Ridge,0,0
4465,2024-03-31,Size-only Ridge,0,0
4476,2024-03-31,Size-only Ridge,0,0
4477,2024-03-31,Size-only Ridge,0,0
4482,2024-03-31,Size-only Ridge,0,0
4494,2024-03-31,Size-only Ridge,1,0
4506,2024-03-31,Size-only Ridge,0,0
4511,2024-03-31,Size-only Ridge,0,0
4514,2024-03-31,Size-only Ridge,0,0
4519,2024-03-31,Size-only Ridge,0,0
4526,2024-03-31,Size-only Ridge,0,0
4539,2024-03-31,Size-only Ridge,0,0
4540,2024-03-31,Size-only Ridge,0,0
4549,2024-03-31,Size-only Ridge,0,0
4556,2024-03-31,Size-only Ridge,0,0
4598,2024-03-31,Size-only Ridge,0,0
4611,2024-03-31,Size-only Ridge,0,0
4619,2024-03-31,Size-only Ridge,0,0
4621,2024-03-31,Size-only Ridge,0,0
4624,2024-03-31,Size-only Ridge,0,0
4630,2024-03-31,Size-only Ridge,0,0
4636,2024-03-31,Size-only Ridge,0,0
4638,2024-03-31,Size-only Ridge,0,0
4649,2024-03-31,Size-only Ridge,0,0
4652,2024-03-31,Size-only Ridge,1,0
4654,2024-03-31,Size-only Ridge,0,0
4660,2024-03-31,Size-only Ridge,0,0
4664,2024-03-31,Size-only Ridge,0,0
4666,2024-03-31,Size-only Ridge,0,0
4668,2024-03-31,Size-only Ridge,1,0
4673,2024-03-31,Size-only Ridge,0,0
4678,2024-03-31,Size-only Ridge,0,0
4683,2024-03-31,Size-only Ridge,1,0
4690,2024-03-31,Size-only Ridge,0,0
4693,2024-03-31,Size-only Ridge,0,0
4697,2024-03-31,Size-only Ridge,0,0
4702,2024-03-31,Size-only Ridge,0,0
4705,2024-03-31,Size-only Ridge,0,0
4707,2024-03-31,Size-only Ridge,0,0
4722,2024-03-31,Size-only Ridge,0,0
4728,2024-03-31,Size-only Ridge,1,0
4735,2024-03-31,Size-only Ridge,0,0
4746,2024-03-31,Size-only Ridge,0,0
4752,2024-03-31,Size-only Ridge,0,0
4756,2024-03-31,Size-only Ridge,0,0
4766,2024-03-31,Size-only Ridge,0,0
4767,2024-03-31,Size-only Ridge,0,0
4769,2024-03-31,Size-only Ridge,0,0
4770,2024-03-31,Size-only Ridge,1,0
4773,2024-03-31,Size-only Ridge,0,0
4774,2024-03-31,Size-only Ridge,1,0
4775,2024-03-31,Size-only Ridge,0,0
4778,2024-03-31,Size-only Ridge,0,0
4779,2024-03-31,Size-only Ridge,0,0
4789,2024-03-31,Size-only Ridge,0,0
4791,2024-03-31,Size-only Ridge,0,0
4792,2024-03-31,Size-only Ridge,1,1
4794,2024-03-31,Size-only Ridge,0,0
4796,2024-03-31,Size-only Ridge,0,0
4799,2024-03-31,Size-only Ridge,0,0
4801,2024-03-31,Size-only Ridge,0,0
4832,2024-03-31,Size-only Ridge,0,0
4857,2024-03-31,Size-only Ridge,0,0
4865,2024-03-31,Size-only Ridge,0,0
4931,2024-03-31,Size-only Ridge,0,0
4945,2024-03-31,Size-only Ridge,0,0
4952,2024-03-31,Size-only Ridge,0,0
4958,2024-03-31,Size-only Ridge,0,0
4960,2024-03-31,Size-only Ridge,0,0
4972,2024-03-31,Size-only Ridge,0,0
4977,2024-03-31,Size-only Ridge,0,0
4988,2024-03-31,Size-only Ridge,0,0
4993,2024-03-31,Size-only Ridge,0,0
5005,2024-03-31,Size-only Ridge,0,0
5006,2024-03-31,Size-only Ridge,0,0
5015,2024-03-31,Size-only Ridge,0,0
5018,2024-03-31,Size-only Ridge,0,0
5019,2024-03-31,Size-only Ridge,0,0
5033,2024-03-31,Size-only Ridge,0,0
5058,2024-03-31,Size-only Ridge,0,0
5062,2024-03-31,Size-only Ridge,0,0
5072,2024-03-31,Size-only Ridge,0,0
5074,2024-03-31,Size-only Ridge,0,0
5076,2024-03-31,Size-only Ridge,1,0
5087,2024-03-31,Size-only Ridge,0,0
5093,2024-03-31,Size-only Ridge,0,0
5095,2024-03-31,Size-only Ridge,0,0
5097,2024-03-31,Size-only Ridge,0,0
5105,2024-03-31,Size-only Ridge,0,0
5107,2024-03-31,Size-only Ridge,0,0
5110,2024-03-31,Size-only Ridge,1,0
5113,2024-03-31,Size-only Ridge,0,0
5115,2024-03-31,Size-only Ridge,0,0
5116,2024-03-31,Size-only Ridge,0,0
5117,2024-03-31,Size-only Ridge,0,0
5123,2024-03-31,Size-only Ridge,0,0
5131,2024-03-31,Size-only Ridge,0,0
5136,2024-03-31,Size-only Ridge,0,0
5141,2024-03-31,Size-only Ridge,0,0
5142,2024-03-31,Size-only Ridge,1,0
5146,2024-03-31,Size-only Ridge,0,0
5150,2024-03-31,Size-only Ridge,0,0
5162,2024-03-31,Size-only Ridge,0,0
5170,2024-03-31,Size-only Ridge,0,0
5175,2024-03-31,Size-only Ridge,1,0
5180,2024-03-31,Size-only Ridge,0,0
5186,2024-03-31,Size-only Ridge,0,0
5193,2024-03-31,Size-only Ridge,0,0
5196,2024-03-31,Size-only Ridge,1,0
5197,2024-03-31,Size-only Ridge,0,0
5198,2024-03-31,Size-only Ridge,0,0
5214,2024-03-31,Size-only Ridge,0,0
5219,2024-03-31,Size-only Ridge,0,0
5221,2024-03-31,Size-only Ridge,0,0
5223,2024-03-31,Size-only Ridge,0,0
5229,2024-03-31,Size-only Ridge,0,0
5232,2024-03-31,Size-only Ridge,1,0
5247,2024-03-31,Size-only Ridge,0,0
5249,2024-03-31,Size-only Ridge,0,0
5252,2024-03-31,Size-only Ridge,0,0
5269,2024-03-31,Size-only Ridge,0,0
5270,2024-03-31,Size-only Ridge,0,0
5278,2024-03-31,Size-only Ridge,1,0
5280,2024-03-31,Size-only Ridge,0,0
5283,2024-03-31,Size-only Ridge,0,0
5285,2024-03-31,Size-only Ridge,0,0
5286,2024-03-31,Size-only Ridge,0,0
5295,2024-03-31,Size-only Ridge,0,0
5296,2024-03-31,Size-only Ridge,0,0
5297,2024-03-31,Size-only Ridge,0,0
5304,2024-03-31,Size-only Ridge,0,0
5306,2024-03-31,Size-only Ridge,0,0
5317,2024-03-31,Size-only Ridge,0,0
5335,2024-03-31,Size-only Ridge,0,0
5336,2024-03-31,Size-only Ridge,0,0
5337,2024-03-31,Size-only Ridge,0,0
5357,2024-03-31,Size-only Ridge,0,0
5364,2024-03-31,Size-only Ridge,0,0
5369,2024-03-31,Size-only Ridge,0,0
5377,2024-03-31,Size-only Ridge,0,0
5380,2024-03-31,Size-only Ridge,1,0
5384,2024-03-31,Size-only Ridge,0,0
5394,2024-03-31,Size-only Ridge,0,0
5396,2024-03-31,Size-only Ridge,0,0
5401,2024-03-31,Size-only Ridge,0,0
5405,2024-03-31,Size-only Ridge,0,0
5408,2024-03-31,Size-only Ridge,1,0
5410,2024-03-31,Size-only Ridge,0,0
5415,2024-03-31,Size-only Ridge,0,0
5422,2024-03-31,Size-only Ridge,0,0
5424,2024-03-31,Size-only Ridge,0,0
5425,2024-03-31,Size-only Ridge,1,0
5432,2024-03-31,Size-only Ridge,0,0
5434,2024-03-31,Size-only Ridge,0,0
5438,2024-03-31,Size-only Ridge,0,0
5439,2024-03-31,Size-only Ridge,0,0
5442,2024-03-31,Size-only Ridge,0,0
5452,2024-03-31,Size-only Ridge,0,0
5460,2024-03-31,Size-only Ridge,0,0
5469,2024-03-31,Size-only Ridge,0,0
5472,2024-03-31,Size-only Ridge,0,0
5473,2024-03-31,Size-only Ridge,0,0
5478,2024-03-31,Size-only Ridge,1,0
5486,2024-03-31,Size-only Ridge,0,0
5490,2024-03-31,Size-only Ridge,0,0
5495,2024-03-31,Size-only Ridge,0,0
5496,2024-03-31,Size-only Ridge,0,0
5510,2024-03-31,Size-only Ridge,0,0
5518,2024-03-31,Size-only Ridge,0,0
5520,2024-03-31,Size-only Ridge,1,0
5529,2024-03-31,Size-only Ridge,0,0
5531,2024-03-31,Size-only Ridge,0,0
5536,2024-03-31,Size-only Ridge,0,0
5538,2024-03-31,Size-only Ridge,0,0
5544,2024-03-31,Size-only Ridge,0,0
5548,2024-03-31,Size-only Ridge,0,0
5551,2024-03-31,Size-only Ridge,0,0
5557,2024-03-31,Size-only Ridge,0,0
5558,2024-03-31,Size-only Ridge,0,0
5559,2024-03-31,Size-only Ridge,0,0
5564,2024-03-31,Size-only Ridge,0,0
5568,2024-03-31,Size-only Ridge,0,0
5569,2024-03-31,Size-only Ridge,0,0
5574,2024-03-31,Size-only Ridge,0,0
5575,2024-03-31,Size-only Ridge,0,0
5589,2024-03-31,Size-only Ridge,0,0
5590,2024-03-31,Size-only Ridge,0,0
5595,2024-03-31,Size-only Ridge,0,0
5598,2024-03-31,Size-only Ridge,0,0
5602,2024-03-31,Size-only Ridge,0,0
5605,2024-03-31,Size-only Ridge,1,0
5615,2024-03-31,Size-only Ridge,0,0
5619,2024-03-31,Size-only Ridge,1,0
5623,2024-03-31,Size-only Ridge,0,0
5624,2024-03-31,Size-only Ridge,0,0
5628,2024-03-31,Size-only Ridge,0,0
5632,2024-03-31,Size-only Ridge,0,0
5633,2024-03-31,Size-only Ridge,0,0
5634,2024-03-31,Size-only Ridge,0,0
5635,2024-03-31,Size-only Ridge,0,0
5649,2024-03-31,Size-only Ridge,0,0
5673,2024-03-31,Size-only Ridge,0,0
5676,2024-03-31,Size-only Ridge,0,0
5685,2024-03-31,Size-only Ridge,0,0
5686,2024-03-31,Size-only Ridge,0,0
5694,2024-03-31,Size-only Ridge,0,0
5699,2024-03-31,Size-only Ridge,0,0
5704,2024-03-31,Size-only Ridge,0,0
5709,2024-03-31,Size-only Ridge,0,0
5716,2024-03-31,Size-only Ridge,0,0
5722,2024-03-31,Size-only Ridge,0,0
5730,2024-03-31,Size-only Ridge,0,0
5740,2024-03-31,Size-only Ridge,0,0
5744,2024-03-31,Size-only Ridge,0,0
5749,2024-03-31,Size-only Ridge,0,0
5753,2024-03-31,Size-only Ridge,0,0
5768,2024-03-31,Size-only Ridge,0,0
5779,2024-03-31,Size-only Ridge,0,0
5786,2024-03-31,Size-only Ridge,0,0
5791,2024-03-31,Size-only Ridge,0,0
5792,2024-03-31,Size-only Ridge,0,0
5796,2024-03-31,Size-only Ridge,0,0
5797,2024-03-31,Size-only Ridge,0,0
5800,2024-03-31,Size-only Ridge,0,0
5814,2024-03-31,Size-only Ridge,0,0
5817,2024-03-31,Size-only Ridge,0,0
5820,2024-03-31,Size-only Ridge,1,0
5821,2024-03-31,Size-only Ridge,0,0
5826,2024-03-31,Size-only Ridge,0,0
5830,2024-03-31,Size-only Ridge,0,0
5835,2024-03-31,Size-only Ridge,0,0
5838,2024-03-31,Size-only Ridge,1,0
5847,2024-03-31,Size-only Ridge,0,0
5854,2024-03-31,Size-only Ridge,0,0
5867,2024-03-31,Size-only Ridge,0,0
5873,2024-03-31,Size-only Ridge,0,0
5874,2024-03-31,Size-only Ridge,0,0
5885,2024-03-31,Size-only Ridge,0,0
5892,2024-03-31,Size-only Ridge,0,0
5902,2024-03-31,Size-only Ridge,0,0
5903,2024-03-31,Size-only Ridge,0,0
5907,2024-03-31,Size-only Ridge,0,0
5956,2024-03-31,Size-only Ridge,0,0
5962,2024-03-31,Size-only Ridge,0,0
5969,2024-03-31,Size-only Ridge,0,0
5981,2024-03-31,Size-only Ridge,0,0
5994,2024-03-31,Size-only Ridge,0,0
5999,2024-03-31,Size-only Ridge,1,0
6051,2024-03-31,Size-only Ridge,0,0
6063,2024-03-31,Size-only Ridge,0,0
6064,2024-03-31,Size-only Ridge,1,1
6078,2024-03-31,Size-only Ridge,0,0
6084,2024-03-31,Size-only Ridge,1,0
6085,2024-03-31,Size-only Ridge,0,0
6088,2024-03-31,Size-only Ridge,0,0
6091,2024-03-31,Size-only Ridge,0,0
6100,2024-03-31,Size-only Ridge,0,0
6101,2024-03-31,Size-only Ridge,0,0
6110,2024-03-31,Size-only Ridge,0,0
6123,2024-03-31,Size-only Ridge,0,0
6137,2024-03-31,Size-only Ridge,0,0
6139,2024-03-31,Size-only Ridge,0,0
6156,2024-03-31,Size-only Ridge,1,1
6158,2024-03-31,Size-only Ridge,0,0
6161,2024-03-31,Size-only Ridge,0,0
6176,2024-03-31,Size-only Ridge,0,0
6180,2024-03-31,Size-only Ridge,0,0
6186,2024-03-31,Size-only Ridge,0,0
6194,2024-03-31,Size-only Ridge,0,0
6195,2024-03-31,Size-only Ridge,0,0
6198,2024-03-31,Size-only Ridge,1,0
6271,2024-03-31,Size-only Ridge,0,0
6275,2024-03-31,Size-only Ridge,0,0
6280,2024-03-31,Size-only Ridge,0,0
6354,2024-03-31,Size-only Ridge,0,0
6384,2024-03-31,Size-only Ridge,0,0
6423,2024-03-31,Size-only Ridge,0,0
6442,2024-03-31,Size-only Ridge,0,0
6464,2024-03-31,Size-only Ridge,0,0
6528,2024-03-31,Size-only Ridge,0,0
6530,2024-03-31,Size-only Ridge,0,0
6531,2024-03-31,Size-only Ridge,0,0
6540,2024-03-31,Size-only Ridge,0,0
6544,2024-03-31,Size-only Ridge,0,0
6548,2024-03-31,Size-only Ridge,0,0
6560,2024-03-31,Size-only Ridge,0,0
6574,2024-03-31,Size-only Ridge,0,0
6584,2024-03-31,Size-only Ridge,1,1
6592,2024-03-31,Size-only Ridge,0,0
6600,2024-03-31,Size-only Ridge,0,0
6605,2024-03-31,Size-only Ridge,0,0
6616,2024-03-31,Size-only Ridge,0,0
6623,2024-03-31,Size-only Ridge,0,0
6636,2024-03-31,Size-only Ridge,0,0
6637,2024-03-31,Size-only Ridge,0,0
6638,2024-03-31,Size-only Ridge,0,0
6646,2024-03-31,Size-only Ridge,0,0
6653,2024-03-31,Size-only Ridge,0,0
6659,2024-03-31,Size-only Ridge,0,0
6662,2024-03-31,Size-only Ridge,0,0
6671,2024-03-31,Size-only Ridge,0,0
6672,2024-03-31,Size-only Ridge,0,0
6680,2024-03-31,Size-only Ridge,0,0
6700,2024-03-31,Size-only Ridge,0,0
6706,2024-03-31,Size-only Ridge,0,0
6725,2024-03-31,Size-only Ridge,0,0
6728,2024-03-31,Size-only Ridge,0,0
6732,2024-03-31,Size-only Ridge,0,0
6760,2024-03-31,Size-only Ridge,0,0
6762,2024-03-31,Size-only Ridge,0,0
6786,2024-03-31,Size-only Ridge,0,0
6787,2024-03-31,Size-only Ridge,0,0
6794,2024-03-31,Size-only Ridge,0,0
6800,2024-03-31,Size-only Ridge,0,0
6803,2024-03-31,Size-only Ridge,0,0
6805,2024-03-31,Size-only Ridge,0,0
6811,2024-03-31,Size-only Ridge,0,0
6813,2024-03-31,Size-only Ridge,0,0
6821,2024-03-31,Size-only Ridge,0,0
6861,2024-03-31,Size-only Ridge,0,0
6862,2024-03-31,Size-only Ridge,0,0
6863,2024-03-31,Size-only Ridge,0,0
6892,2024-03-31,Size-only Ridge,0,0
6913,2024-03-31,Size-only Ridge,0,0
6917,2024-03-31,Size-only Ridge,0,0
6947,2024-03-31,Size-only Ridge,0,0
6954,2024-03-31,Size-only Ridge,0,0
6959,2024-03-31,Size-only Ridge,0,0
6976,2024-03-31,Size-only Ridge,0,0
6985,2024-03-31,Size-only Ridge,0,0
6989,2024-03-31,Size-only Ridge,0,0
6990,2024-03-31,Size-only Ridge,0,0
7018,2024-03-31,Size-only Ridge,0,0
7025,2024-03-31,Size-only Ridge,0,0
7031,2024-03-31,Size-only Ridge,0,0
7072,2024-03-31,Size-only Ridge,0,0
7074,2024-03-31,Size-only Ridge,0,0
7085,2024-03-31,Size-only Ridge,0,0
7123,2024-03-31,Size-only Ridge,0,0
7151,2024-03-31,Size-only Ridge,0,0
7213,2024-03-31,Size-only Ridge,0,0
7230,2024-03-31,Size-only Ridge,0,0
7274,2024-03-31,Size-only Ridge,0,0
7356,2024-03-31,Size-only Ridge,0,0
7404,2024-03-31,Size-only Ridge,0,0
7468,2024-03-31,Size-only Ridge,0,0
7472,2024-03-31,Size-only Ridge,0,0
7493,2024-03-31,Size-only Ridge,0,0
7506,2024-03-31,Size-only Ridge,0,0
7514,2024-03-31,Size-only Ridge,0,0
7526,2024-03-31,Size-only Ridge,0,0
7542,2024-03-31,Size-only Ridge,0,0
7551,2024-03-31,Size-only Ridge,0,0
7586,2024-03-31,Size-only Ridge,0,0
7590,2024-03-31,Size-only Ridge,0,0
7593,2024-03-31,Size-only Ridge,0,0
7599,2024-03-31,Size-only Ridge,0,0
7613,2024-03-31,Size-only Ridge,0,0
7614,2024-03-31,Size-only Ridge,0,0
7631,2024-03-31,Size-only Ridge,0,0
7646,2024-03-31,Size-only Ridge,0,0
7658,2024-03-31,Size-only Ridge,0,0
7659,2024-03-31,Size-only Ridge,0,0
7666,2024-03-31,Size-only Ridge,0,0
7675,2024-03-31,Size-only Ridge,0,0
7714,2024-03-31,Size-only Ridge,0,0
7759,2024-03-31,Size-only Ridge,0,0
7789,2024-03-31,Size-only Ridge,0,0
7799,2024-03-31,Size-only Ridge,0,0
7848,2024-03-31,Size-only Ridge,0,0
7886,2024-03-31,Size-only Ridge,0,0
7888,2024-03-31,Size-only Ridge,0,0
7900,2024-03-31,Size-only Ridge,0,0
7909,2024-03-31,Size-only Ridge,0,0
7946,2024-03-31,Size-only Ridge,0,0
8011,2024-03-31,Size-only Ridge,0,0
8018,2024-03-31,Size-only Ridge,0,0
8021,2024-03-31,Size-only Ridge,0,0
8028,2024-03-31,Size-only Ridge,0,0
8033,2024-03-31,Size-only Ridge,0,0
8035,2024-03-31,Size-only Ridge,0,0
8056,2024-03-31,Size-only Ridge,0,0
8063,2024-03-31,Size-only Ridge,0,0
8067,2024-03-31,Size-only Ridge,0,0
8074,2024-03-31,Size-only Ridge,0,0
8083,2024-03-31,Size-only Ridge,0,0
8094,2024-03-31,Size-only Ridge,0,0
8101,2024-03-31,Size-only Ridge,0,0
8108,2024-03-31,Size-only Ridge,1,0
8110,2024-03-31,Size-only Ridge,1,0
8117,2024-03-31,Size-only Ridge,0,0
8118,2024-03-31,Size-only Ridge,0,0
8120,2024-03-31,Size-only Ridge,0,0
8121,2024-03-31,Size-only Ridge,0,0
8122,2024-03-31,Size-only Ridge,0,0
8126,2024-03-31,Size-only Ridge,0,0
8136,2024-03-31,Size-only Ridge,0,0
8140,2024-03-31,Size-only Ridge,0,0
8141,2024-03-31,Size-only Ridge,0,0
8144,2024-03-31,Size-only Ridge,1,0
8149,2024-03-31,Size-only Ridge,0,0
8152,2024-03-31,Size-only Ridge,0,0
8162,2024-03-31,Size-only Ridge,0,0
8165,2024-03-31,Size-only Ridge,0,0
8172,2024-03-31,Size-only Ridge,0,0
8183,2024-03-31,Size-only Ridge,0,0
8191,2024-03-31,Size-only Ridge,0,0
8197,2024-03-31,Size-only Ridge,1,0
8200,2024-03-31,Size-only Ridge,0,0
8205,2024-03-31,Size-only Ridge,0,0
8207,2024-03-31,Size-only Ridge,0,0
8210,2024-03-31,Size-only Ridge,0,0
8214,2024-03-31,Size-only Ridge,0,0
8218,2024-03-31,Size-only Ridge,1,0
8231,2024-03-31,Size-only Ridge,0,0
8232,2024-03-31,Size-only Ridge,0,0
8234,2024-03-31,Size-only Ridge,0,0
8235,2024-03-31,Size-only Ridge,0,0
8243,2024-03-31,Size-only Ridge,0,0
8250,2024-03-31,Size-only Ridge,0,0
8251,2024-03-31,Size-only Ridge,0,0
8252,2024-03-31,Size-only Ridge,0,0
8255,2024-03-31,Size-only Ridge,0,0
8268,2024-03-31,Size-only Ridge,0,0
8273,2024-03-31,Size-only Ridge,0,0
8274,2024-03-31,Size-only Ridge,0,0
8276,2024-03-31,Size-only Ridge,0,0
8282,2024-03-31,Size-only Ridge,0,0
8283,2024-03-31,Size-only Ridge,0,0
8295,2024-03-31,Size-only Ridge,0,0
8296,2024-03-31,Size-only Ridge,0,0
8317,2024-03-31,Size-only Ridge,0,0
8321,2024-03-31,Size-only Ridge,0,0
8322,2024-03-31,Size-only Ridge,0,0
8323,2024-03-31,Size-only Ridge,1,0
8333,2024-03-31,Size-only Ridge,0,0
8383,2024-03-31,Size-only Ridge,0,0
8386,2024-03-31,Size-only Ridge,0,0
8387,2024-03-31,Size-only Ridge,0,0
8390,2024-03-31,Size-only Ridge,0,0
8397,2024-03-31,Size-only Ridge,1,0
8403,2024-03-31,Size-only Ridge,0,0
8405,2024-03-31,Size-only Ridge,0,0
8421,2024-03-31,Size-only Ridge,0,0
8426,2024-03-31,Size-only Ridge,0,0
8432,2024-03-31,Size-only Ridge,0,0
8439,2024-03-31,Size-only Ridge,0,0
8468,2024-03-31,Size-only Ridge,0,0
8487,2024-03-31,Size-only Ridge,0,0
8491,2024-03-31,Size-only Ridge,0,0
8499,2024-03-31,Size-only Ridge,0,0
8503,2024-03-31,Size-only Ridge,0,0
8506,2024-03-31,Size-only Ridge,0,0
8507,2024-03-31,Size-only Ridge,0,0
8510,2024-03-31,Size-only Ridge,0,0
8511,2024-03-31,Size-only Ridge,0,0
8513,2024-03-31,Size-only Ridge,0,0
8519,2024-03-31,Size-only Ridge,0,0
8522,2024-03-31,Size-only Ridge,0,0
8527,2024-03-31,Size-only Ridge,0,0
8531,2024-03-31,Size-only Ridge,0,0
8532,2024-03-31,Size-only Ridge,0,0
8533,2024-03-31,Size-only Ridge,0,0
8534,2024-03-31,Size-only Ridge,0,0
8535,2024-03-31,Size-only Ridge,0,0
8536,2024-03-31,Size-only Ridge,0,0
8537,2024-03-31,Size-only Ridge,0,0
8541,2024-03-31,Size-only Ridge,0,0
8544,2024-03-31,Size-only Ridge,0,0
8546,2024-03-31,Size-only Ridge,0,0
8552,2024-03-31,Size-only Ridge,0,0
8560,2024-03-31,Size-only Ridge,0,0
8564,2024-03-31,Size-only Ridge,0,0
8569,2024-03-31,Size-only Ridge,0,0
8572,2024-03-31,Size-only Ridge,0,0
8576,2024-03-31,Size-only Ridge,0,0
8584,2024-03-31,Size-only Ridge,1,0
8594,2024-03-31,Size-only Ridge,1,0
8595,2024-03-31,Size-only Ridge,0,0
8604,2024-03-31,Size-only Ridge,1,0
8632,2024-03-31,Size-only Ridge,0,0
8637,2024-03-31,Size-only Ridge,0,0
8640,2024-03-31,Size-only Ridge,0,0
8647,2024-03-31,Size-only Ridge,0,0
8660,2024-03-31,Size-only Ridge,0,0
8661,2024-03-31,Size-only Ridge,1,0
8663,2024-03-31,Size-only Ridge,0,0
8668,2024-03-31,Size-only Ridge,0,0
8672,2024-03-31,Size-only Ridge,1,0
8681,2024-03-31,Size-only Ridge,1,0
8693,2024-03-31,Size-only Ridge,0,0
8695,2024-03-31,Size-only Ridge,0,0
8698,2024-03-31,Size-only Ridge,0,0
8700,2024-03-31,Size-only Ridge,0,0
8714,2024-03-31,Size-only Ridge,0,0
8718,2024-03-31,Size-only Ridge,0,0
8725,2024-03-31,Size-only Ridge,1,0
8728,2024-03-31,Size-only Ridge,0,0
