CERT,Quarter,Model,Selected,Hit
15324,2024-06-30,Persistence,0,0
15326,2024-06-30,Persistence,0,0
15334,2024-06-30,Persistence,0,0
15336,2024-06-30,Persistence,0,0
15345,2024-06-30,Persistence,0,0
15346,2024-06-30,Persistence,0,0
15347,2024-06-30,Persistence,0,0
15348,2024-06-30,Persistence,0,0
15355,2024-06-30,Persistence,0,0
15359,2024-06-30,Persistence,0,0
15362,2024-06-30,Persistence,0,0
15364,2024-06-30,Persistence,0,0
15367,2024-06-30,Persistence,0,0
15399,2024-06-30,Persistence,0,0
15405,2024-06-30,Persistence,1,0
15415,2024-06-30,Persistence,0,0
15423,2024-06-30,Persistence,0,0
15427,2024-06-30,Persistence,0,0
15442,2024-06-30,Persistence,1,1
15443,2024-06-30,Persistence,0,0
15444,2024-06-30,Persistence,0,0
15460,2024-06-30,Persistence,0,0
15463,2024-06-30,Persistence,0,0
15465,2024-06-30,Persistence,0,0
15469,2024-06-30,Persistence,1,0
15471,2024-06-30,Persistence,0,0
15472,2024-06-30,Persistence,0,0
15477,2024-06-30,Persistence,0,0
15478,2024-06-30,Persistence,0,0
15480,2024-06-30,Persistence,0,0
15489,2024-06-30,Persistence,0,0
15496,2024-06-30,Persistence,0,0
15501,2024-06-30,Persistence,0,0
15510,2024-06-30,Persistence,0,0
15511,2024-06-30,Persistence,0,0
15519,2024-06-30,Persistence,0,0
15523,2024-06-30,Persistence,0,0
15532,2024-06-30,Persistence,1,0
15539,2024-06-30,Persistence,0,0
15545,2024-06-30,Persistence,0,0
15546,2024-06-30,Persistence,1,0
15547,2024-06-30,Persistence,1,0
15555,2024-06-30,Persistence,0,0
15562,2024-06-30,Persistence,0,0
15565,2024-06-30,Persistence,0,0
15566,2024-06-30,Persistence,0,0
15572,2024-06-30,Persistence,0,0
15578,2024-06-30,Persistence,0,0
15580,2024-06-30,Persistence,0,0
15584,2024-06-30,Persistence,0,0
15585,2024-06-30,Persistence,0,0
15590,2024-06-30,Persistence,0,0
15593,2024-06-30,Persistence,0,0
15597,2024-06-30,Persistence,0,0
15598,2024-06-30,Persistence,0,0
15606,2024-06-30,Persistence,0,0
15610,2024-06-30,Persistence,0,0
15614,2024-06-30,Persistence,0,0
15621,2024-06-30,Persistence,0,0
15629,2024-06-30,Persistence,0,0
15632,2024-06-30,Persistence,0,0
15651,2024-06-30,Persistence,0,0
15657,2024-06-30,Persistence,1,0
15663,2024-06-30,Persistence,0,0
15664,2024-06-30,Persistence,0,0
15669,2024-06-30,Persistence,0,0
15671,2024-06-30,Persistence,0,0
15673,2024-06-30,Persistence,0,0
15675,2024-06-30,Persistence,0,0
15687,2024-06-30,Persistence,0,0
15690,2024-06-30,Persistence,0,0
15699,2024-06-30,Persistence,0,0
15701,2024-06-30,Persistence,0,0
15703,2024-06-30,Persistence,0,0
15708,2024-06-30,Persistence,0,0
15728,2024-06-30,Persistence,0,0
15729,2024-06-30,Persistence,0,0
15731,2024-06-30,Persistence,0,0
15734,2024-06-30,Persistence,0,0
15741,2024-06-30,Persistence,1,0
15749,2024-06-30,Persistence,0,0
15751,2024-06-30,Persistence,0,0
15752,2024-06-30,Persistence,0,0
15760,2024-06-30,Persistence,0,0
15762,2024-06-30,Persistence,1,0
15763,2024-06-30,Persistence,0,0
15767,2024-06-30,Persistence,1,0
15771,2024-06-30,Persistence,0,0
15772,2024-06-30,Persistence,0,0
15778,2024-06-30,Persistence,0,0
15779,2024-06-30,Persistence,0,0
15784,2024-06-30,Persistence,0,0
15792,2024-06-30,Persistence,0,0
15797,2024-06-30,Persistence,0,0
15799,2024-06-30,Persistence,0,0
15801,2024-06-30,Persistence,0,0
15808,2024-06-30,Persistence,0,0
15809,2024-06-30,Persistence,0,0
15815,2024-06-30,Persistence,0,0
15817,2024-06-30,Persistence,0,0
15820,2024-06-30,Persistence,0,0
15826,2024-06-30,Persistence,0,0
15830,2024-06-30,Persistence,0,0
15839,2024-06-30,Persistence,0,0
15847,2024-06-30,Persistence,0,0
15853,2024-06-30,Persistence,1,1
15871,2024-06-30,Persistence,0,0
15873,2024-06-30,Persistence,0,0
15883,2024-06-30,Persistence,0,0
15898,2024-06-30,Persistence,1,0
15899,2024-06-30,Persistence,1,0
15904,2024-06-30,Persistence,0,0
15907,2024-06-30,Persistence,0,0
15908,2024-06-30,Persistence,0,0
15912,2024-06-30,Persistence,0,0
15913,2024-06-30,Persistence,0,0
15928,2024-06-30,Persistence,0,0
15930,2024-06-30,Persistence,0,0
15932,2024-06-30,Persistence,0,0
15939,2024-06-30,Persistence,0,0
15945,2024-06-30,Persistence,0,0
15947,2024-06-30,Persistence,0,0
15953,2024-06-30,Persistence,0,0
15966,2024-06-30,Persistence,0,0
15969,2024-06-30,Persistence,1,0
15970,2024-06-30,Persistence,0,0
15987,2024-06-30,Persistence,0,0
15990,2024-06-30,Persistence,0,0
15995,2024-06-30,Persistence,0,0
16026,2024-06-30,Persistence,0,0
16030,2024-06-30,Persistence,0,0
16032,2024-06-30,Persistence,0,0
16039,2024-06-30,Persistence,0,0
16040,2024-06-30,Persistence,0,0
16068,2024-06-30,Persistence,0,0
16075,2024-06-30,Persistence,0,0
16079,2024-06-30,Persistence,0,0
16094,2024-06-30,Persistence,0,0
16101,2024-06-30,Persistence,0,0
16103,2024-06-30,Persistence,0,0
16110,2024-06-30,Persistence,0,0
16111,2024-06-30,Persistence,0,0
16114,2024-06-30,Persistence,0,0
16116,2024-06-30,Persistence,0,0
16120,2024-06-30,Persistence,0,0
16125,2024-06-30,Persistence,0,0
16126,2024-06-30,Persistence,0,0
16127,2024-06-30,Persistence,0,0
16130,2024-06-30,Persistence,0,0
16151,2024-06-30,Persistence,0,0
16152,2024-06-30,Persistence,0,0
16154,2024-06-30,Persistence,0,0
16160,2024-06-30,Persistence,0,0
16161,2024-06-30,Persistence,0,0
16162,2024-06-30,Persistence,0,0
16167,2024-06-30,Persistence,0,0
16175,2024-06-30,Persistence,0,0
16176,2024-06-30,Persistence,0,0
16177,2024-06-30,Persistence,1,1
16185,2024-06-30,Persistence,0,0
16191,2024-06-30,Persistence,0,0
16198,2024-06-30,Persistence,1,0
16201,2024-06-30,Persistence,0,0
16216,2024-06-30,Persistence,0,0
16221,2024-06-30,Persistence,0,0
16222,2024-06-30,Persistence,0,0
16228,2024-06-30,Persistence,0,0
16231,2024-06-30,Persistence,0,0
16243,2024-06-30,Persistence,0,0
16246,2024-06-30,Persistence,0,0
16247,2024-06-30,Persistence,0,0
16249,2024-06-30,Persistence,0,0
16250,2024-06-30,Persistence,0,0
16265,2024-06-30,Persistence,0,0
16275,2024-06-30,Persistence,0,0
16276,2024-06-30,Persistence,0,0
16281,2024-06-30,Persistence,0,0
16282,2024-06-30,Persistence,0,0
16283,2024-06-30,Persistence,0,0
16288,2024-06-30,Persistence,0,0
16307,2024-06-30,Persistence,0,0
16318,2024-06-30,Persistence,0,0
16330,2024-06-30,Persistence,0,0
16332,2024-06-30,Persistence,0,0
16333,2024-06-30,Persistence,0,0
16334,2024-06-30,Persistence,0,0
16339,2024-06-30,Persistence,0,0
16344,2024-06-30,Persistence,0,0
16363,2024-06-30,Persistence,0,0
16369,2024-06-30,Persistence,0,0
16370,2024-06-30,Persistence,0,0
16386,2024-06-30,Persistence,0,0
16389,2024-06-30,Persistence,0,0
16394,2024-06-30,Persistence,0,0
16396,2024-06-30,Persistence,0,0
16402,2024-06-30,Persistence,0,0
16410,2024-06-30,Persistence,0,0
16413,2024-06-30,Persistence,0,0
16416,2024-06-30,Persistence,0,0
16417,2024-06-30,Persistence,0,0
16418,2024-06-30,Persistence,0,0
16436,2024-06-30,Persistence,0,0
16440,2024-06-30,Persistence,0,0
16448,2024-06-30,Persistence,0,0
16450,2024-06-30,Persistence,0,0
16453,2024-06-30,Persistence,0,0
16464,2024-06-30,Persistence,0,0
16470,2024-06-30,Persistence,0,0
16471,2024-06-30,Persistence,0,0
16473,2024-06-30,Persistence,0,0
16477,2024-06-30,Persistence,0,0
16501,2024-06-30,Persistence,0,0
16516,2024-06-30,Persistence,0,0
16539,2024-06-30,Persistence,0,0
16546,2024-06-30,Persistence,0,0
16547,2024-06-30,Persistence,1,0
16553,2024-06-30,Persistence,0,0
16561,2024-06-30,Persistence,0,0
16571,2024-06-30,Persistence,0,0
16581,2024-06-30,Persistence,1,0
16583,2024-06-30,Persistence,0,0
16584,2024-06-30,Persistence,0,0
16585,2024-06-30,Persistence,0,0
16595,2024-06-30,Persistence,0,0
16600,2024-06-30,Persistence,1,0
16601,2024-06-30,Persistence,0,0
16603,2024-06-30,Persistence,0,0
16604,2024-06-30,Persistence,0,0
16609,2024-06-30,Persistence,0,0
16612,2024-06-30,Persistence,0,0
16620,2024-06-30,Persistence,1,0
16629,2024-06-30,Persistence,0,0
16635,2024-06-30,Persistence,0,0
16636,2024-06-30,Persistence,0,0
16643,2024-06-30,Persistence,1,1
16652,2024-06-30,Persistence,0,0
16656,2024-06-30,Persistence,0,0
16659,2024-06-30,Persistence,0,0
16664,2024-06-30,Persistence,0,0
16666,2024-06-30,Persistence,0,0
16667,2024-06-30,Persistence,1,0
16689,2024-06-30,Persistence,0,0
16695,2024-06-30,Persistence,0,0
16704,2024-06-30,Persistence,1,0
16707,2024-06-30,Persistence,1,1
16720,2024-06-30,Persistence,1,0
16723,2024-06-30,Persistence,0,0
16733,2024-06-30,Persistence,0,0
16744,2024-06-30,Persistence,0,0
16752,2024-06-30,Persistence,0,0
16753,2024-06-30,Persistence,0,0
16757,2024-06-30,Persistence,0,0
16778,2024-06-30,Persistence,0,0
16780,2024-06-30,Persistence,0,0
16788,2024-06-30,Persistence,0,0
16795,2024-06-30,Persistence,1,0
16810,2024-06-30,Persistence,0,0
16817,2024-06-30,Persistence,0,0
16820,2024-06-30,Persistence,0,0
16825,2024-06-30,Persistence,0,0
16835,2024-06-30,Persistence,0,0
16840,2024-06-30,Persistence,0,0
16849,2024-06-30,Persistence,0,0
16852,2024-06-30,Persistence,0,0
16854,2024-06-30,Persistence,0,0
16858,2024-06-30,Persistence,0,0
16863,2024-06-30,Persistence,1,0
16866,2024-06-30,Persistence,0,0
16868,2024-06-30,Persistence,0,0
16889,2024-06-30,Persistence,0,0
16891,2024-06-30,Persistence,0,0
16895,2024-06-30,Persistence,0,0
16897,2024-06-30,Persistence,0,0
16900,2024-06-30,Persistence,0,0
16905,2024-06-30,Persistence,0,0
16906,2024-06-30,Persistence,1,0
16908,2024-06-30,Persistence,0,0
16910,2024-06-30,Persistence,0,0
16916,2024-06-30,Persistence,0,0
16934,2024-06-30,Persistence,0,0
16941,2024-06-30,Persistence,0,0
16953,2024-06-30,Persistence,0,0
16958,2024-06-30,Persistence,0,0
16959,2024-06-30,Persistence,1,0
16968,2024-06-30,Persistence,0,0
16970,2024-06-30,Persistence,0,0
16971,2024-06-30,Persistence,0,0
16976,2024-06-30,Persistence,0,0
16980,2024-06-30,Persistence,0,0
16982,2024-06-30,Persistence,0,0
17001,2024-06-30,Persistence,0,0
17009,2024-06-30,Persistence,1,0
17011,2024-06-30,Persistence,0,0
17040,2024-06-30,Persistence,0,0
17062,2024-06-30,Persistence,0,0
17068,2024-06-30,Persistence,0,0
17073,2024-06-30,Persistence,1,0
17077,2024-06-30,Persistence,0,0
17094,2024-06-30,Persistence,0,0
17096,2024-06-30,Persistence,0,0
17108,2024-06-30,Persistence,0,0
17115,2024-06-30,Persistence,0,0
17120,2024-06-30,Persistence,0,0
17122,2024-06-30,Persistence,0,0
17123,2024-06-30,Persistence,0,0
17128,2024-06-30,Persistence,0,0
17138,2024-06-30,Persistence,1,0
17145,2024-06-30,Persistence,0,0
17159,2024-06-30,Persistence,0,0
17160,2024-06-30,Persistence,1,0
17162,2024-06-30,Persistence,0,0
17169,2024-06-30,Persistence,0,0
17174,2024-06-30,Persistence,1,0
17180,2024-06-30,Persistence,0,0
17190,2024-06-30,Persistence,0,0
17193,2024-06-30,Persistence,1,0
17205,2024-06-30,Persistence,0,0
17208,2024-06-30,Persistence,0,0
17211,2024-06-30,Persistence,0,0
17214,2024-06-30,Persistence,0,0
17224,2024-06-30,Persistence,1,0
17229,2024-06-30,Persistence,0,0
17230,2024-06-30,Persistence,0,0
17232,2024-06-30,Persistence,0,0
17241,2024-06-30,Persistence,0,0
17259,2024-06-30,Persistence,0,0
17262,2024-06-30,Persistence,0,0
17266,2024-06-30,Persistence,0,0
17280,2024-06-30,Persistence,0,0
17281,2024-06-30,Persistence,0,0
17282,2024-06-30,Persistence,0,0
17308,2024-06-30,Persistence,0,0
17317,2024-06-30,Persistence,0,0
17320,2024-06-30,Persistence,0,0
17323,2024-06-30,Persistence,0,0
17327,2024-06-30,Persistence,0,0
17348,2024-06-30,Persistence,0,0
17350,2024-06-30,Persistence,1,0
17369,2024-06-30,Persistence,0,0
17374,2024-06-30,Persistence,0,0
17375,2024-06-30,Persistence,1,0
17388,2024-06-30,Persistence,0,0
17393,2024-06-30,Persistence,0,0
17399,2024-06-30,Persistence,0,0
17403,2024-06-30,Persistence,0,0
17410,2024-06-30,Persistence,0,0
17411,2024-06-30,Persistence,0,0
17431,2024-06-30,Persistence,0,0
17437,2024-06-30,Persistence,0,0
17438,2024-06-30,Persistence,0,0
17441,2024-06-30,Persistence,0,0
17443,2024-06-30,Persistence,0,0
17445,2024-06-30,Persistence,0,0
17446,2024-06-30,Persistence,0,0
17450,2024-06-30,Persistence,0,0
17451,2024-06-30,Persistence,0,0
17453,2024-06-30,Persistence,0,0
17470,2024-06-30,Persistence,0,0
17477,2024-06-30,Persistence,0,0
17478,2024-06-30,Persistence,0,0
17491,2024-06-30,Persistence,1,0
17509,2024-06-30,Persistence,0,0
17513,2024-06-30,Persistence,0,0
17514,2024-06-30,Persistence,0,0
17534,2024-06-30,Persistence,0,0
17543,2024-06-30,Persistence,0,0
17551,2024-06-30,Persistence,1,1
17563,2024-06-30,Persistence,1,0
17569,2024-06-30,Persistence,0,0
17572,2024-06-30,Persistence,0,0
17580,2024-06-30,Persistence,0,0
17587,2024-06-30,Persistence,0,0
17588,2024-06-30,Persistence,0,0
17589,2024-06-30,Persistence,0,0
17603,2024-06-30,Persistence,0,0
17607,2024-06-30,Persistence,0,0
17612,2024-06-30,Persistence,0,0
17614,2024-06-30,Persistence,0,0
17621,2024-06-30,Persistence,0,0
17622,2024-06-30,Persistence,0,0
17629,2024-06-30,Persistence,0,0
17632,2024-06-30,Persistence,1,0
17636,2024-06-30,Persistence,0,0
17639,2024-06-30,Persistence,0,0
17643,2024-06-30,Persistence,0,0
17650,2024-06-30,Persistence,0,0
17658,2024-06-30,Persistence,0,0
17661,2024-06-30,Persistence,0,0
17671,2024-06-30,Persistence,0,0
17672,2024-06-30,Persistence,0,0
17676,2024-06-30,Persistence,0,0
17685,2024-06-30,Persistence,0,0
17734,2024-06-30,Persistence,0,0
17735,2024-06-30,Persistence,0,0
17736,2024-06-30,Persistence,0,0
17739,2024-06-30,Persistence,0,0
17741,2024-06-30,Persistence,0,0
17743,2024-06-30,Persistence,0,0
17748,2024-06-30,Persistence,0,0
17749,2024-06-30,Persistence,0,0
17751,2024-06-30,Persistence,0,0
17759,2024-06-30,Persistence,0,0
17764,2024-06-30,Persistence,0,0
17767,2024-06-30,Persistence,0,0
17769,2024-06-30,Persistence,0,0
17773,2024-06-30,Persistence,0,0
17775,2024-06-30,Persistence,1,0
17782,2024-06-30,Persistence,0,0
17797,2024-06-30,Persistence,0,0
17798,2024-06-30,Persistence,0,0
17809,2024-06-30,Persistence,0,0
17811,2024-06-30,Persistence,0,0
17813,2024-06-30,Persistence,1,0
17825,2024-06-30,Persistence,0,0
17830,2024-06-30,Persistence,0,0
17832,2024-06-30,Persistence,0,0
17838,2024-06-30,Persistence,0,0
17841,2024-06-30,Persistence,0,0
17842,2024-06-30,Persistence,0,0
17863,2024-06-30,Persistence,1,0
17870,2024-06-30,Persistence,0,0
17872,2024-06-30,Persistence,0,0
17878,2024-06-30,Persistence,0,0
17881,2024-06-30,Persistence,0,0
17897,2024-06-30,Persistence,0,0
17903,2024-06-30,Persistence,0,0
17906,2024-06-30,Persistence,0,0
17910,2024-06-30,Persistence,0,0
17913,2024-06-30,Persistence,1,0
17922,2024-06-30,Persistence,0,0
17927,2024-06-30,Persistence,0,0
17933,2024-06-30,Persistence,1,0
17937,2024-06-30,Persistence,1,0
17943,2024-06-30,Persistence,0,0
17950,2024-06-30,Persistence,0,0
17951,2024-06-30,Persistence,0,0
17959,2024-06-30,Persistence,0,0
17960,2024-06-30,Persistence,0,0
17964,2024-06-30,Persistence,0,0
17975,2024-06-30,Persistence,0,0
17979,2024-06-30,Persistence,0,0
17982,2024-06-30,Persistence,0,0
17985,2024-06-30,Persistence,0,0
17993,2024-06-30,Persistence,1,0
17995,2024-06-30,Persistence,0,0
18012,2024-06-30,Persistence,0,0
18013,2024-06-30,Persistence,0,0
18019,2024-06-30,Persistence,0,0
18028,2024-06-30,Persistence,0,0
18030,2024-06-30,Persistence,0,0
18031,2024-06-30,Persistence,0,0
18033,2024-06-30,Persistence,0,0
18038,2024-06-30,Persistence,0,0
18053,2024-06-30,Persistence,0,0
18059,2024-06-30,Persistence,0,0
18063,2024-06-30,Persistence,0,0
18071,2024-06-30,Persistence,0,0
18094,2024-06-30,Persistence,0,0
18100,2024-06-30,Persistence,0,0
18101,2024-06-30,Persistence,0,0
18109,2024-06-30,Persistence,0,0
18118,2024-06-30,Persistence,0,0
18120,2024-06-30,Persistence,1,0
18129,2024-06-30,Persistence,0,0
18132,2024-06-30,Persistence,1,1
18136,2024-06-30,Persistence,0,0
18143,2024-06-30,Persistence,0,0
18145,2024-06-30,Persistence,0,0
18155,2024-06-30,Persistence,0,0
18164,2024-06-30,Persistence,0,0
18165,2024-06-30,Persistence,0,0
18171,2024-06-30,Persistence,0,0
18185,2024-06-30,Persistence,0,0
18190,2024-06-30,Persistence,0,0
18194,2024-06-30,Persistence,0,0
18198,2024-06-30,Persistence,0,0
18199,2024-06-30,Persistence,0,0
18200,2024-06-30,Persistence,0,0
18204,2024-06-30,Persistence,0,0
18213,2024-06-30,Persistence,0,0
18216,2024-06-30,Persistence,0,0
18221,2024-06-30,Persistence,0,0
18227,2024-06-30,Persistence,0,0
18229,2024-06-30,Persistence,0,0
18237,2024-06-30,Persistence,0,0
18238,2024-06-30,Persistence,0,0
18258,2024-06-30,Persistence,0,0
18266,2024-06-30,Persistence,0,0
18272,2024-06-30,Persistence,0,0
18282,2024-06-30,Persistence,0,0
18284,2024-06-30,Persistence,0,0
18296,2024-06-30,Persistence,0,0
18297,2024-06-30,Persistence,0,0
18301,2024-06-30,Persistence,0,0
18302,2024-06-30,Persistence,1,0
18342,2024-06-30,Persistence,0,0
18344,2024-06-30,Persistence,0,0
18355,2024-06-30,Persistence,0,0
18356,2024-06-30,Persistence,0,0
18361,2024-06-30,Persistence,0,0
18374,2024-06-30,Persistence,0,0
18378,2024-06-30,Persistence,0,0
18380,2024-06-30,Persistence,0,0
18384,2024-06-30,Persistence,0,0
18385,2024-06-30,Persistence,0,0
18389,2024-06-30,Persistence,1,0
18394,2024-06-30,Persistence,1,0
18400,2024-06-30,Persistence,0,0
18402,2024-06-30,Persistence,0,0
18408,2024-06-30,Persistence,0,0
18409,2024-06-30,Persistence,0,0
18429,2024-06-30,Persistence,0,0
18431,2024-06-30,Persistence,0,0
18443,2024-06-30,Persistence,0,0
18448,2024-06-30,Persistence,0,0
18454,2024-06-30,Persistence,1,0
18463,2024-06-30,Persistence,1,0
18474,2024-06-30,Persistence,0,0
18483,2024-06-30,Persistence,0,0
18489,2024-06-30,Persistence,0,0
18503,2024-06-30,Persistence,0,0
18508,2024-06-30,Persistence,0,0
18514,2024-06-30,Persistence,0,0
18518,2024-06-30,Persistence,0,0
18519,2024-06-30,Persistence,0,0
18561,2024-06-30,Persistence,0,0
18564,2024-06-30,Persistence,0,0
18566,2024-06-30,Persistence,0,0
18568,2024-06-30,Persistence,0,0
18569,2024-06-30,Persistence,0,0
18576,2024-06-30,Persistence,0,0
18584,2024-06-30,Persistence,0,0
18592,2024-06-30,Persistence,1,0
18609,2024-06-30,Persistence,0,0
18610,2024-06-30,Persistence,0,0
18618,2024-06-30,Persistence,0,0
18620,2024-06-30,Persistence,0,0
18641,2024-06-30,Persistence,0,0
18660,2024-06-30,Persistence,0,0
18677,2024-06-30,Persistence,0,0
18698,2024-06-30,Persistence,0,0
18710,2024-06-30,Persistence,0,0
18714,2024-06-30,Persistence,0,0
18719,2024-06-30,Persistence,0,0
18724,2024-06-30,Persistence,0,0
18734,2024-06-30,Persistence,0,0
18740,2024-06-30,Persistence,0,0
18748,2024-06-30,Persistence,0,0
18761,2024-06-30,Persistence,0,0
18780,2024-06-30,Persistence,1,0
18820,2024-06-30,Persistence,0,0
18838,2024-06-30,Persistence,0,0
18841,2024-06-30,Persistence,0,0
18856,2024-06-30,Persistence,1,0
18858,2024-06-30,Persistence,0,0
18879,2024-06-30,Persistence,0,0
18880,2024-06-30,Persistence,1,0
18885,2024-06-30,Persistence,0,0
18889,2024-06-30,Persistence,0,0
18892,2024-06-30,Persistence,1,0
18895,2024-06-30,Persistence,0,0
18922,2024-06-30,Persistence,0,0
18924,2024-06-30,Persistence,0,0
18930,2024-06-30,Persistence,0,0
18937,2024-06-30,Persistence,0,0
18942,2024-06-30,Persistence,0,0
18983,2024-06-30,Persistence,0,0
19001,2024-06-30,Persistence,0,0
19008,2024-06-30,Persistence,0,0
19011,2024-06-30,Persistence,0,0
19024,2024-06-30,Persistence,0,0
19070,2024-06-30,Persistence,0,0
19080,2024-06-30,Persistence,0,0
19087,2024-06-30,Persistence,0,0
19101,2024-06-30,Persistence,0,0
19105,2024-06-30,Persistence,0,0
19123,2024-06-30,Persistence,0,0
19143,2024-06-30,Persistence,1,0
19163,2024-06-30,Persistence,0,0
19184,2024-06-30,Persistence,0,0
19188,2024-06-30,Persistence,0,0
19212,2024-06-30,Persistence,0,0
19213,2024-06-30,Persistence,1,0
19215,2024-06-30,Persistence,0,0
19220,2024-06-30,Persistence,1,0
19222,2024-06-30,Persistence,0,0
19230,2024-06-30,Persistence,0,0
19234,2024-06-30,Persistence,0,0
19254,2024-06-30,Persistence,1,1
19274,2024-06-30,Persistence,0,0
19278,2024-06-30,Persistence,0,0
19285,2024-06-30,Persistence,0,0
19288,2024-06-30,Persistence,0,0
19300,2024-06-30,Persistence,0,0
19333,2024-06-30,Persistence,0,0
19349,2024-06-30,Persistence,0,0
19351,2024-06-30,Persistence,1,0
19354,2024-06-30,Persistence,0,0
19358,2024-06-30,Persistence,0,0
19371,2024-06-30,Persistence,0,0
19381,2024-06-30,Persistence,0,0
19396,2024-06-30,Persistence,1,0
19401,2024-06-30,Persistence,0,0
19416,2024-06-30,Persistence,0,0
19420,2024-06-30,Persistence,0,0
19434,2024-06-30,Persistence,0,0
19440,2024-06-30,Persistence,0,0
19448,2024-06-30,Persistence,0,0
19459,2024-06-30,Persistence,0,0
19482,2024-06-30,Persistence,0,0
19502,2024-06-30,Persistence,0,0
19506,2024-06-30,Persistence,0,0
19512,2024-06-30,Persistence,0,0
19525,2024-06-30,Persistence,0,0
19531,2024-06-30,Persistence,0,0
19532,2024-06-30,Persistence,0,0
19540,2024-06-30,Persistence,0,0
19544,2024-06-30,Persistence,0,0
19559,2024-06-30,Persistence,0,0
19573,2024-06-30,Persistence,0,0
19581,2024-06-30,Persistence,0,0
19589,2024-06-30,Persistence,0,0
19590,2024-06-30,Persistence,0,0
19595,2024-06-30,Persistence,0,0
19600,2024-06-30,Persistence,0,0
19603,2024-06-30,Persistence,0,0
19608,2024-06-30,Persistence,0,0
19629,2024-06-30,Persistence,0,0
19638,2024-06-30,Persistence,0,0
19644,2024-06-30,Persistence,0,0
19674,2024-06-30,Persistence,0,0
19679,2024-06-30,Persistence,0,0
19680,2024-06-30,Persistence,0,0
19681,2024-06-30,Persistence,0,0
19687,2024-06-30,Persistence,0,0
19689,2024-06-30,Persistence,0,0
19690,2024-06-30,Persistence,0,0
19700,2024-06-30,Persistence,0,0
19716,2024-06-30,Persistence,0,0
19720,2024-06-30,Persistence,0,0
19742,2024-06-30,Persistence,0,0
19744,2024-06-30,Persistence,0,0
19755,2024-06-30,Persistence,0,0
19772,2024-06-30,Persistence,0,0
19774,2024-06-30,Persistence,1,1
19788,2024-06-30,Persistence,0,0
19795,2024-06-30,Persistence,0,0
19796,2024-06-30,Persistence,0,0
19800,2024-06-30,Persistence,0,0
19809,2024-06-30,Persistence,0,0
19819,2024-06-30,Persistence,0,0
19827,2024-06-30,Persistence,0,0
19836,2024-06-30,Persistence,0,0
19850,2024-06-30,Persistence,0,0
19899,2024-06-30,Persistence,0,0
19904,2024-06-30,Persistence,0,0
19977,2024-06-30,Persistence,0,0
19978,2024-06-30,Persistence,1,0
20015,2024-06-30,Persistence,1,0
20026,2024-06-30,Persistence,1,1
20093,2024-06-30,Persistence,0,0
20099,2024-06-30,Persistence,0,0
20100,2024-06-30,Persistence,0,0
20130,2024-06-30,Persistence,0,0
20156,2024-06-30,Persistence,0,0
20161,2024-06-30,Persistence,0,0
20162,2024-06-30,Persistence,0,0
20164,2024-06-30,Persistence,0,0
20179,2024-06-30,Persistence,1,0
20198,2024-06-30,Persistence,1,1
20215,2024-06-30,Persistence,0,0
20231,2024-06-30,Persistence,0,0
20234,2024-06-30,Persistence,0,0
20239,2024-06-30,Persistence,0,0
20241,2024-06-30,Persistence,0,0
20268,2024-06-30,Persistence,1,0
20279,2024-06-30,Persistence,0,0
20296,2024-06-30,Persistence,0,0
20311,2024-06-30,Persistence,0,0
20353,2024-06-30,Persistence,0,0
20369,2024-06-30,Persistence,0,0
20387,2024-06-30,Persistence,0,0
20429,2024-06-30,Persistence,0,0
20454,2024-06-30,Persistence,0,0
20468,2024-06-30,Persistence,0,0
20479,2024-06-30,Persistence,0,0
20484,2024-06-30,Persistence,0,0
20488,2024-06-30,Persistence,0,0
20504,2024-06-30,Persistence,0,0
20537,2024-06-30,Persistence,0,0
20568,2024-06-30,Persistence,0,0
20624,2024-06-30,Persistence,0,0
20657,2024-06-30,Persistence,0,0
20666,2024-06-30,Persistence,0,0
20698,2024-06-30,Persistence,0,0
20720,2024-06-30,Persistence,0,0
20727,2024-06-30,Persistence,0,0
20741,2024-06-30,Persistence,1,0
20776,2024-06-30,Persistence,0,0
20818,2024-06-30,Persistence,0,0
20845,2024-06-30,Persistence,0,0
20856,2024-06-30,Persistence,0,0
20872,2024-06-30,Persistence,0,0
20884,2024-06-30,Persistence,0,0
20954,2024-06-30,Persistence,0,0
20989,2024-06-30,Persistence,0,0
20993,2024-06-30,Persistence,0,0
21031,2024-06-30,Persistence,1,0
21050,2024-06-30,Persistence,0,0
21074,2024-06-30,Persistence,0,0
21083,2024-06-30,Persistence,0,0
21085,2024-06-30,Persistence,0,0
21121,2024-06-30,Persistence,0,0
21161,2024-06-30,Persistence,0,0
21219,2024-06-30,Persistence,0,0
21227,2024-06-30,Persistence,0,0
21247,2024-06-30,Persistence,0,0
21255,2024-06-30,Persistence,0,0
21265,2024-06-30,Persistence,0,0
21284,2024-06-30,Persistence,0,0
21292,2024-06-30,Persistence,0,0
21329,2024-06-30,Persistence,0,0
21342,2024-06-30,Persistence,0,0
21379,2024-06-30,Persistence,0,0
21448,2024-06-30,Persistence,0,0
21455,2024-06-30,Persistence,0,0
21486,2024-06-30,Persistence,0,0
21525,2024-06-30,Persistence,0,0
21526,2024-06-30,Persistence,0,0
21529,2024-06-30,Persistence,0,0
21557,2024-06-30,Persistence,1,0
21567,2024-06-30,Persistence,0,0
21573,2024-06-30,Persistence,0,0
21591,2024-06-30,Persistence,1,0
21606,2024-06-30,Persistence,0,0
