FAILDATE,CERT,RESTYPE,NAME,ID
1/30/1992,18675.0,FAILURE,INDEPENDENCE BANK,3263
1/30/1992,25878.0,FAILURE,ATLANTIC TRUST COMPANY,3264
1/24/1992,7052.0,FAILURE,AMERICAN NATIONAL BANK OF NEW YORK,3259
1/24/1992,16013.0,FAILURE,"CROSSLAND SAVINGS BANK, FSB",3260
1/24/1992,26468.0,FAILURE,"BANCO NACIONAL, NATIONAL ASSOCIATION",3261
1/24/1992,32210.0,FAILURE,ADVANCED FSB,3262
1/23/1992,11138.0,FAILURE,FIRST STATE BANK,3258
1/16/1992,26954.0,FAILURE,THE BANK OF VERDE VALLEY,3257
1/10/1992,18720.0,FAILURE,THE CITIZENS BANK,3253
1/10/1992,31024.0,FAILURE,HANSEN FSA,3254
1/10/1992,31231.0,FAILURE,PERPETUAL SAVINGS BANK,3255
1/10/1992,32258.0,FAILURE,HANSEN FSB,3256
1/3/1992,26493.0,FAILURE,ASSURED THRIFT AND LOAN ASSOCIATION,3252
12/20/1991,21113.0,FAILURE,NORTH RIDGE BANK,3251
12/13/1991,2599.0,FAILURE,MERCHANTS NATIONAL BANK,3246
12/13/1991,17048.0,FAILURE,THE BANK MART,3247
12/13/1991,26241.0,FAILURE,"FEDERAL FINANCE & MORTGAGE, LTD",3248
12/13/1991,27151.0,FAILURE,BANK OF EAST HARTFORD,3249
12/13/1991,31724.0,FAILURE,INVESTORS FSB,3250
12/12/1991,26585.0,FAILURE,GRANITE CO-OPERATIVE BANK,3245
12/6/1991,25128.0,FAILURE,SAYBROOK BANK AND TRUST COMPANY,3244
12/4/1991,24660.0,ASSISTANCE,THE DOUGLASS BANK,3243
11/26/1991,26274.0,FAILURE,FIRST NATIONAL BANK OF MIAMI,3242
11/22/1991,28295.0,FAILURE,PEOPLES FSA,3238
11/22/1991,28446.0,FAILURE,WESTERN FS & LA,3239
11/22/1991,30324.0,FAILURE,CHASE SAVINGS & LOAN,3240
11/22/1991,30665.0,FAILURE,WHITE HORSE FS & LA,3241
11/15/1991,16927.0,FAILURE,DURHAM TRUST COMPANY,3237
11/14/1991,12124.0,FAILURE,WORTHINGTON STATE BANK,3234
11/14/1991,18239.0,FAILURE,CONNECTICUT SAVINGS BANK,3235
11/14/1991,25898.0,FAILURE,ALVARADO NATIONAL BANK,3236
11/8/1991,32143.0,FAILURE,DELTA FSB,3232
11/8/1991,32543.0,FAILURE,COBB FSA,3233
11/7/1991,19519.0,FAILURE,COMMUNITY NATIONAL BANK AND TRUST,3231
11/1/1991,30027.0,FAILURE,MARINE VIEW FSB,3230
10/31/1991,15514.0,FAILURE,UNION BANK,3229
10/30/1991,22824.0,FAILURE,BANK OF THE SOUTH,3228
10/29/1991,26695.0,FAILURE,"THE PRIVATE BANK & TRUST, NATION",3227
10/25/1991,10413.0,FAILURE,THE CITIZENS BANK OF PAGOSA SPRINGS,3224
10/25/1991,18317.0,FAILURE,COOLIDGE BANK AND TRUST COMPANY,3225
10/25/1991,26561.0,FAILURE,FIRST HANOVER BANK,3226
10/24/1991,25837.0,FAILURE,"FIRST NATIONAL BANK, BEDFORD",3223
10/18/1991,17822.0,FAILURE,CENTRAL BANK,3220
10/18/1991,24565.0,FAILURE,"MISSION VALLEY BANK, NATIONAL ASSOC",3221
10/18/1991,27373.0,FAILURE,CONNECTICUT VALLEY BANK,3222
10/16/1991,29342.0,FAILURE,FIRST FS & LA,3218
10/16/1991,32615.0,FAILURE,CITIZENS FSA,3219
10/13/1991,32090.0,FAILURE,OAKTREE FEDERAL SAVINGS,3217
10/11/1991,17189.0,FAILURE,IONA SAVINGS BANK,3213
10/11/1991,28763.0,FAILURE,"THE FIRST, FEDERAL ASSOCIATION",3214
10/11/1991,29191.0,FAILURE,FIRST FEDERAL SAVINGS,3215
10/11/1991,31990.0,FAILURE,LIFE FSB,3216
10/10/1991,11486.0,FAILURE,NASHUA TRUST COMPANY,3205
10/10/1991,15952.0,FAILURE,BANKEAST,3206
10/10/1991,17178.0,FAILURE,AMOSKEAG BANK,3207
10/10/1991,17237.0,FAILURE,"NUMERICA SAVINGS BANK, FSB",3208
10/10/1991,17879.0,FAILURE,"BANK MERIDIAN, NATIONAL ASSOCIATION",3209
10/10/1991,26700.0,FAILURE,DARTMOUTH BANK,3210
10/10/1991,27287.0,FAILURE,NEW HAMPSHIRE SAVINGS BANK,3211
10/10/1991,28946.0,FAILURE,HOMEBANK FSA,3212
10/3/1991,20027.0,FAILURE,REAGAN STATE BANK,3203
10/3/1991,26815.0,FAILURE,HARBOR NATIONAL BANK OF CONNECTICUT,3204
10/2/1991,11259.0,ASSISTANCE,THE GUNNISON BANK & TRUST CO.,3202
9/27/1991,26843.0,FAILURE,MIDCOUNTY BANK AND TRUST COMPANY,3193
9/27/1991,27633.0,FAILURE,FIRST FEDERAL SAVINGS,3194
9/27/1991,27867.0,FAILURE,SANTA PAULA S & LA,3195
9/27/1991,27962.0,FAILURE,UNITED SAVINGS OF AMERICA,3196
9/27/1991,28742.0,FAILURE,NUTLEY SAVINGS & LOAN,3197
9/27/1991,29092.0,FAILURE,HOME FS & LA OF HARLAN,3198
9/27/1991,29460.0,FAILURE,PLYMOUTH FSA,3199
9/27/1991,29563.0,FAILURE,EASTERN FS & LA OF SAYVILLE,3200
9/27/1991,32400.0,FAILURE,GOLD RIVER SB,3201
9/20/1991,24502.0,FAILURE,BANK FIVE FOR SAVINGS,3191
9/20/1991,26946.0,FAILURE,MID-JERSEY NATIONAL BANK,3192
9/19/1991,3575.0,FAILURE,"SOUTHEAST BANK, NATIONAL ASSOCIATION",3188
9/19/1991,16944.0,FAILURE,SOUTHEAST BANK OF WEST FLORIDA,3189
9/19/1991,28889.0,FAILURE,ABRAHAM LINCOLN FSA,3190
9/16/1991,19591.0,ASSISTANCE,FIRST BANK AND TRUST,3187
9/13/1991,26924.0,FAILURE,VALLEY BANK,3184
9/13/1991,28177.0,FAILURE,EVERGREEN FS & LA,3185
9/13/1991,32224.0,FAILURE,DAVY CROCKETT FS & LA,3186
9/6/1991,18242.0,FAILURE,SUFFIELD BANK,3179
9/6/1991,23679.0,FAILURE,THE FAMILY BANK AND TRUST,3180
9/6/1991,29411.0,FAILURE,UNITED HOME FEDERAL,3181
9/6/1991,32023.0,FAILURE,HEARTLAND S & LA,3182
9/6/1991,32454.0,FAILURE,BAY FSB,3183
8/30/1991,26273.0,FAILURE,HILTON HEAD BANK & TRUST COMPANY,3173
8/30/1991,26792.0,FAILURE,HILLSBOROUGH BANK AND TRUST CO,3174
8/30/1991,27862.0,FAILURE,FUTURE FEDERAL SAVINGS BANK,3175
8/30/1991,30961.0,FAILURE,UNITED FSB,3176
8/30/1991,31588.0,FAILURE,HOMESTEAD FSA,3177
8/30/1991,90228.0,FAILURE,LOWELL INSTITUTION FOR SAVINGS,3178
8/29/1991,5519.0,FAILURE,THE SAN SABA NATIONAL BANK,3171
8/29/1991,14804.0,FAILURE,FIRST NATIONAL BANK AND TRUST CO,3172
8/23/1991,27657.0,FAILURE,NEW AGE FSA,3168
8/23/1991,27693.0,FAILURE,MERCHANTS & MECHANICS FSB,3169
8/23/1991,27842.0,FAILURE,FIRST FS & LA,3170
8/22/1991,14421.0,FAILURE,BUCHEL BANK & TRUST CO.,3166
8/22/1991,15379.0,FAILURE,FIRST MEXIA BANK,3167
8/16/1991,22016.0,FAILURE,NORTHWEST NATIONAL BANK,3162
8/16/1991,27463.0,FAILURE,ENFIELD NATIONAL BANK,3163
8/16/1991,32249.0,FAILURE,FIRST AMERICAN FSB,3164
8/16/1991,32252.0,FAILURE,"CENTRE SA, FA",3165
8/9/1991,2531.0,FAILURE,CITYTRUST,3155
8/9/1991,18256.0,FAILURE,MECHANICS AND FARMERS SAVINGS BANK,3156
8/9/1991,21605.0,FAILURE,SOUTHCOAST BANK CORPORATION,3157
8/9/1991,22908.0,FAILURE,BANK OF SOUTH PALM BEACHES,3158
8/9/1991,28041.0,FAILURE,GREAT AMERICAN FSA,3159
8/9/1991,28587.0,FAILURE,LARCHMONT FS & LA,3160
8/9/1991,29041.0,FAILURE,FIRST FS & LA OF THIEF RIVER FALLS,3161
8/2/1991,27618.0,FAILURE,STANDARD FS & LA,3153
8/2/1991,32438.0,FAILURE,CORAL COAST FSB,3154
7/26/1991,22325.0,FAILURE,THE HOUSATONIC BANK & TRUST CO,3149
7/26/1991,27157.0,FAILURE,SUBURBAN NATIONAL BANK,3150
7/26/1991,29498.0,FAILURE,WESTLAND FS & LA,3151
7/26/1991,32301.0,FAILURE,ATLANTIC FINANCIAL FSB,3152
7/25/1991,3283.0,FAILURE,THE KERENS BANK,3148
7/19/1991,20960.0,FAILURE,PONTCHARTRAIN STATE BANK,3143
7/19/1991,26331.0,FAILURE,COMMUNITY GUARDIAN BANK,3144
7/19/1991,30010.0,FAILURE,CLINTON S & LA,3145
7/19/1991,30545.0,FAILURE,COOPERATIVE FSB,3146
7/19/1991,32494.0,FAILURE,NEW METROPOLITAN FSB,3147
7/12/1991,23882.0,FAILURE,DRIPPING SPRINGS NATIONAL BANK,3137
7/12/1991,25592.0,FAILURE,LANDMARK THRIFT AND LOAN ASSOCIATION,3138
7/12/1991,27825.0,FAILURE,DANBURRY SAVINGS & LOAN,3139
7/12/1991,29295.0,FAILURE,MONYCOR SAVINGS BANK,3140
7/12/1991,31800.0,FAILURE,PAN AMERICAN FSB,3141
7/12/1991,32223.0,FAILURE,FIDELITY FS & LA,3142
7/9/1991,32566.0,FAILURE,SURETY FS & LA,3136
6/28/1991,17795.0,FAILURE,FIRST MUTUAL BANK FOR SAVINGS,3133
6/28/1991,28786.0,FAILURE,UNITED FS & LA,3134
6/28/1991,30758.0,FAILURE,METROBANK FS & LA,3135
6/21/1991,26659.0,FAILURE,BEACON CO-OPERATIVE BANK,3131
6/21/1991,32179.0,FAILURE,GUARDIAN FSA,3132
6/14/1991,30538.0,FAILURE,SPRINGFIELD FSLA,3129
6/14/1991,31276.0,FAILURE,"FIRST COMMERCE SB, FSB",3130
6/13/1991,17681.0,FAILURE,THE BANK OF HORTON,3125
6/13/1991,19012.0,FAILURE,TASCOSA NATIONAL BANK OF AMARILLO,3126
6/13/1991,23039.0,FAILURE,PEOPLES BANK,3127
6/13/1991,27274.0,FAILURE,"TEXAS PREMIER BANK OF VICTORIA, NATIONAL A",3128
6/7/1991,28161.0,FAILURE,DRYADES S & LA,3123
6/7/1991,90310.0,FAILURE,WOBURN FIVE CENTS SAVINGS BANK,3124
6/6/1991,25142.0,FAILURE,"NORTHWEST BANK, NATIONAL ASSOCIATION",3122
5/31/1991,10544.0,FAILURE,"UNIVERSITY BANK, NATIONAL ASSOCIATION",3114
5/31/1991,15963.0,FAILURE,GOLDOME,3115
5/31/1991,28019.0,FAILURE,WESTERLEIGH SAVINGS,3116
5/31/1991,31168.0,FAILURE,GOLDOME FSB,3117
5/31/1991,31274.0,FAILURE,UNITED FS & LA,3118
5/31/1991,31363.0,FAILURE,ENTERPRISE S&LA,3119
5/31/1991,32126.0,FAILURE,BURLESON COUNTY SAVINGS ASSOC.,3120
5/31/1991,32592.0,FAILURE,MERABANK TEXAS,3121
5/24/1991,20753.0,FAILURE,FLORIDA STATE BANK,3111
5/24/1991,27380.0,FAILURE,FIRST SECURITY BANK,3112
5/24/1991,31436.0,FAILURE,PROGRESSIVE SAVINGS BANK,3113
5/23/1991,16544.0,FAILURE,LIBERTY NATIONAL BANK,3109
5/23/1991,29202.0,FAILURE,FAR WEST FSB,3110
5/22/1991,6499.0,FAILURE,THE FIRST NATIONAL BANK OF TOMS RIVER,3108
5/17/1991,15404.0,FAILURE,THE COSMOPOLITAN NATIONAL BANK OF CHICAGO,3104
5/17/1991,22504.0,FAILURE,FIRST CITY BANK,3105
5/17/1991,29002.0,FAILURE,ALTUS FSB,3106
5/17/1991,29795.0,FAILURE,LUDINGTON FSB,3107
5/16/1991,19935.0,FAILURE,CAPITAL BANK,3102
5/16/1991,27131.0,FAILURE,FIRST NATIONAL BANK OF CEDAR HILL,3103
5/10/1991,18960.0,FAILURE,MADISON NATIONAL BANK,3092
5/10/1991,20210.0,FAILURE,MADISON NATIONAL BANK OF VIRGINIA,3093
5/10/1991,27418.0,FAILURE,THE WASHINGTON BANK (OF MARYLAND),3094
5/10/1991,28265.0,FAILURE,FIRST FS & LA OF FARGO,3095
5/10/1991,28523.0,FAILURE,CAPITOL FEDERAL BANK FOR SAVINGS,3096
5/10/1991,28885.0,FAILURE,FIRST FS & LA OF CRESTON,3097
5/10/1991,30782.0,FAILURE,FIRST FSA OF NEWTON,3098
5/10/1991,31552.0,FAILURE,VERMILION FSB,3099
5/10/1991,32100.0,FAILURE,GUARANTY FSA,3100
5/10/1991,32537.0,FAILURE,COLONIAL FSB,3101
5/9/1991,3397.0,FAILURE,THE FIRST NATIONAL BANK OF POTH,3088
5/9/1991,8441.0,FAILURE,CHIRENO STATE BANK,3089
5/9/1991,18709.0,FAILURE,TEXAS BANK AND TRUST OF TEMPLE,3090
5/9/1991,25736.0,FAILURE,VILLAGE GREEN NATIONAL BANK,3091
5/3/1991,26791.0,FAILURE,BOSTON TRADE BANK,3081
5/3/1991,28975.0,FAILURE,FIRST FS & LA OF PITTSBURG,3082
5/3/1991,30370.0,FAILURE,CENTURY FEDERAL SAVINGS,3083
5/3/1991,30413.0,FAILURE,SENTRY FSA,3084
5/3/1991,30686.0,FAILURE,"LIBERTY SB, FSB",3085
5/3/1991,31179.0,FAILURE,"NEWTON SAVINGS BANK, FSA",3086
5/3/1991,32412.0,FAILURE,SECURITY FS & LA OF ALBUQUERQUE,3087
4/26/1991,23217.0,FAILURE,COLUMBINE VALLEY BANK AND TRUST,3074
4/26/1991,29588.0,FAILURE,"HOME FS & LA, FA",3075
4/26/1991,29819.0,FAILURE,AUGUSTA FSA,3076
4/26/1991,32202.0,FAILURE,"EXECUTIVE SB, FSB",3077
4/26/1991,32380.0,FAILURE,JOHN HANSON FSB,3078
4/26/1991,32598.0,FAILURE,SUNBELT SAVINGS,3079
4/26/1991,32605.0,FAILURE,RED RIVER FS & LA,3080
4/19/1991,29844.0,FAILURE,"PROSPECT PARK, FSB",3069
4/19/1991,30392.0,FAILURE,METROPOLITAN FS & LA,3070
4/19/1991,31914.0,FAILURE,MERCANTILE SAVINGS BANK,3071
4/19/1991,32596.0,FAILURE,CIMARRON FEDERAL SAVINGS,3072
4/19/1991,32603.0,FAILURE,CHISHOLM FS & LA,3073
4/18/1991,25120.0,FAILURE,COMMUNITY NATIONAL BANK,3068
4/12/1991,23487.0,FAILURE,ARIZONA COMMERCE BANK,3065
4/12/1991,27315.0,FAILURE,WHITNEY BANK AND TRUST,3066
4/12/1991,32054.0,FAILURE,SECURITY SAVINGS & LOAN,3067
4/11/1991,18723.0,FAILURE,AMERICAN BANK & TRUST COMPANY,3064
4/5/1991,19612.0,FAILURE,THE BLUEVILLE BANK OF GRAFTON,3059
4/5/1991,28347.0,FAILURE,COLUMBIA FSA OF HAMILTON,3060
4/5/1991,29417.0,FAILURE,FIRST FS & LA OF SEMINOLE CO.,3061
4/5/1991,30361.0,FAILURE,FIRST SAVINGS OF ZION,3062
4/5/1991,31270.0,FAILURE,"FIRST FEDERAL SB, FSB",3063
4/4/1991,11576.0,FAILURE,FIRST STATE BANK,3058
3/29/1991,22487.0,FAILURE,CITY BANK AND TRUST,3056
3/29/1991,24043.0,FAILURE,CITIZENS NATIONAL BANK,3057
3/28/1991,25817.0,FAILURE,THE LANDMARK BANK,3055
3/27/1991,32095.0,FAILURE,"COUNTY BANK, FSB",3054
3/22/1991,28512.0,FAILURE,STATE SAVINGS,3047
3/22/1991,28605.0,FAILURE,FIRST FSA OF CHICKASHA,3048
3/22/1991,29287.0,FAILURE,UNITED FSA OF IOWA,3049
3/22/1991,30940.0,FAILURE,"THE FEDERAL SB, FSB",3050
3/22/1991,31648.0,FAILURE,AMERICAN FEDERAL BANK,3051
3/22/1991,32175.0,FAILURE,CITIZENS SECURITY BANK,3052
3/22/1991,32563.0,FAILURE,"REPUBLIC SB, FSB",3053
3/21/1991,10331.0,FAILURE,CITADEL BANK,3045
3/21/1991,11185.0,FAILURE,SABINAL BANK,3046
3/15/1991,27003.0,FAILURE,THE BLACKSTONE BANK AND TRUST CO,3039
3/15/1991,28683.0,FAILURE,AMERIFIRST FEDERAL SAVINGS,3040
3/15/1991,28791.0,FAILURE,BELL FEDERAL SAVINGS,3041
3/15/1991,29083.0,FAILURE,HOME SAVINGS ASSOCIATION,3042
3/15/1991,29716.0,FAILURE,ARCANIUM FSA,3043
3/15/1991,32514.0,FAILURE,SOVEREIGN SB,3044
3/14/1991,18844.0,FAILURE,CROSSROADS BANK,3037
3/14/1991,26557.0,FAILURE,COOLIDGE CORNER CO-OPERATIVE BANK,3038
3/8/1991,24588.0,FAILURE,MANILABANK,3027
3/8/1991,24831.0,FAILURE,FIRST MARINE BANK OF FLORIDA,3028
3/8/1991,25145.0,FAILURE,SEAFIRST BANK,3029
3/8/1991,28827.0,FAILURE,JEFFERSON FEDERAL SA,3030
3/8/1991,29019.0,FAILURE,FIRST FSA OF WEWOKA,3031
3/8/1991,29036.0,FAILURE,BEACON FEDERAL SAVINGS,3032
3/8/1991,30139.0,FAILURE,ALEXANDER HAMILTON,3033
3/8/1991,30960.0,FAILURE,FIRST FSB,3034
3/8/1991,31454.0,FAILURE,FIRST CITIZENS SLA,3035
3/8/1991,32340.0,FAILURE,PREFFERED SAVINGS AND LOAN,3036
3/1/1991,29643.0,FAILURE,PEOPLES FEDERAL S & L ASSOC.,3025
3/1/1991,32235.0,FAILURE,AMERIFIED SAVINGS BANK,3026
2/28/1991,17806.0,FAILURE,"UNITED CITIZENS BANK, NATIONAL ASSOC",3024
2/22/1991,27170.0,FAILURE,THE MCKINLEY BANK,3021
2/22/1991,29015.0,FAILURE,HOLLYWOOD FSB,3022
2/22/1991,31206.0,FAILURE,FIRST FS & LA,3023
2/21/1991,21985.0,FAILURE,SOUTHWEST NATIONAL BANK,3020
2/20/1991,29370.0,FAILURE,FIRST NORTHERN COOP,3019
2/14/1991,5594.0,FAILURE,THE FIRST NATIONAL BANK OF WORTH,3017
2/14/1991,16965.0,FAILURE,MERCHANTS TRUST & SAVINGS BANK,3018
2/8/1991,28150.0,FAILURE,FIRST JERSEY S & LA ASSOC.,3012
2/8/1991,29585.0,FAILURE,FIRST FSA OF WAYNESBORO,3013
2/8/1991,29946.0,FAILURE,PEOPLES FEDERAL SAVINGS BANK,3014
2/8/1991,31719.0,FAILURE,FAMILY S & LA,3015
2/8/1991,32114.0,FAILURE,UNITY FS & LA,3016
2/7/1991,17850.0,FAILURE,LOCKHART STATE BANK,3010
2/7/1991,22080.0,FAILURE,FIRST NATIONAL BANK IN KAUFMAN,3011
2/1/1991,11272.0,FAILURE,THE MERCHANTS BANK AND TRUST CO,3005
2/1/1991,17721.0,FAILURE,MAINE SAVINGS BANK,3006
2/1/1991,29422.0,FAILURE,FIRST FEDERAL SAVINGS OF TOLEDO,3007
2/1/1991,31654.0,FAILURE,COREAST FSB,3008
2/1/1991,31859.0,FAILURE,GEORGE WASHINGTON FSA,3009
1/31/1991,20579.0,FAILURE,BANK OF THE HILLS,3003
1/31/1991,25815.0,FAILURE,"ROCKPORT BANK, NATIONAL ASSOCIATION",3004
1/29/1991,16428.0,FAILURE,CITIZENS NATIONAL BANK AND TRUST,3002
1/25/1991,24568.0,FAILURE,ALVARADO BANK,2997
1/25/1991,30169.0,FAILURE,CENTER S & LA,2998
1/25/1991,31062.0,FAILURE,COLUMBIA SAVINGS & LOAN ASSN.,2999
1/25/1991,31703.0,FAILURE,TRUSTBANK FSB,3000
1/25/1991,32523.0,FAILURE,CORAL S & LA,3001
1/24/1991,23461.0,FAILURE,METROPOLITAN NATIONAL BANK,2996
1/22/1991,23221.0,FAILURE,"AMERICAN BANK, NATIONAL ASSOCIATION",2995
1/18/1991,30138.0,FAILURE,IRVING SAVINGS & LOAN,2993
1/18/1991,32332.0,FAILURE,BEACH FEDERAL SAVINGS ASSOC.,2994
1/11/1991,26302.0,FAILURE,COMMUNITY NATIONAL BANK,2989
1/11/1991,28292.0,FAILURE,FAR WEST SAVINGS & LOAN,2990
1/11/1991,31560.0,FAILURE,CONNECTICUT SAVINGS AND LOAN,2991
1/11/1991,32134.0,FAILURE,MALIBU SB,2992
1/6/1991,2545.0,FAILURE,THE CONNECTICUT BANK & TRUST CO,2986
1/6/1991,2560.0,FAILURE,"BANK OF NEW ENGLAND, NATIONAL ASSOC",2987
1/6/1991,4275.0,FAILURE,MAINE NATIONAL BANK,2988
1/4/1991,28634.0,FAILURE,ROYAL OAK FS & LA,2981
1/4/1991,28767.0,FAILURE,FULTON FEDERAL SAVINGS BANK,2982
1/4/1991,29161.0,FAILURE,FIRST FS & LA OF PITTSBURG,2983
1/4/1991,29638.0,FAILURE,FIRST FEDERAL SAVINGS & LOAN,2984
1/4/1991,30888.0,FAILURE,TRIDENT FEDERAL S & L ASSOC.,2985
12/28/1990,19572.0,FAILURE,CAPITOL BANK AND TRUST COMPANY,2978
12/28/1990,28287.0,FAILURE,SOUTHERN FS,2979
12/28/1990,29116.0,FAILURE,FIRST FS & LA OF ANDALUSIA,2980
12/27/1990,29415.0,FAILURE,"ENTERPRISE SAVINGS BANK, FA",2977
12/21/1990,32145.0,FAILURE,ARKANSAS FSB,2976
12/15/1990,28783.0,FAILURE,MID-AMERICA FS & LA,2975
12/14/1990,9019.0,FAILURE,THE STATE BANK OF OMAHA,2964
12/14/1990,23074.0,FAILURE,FAR WESTERN BANK,2965
12/14/1990,23104.0,FAILURE,PEOPLES STATE BANK,2966
12/14/1990,25125.0,FAILURE,FIRST COMMERCIAL BANK OF FLORIDA,2967
12/14/1990,28143.0,FAILURE,OLYMPIC FEDERAL SAVINGS,2968
12/14/1990,28473.0,FAILURE,EMPIRE SAVINGS BANK,2969
12/14/1990,28809.0,FAILURE,COMMUNITY FS & LA,2970
12/14/1990,29457.0,FAILURE,COMFED SAVINGS BANK,2971
12/14/1990,30645.0,FAILURE,OLD BOROUGH SAVINGS & LOAN,2972
12/14/1990,31126.0,FAILURE,FRONTIER SAVINGS ASSOCIATION,2973
12/14/1990,31137.0,FAILURE,HOME FEDERAL BANK FOR SAVINGS,2974
12/13/1990,9469.0,FAILURE,FIRST STATE BANK,2961
12/13/1990,11558.0,FAILURE,WASHINGTON COUNTY STATE BANK,2962
12/13/1990,26835.0,FAILURE,BANK OF COMMERCE,2963
12/12/1990,90201.0,FAILURE,NEW ENGLAND ALLBANK FOR SAVINGS,2960
12/7/1990,21631.0,FAILURE,HEIGHTS BANK,2954
12/7/1990,24105.0,FAILURE,FIRST NATIONAL BANK OF ROWLETT,2955
12/7/1990,27700.0,FAILURE,TEXARKANA FS & LA,2956
12/7/1990,29827.0,FAILURE,CENTRAL FEDERAL SAVINGS,2957
12/7/1990,29958.0,FAILURE,FIRST FEDERAL SAVINGS,2958
12/7/1990,31053.0,FAILURE,ANDREWS SAVINGS & LOAN ASSOC.,2959
12/6/1990,26383.0,FAILURE,DOUGLAS COUNTY NATIONAL BANK,2953
11/30/1990,22690.0,FAILURE,BOUNDARY WATERS STATE BANK,2945
11/30/1990,28821.0,FAILURE,FIRST FSA OF NACOGDOCHES,2946
11/30/1990,29003.0,FAILURE,EDISON FSA,2947
11/30/1990,29466.0,FAILURE,FIRST SA,2948
11/30/1990,30122.0,FAILURE,TUSKEGEE S & LA,2949
11/30/1990,31058.0,FAILURE,SAN JACINTO SAVINGS,2950
11/30/1990,31616.0,FAILURE,ATASCOSA SA,2951
11/30/1990,31827.0,FAILURE,FIRST SOUTHWEST FS & LA,2952
11/29/1990,1204.0,FAILURE,FARMERS STATE BANK OF MADISONVILLLE,2943
11/29/1990,18851.0,FAILURE,BANK OF ARLINGTON,2944
11/16/1990,29207.0,FAILURE,FIRST FEDERAL SAVINGS ASSOC.,2940
11/16/1990,32184.0,FAILURE,LIBERTY FEDERAL SAVINGS BANK,2941
11/16/1990,32344.0,FAILURE,SOUTHEASTERN SAVINGS BANK,2942
11/15/1990,21518.0,FAILURE,WESTERN BANK,2938
11/15/1990,30223.0,FAILURE,ACTION FEDERAL SAVINGS,2939
11/9/1990,19316.0,FAILURE,FREEDOM NATIONAL BANK OF NEW YORK,2934
11/9/1990,28608.0,FAILURE,FLORIDA FEDERAL SAVINGS BANK,2935
11/9/1990,32234.0,FAILURE,LOUISIANA FEDERAL SAVINGS BANK,2936
11/9/1990,32479.0,FAILURE,EXECUTIVE BANC SA,2937
11/2/1990,25763.0,FAILURE,LONE STAR NATIONAL BANK,2930
11/2/1990,28719.0,FAILURE,DESOTO FS & LA,2931
11/2/1990,30593.0,FAILURE,RIVERSIDE SAVINGS BANK,2932
11/2/1990,30984.0,FAILURE,BOONSLICK S & LA,2933
11/1/1990,25180.0,FAILURE,TRINITY NATIONAL BANK,2929
10/26/1990,13245.0,FAILURE,THE FARMERS AND MERCHANTS BANK OF SHEYENNE,2926
10/26/1990,32177.0,FAILURE,RANCHO BERNARDO FED. SAV. BANK,2927
10/26/1990,32403.0,FAILURE,CITY SAVINGS & LOAN,2928
10/25/1990,4976.0,FAILURE,FIRST NATIONAL BANK OF JACKSON,2925
10/23/1990,28464.0,FAILURE,SUPERIOR FSA,2924
10/19/1990,18236.0,FAILURE,THE BROOKLYN SAVINGS BANK,2919
10/19/1990,20863.0,FAILURE,METROPOLITAN NATIONAL BANK,2920
10/19/1990,22064.0,FAILURE,FIRST AMERICAN BANK FOR SAVINGS,2921
10/19/1990,31518.0,FAILURE,"HERITAGE SAVINGS BANK, FSB",2922
10/19/1990,32255.0,FAILURE,GOLD COAST SAVINGS BANK,2923
10/12/1990,32064.0,FAILURE,INTERNATIONAL FS & LA,2918
10/11/1990,26225.0,FAILURE,UNITED PEOPLES BANK,2917
10/5/1990,11789.0,FAILURE,THE PEOPLES BANK & TRUST COMPANY,2915
10/5/1990,21619.0,FAILURE,MOUNTAIN RIDGE STATE BANK,2916
10/4/1990,24301.0,FAILURE,"WOODWAY BANK AND TRUST, NA",2914
9/27/1990,26475.0,FAILURE,FORT WORTH STATE BANK,2912
9/27/1990,27042.0,FAILURE,GREAT WESTERN NATIONAL BANK,2913
9/21/1990,28366.0,FAILURE,SENTRY FEDERAL SAVINGS BANK,2907
9/21/1990,28586.0,FAILURE,MERCER SAVINGS BANK,2908
9/21/1990,29315.0,FAILURE,YORKVILLE FEDERAL SAVINGS,2909
9/21/1990,31080.0,FAILURE,HIDALGO SAVINGS & LOAN,2910
9/21/1990,32274.0,FAILURE,TEXAS COMMERCIAL SA,2911
9/20/1990,10714.0,FAILURE,FIRST STATE BANK OF RISING STAR,2904
9/20/1990,14609.0,FAILURE,FIRST COMANCHE BANK,2905
9/20/1990,26654.0,FAILURE,CITY NATIONAL BANK OF IRVING,2906
9/14/1990,22642.0,FAILURE,INGRAM STATE BANK,2901
9/14/1990,26373.0,FAILURE,CITIZENS NATIONAL BANK,2902
9/14/1990,32590.0,FAILURE,FIRST SB OF HEMPSTEAD,2903
9/13/1990,22505.0,FAILURE,FIRST NATIONAL BANK OF CROSBY,2897
9/13/1990,24295.0,FAILURE,WESTERN NATIONAL BANK,2898
9/13/1990,25872.0,FAILURE,CITIZENS BANK,2899
9/13/1990,26686.0,FAILURE,FIRST NATIONAL BANK OF KENNEDALE,2900
9/12/1990,4178.0,ASSISTANCE,THE PAWNEE NATIONAL BANK,2896
9/7/1990,27667.0,FAILURE,EL PASO FEDERAL SAVINGS,2894
9/7/1990,31887.0,FAILURE,FIRST CITY FSB,2895
9/6/1990,16219.0,FAILURE,NORTHSIDE BANK,2893
8/31/1990,29118.0,FAILURE,FIRST FSA,2889
