FAILDATE,CERT,RESTYPE,NAME,ID
3/9/1989,32616.0,FAILURE,"CONTINENTAL SAVINGS, A FS & LA",2219
3/2/1989,27726.0,FAILURE,THE BARBER COUNTY S & L ASSOC.,2136
3/2/1989,27864.0,FAILURE,PEOPLES S & L ASSOC.,2137
3/2/1989,28146.0,FAILURE,MID AMERICA FED. S & L ASSOC.,2138
3/2/1989,28159.0,FAILURE,VALLEY FS & LA OF HUTCHINSON,2139
3/2/1989,28410.0,FAILURE,SAN ANTONIO SAVINGS,2140
3/2/1989,28850.0,FAILURE,SHAWNEE FED. S & L ASSOC.,2141
3/2/1989,29217.0,FAILURE,LANDMARK SAVINGS BANK FSB,2142
3/2/1989,29264.0,FAILURE,FIRST FSB OF KANSAS,2143
3/2/1989,29305.0,FAILURE,FIRST FEDERAL SAVINGS/HUTCHINSON,2144
3/2/1989,29909.0,FAILURE,FIRST FS & LA OF COFFEYVILLE,2145
3/2/1989,30672.0,FAILURE,FIRST FED. S & L ASSOC.,2146
3/2/1989,30740.0,FAILURE,FIRST FED. S & L ASSOC.,2147
3/2/1989,30856.0,FAILURE,FIRST FEDERAL BANK OF ALASKA,2148
3/2/1989,30924.0,FAILURE,ALAMO SA OF TEXAS,2149
3/2/1989,31112.0,FAILURE,FIRST STATE SAVINGS BANK,2150
3/2/1989,31116.0,FAILURE,PERMIAN S & L ASSOC.,2151
3/2/1989,31132.0,FAILURE,COLONIAL SAVINGS ASSOCIATION,2152
3/2/1989,31394.0,FAILURE,SOUTHMOST S & L,2153
3/2/1989,31625.0,FAILURE,PADRE FEDERAL S & L,2154
3/2/1989,31653.0,FAILURE,COMMONWEALTH S & L ASSOC.,2155
3/2/1989,31656.0,FAILURE,MISSION SA OF TEXAS,2156
3/2/1989,31675.0,FAILURE,HOME SAVINGS BANK,2157
3/2/1989,31765.0,FAILURE,FIRST STATE SAVINGS,2158
3/2/1989,31874.0,FAILURE,SUBURBAN SAVINGS ASSOC.,2159
3/2/1989,31908.0,FAILURE,VISION BANC SAVINGS ASSOC.,2160
3/2/1989,31917.0,FAILURE,MADISON GUARANTY S & LA,2161
3/2/1989,31933.0,FAILURE,UNIPOINT FED. SAVINGS BANK,2162
3/2/1989,31937.0,FAILURE,HOME FED. S & L ASSOC.,2163
3/2/1989,31968.0,FAILURE,ELMWOOD FED. S & L ASSOC.,2164
3/2/1989,31970.0,FAILURE,LA HACIENDA SAVINGS ASSOC.,2165
3/2/1989,31993.0,FAILURE,ENTERPRISE FEDERAL SAVINGS,2166
3/2/1989,32019.0,FAILURE,FOUNTAINBLEAU FEDERAL,2167
3/2/1989,32450.0,FAILURE,GIBRALTAR S & L ASSOC.,2168
3/2/1989,32462.0,FAILURE,BEXAR SAVINGS ASSOCIATION,2169
3/2/1989,32553.0,FAILURE,FIRST SAVINGS OF LOUISIANA,2170
3/2/1989,32561.0,FAILURE,TOPEKA SAVINGS,2171
2/28/1989,31040.0,FAILURE,COMMERCE SA,2135
2/24/1989,31478.0,FAILURE,MID-STATE S&LA,2133
2/24/1989,31886.0,FAILURE,FIRST VALLEY S&LA,2134
2/17/1989,16751.0,FAILURE,THE FIRST STATE BANK,2107
2/17/1989,27845.0,FAILURE,ANCHOR SA,2108
2/17/1989,27974.0,FAILURE,BLUE VALLEY FS & LA,2109
2/17/1989,28582.0,FAILURE,AMERICAN S & LA,2110
2/17/1989,28698.0,FAILURE,"SUN SAVINGS ASSOCIATION, FA",2111
2/17/1989,28814.0,FAILURE,COMMUNITY SAVING & LOAN,2112
2/17/1989,29149.0,FAILURE,MIDWEST FED. S & L ASSOC.,2113
2/17/1989,29383.0,FAILURE,CONCORDIA FEDERAL BANK FOR SAVINGS,2114
2/17/1989,29400.0,FAILURE,PLATTE VALLEY FS & LA,2115
2/17/1989,29936.0,FAILURE,EQUITABLE FEDERAL SAVINGS BANK,2116
2/17/1989,29965.0,FAILURE,GUARANTY FED. S & L ASSOC.,2117
2/17/1989,30050.0,FAILURE,NORTH JERSEY FEDERAL SAV. ASSOC.,2118
2/17/1989,30186.0,FAILURE,OCCIDENTAL/NEBRASKA FSB,2119
2/17/1989,30522.0,FAILURE,NILE VALLEY FEDERAL S & L ASSOC.,2120
2/17/1989,30608.0,FAILURE,SOUTHWEST S & LA,2121
2/17/1989,31242.0,FAILURE,FIRST FS & LA,2122
2/17/1989,31399.0,FAILURE,SECURITY S & LA,2123
2/17/1989,31420.0,FAILURE,COLUMBIA FED. SAVINGS BANK,2124
2/17/1989,31532.0,FAILURE,ELYSIAN FEDERAL SAVINGS BANK,2125
2/17/1989,31614.0,FAILURE,INDEPENDENCE FS & LA,2126
2/17/1989,31927.0,FAILURE,WESTWOOD S & L ASSOC.,2127
2/17/1989,32471.0,FAILURE,HORIZON FED. S & L ASSOC.,2128
2/17/1989,32535.0,FAILURE,SOUTHERN FLORIDABANC FEDERAL,2129
2/17/1989,32552.0,FAILURE,"FRENCH MARKET HOMESTEAD, FSA",2130
2/17/1989,32585.0,FAILURE,UNIVERSAL SAVINGS & LOAN,2131
2/17/1989,32621.0,FAILURE,MOUNTAINWEST S & L ASSOC.,2132
2/16/1989,13830.0,FAILURE,THE HOME STATE BANK,2102
2/16/1989,17537.0,FAILURE,LOUISIANA BANK & TRUST COMPANY,2103
2/16/1989,22078.0,FAILURE,SECURITY BANK,2104
2/16/1989,25335.0,FAILURE,TEXAS NATIONAL BANK,2105
2/16/1989,25812.0,FAILURE,WESTPOINT NATIONAL BANK,2106
2/15/1989,24359.0,FAILURE,FIRST CONTINENTAL NATIONAL BANK,2101
2/14/1989,30685.0,FAILURE,UNIVERSITY FEDERAL SAVINGS,2100
2/13/1989,30540.0,FAILURE,MIDWEST FEDERAL SAVINGS,2099
2/10/1989,28553.0,FAILURE,DESERET S & L ASSOC.,2093
2/10/1989,28782.0,FAILURE,FIRST FEDERAL OF ARKANSAS,2094
2/10/1989,29423.0,FAILURE,SAVERS FS & LA,2095
2/10/1989,31095.0,FAILURE,BRIGHT BANC,2096
2/10/1989,31136.0,FAILURE,SANDIA FS & LA,2097
2/10/1989,32159.0,FAILURE,SIGNAL S&LA,2098
2/9/1989,1178.0,FAILURE,FIRST BANK & TRUST,2090
2/9/1989,17326.0,FAILURE,CITIZENS BANK,2091
2/9/1989,22233.0,FAILURE,CITIZENS BANK HOUSTON,2092
2/7/1989,28503.0,FAILURE,BALTIMORE FEDERAL FINANCIAL,2086
2/7/1989,28560.0,FAILURE,PACIFIC SAVINGS BANK,2087
2/7/1989,31503.0,FAILURE,GILL SA,2088
2/7/1989,32549.0,FAILURE,FREEDOM S & LA,2089
2/3/1989,18363.0,FAILURE,ALASKA STATEBANK,2084
2/3/1989,29752.0,ASSISTANCE,COOK COUNTY FS&LA,2085
1/31/1989,24562.0,ASSISTANCE,METROPOLITAN NATIONAL BANK,2083
1/27/1989,24537.0,FAILURE,OAKWOOD NATIONAL BANK,2080
1/27/1989,31846.0,FAILURE,FIRST FS&LA IN NEW ALBANY,2081
1/27/1989,32024.0,FAILURE,CARVER S&LA,2082
1/26/1989,17063.0,FAILURE,CITIZENS STATE BANK,2077
1/26/1989,24705.0,FAILURE,"COMMUNITY BANK, NATIONAL ASSOCIATION",2078
1/26/1989,26205.0,FAILURE,FIRST STATE BANK OF TEXAS,2079
1/19/1989,12718.0,FAILURE,THE PLANTERS BANK & TRUST COMPANY,2073
1/19/1989,16374.0,FAILURE,MERCHANTS STATE BANK,2074
1/19/1989,23350.0,FAILURE,FIRST NATIONAL BANK OF CEDAR PARK,2075
1/19/1989,31743.0,FAILURE,SOUTHERN FEDERAL SB,2076
1/12/1989,13440.0,FAILURE,FIRST STATE BANK,2066
1/12/1989,16837.0,FAILURE,COMMERCIAL STATE BANK,2067
1/12/1989,17220.0,FAILURE,THE NATIONAL BANK OF BOSSIER CITY,2068
1/12/1989,22239.0,FAILURE,ROLLING HILLS STATE BANK,2069
1/12/1989,24297.0,FAILURE,WEST BELT NATIONAL BANK,2070
1/12/1989,24959.0,FAILURE,ORLEANS BANK AND TRUST COMPANY,2071
1/12/1989,26655.0,FAILURE,OAK HILL NATIONAL BANK,2072
1/5/1989,8139.0,FAILURE,BANK OF BENTON,2065
12/31/1988,30162.0,ASSISTANCE,PEORIA S&LA,2063
12/31/1988,31946.0,ASSISTANCE,BROWARD FS&LA,2064
12/30/1988,1259.0,ASSISTANCE,TRACY-COLLINS BANK & TRUST COMPANY,2053
12/30/1988,28164.0,ASSISTANCE,GREAT FALLS FS&LA,2054
12/30/1988,28323.0,ASSISTANCE,JACKSON COUNTY FSA,2055
12/30/1988,29251.0,ASSISTANCE,FIRST FS&LA OF JACKSONVILLE,2056
12/30/1988,29610.0,ASSISTANCE,NORTHWEST FS&LA,2057
12/30/1988,29959.0,ASSISTANCE,UNITED SAVINGS ASSOCIATION OF TEXAS,2058
12/30/1988,30228.0,ASSISTANCE,COLUMBIA FS&LA,2059
12/30/1988,30420.0,ASSISTANCE,PATHWAY FINANCIAL,2060
12/30/1988,30607.0,ASSISTANCE,HOME FS&LA,2061
12/30/1988,32492.0,ASSISTANCE,BEACH FS&LA,2062
12/29/1988,28907.0,ASSISTANCE,FIRST FS&LA,2040
12/29/1988,29405.0,ASSISTANCE,YOAKUM FS&LA,2041
12/29/1988,29808.0,ASSISTANCE,SEGUIN SAVINGS ASSOCIATION,2042
12/29/1988,30825.0,ASSISTANCE,AMERICAN SB,2043
12/29/1988,31504.0,ASSISTANCE,CHARTER SAVINGS S&LA,2044
12/29/1988,31562.0,ASSISTANCE,PEOPLES S&LA,2045
12/29/1988,31797.0,ASSISTANCE,BURNET S&LA,2046
12/29/1988,31860.0,ASSISTANCE,UNION SA,2047
12/29/1988,31979.0,ASSISTANCE,LEE SAVINGS ASSOCIATION,2048
12/29/1988,32042.0,ASSISTANCE,INDEPENDENCE S&LA,2049
12/29/1988,32074.0,ASSISTANCE,RANCHERS SAVINGS ASSOCIATION,2050
12/29/1988,32272.0,ASSISTANCE,KEYSTONE S&LA,2051
12/29/1988,32311.0,ASSISTANCE,BAYVIEW FSA,2052
12/28/1988,31244.0,ASSISTANCE,FIRST FINANCIAL SB,2039
12/27/1988,27653.0,ASSISTANCE,GIBRALTAR SA,2035
12/27/1988,28252.0,ASSISTANCE,FIRST TEXAS SAVINGS ASSOCIATION,2036
12/27/1988,30535.0,ASSISTANCE,KILLEEN S&LA,2037
12/27/1988,32564.0,ASSISTANCE,MONTFORT SAVINGS ASSOCIATION,2038
12/23/1988,29447.0,ASSISTANCE,VIRGINIA FS&LA,2034
12/22/1988,28461.0,ASSISTANCE,MINERAL WELLS S&LA,2020
12/22/1988,29077.0,ASSISTANCE,HOME S&LA,2021
12/22/1988,29166.0,ASSISTANCE,MESQUITE S&LA,2022
12/22/1988,29212.0,ASSISTANCE,FIRST WESTERN S&LA,2023
12/22/1988,29219.0,ASSISTANCE,COMMODORE SAVINGS ASSOCIATION,2024
12/22/1988,29352.0,ASSISTANCE,LAMESA FS&LA,2025
12/22/1988,29494.0,ASSISTANCE,FIRST FS&LA,2026
12/22/1988,30648.0,ASSISTANCE,HOME SA,2027
12/22/1988,31044.0,ASSISTANCE,SENTRY SAVINGS ASSOCIATION,2028
12/22/1988,31064.0,ASSISTANCE,VISTA SAVINGS ASSOCIATION,2029
12/22/1988,31333.0,ASSISTANCE,INTERWEST SAVINGS ASSOCIATION,2030
12/22/1988,31348.0,ASSISTANCE,SOUTHERN FEDERAL BANC S&LA,2031
12/22/1988,31563.0,ASSISTANCE,RELIANCE SAVINGS ASSOCIATION,2032
12/22/1988,32299.0,ASSISTANCE,METROPLEX FEDERAL SAVINGS ASSOCIATION,2033
12/21/1988,19743.0,ASSISTANCE,BATON ROUGE BANK & TRUST COMPANY,2019
12/17/1988,28275.0,ASSISTANCE,OHIO VALLEY,2017
12/17/1988,30666.0,ASSISTANCE,FIRST BORDER SB,2018
12/16/1988,15670.0,FAILURE,FIRST SOUTHWEST BANK,2011
12/16/1988,29459.0,ASSISTANCE,ROCKY MOUNTAIN FS&LA,2012
12/16/1988,29556.0,ASSISTANCE,FIRST DEARBORN,2013
12/16/1988,31182.0,ASSISTANCE,UNITED SB OF WYOMING,2014
12/16/1988,32147.0,ASSISTANCE,BLOOMFIELD S&LA,2015
12/16/1988,90047.0,FAILURE,FIRST INDUSTRIAL BANK OF ROCKY FORD,2016
12/15/1988,16351.0,FAILURE,FIRST NATIONAL BANK IN BOGATA,2003
12/15/1988,17654.0,FAILURE,FIRST NATIONAL BANK IN CENTER,2004
12/15/1988,23777.0,FAILURE,TEXAS NATIONAL BANK,2005
12/15/1988,24614.0,FAILURE,TEXAS BANK OF PLANO,2006
12/15/1988,25747.0,FAILURE,CRESCENT CITY BANK & TRUST COMPANY,2007
12/15/1988,28891.0,ASSISTANCE,AMERICAN HOME SAVINGS,2008
12/15/1988,29097.0,ASSISTANCE,COMMUNITY FIRST FED SAVINGS,2009
12/15/1988,30640.0,ASSISTANCE,ROOKS COUNTY FSA,2010
12/14/1988,32125.0,ASSISTANCE,EASTERN WASHINGTON S&LA,2002
12/12/1988,30082.0,ASSISTANCE,MIDAMERICA SB,2001
12/9/1988,143.0,FAILURE,CARIBANK,1998
12/9/1988,30760.0,FAILURE,SILVERADO S&LA,1999
12/9/1988,31889.0,FAILURE,CENTRAL ARKANSAS S&LA,2000
12/8/1988,2319.0,FAILURE,WAUKOMIS STATE BANK,1995
12/8/1988,4080.0,FAILURE,FIRST BANK & TRUST CO.,1996
12/8/1988,24664.0,FAILURE,"RESOURCE BANK, N.A.",1997
12/1/1988,19092.0,FAILURE,UNION BANK OF HOUSTON,1987
12/1/1988,24351.0,FAILURE,"OAK LAWN BANK, N.A.",1988
12/1/1988,25188.0,FAILURE,ENTERPRISE NATIONAL BANK,1989
12/1/1988,25606.0,FAILURE,TEXANA NATIONAL BANK OF BELTON,1990
12/1/1988,28596.0,ASSISTANCE,CARDINAL FSB,1991
12/1/1988,29181.0,ASSISTANCE,UNITED FS&LA,1992
12/1/1988,29362.0,ASSISTANCE,FIRST FS&LA,1993
12/1/1988,31752.0,ASSISTANCE,NORTHPARK SAVINGS ASSOCIATION,1994
11/18/1988,18554.0,FAILURE,FIRST NATIONAL BANK,1985
11/18/1988,31659.0,ASSISTANCE,TESORO S&LA,1986
11/17/1988,18591.0,FAILURE,EAST TEXAS STATE BANK,1983
11/17/1988,22871.0,FAILURE,THE BANK OF KERRVILLE,1984
11/16/1988,24492.0,ASSISTANCE,"ALLIANCE BANK, N.A.",1982
11/10/1988,4103.0,FAILURE,THE FIRST NATIONAL BANK OF GRACEMONT,1976
11/10/1988,11783.0,FAILURE,AVOYELLES TRUST & SAVINGS BANK,1977
11/10/1988,22342.0,FAILURE,MIAMI NATIONAL BANK,1978
11/10/1988,23192.0,FAILURE,BANK OF THE NORTHWEST,1979
11/10/1988,23979.0,FAILURE,AMERICAN NATIONAL BANK,1980
11/10/1988,32109.0,FAILURE,CYPRUS SA,1981
11/4/1988,10836.0,FAILURE,MT. ZION STATE BANK,1975
11/3/1988,26220.0,FAILURE,SOUTHWEST NATIONAL BANK,1974
11/2/1988,28293.0,ASSISTANCE,RELIANCE FS&LA,1973
11/1/1988,28437.0,ASSISTANCE,LINCOLN FS&LA,1971
11/1/1988,29971.0,ASSISTANCE,SOUTHSIDE S&L,1972
10/27/1988,20955.0,FAILURE,MEDICAL CENTER STATE BANK,1968
10/27/1988,23454.0,FAILURE,FRONTIER NATIONAL BANK,1969
10/27/1988,25121.0,FAILURE,ROUND ROCK NATIONAL BANK,1970
10/25/1988,28196.0,ASSISTANCE,PEOPLES FSB,1967
10/20/1988,20941.0,FAILURE,COMMERCIAL BANK & TRUST COMPANY,1965
10/20/1988,25855.0,FAILURE,SECURITY BANK,1966
10/14/1988,27636.0,ASSISTANCE,OLNEY SAVINGS ASSOCIATION,1954
10/14/1988,27701.0,ASSISTANCE,SECURITY FS&LA,1955
10/14/1988,29319.0,ASSISTANCE,FIRST FS&LA,1956
10/14/1988,29883.0,ASSISTANCE,SAN ANGELO SAVINGS ASSOCIATION,1957
10/14/1988,30336.0,ASSISTANCE,ODESSA SAVINGS ASSOCIATION,1958
10/14/1988,30576.0,ASSISTANCE,SOUTHWEST S&LA,1959
10/14/1988,30651.0,ASSISTANCE,BANC HOME SAVINGS ASSOCIATION,1960
10/14/1988,31081.0,ASSISTANCE,SOUTHERN S&LA,1961
10/14/1988,31842.0,ASSISTANCE,HEART O TEXAS SAVINGS ASSOCIATION,1962
10/14/1988,31963.0,ASSISTANCE,SHAMROCK FEDERAL SAVINGS BANK,1963
10/14/1988,32128.0,ASSISTANCE,PETROPLEX SAVINGS ASSOCIATION,1964
10/12/1988,27999.0,ASSISTANCE,FIRST FS&LA OF MAYFIELD,1951
10/12/1988,29025.0,ASSISTANCE,FIRST FSB OF INDIANA,1952
10/12/1988,29978.0,ASSISTANCE,CAPITAL FS&LA,1953
10/7/1988,32189.0,FAILURE,LIBERTY FSB,1950
10/6/1988,25701.0,FAILURE,FIDELITY NATIONAL BANK OF FORT WORTH,1948
10/6/1988,32155.0,FAILURE,FINANCIAL SECURITY S&LA,1949
10/3/1988,8040.0,FAILURE,LIBERTY BANK & TRUST COMPANY,1947
9/30/1988,8837.0,FAILURE,WATSON STATE BANK,1938
9/30/1988,29080.0,ASSISTANCE,FIRST FS&LA,1939
9/30/1988,29746.0,ASSISTANCE,CITIZENS FS&LA OF NEW CASTLE,1940
9/30/1988,30362.0,ASSISTANCE,GREAT WEST SAVINGS BANK,1941
9/30/1988,30497.0,ASSISTANCE,DELTA SAVINGS ASSOCIATION OF TEXAS,1942
9/30/1988,30945.0,ASSISTANCE,CREDITBANC SAVINGS ASSOCIATION,1943
9/30/1988,31459.0,ASSISTANCE,FRANKLIN SAVINGS ASSOCIATION,1944
9/30/1988,31692.0,ASSISTANCE,ADOBE SAVINGS BANK,1945
9/30/1988,32264.0,ASSISTANCE,GUARANTY FS&LA,1946
9/29/1988,8979.0,FAILURE,FIRST STATE BANK,1937
9/26/1988,30625.0,FAILURE,CONTINENTAL S&LA,1936
9/23/1988,24400.0,FAILURE,PEOPLES STATE BANK OF MEEKER,1933
9/23/1988,31403.0,ASSISTANCE,CHAMPION SAVINGS ASSOCIATION,1934
9/23/1988,32005.0,FAILURE,PEOPLES S&LA,1935
9/22/1988,5998.0,FAILURE,THE FIRST STATE BANK IN TALIHINA,1930
9/22/1988,9878.0,FAILURE,THE SECURITY STATE BANK,1931
9/22/1988,22992.0,FAILURE,COMMUNITY BANK & TRUST,1932
9/21/1988,28118.0,FAILURE,MOUNTAINWEST S&LA,1928
9/21/1988,31299.0,ASSISTANCE,LOVES PARK FSB,1929
9/16/1988,24189.0,ASSISTANCE,GUARANTY NATIONAL BANK,1926
9/16/1988,32072.0,FAILURE,ULTIMATE SAVINGS BANK,1927
9/15/1988,22466.0,FAILURE,TOWN & COUNTRY BANK,1921
9/15/1988,23492.0,FAILURE,CITIZENS BANK OF LITTLETON,1922
9/15/1988,24762.0,FAILURE,TRINITY NATIONAL BANK,1923
9/15/1988,24977.0,FAILURE,CAPITAL NATIONAL BANK,1924
9/15/1988,25251.0,FAILURE,RIVER CITY BANK,1925
9/9/1988,28957.0,ASSISTANCE,BAY CITY FS&LA,1919
9/9/1988,30979.0,ASSISTANCE,GULF COAST SAVINGS ASSOCIATION,1920
9/8/1988,16582.0,FAILURE,THE SYLVIA STATE BANK,1918
9/7/1988,28559.0,ASSISTANCE,AMERICAN S&LA,1916
9/7/1988,28910.0,ASSISTANCE,FIRST FEDERAL SB,1917
9/6/1988,31202.0,ASSISTANCE,COOSA FS&LA,1915
9/1/1988,5798.0,FAILURE,MINGO TRUST & SAVINGS BANK,1903
9/1/1988,12312.0,FAILURE,COMMERCIAL STATE BANK,1904
9/1/1988,14483.0,FAILURE,PISGAH SAVINGS BANK,1905
9/1/1988,20087.0,FAILURE,LAKELAND STATE BANK,1906
9/1/1988,20184.0,FAILURE,AMERICAN BANK OF MUSKOGEE,1907
9/1/1988,25101.0,FAILURE,FIRST NATIONAL BANK OF ATASCOCITA,1908
9/1/1988,25699.0,FAILURE,PIONEER NATIONAL BANK,1909
9/1/1988,28020.0,ASSISTANCE,ARSENAL SA,1910
9/1/1988,28547.0,ASSISTANCE,FIDELITY FS&LA,1911
9/1/1988,29779.0,ASSISTANCE,FRANKTON FS&LA,1912
9/1/1988,30834.0,ASSISTANCE,CITIZENS FS&LA,1913
9/1/1988,31533.0,ASSISTANCE,UNITED SA OF CENTRAL INDIANA,1914
8/31/1988,28245.0,ASSISTANCE,MUTUAL FS&LA,1891
8/31/1988,28357.0,FAILURE,HOME S&LA,1892
8/31/1988,28648.0,FAILURE,FIRST FS&LA,1893
8/31/1988,28661.0,ASSISTANCE,MIDAMERICA FS&LA,1894
8/31/1988,28734.0,FAILURE,PEOPLES FS&LA,1895
8/31/1988,28737.0,FAILURE,KINGFISHER FS&LA,1896
8/31/1988,29013.0,FAILURE,"HOME SAVINGS BANK, FA",1897
8/31/1988,29573.0,ASSISTANCE,CAPITOL FSB,1898
8/31/1988,29625.0,FAILURE,PHOENIX FS&LA,1899
8/31/1988,30146.0,FAILURE,FRONTIER SAVINGS & LOAN,1900
8/31/1988,31988.0,FAILURE,HERITAGE S&LA,1901
8/31/1988,32077.0,ASSISTANCE,FIRST OKLAHOMA SAVINGS BANK,1902
8/26/1988,17163.0,FAILURE,BIWABIK STATE BANK,1881
8/26/1988,27854.0,ASSISTANCE,WASHINGTON FSB OF STILLWATER,1882
8/26/1988,29500.0,ASSISTANCE,PIONEER FS&LA IN MASON CITY,1883
8/26/1988,30200.0,ASSISTANCE,FIRST FS&LA OF BRAINERD,1884
8/26/1988,30533.0,ASSISTANCE,FIRST FS&LA OF HIBBING,1885
8/26/1988,30868.0,ASSISTANCE,FIRST FS&LA OF GRAND RAPIDS,1886
8/26/1988,31295.0,ASSISTANCE,PEOPLES S&LA,1887
8/26/1988,31296.0,ASSISTANCE,NORTHWEST FS&LA,1888
8/26/1988,31822.0,ASSISTANCE,HOMESTATE S&LA,1889
8/26/1988,31881.0,ASSISTANCE,COMMERCE FSB,1890
8/25/1988,22845.0,FAILURE,BANK OF THE MID-SOUTH,1878
8/25/1988,25143.0,FAILURE,"BANCFIRST-WESTLAKE, N.A.",1879
8/25/1988,25760.0,FAILURE,HIGHLAND PARK NATIONAL BANK,1880
8/19/1988,497.0,FAILURE,MARSHALL COUNTY BANK,1871
8/19/1988,28412.0,FAILURE,FEDERATED S&LA,1872
8/19/1988,30263.0,FAILURE,MULTIBANC SAVINGS ASSOCIATION,1873
8/19/1988,30773.0,FAILURE,SUNBELT SAVINGS ASSOCIATION OF TEXAS,1874
8/19/1988,31641.0,ASSISTANCE,SUMMIT SAVINGS ASSOCIATION,1875
8/19/1988,31684.0,FAILURE,TEXANA S&LA,1876
8/19/1988,31892.0,FAILURE,FIRST CITY SAVINGS ASSOCIATION,1877
8/18/1988,18506.0,FAILURE,CITIZENS STATE BANK,1858
8/18/1988,24194.0,FAILURE,TOWN & COUNTRY NATIONAL BANK,1859
8/18/1988,25811.0,FAILURE,FIRST NATIONAL BANK AUSTIN,1860
8/18/1988,28869.0,ASSISTANCE,GLADEWATER FS&LA,1861
8/18/1988,29390.0,ASSISTANCE,COMMERCE FS&LA,1862
8/18/1988,30520.0,ASSISTANCE,IRVING S&LA,1863
8/18/1988,30828.0,ASSISTANCE,MAJESTIC SAVINGS ASSOCIATION,1864
8/18/1988,30978.0,ASSISTANCE,RICHARDSON SAVINGS ASSOCIATION,1865
8/18/1988,31580.0,ASSISTANCE,LONGVIEW S&LA,1866
8/18/1988,31750.0,ASSISTANCE,PARIS S&LA,1867
8/18/1988,31967.0,ASSISTANCE,AMERICAN BANC SAVINGS ASSOCIAT,1868
8/18/1988,31985.0,ASSISTANCE,SOUTHLAND SAVINGS ASSOCIATION,1869
8/18/1988,32124.0,ASSISTANCE,SKYLINE SAVINGS ASSOCIATION,1870
8/11/1988,16077.0,FAILURE,GALENA PARK STATE BANK,1852
8/11/1988,21508.0,FAILURE,FIRST BANK,1853
8/11/1988,25017.0,FAILURE,WEST HOUSTON NATIONAL BANK,1854
8/11/1988,28127.0,ASSISTANCE,CAPITOL FS&LA,1855
8/11/1988,29050.0,ASSISTANCE,FIRST FEDERAL SAVINGS BANK,1856
8/11/1988,29944.0,ASSISTANCE,WESTERN FS&LA,1857
8/10/1988,29848.0,ASSISTANCE,FIRST FS&LA OF TAYLORVILLE,1851
8/9/1988,17439.0,ASSISTANCE,SECURITY STATE BANK,1850
8/4/1988,13644.0,FAILURE,FARMERS & MERCHANTS BANK OF ELMO,1849
8/3/1988,24139.0,FAILURE,ALASKA CONTINENTAL BANK,1848
8/2/1988,26723.0,FAILURE,FIRST REPUBLICBANK DELAWARE,1846
8/2/1988,28310.0,ASSISTANCE,FIRST OF LONGVIEW,1847
7/29/1988,1181.0,FAILURE,FIRST REPUBLICBANK-CLIFTON,1804
7/29/1988,1188.0,FAILURE,FIRST REPUBLICBANK-FORNEY,1805
7/29/1988,1717.0,FAILURE,"FIRST REPUBLICBANK-TEMPLE, N.A.",1806
7/29/1988,3065.0,FAILURE,"FIRST REPUBLICBANK-ABILENE, N.A.",1807
7/29/1988,3084.0,FAILURE,"FIRST REPUBLICBANK- AUSTIN, N.A.",1808
7/29/1988,3118.0,FAILURE,"FIRST REPUBLICBANK-BROWNWOOD, N.A.",1809
7/29/1988,3147.0,FAILURE,"FIRST REPUBLICBANK-CONROE, N.A.",1810
7/29/1988,3153.0,FAILURE,"FIRST REPUBLICBANK-CORSICANA, N.A.",1811
7/29/1988,3165.0,FAILURE,"FIRST REPUBLICBANK-DALLAS, N.A.",1812
7/29/1988,3173.0,FAILURE,"FIRST REPUBLICBANK-DENISON, N.A.",1813
7/29/1988,3189.0,FAILURE,"FIRST REPUBLICBANK-ENNIS, N.A.",1814
7/29/1988,3200.0,FAILURE,"FIRST REPUBLICBANK-FT. WORTH, N.A.",1815
7/29/1988,3209.0,FAILURE,"FIRST REPUBLICBANK-GALVESTON, N.A.",1816
7/29/1988,3234.0,FAILURE,"FIRST REPUBLICBANK-GREENVILLE, N.A.",1817
7/29/1988,3246.0,FAILURE,"FIRST REPUBLICBANK-HARLINGEN, N.A.",1818
7/29/1988,3249.0,FAILURE,"FIRST REPUBLICBANK-HENDERSON, N.A.",1819
7/29/1988,3262.0,FAILURE,"FIRST REPUBLICBANK-HOUSTON, N.A.",1820
7/29/1988,3315.0,FAILURE,"FIRST REPUBLICBANK-LUBBOCK, N.A.",1821
7/29/1988,3349.0,FAILURE,FIRST REPUBLICBANK-MINERAL WELLS,1822
7/29/1988,3354.0,FAILURE,FIRST REPUBLICBANK-MT. PLEASANT,1823
7/29/1988,3369.0,FAILURE,"FIRST REPUBLICBANK-ODESSA, N.A.",1824
7/29/1988,3391.0,FAILURE,"FIRST REPUBLICBANK-PLANO, N.A.",1825
7/29/1988,3408.0,FAILURE,"FIRST REPUBLICBANK-RICHMOND, N.A",1826
7/29/1988,5513.0,FAILURE,NATIONAL BANK OF FT. SAM HOUSTON,1827
7/29/1988,5537.0,FAILURE,FIRST REPUBLICBANK-STEPHENVILLE,1828
7/29/1988,5563.0,FAILURE,"FIRST REPUBLICBANK-TYLER, N.A.",1829
7/29/1988,5572.0,FAILURE,"FIRST REPUBLICBANK-WACO, N.A.",1830
7/29/1988,5586.0,FAILURE,FIRST REPUBLICBANK-WICHITA FALLS,1831
7/29/1988,9018.0,FAILURE,FIRST REPUBLICBANK-LUFKIN,1832
7/29/1988,13743.0,FAILURE,"FIRST REPUBLICBANK-CLEBURNE, N.A",1833
